Fast Pass Adjusted OD,,,,,,Aug 06,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,59,45,161,198,555,921,771,"1,173","3,883"
MT,48,51,93,170,832,"1,296","1,140","2,203","5,833"
PL,211,117,72,118,671,"1,020",672,"1,655","4,536"
CC,166,158,143,51,523,651,500,"1,251","3,443"
16,493,655,857,527,25,199,205,547,"3,507"
24,755,"1,033","1,236",649,209,32,151,428,"4,492"
GP,739,886,920,461,211,156,22,106,"3,501"
BP,"1,085","1,362","2,554","1,167",563,458,112,35,"7,337"
Entries,"3,556","4,307","6,036","3,342","3,589","4,733","3,571","7,398","36,533"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,29,9,58,45,225,270,132,294,"1,061"
MT,8,22,28,32,327,374,340,"1,083","2,214"
PL,59,17,72,56,570,871,532,"1,248","3,425"
CC,42,24,71,44,386,401,196,489,"1,651"
16,190,209,677,400,32,149,126,318,"2,100"
24,219,221,929,403,144,37,114,289,"2,355"
GP,118,170,706,164,123,104,16,70,"1,470"
BP,288,381,"2,003",451,307,295,79,36,"3,839"
Entries,952,"1,052","4,543","1,594","2,112","2,500","1,535","3,827","18,115"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,30,7,31,21,142,175,79,174,658
MT,5,18,17,22,200,237,207,727,"1,431"
PL,37,11,58,34,412,603,346,791,"2,291"
CC,24,17,52,42,341,278,146,352,"1,251"
16,140,140,477,338,19,106,86,196,"1,502"
24,173,165,708,307,111,35,86,214,"1,799"
GP,89,108,492,121,72,75,19,30,"1,005"
BP,190,242,"1,440",317,190,210,37,36,"2,661"
Entries,686,707,"3,275","1,202","1,486","1,718","1,004","2,519","12,597"
