Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Aug 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	11 , 	88 , 	82 , 	37 , 	177 , 	67 , 	68 , 	33 , 	66 , 	13 , 	68 , 	64 , 	17 , 	25 , 	25 , 	12 , 	9 , 	22 , 	23 , 	7 , 	16 , 	5 , 	7 , 	11 , 	15 , 	87 , 	85 , 	228 , 	114 , 	74 , 	110 , 	12 , 	37 , 	20 , 	7 , 	2 , 	14 , 	2 , 	32 , 	8 , 	9 , 	17 , 	11 ," 	1,832 ",,,Eastbay," 	38,101 ",,SF CBD," 	100,884 ",64.6%,,,
EN, 	112 , 	12 , 	88 , 	53 , 	382 , 	113 , 	124 , 	66 , 	169 , 	29 , 	119 , 	143 , 	38 , 	38 , 	31 , 	18 , 	26 , 	55 , 	28 , 	12 , 	19 , 	11 , 	8 , 	20 , 	31 , 	279 , 	225 , 	615 , 	201 , 	84 , 	117 , 	38 , 	61 , 	49 , 	20 , 	9 , 	18 , 	3 , 	39 , 	12 , 	9 , 	39 , 	21 ," 	3,578 ",,,Westbay," 	50,728 ",,non-CBD," 	59,015 ",37.8%,,,
EP, 	105 , 	75 , 	3 , 	36 , 	311 , 	64 , 	54 , 	36 , 	117 , 	28 , 	39 , 	66 , 	12 , 	11 , 	18 , 	7 , 	7 , 	27 , 	18 , 	9 , 	15 , 	5 , 	3 , 	17 , 	9 , 	164 , 	114 , 	352 , 	124 , 	42 , 	44 , 	12 , 	17 , 	19 , 	5 , 	1 , 	11 , 	1 , 	9 , 	2 , 	4 , 	33 , 	9 ," 	2,048 ",,,Transbay," 	75,070 ",,,,,,,
NB, 	47 , 	49 , 	39 , 	6 , 	119 , 	44 , 	42 , 	38 , 	96 , 	20 , 	60 , 	62 , 	21 , 	15 , 	17 , 	8 , 	10 , 	25 , 	10 , 	10 , 	15 , 	7 , 	4 , 	11 , 	5 , 	218 , 	173 , 	323 , 	202 , 	75 , 	70 , 	25 , 	15 , 	19 , 	3 , 	4 , 	11 , 	2 , 	6 , 	2 , 	3 , 	39 , 	8 ," 	1,973 ",,,,,,,,,,,
BK, 	182 , 	380 , 	332 , 	119 , 	17 , 	237 , 	226 , 	164 , 	258 , 	95 , 	166 , 	201 , 	77 , 	59 , 	53 , 	35 , 	53 , 	217 , 	45 , 	54 , 	74 , 	46 , 	31 , 	34 , 	35 , 	545 , 	388 ," 	1,203 ", 	555 , 	206 , 	184 , 	63 , 	43 , 	93 , 	9 , 	28 , 	83 , 	8 , 	31 , 	8 , 	11 , 	92 , 	79 ," 	6,815 ",,,,,,,,,,,
AS, 	80 , 	125 , 	65 , 	44 , 	207 , 	7 , 	91 , 	73 , 	122 , 	38 , 	92 , 	92 , 	30 , 	32 , 	29 , 	13 , 	18 , 	31 , 	16 , 	10 , 	20 , 	10 , 	7 , 	12 , 	24 , 	173 , 	150 , 	332 , 	231 , 	107 , 	98 , 	28 , 	21 , 	14 , 	4 , 	4 , 	14 , 	4 , 	19 , 	3 , 	3 , 	24 , 	9 ," 	2,523 ",,,,,,,,,,,
MA, 	65 , 	116 , 	61 , 	43 , 	222 , 	90 , 	12 , 	53 , 	81 , 	33 , 	93 , 	112 , 	46 , 	63 , 	49 , 	25 , 	27 , 	36 , 	56 , 	32 , 	52 , 	16 , 	18 , 	31 , 	45 , 	249 , 	239 , 	602 , 	307 , 	146 , 	116 , 	32 , 	34 , 	26 , 	6 , 	9 , 	22 , 	7 , 	72 , 	3 , 	5 , 	33 , 	11 ," 	3,391 ",,,,,,,,,,,
19, 	39 , 	72 , 	45 , 	48 , 	161 , 	94 , 	53 , 	6 , 	28 , 	14 , 	59 , 	84 , 	31 , 	45 , 	37 , 	19 , 	24 , 	41 , 	34 , 	23 , 	30 , 	15 , 	14 , 	30 , 	23 , 	111 , 	125 , 	295 , 	180 , 	85 , 	66 , 	26 , 	20 , 	30 , 	9 , 	6 , 	22 , 	7 , 	28 , 	5 , 	4 , 	7 , 	12 ," 	2,102 ",,,,,,,,,,,
12, 	62 , 	151 , 	111 , 	88 , 	243 , 	124 , 	74 , 	20 , 	12 , 	18 , 	121 , 	148 , 	130 , 	124 , 	77 , 	43 , 	71 , 	148 , 	64 , 	68 , 	80 , 	39 , 	37 , 	47 , 	57 , 	249 , 	270 , 	674 , 	275 , 	89 , 	80 , 	49 , 	76 , 	66 , 	19 , 	17 , 	41 , 	15 , 	73 , 	8 , 	9 , 	28 , 	23 ," 	4,212 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	12 , 	29 , 	32 , 	22 , 	89 , 	35 , 	26 , 	14 , 	14 , 	5 , 	63 , 	94 , 	125 , 	132 , 	45 , 	30 , 	65 , 	97 , 	12 , 	8 , 	16 , 	6 , 	12 , 	14 , 	21 , 	195 , 	171 , 	467 , 	189 , 	78 , 	61 , 	23 , 	36 , 	23 , 	12 , 	61 , 	91 , 	3 , 	9 , 	7 , 	8 , 	31 , 	18 ," 	2,497 ",,,Dtwn SF," 	2,078 "," 	6,283 "," 	16,364 "," 	7,207 "," 	6,897 "," 	9,641 "," 	3,716 "," 	48,470 "
