Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Dec 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	59 , 	73 , 	27 , 	34 , 	116 , 	61 , 	54 , 	49 , 	80 , 	44 , 	12 , 	325 , 	90 , 	184 , 	119 , 	41 , 	41 , 	51 , 	28 , 	13 , 	22 , 	9 , 	14 , 	15 , 	66 , 	122 , 	127 , 	518 , 	149 , 	87 , 	125 , 	21 , 	37 , 	27 , 	17 , 	29 , 	63 , 	4 , 	18 ," 	2,971 ",,,CM line," 	10,772 ", 	804 ," 	3,585 ", 	896 , 	743 ," 	1,352 "," 	18,151 "
CL, 	324 , 	68 , 	104 , 	42 , 	101 , 	54 , 	109 , 	50 , 	166 , 	70 , 	699 , 	5 , 	423 , 	222 , 	172 , 	67 , 	152 , 	67 , 	69 , 	120 , 	72 , 	92 , 	56 , 	65 , 	37 , 	618 , 	96 , 	348 , 	122 , 	75 , 	62 , 	52 , 	23 , 	83 , 	21 , 	158 , 	189 , 	32 , 	75 ," 	5,361 ",,,RM line," 	3,362 "," 	1,400 "," 	1,002 "," 	2,506 ", 	383 ," 	1,600 "," 	10,253 "
SL, 	16 , 	24 , 	6 , 	10 , 	40 , 	19 , 	27 , 	27 , 	51 , 	61 , 	82 , 	377 , 	6 , 	78 , 	57 , 	23 , 	24 , 	34 , 	6 , 	5 , 	8 , 	2 , 	2 , 	6 , 	16 , 	65 , 	66 , 	256 , 	68 , 	18 , 	33 , 	10 , 	14 , 	15 , 	10 , 	16 , 	32 , 	2 , 	6 ," 	1,618 ",,,WP line," 	3,844 ", 	556 , 	780 , 	439 ," 	1,877 "," 	1,151 "," 	8,647 "
BF, 	18 , 	18 , 	7 , 	6 , 	37 , 	20 , 	36 , 	39 , 	76 , 	58 , 	178 , 	381 , 	81 , 	7 , 	70 , 	55 , 	55 , 	68 , 	13 , 	5 , 	4 , 	2 , 	1 , 	4 , 	23 , 	41 , 	56 , 	195 , 	58 , 	15 , 	28 , 	9 , 	16 , 	12 , 	7 , 	27 , 	75 , 	1 , 	12 ," 	1,815 ",,,FT/ED line," 	5,555 "," 	1,702 "," 	1,244 "," 	1,770 ", 	967 ," 	7,910 "," 	19,148 "
HY, 	28 , 	18 , 	8 , 	13 , 	35 , 	14 , 	26 , 	22 , 	44 , 	23 , 	119 , 	212 , 	68 , 	77 , 	4 , 	53 , 	65 , 	101 , 	9 , 	3 , 	4 , 	1 , 	1 , 	3 , 	5 , 	42 , 	32 , 	117 , 	47 , 	16 , 	17 , 	4 , 	7 , 	5 , 	10 , 	9 , 	29 , 	1 , 	11 ," 	1,302 ",,,Entries," 	28,568 "," 	8,693 "," 	17,813 "," 	10,294 "," 	8,264 "," 	19,197 "," 	92,829 "
SH, 	11 , 	11 , 	5 , 	3 , 	16 , 	7 , 	10 , 	12 , 	21 , 	12 , 	32 , 	119 , 	24 , 	55 , 	52 , 	4 , 	36 , 	62 , 	4 , 	2 , 	1 , 	1 , 	2 , 	2 , 	3 , 	37 , 	22 , 	103 , 	24 , 	12 , 	11 , 	3 , 	11 , 	7 , 	8 , 	6 , 	21 , 	1 , 	8 , 	780 ,,,,,,,,,,
UC, 	11 , 	16 , 	5 , 	4 , 	27 , 	10 , 	11 , 	17 , 	40 , 	32 , 	34 , 	184 , 	25 , 	59 , 	68 , 	37 , 	6 , 	80 , 	8 , 	4 , 	4 , 	1 , 	1 , 	2 , 	6 , 	47 , 	44 , 	160 , 	39 , 	9 , 	12 , 	7 , 	9 , 	14 , 	6 , 	4 , 	14 , 	1 , 	10 ," 	1,070 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	14 , 	28 , 	20 , 	13 , 	70 , 	15 , 	22 , 	27 , 	53 , 	41 , 	51 , 	118 , 	37 , 	73 , 	102 , 	56 , 	63 , 	13 , 	13 , 	12 , 	8 , 	5 , 	4 , 	7 , 	6 , 	104 , 	80 , 	343 , 	93 , 	15 , 	16 , 	13 , 	17 , 	18 , 	12 , 	7 , 	18 , 	2 , 	18 ," 	1,625 ",,,Dtwn SF," 	1,398 ",,,,,,
CN, 	13 , 	11 , 	8 , 	7 , 	18 , 	9 , 	27 , 	21 , 	45 , 	5 , 	24 , 	100 , 	11 , 	8 , 	10 , 	5 , 	9 , 	15 , 	9 , 	56 , 	223 , 	44 , 	23 , 	20 , 	3 , 	78 , 	51 , 	180 , 	68 , 	24 , 	38 , 	14 , 	18 , 	18 , 	31 , 	3 , 	8 , 	15 , 	132 ," 	1,401 ",,,OAK," 	7,383 ", 	487 ,,,,,
PH, 	3 , 	7 , 	3 , 	4 , 	22 , 	7 , 	8 , 	13 , 	29 , 	3 , 	13 , 	110 , 	3 , 	6 , 	3 , 	1 , 	4 , 	11 , 	48 , 	7 , 	46 , 	12 , 	10 , 	27 , 	3 , 	91 , 	86 , 	204 , 	81 , 	11 , 	15 , 	13 , 	20 , 	18 , 	25 , 	2 , 	1 , 	3 , 	24 , 	999 ,,,CM line," 	21,176 "," 	1,601 "," 	3,585 ",,,,
WC, 	10 , 	10 , 	10 , 	5 , 	37 , 	5 , 	21 , 	26 , 	41 , 	6 , 	16 , 	117 , 	8 , 	5 , 	2 , 	2 , 	5 , 	9 , 	268 , 	46 , 	9 , 	31 , 	14 , 	42 , 	3 , 	114 , 	115 , 	328 , 	110 , 	13 , 	24 , 	16 , 	14 , 	19 , 	23 , 	1 , 	2 , 	18 , 	56 ," 	1,600 ",,,RM line," 	6,722 "," 	2,723 "," 	1,898 "," 	2,506 ",,,
LF, 	3 , 	5 , 	3 , 	5 , 	15 , 	2 , 	7 , 	16 , 	20 , 	3 , 	6 , 	85 , 	2 , 	2 , 	2 , 	1 , 	1 , 	4 , 	49 , 	10 , 	28 , 	4 , 	8 , 	23 , 	1 , 	65 , 	63 , 	214 , 	69 , 	9 , 	8 , 	5 , 	7 , 	10 , 	9 , 	0 , 	1 , 	6 , 	10 , 	784 ,,,WP line," 	7,640 "," 	1,053 "," 	1,523 ", 	823 ," 	1,877 ",,
OR, 	4 , 	3 , 	3 , 	5 , 	16 , 	2 , 	5 , 	8 , 	14 , 	3 , 	11 , 	92 , 	2 , 	2 , 	2 , 	1 , 	2 , 	3 , 	25 , 	9 , 	14 , 	6 , 	2 , 	21 , 	2 , 	71 , 	74 , 	190 , 	59 , 	6 , 	9 , 	3 , 	7 , 	4 , 	8 , 	-   , 	1 , 	2 , 	2 , 	695 ,,,FT/ED line," 	11,001 "," 	3,440 "," 	2,596 "," 	3,370 "," 	2,118 "," 	7,910 "," 	92,829 "
RR, 	19 , 	16 , 	21 , 	25 , 	14 , 	6 , 	8 , 	16 , 	39 , 	10 , 	21 , 	80 , 	6 , 	13 , 	2 , 	1 , 	2 , 	5 , 	34 , 	14 , 	25 , 	10 , 	11 , 	6 , 	9 , 	152 , 	184 , 	481 , 	178 , 	30 , 	23 , 	11 , 	5 , 	15 , 	16 , 	1 , 	5 , 	4 , 	14 ," 	1,532 ",,,,,,,,,,
OW, 	24 , 	17 , 	3 , 	7 , 	52 , 	22 , 	30 , 	14 , 	39 , 	8 , 	56 , 	61 , 	16 , 	19 , 	7 , 	4 , 	5 , 	5 , 	6 , 	3 , 	3 , 	0 , 	1 , 	6 , 	2 , 	100 , 	129 , 	464 , 	98 , 	44 , 	35 , 	9 , 	15 , 	6 , 	7 , 	1 , 	7 , 	1 , 	8 ," 	1,337 ",,,,,,,,,,
EM, 	61 , 	116 , 	71 , 	102 , 	188 , 	71 , 	113 , 	104 , 	174 , 	89 , 	152 , 	282 , 	89 , 	69 , 	44 , 	36 , 	59 , 	111 , 	100 , 	108 , 	134 , 	65 , 	73 , 	145 , 	101 , 	75 , 	71 , 	195 , 	73 , 	187 , 	223 , 	102 , 	156 , 	99 , 	85 , 	43 , 	193 , 	28 , 	92 ," 	4,281 ",,,,,,,,,,
MT, 	71 , 	103 , 	60 , 	83 , 	130 , 	61 , 	121 , 	83 , 	136 , 	77 , 	109 , 	122 , 	65 , 	55 , 	27 , 	21 , 	42 , 	87 , 	52 , 	72 , 	104 , 	50 , 	53 , 	118 , 	103 , 	49 , 	20 , 	45 , 	34 , 	179 , 	263 , 	211 , 	485 , 	101 , 	98 , 	28 , 	108 , 	20 , 	46 ," 	3,692 ",,,,,,,,,,
PL, 	137 , 	359 , 	215 , 	263 , 	493 , 	232 , 	426 , 	234 , 	484 , 	341 , 	499 , 	426 , 	272 , 	200 , 	122 , 	97 , 	163 , 	350 , 	191 , 	249 , 	319 , 	220 , 	214 , 	498 , 	522 , 	168 , 	49 , 	127 , 	181 , 	975 ," 	1,454 ", 	888 ," 	1,232 ", 	776 , 	564 , 	159 , 	624 , 	64 , 	192 ," 	14,981 ",,,,,,,,,,
CC, 	46 , 	85 , 	71 , 	83 , 	173 , 	88 , 	153 , 	113 , 	151 , 	109 , 	126 , 	160 , 	69 , 	56 , 	43 , 	30 , 	34 , 	94 , 	58 , 	91 , 	104 , 	72 , 	53 , 	138 , 	108 , 	45 , 	43 , 	152 , 	68 , 	452 , 	648 , 	226 , 	515 , 	247 , 	238 , 	34 , 	145 , 	15 , 	58 ," 	5,194 ",,,,,,,,,,
16, 	43 , 	35 , 	18 , 	31 , 	79 , 	47 , 	65 , 	44 , 	59 , 	39 , 	79 , 	71 , 	15 , 	17 , 	14 , 	12 , 	9 , 	18 , 	23 , 	11 , 	14 , 	9 , 	9 , 	53 , 	38 , 	164 , 	178 , 	992 , 	447 , 	44 , 	161 , 	100 , 	213 , 	100 , 	97 , 	7 , 	19 , 	6 , 	22 ," 	3,399 ",,,,,,,,,,
24, 	67 , 	52 , 	19 , 	33 , 	57 , 	44 , 	53 , 	40 , 	63 , 	35 , 	106 , 	104 , 	31 , 	30 , 	21 , 	13 , 	14 , 	17 , 	40 , 	14 , 	21 , 	10 , 	7 , 	38 , 	42 , 	212 , 	247 ," 	1,443 ", 	633 , 	152 , 	61 , 	112 , 	274 , 	148 , 	160 , 	7 , 	24 , 	4 , 	37 ," 	4,485 ",,,,,,,,,,
GP, 	14 , 	19 , 	7 , 	12 , 	31 , 	11 , 	20 , 	12 , 	20 , 	16 , 	17 , 	60 , 	9 , 	8 , 	4 , 	5 , 	6 , 	10 , 	12 , 	12 , 	12 , 	6 , 	7 , 	16 , 	11 , 	110 , 	148 , 	974 , 	183 , 	102 , 	96 , 	27 , 	41 , 	26 , 	52 , 	5 , 	12 , 	4 , 	20 ," 	2,159 ",,,,,,,,,,
BP, 	16 , 	18 , 	5 , 	4 , 	13 , 	9 , 	12 , 	6 , 	26 , 	14 , 	53 , 	54 , 	18 , 	42 , 	9 , 	6 , 	8 , 	9 , 	13 , 	12 , 	8 , 	3 , 	3 , 	11 , 	13 , 	506 , 	241 ," 	1,749 ", 	410 , 	420 , 	237 , 	31 , 	29 , 	17 , 	53 , 	4 , 	19 , 	6 , 	17 ," 	4,120 ",,,,,,,,,,
DC, 	16 , 	18 , 	10 , 	8 , 	32 , 	11 , 	12 , 	9 , 	33 , 	20 , 	25 , 	100 , 	16 , 	13 , 	12 , 	9 , 	10 , 	18 , 	19 , 	16 , 	14 , 	8 , 	4 , 	11 , 	12 , 	115 , 	110 , 	749 , 	206 , 	99 , 	156 , 	26 , 	40 , 	14 , 	35 , 	7 , 	33 , 	3 , 	23 ," 	2,073 ",,,,,,,,,,
CM, 	15 , 	34 , 	9 , 	12 , 	37 , 	15 , 	20 , 	17 , 	35 , 	11 , 	14 , 	39 , 	7 , 	8 , 	9 , 	6 , 	6 , 	7 , 	30 , 	23 , 	26 , 	9 , 	10 , 	15 , 	7 , 	75 , 	100 , 	563 , 	215 , 	104 , 	164 , 	52 , 	91 , 	42 , 	10 , 	5 , 	19 , 	8 , 	43 ," 	1,915 ",,,,,,,,,,
CV, 	2 , 	2 , 	2 , 	2 , 	12 , 	5 , 	4 , 	8 , 	7 , 	16 , 	24 , 	192 , 	17 , 	35 , 	11 , 	4 , 	5 , 	6 , 	1 , 	2 , 	2 , 	1 , 	-   , 	2 , 	3 , 	49 , 	34 , 	140 , 	41 , 	9 , 	6 , 	4 , 	7 , 	5 , 	4 , 	3 , 	41 , 	-   , 	1 , 	706 ,,,,,,,,,,
ED, 	8 , 	9 , 	6 , 	5 , 	26 , 	7 , 	14 , 	15 , 	22 , 	35 , 	51 , 	237 , 	39 , 	66 , 	30 , 	19 , 	17 , 	21 , 	7 , 	3 , 	2 , 	1 , 	0 , 	4 , 	6 , 	172 , 	129 , 	595 , 	156 , 	18 , 	25 , 	15 , 	28 , 	31 , 	18 , 	49 , 	10 , 	0 , 	4 ," 	1,899 ",,,,,,,,,,
NC, 	1 , 	3 , 	1 , 	-   , 	6 , 	1 , 	6 , 	7 , 	8 , 	2 , 	3 , 	50 , 	2 , 	1 , 	2 , 	0 , 	1 , 	4 , 	18 , 	3 , 	16 , 	4 , 	2 , 	5 , 	1 , 	24 , 	23 , 	62 , 	20 , 	5 , 	6 , 	4 , 	7 , 	4 , 	8 , 	0 , 	0 , 	2 , 	14 , 	330 ,,,,,,,,,,
WP, 	18 , 	19 , 	3 , 	5 , 	15 , 	8 , 	36 , 	22 , 	44 , 	5 , 	24 , 	114 , 	10 , 	11 , 	11 , 	9 , 	12 , 	18 , 	148 , 	31 , 	52 , 	10 , 	5 , 	20 , 	11 , 	78 , 	57 , 	205 , 	67 , 	25 , 	45 , 	20 , 	36 , 	29 , 	49 , 	2 , 	6 , 	17 , 	11 ," 	1,307 ",,,,,,,,,,
Entries," 	1,606 "," 	1,857 "," 	1,150 "," 	1,142 "," 	3,132 "," 	1,408 "," 	1,877 "," 	1,447 "," 	2,610 "," 	1,398 "," 	3,192 "," 	5,469 "," 	1,721 "," 	1,716 "," 	1,243 ", 	715 ," 	1,017 "," 	1,608 "," 	1,454 "," 	1,057 "," 	1,456 ", 	751 , 	651 ," 	1,473 "," 	1,361 "," 	4,408 "," 	3,630 "," 	15,223 "," 	5,307 "," 	3,620 "," 	4,484 "," 	2,164 "," 	3,581 "," 	2,081 "," 	1,883 ", 	666 ," 	1,851 ", 	300 ," 	1,122 "," 	92,829 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
