Exit stations,Entry stations->,,TOTAL,,,Jul 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	343 ," 	1,411 "," 	1,301 ", 	824 ," 	5,150 ", 	994 ," 	1,502 "," 	1,118 "," 	1,383 ", 	530 ," 	1,164 "," 	1,002 ", 	487 , 	261 , 	343 , 	254 , 	170 , 	179 , 	211 , 	168 , 	269 , 	160 , 	115 , 	254 , 	454 ," 	4,713 "," 	3,242 "," 	5,799 "," 	3,230 "," 	2,339 "," 	2,674 ", 	538 , 	605 , 	473 , 	246 , 	83 , 	153 , 	41 , 	125 , 	184 , 	285 , 	933 , 	308 , 	91 , 	218 , 	310 , 	114 , 	197 , 	129 , 	131 ," 	47,208 ",,,,,,,,,,,,,
EN," 	1,630 ", 	477 ," 	1,162 ", 	985 ," 	7,145 "," 	1,373 "," 	2,368 "," 	2,382 "," 	3,723 ", 	838 ," 	1,567 "," 	1,490 ", 	671 , 	492 , 	526 , 	207 , 	283 , 	407 , 	373 , 	188 , 	367 , 	160 , 	117 , 	330 , 	502 ," 	8,926 "," 	6,778 "," 	9,986 "," 	6,124 "," 	2,926 "," 	2,476 ", 	767 , 	802 , 	651 , 	314 , 	77 , 	221 , 	81 , 	191 , 	266 , 	449 ," 	1,770 ", 	571 , 	108 , 	630 , 	397 , 	298 , 	361 , 	78 , 	198 ," 	75,209 ",,,,,,,,,,,,,
EP," 	1,461 "," 	1,112 ", 	255 , 	698 ," 	5,860 ", 	932 ," 	1,295 "," 	1,502 "," 	2,009 ", 	620 , 	619 , 	566 , 	432 , 	185 , 	208 , 	131 , 	144 , 	143 , 	244 , 	175 , 	288 , 	100 , 	56 , 	340 , 	203 ," 	4,831 "," 	3,729 "," 	3,449 "," 	2,786 "," 	1,272 ", 	886 , 	375 , 	218 , 	280 , 	85 , 	82 , 	107 , 	41 , 	104 , 	89 , 	113 ," 	1,177 ", 	220 , 	99 , 	449 , 	148 , 	123 , 	176 , 	48 , 	75 ," 	40,540 ",,,,,,,,,,,,,
NB, 	914 , 	930 , 	776 , 	251 ," 	1,268 ", 	504 , 	886 ," 	1,335 "," 	1,509 ", 	493 , 	943 , 	660 , 	377 , 	138 , 	178 , 	117 , 	139 , 	227 , 	132 , 	131 , 	212 , 	76 , 	74 , 	134 , 	217 ," 	5,157 "," 	3,453 "," 	3,045 "," 	3,151 "," 	1,622 "," 	1,079 ", 	352 , 	269 , 	255 , 	65 , 	36 , 	139 , 	84 , 	103 , 	71 , 	84 ," 	1,550 ", 	286 , 	20 , 	489 , 	146 , 	145 , 	222 , 	23 , 	104 ," 	34,571 ",,,,,,,,,,,,,
BK," 	5,761 "," 	7,596 "," 	6,187 "," 	1,481 "," 	1,304 "," 	2,830 "," 	3,317 "," 	3,952 "," 	4,613 "," 	1,641 "," 	2,866 "," 	1,939 "," 	2,005 "," 	1,290 "," 	1,130 ", 	858 ," 	1,609 "," 	1,616 ", 	740 , 	896 ," 	1,105 ", 	623 , 	394 , 	316 , 	886 ," 	12,328 "," 	7,134 "," 	9,105 "," 	6,734 "," 	3,729 "," 	2,904 "," 	1,529 "," 	1,017 ", 	961 , 	362 , 	464 ," 	1,562 ", 	190 , 	546 , 	321 , 	355 ," 	2,631 "," 	1,564 ", 	454 ," 	1,232 "," 	1,329 "," 	1,402 "," 	1,799 ", 	226 , 	583 ," 	117,416 ",,,,,,,,,,,,,
AS," 	1,109 "," 	1,332 ", 	939 , 	520 ," 	2,414 ", 	285 , 	967 ," 	1,612 "," 	1,537 ", 	625 ," 	1,256 ", 	928 , 	509 , 	385 , 	396 , 	234 , 	253 , 	194 , 	161 , 	159 , 	222 , 	111 , 	46 , 	92 , 	454 ," 	4,950 "," 	3,521 "," 	3,233 "," 	3,618 "," 	1,958 "," 	1,142 ", 	357 , 	317 , 	216 , 	60 , 	56 , 	191 , 	35 , 	98 , 	81 , 	165 , 	929 , 	217 , 	51 , 	367 , 	252 , 	280 , 	295 , 	36 , 	108 ," 	39,273 ",,,,,,,,,,,,,
MA," 	1,907 "," 	2,360 "," 	1,262 ", 	953 ," 	3,239 "," 	1,070 ", 	746 ," 	1,480 "," 	2,075 ", 	708 ," 	1,945 "," 	1,756 "," 	1,280 ", 	728 , 	785 , 	513 , 	535 , 	588 ," 	1,147 "," 	1,040 "," 	1,145 ", 	485 , 	421 , 	733 , 	734 ," 	9,284 "," 	6,262 "," 	7,616 "," 	6,084 "," 	4,260 "," 	2,314 ", 	721 , 	677 , 	533 , 	244 , 	118 , 	466 , 	211 , 	885 , 	180 , 	151 ," 	1,697 ", 	468 , 	175 , 	473 , 	339 , 	400 , 	569 , 	445 ," 	1,182 "," 	75,389 ",,,,,,,,,,,,,
19," 	1,203 "," 	2,397 "," 	1,407 "," 	1,498 "," 	3,830 "," 	1,687 "," 	1,529 ", 	648 , 	358 , 	270 ," 	1,284 "," 	1,650 "," 	1,350 "," 	1,175 "," 	1,128 ", 	721 , 	867 , 	967 ," 	1,218 "," 	1,299 "," 	1,609 ", 	670 , 	650 ," 	1,050 ", 	820 ," 	10,184 "," 	7,436 "," 	7,922 "," 	6,787 "," 	4,124 "," 	2,741 ", 	949 , 	809 , 	796 , 	334 , 	233 , 	609 , 	336 , 	775 , 	311 , 	321 ," 	1,602 ", 	653 , 	219 , 	506 , 	519 , 	488 , 	605 , 	309 , 	889 ," 	81,742 ",,,,,,,,,,,,,
12," 	1,568 "," 	3,785 "," 	1,913 "," 	1,470 "," 	4,503 "," 	1,445 "," 	2,115 ", 	343 , 	747 , 	323 ," 	1,410 "," 	1,887 "," 	2,285 "," 	1,895 "," 	1,634 ", 	953 ," 	1,326 ", 	992 ," 	1,543 "," 	1,871 "," 	1,994 ", 	788 , 	688 ," 	1,465 "," 	1,011 "," 	10,564 "," 	7,131 "," 	9,734 "," 	6,962 "," 	3,554 "," 	2,445 "," 	1,179 "," 	1,376 "," 	1,311 ", 	565 , 	300 , 	721 , 	430 ," 	1,204 ", 	599 , 	567 ," 	2,130 ", 	761 , 	254 , 	579 , 	538 , 	570 , 	779 , 	541 ," 	1,463 "," 	96,211 ",,,,,,,,,,,,,
LM, 	548 , 	817 , 	547 , 	455 ," 	1,456 ", 	653 , 	721 , 	279 , 	329 , 	455 ," 	1,875 "," 	2,577 "," 	3,455 "," 	2,625 "," 	1,389 "," 	1,234 ", 	903 , 	872 , 	205 , 	218 , 	188 , 	66 , 	66 , 	178 , 	458 ," 	7,510 "," 	5,946 "," 	6,671 "," 	5,226 "," 	2,777 "," 	1,870 ", 	729 , 	637 , 	536 , 	83 ," 	1,517 "," 	2,179 ", 	107 , 	158 , 	148 , 	154 , 	433 , 	112 , 	969 , 	520 , 	718 , 	520 , 	645 , 	50 , 	235 ," 	63,019 ",,,,,,,,,,,,,
