Exit stations,Entry stations->,,SUNDAY,,,Jul 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	9 , 	31 , 	32 , 	9 , 	105 , 	15 , 	23 , 	16 , 	15 , 	19 , 	28 , 	22 , 	7 , 	7 , 	5 , 	4 , 	2 , 	2 , 	5 , 	2 , 	1 , 	3 , 	1 , 	8 , 	6 , 	76 , 	41 , 	106 , 	36 , 	36 , 	27 , 	7 , 	14 , 	11 , 	5 , 	1 , 	2 , 	0 , 	3 , 	2 , 	6 , 	27 , 	7 , 	0 , 	4 , 	5 , 	4 , 	7 , 	3 , 	1 , 	810 ,,,,,,,,,,,
SO, 	24 , 	30 , 	24 , 	29 , 	61 , 	18 , 	36 , 	29 , 	37 , 	7 , 	14 , 	7 , 	14 , 	13 , 	4 , 	5 , 	1 , 	7 , 	40 , 	38 , 	50 , 	32 , 	22 , 	40 , 	42 , 	151 , 	143 , 	603 , 	153 , 	82 , 	50 , 	35 , 	42 , 	90 , 	60 , 	2 , 	28 , 	10 , 	29 , 	23 , 	21 , 	68 , 	109 , 	7 , 	16 , 	0 , 	4 , 	2 , 	2 , 	25 ," 	2,378 ",,,,,,,,,,,
MB, 	9 , 	11 , 	4 , 	6 , 	44 , 	6 , 	11 , 	10 , 	13 , 	3 , 	2 , 	2 , 	1 , 	3 , 	1 , 	2 , 	-   , 	-   , 	2 , 	2 , 	4 , 	3 , 	1 , 	3 , 	9 , 	80 , 	42 , 	139 , 	75 , 	62 , 	53 , 	18 , 	25 , 	49 , 	9 , 	1 , 	3 , 	1 , 	2 , 	8 , 	10 , 	194 , 	27 , 	1 , 	3 , 	0 , 	1 , 	1 , 	1 , 	2 , 	956 ,,,,,,,,,,,
WD, 	0 , 	2 , 	2 , 	0 , 	8 , 	1 , 	5 , 	1 , 	1 , 	15 , 	17 , 	26 , 	15 , 	16 , 	9 , 	4 , 	4 , 	3 , 	1 , 	1 , 	-   , 	-   , 	0 , 	2 , 	4 , 	78 , 	40 , 	61 , 	25 , 	16 , 	5 , 	4 , 	3 , 	3 , 	1 , 	21 , 	15 , 	-   , 	0 , 	-   , 	1 , 	16 , 	1 , 	10 , 	14 , 	1 , 	3 , 	2 , 	-   , 	0 , 	459 ,,,,,,,,,,,
OA, 	4 , 	10 , 	6 , 	10 , 	20 , 	5 , 	9 , 	7 , 	9 , 	9 , 	5 , 	10 , 	2 , 	2 , 	4 , 	3 , 	2 , 	4 , 	9 , 	11 , 	8 , 	4 , 	3 , 	2 , 	5 , 	53 , 	28 , 	64 , 	15 , 	10 , 	8 , 	4 , 	3 , 	4 , 	0 , 	2 , 	20 , 	2 , 	5 , 	0 , 	1 , 	15 , 	0 , 	5 , 	10 , 	1 , 	4 , 	5 , 	1 , 	5 , 	429 ,,,,,,,,,,,
WS, 	5 , 	4 , 	2 , 	2 , 	17 , 	3 , 	2 , 	3 , 	7 , 	7 , 	11 , 	21 , 	8 , 	12 , 	9 , 	8 , 	18 , 	16 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	26 , 	15 , 	27 , 	9 , 	7 , 	4 , 	2 , 	3 , 	2 , 	0 , 	2 , 	3 , 	-   , 	1 , 	-   , 	0 , 	3 , 	0 , 	2 , 	3 , 	10 , 	21 , 	19 , 	1 , 	1 , 	322 ,,,,,,,,,,,
ML, 	6 , 	8 , 	3 , 	3 , 	37 , 	4 , 	8 , 	7 , 	9 , 	8 , 	8 , 	21 , 	7 , 	10 , 	18 , 	8 , 	23 , 	37 , 	1 , 	1 , 	2 , 	1 , 	0 , 	1 , 	2 , 	62 , 	24 , 	49 , 	27 , 	18 , 	7 , 	3 , 	5 , 	3 , 	0 , 	1 , 	11 , 	-   , 	2 , 	0 , 	1 , 	7 , 	2 , 	3 , 	7 , 	19 , 	20 , 	16 , 	0 , 	2 , 	523 ,,,,,,,,,,,
BE, 	6 , 	8 , 	4 , 	7 , 	52 , 	10 , 	17 , 	15 , 	10 , 	20 , 	23 , 	27 , 	12 , 	13 , 	19 , 	13 , 	25 , 	37 , 	6 , 	3 , 	3 , 	2 , 	2 , 	5 , 	5 , 	58 , 	25 , 	66 , 	40 , 	18 , 	10 , 	3 , 	4 , 	7 , 	1 , 	4 , 	12 , 	1 , 	2 , 	1 , 	1 , 	4 , 	0 , 	2 , 	6 , 	29 , 	14 , 	20 , 	0 , 	3 , 	675 ,,,,,,,,,,,
PC, 	3 , 	1 , 	1 , 	0 , 	2 , 	1 , 	5 , 	2 , 	4 , 	2 , 	1 , 	3 , 	1 , 	1 , 	0 , 	0 , 	0 , 	0 , 	19 , 	8 , 	13 , 	5 , 	2 , 	2 , 	2 , 	11 , 	5 , 	24 , 	9 , 	7 , 	5 , 	1 , 	1 , 	4 , 	2 , 	0 , 	0 , 	4 , 	4 , 	-   , 	2 , 	4 , 	0 , 	0 , 	2 , 	0 , 	0 , 	1 , 	1 , 	12 , 	181 ,,,,,,,,,,,
AN, 	3 , 	5 , 	1 , 	2 , 	5 , 	3 , 	13 , 	10 , 	11 , 	1 , 	4 , 	9 , 	4 , 	4 , 	8 , 	2 , 	1 , 	2 , 	32 , 	15 , 	18 , 	6 , 	2 , 	7 , 	5 , 	52 , 	23 , 	58 , 	25 , 	13 , 	11 , 	7 , 	6 , 	7 , 	6 , 	1 , 	1 , 	3 , 	9 , 	5 , 	6 , 	42 , 	2 , 	-   , 	13 , 	2 , 	1 , 	4 , 	12 , 	12 , 	494 ,,,,,,,,,,,
Entries, 	842 ," 	1,063 ", 	689 , 	711 ," 	2,301 ", 	743 ," 	1,421 "," 	1,341 "," 	1,388 "," 	1,117 "," 	1,386 "," 	1,252 ", 	925 , 	928 , 	591 , 	484 , 	341 , 	542 , 	798 , 	660 , 	915 , 	484 , 	343 , 	837 ," 	1,430 "," 	4,870 "," 	2,515 "," 	6,925 "," 	3,102 "," 	2,580 "," 	2,259 "," 	1,041 "," 	1,375 "," 	1,307 ", 	566 , 	373 ," 	1,169 ", 	176 , 	539 , 	353 , 	571 ," 	3,179 ", 	848 , 	427 , 	690 , 	356 , 	547 , 	661 , 	166 , 	410 ," 	60,535 ",,,,,,,,,,,
