Exit stations,Entry stations->,,SATURDAY,,,Dec 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	75 , 	66 , 	46 , 	196 , 	62 , 	80 , 	54 , 	60 , 	16 , 	67 , 	62 , 	21 , 	25 , 	22 , 	14 , 	12 , 	21 , 	16 , 	6 , 	14 , 	10 , 	4 , 	15 , 	24 , 	104 , 	85 , 	319 , 	109 , 	84 , 	98 , 	17 , 	31 , 	31 , 	12 , 	3 , 	8 , 	2 , 	25 , 	6 , 	12 , 	29 , 	12 , 	5 ," 	1,986 ",,,Eastbay," 	39,887 ",,SF CBD," 	119,569 ",63.1%,,,
EN, 	76 , 	12 , 	73 , 	46 , 	353 , 	88 , 	119 , 	83 , 	150 , 	35 , 	91 , 	126 , 	31 , 	44 , 	37 , 	16 , 	15 , 	48 , 	30 , 	17 , 	25 , 	10 , 	9 , 	24 , 	26 , 	237 , 	227 , 	873 , 	219 , 	72 , 	101 , 	36 , 	62 , 	50 , 	23 , 	8 , 	12 , 	3 , 	37 , 	14 , 	17 , 	49 , 	19 , 	7 ," 	3,651 ",,,Westbay," 	61,684 ",,non-CBD," 	64,248 ",33.9%,,,
EP, 	77 , 	67 , 	8 , 	42 , 	356 , 	68 , 	79 , 	67 , 	90 , 	23 , 	46 , 	54 , 	11 , 	18 , 	11 , 	7 , 	8 , 	21 , 	10 , 	6 , 	20 , 	7 , 	4 , 	28 , 	11 , 	143 , 	131 , 	446 , 	150 , 	59 , 	47 , 	25 , 	11 , 	24 , 	4 , 	7 , 	8 , 	2 , 	12 , 	2 , 	4 , 	40 , 	13 , 	5 ," 	2,274 ",,,Transbay," 	90,815 ",,,,,,,
NB, 	64 , 	43 , 	43 , 	9 , 	124 , 	49 , 	56 , 	79 , 	72 , 	28 , 	50 , 	59 , 	18 , 	18 , 	17 , 	8 , 	13 , 	25 , 	10 , 	11 , 	17 , 	7 , 	7 , 	21 , 	16 , 	192 , 	186 , 	494 , 	231 , 	99 , 	84 , 	34 , 	18 , 	17 , 	5 , 	6 , 	14 , 	3 , 	10 , 	4 , 	6 , 	69 , 	15 , 	5 ," 	2,354 ",,,,,,,,,,,
BK, 	191 , 	363 , 	355 , 	128 , 	23 , 	255 , 	256 , 	273 , 	268 , 	99 , 	178 , 	237 , 	81 , 	71 , 	55 , 	37 , 	54 , 	130 , 	50 , 	48 , 	79 , 	48 , 	40 , 	45 , 	71 , 	362 , 	309 ," 	1,114 ", 	389 , 	210 , 	157 , 	74 , 	60 , 	74 , 	11 , 	22 , 	44 , 	13 , 	38 , 	11 , 	16 , 	139 , 	76 , 	20 ," 	6,575 ",,,,,,,,,,,
AS, 	64 , 	90 , 	55 , 	38 , 	211 , 	11 , 	78 , 	123 , 	109 , 	30 , 	75 , 	90 , 	23 , 	27 , 	26 , 	11 , 	11 , 	30 , 	14 , 	12 , 	21 , 	9 , 	4 , 	16 , 	36 , 	157 , 	155 , 	432 , 	232 , 	133 , 	104 , 	25 , 	18 , 	14 , 	3 , 	5 , 	7 , 	5 , 	22 , 	4 , 	6 , 	47 , 	14 , 	5 ," 	2,601 ",,,,,,,,,,,
MA, 	90 , 	121 , 	65 , 	56 , 	252 , 	90 , 	17 , 	100 , 	133 , 	27 , 	122 , 	156 , 	41 , 	65 , 	46 , 	20 , 	20 , 	43 , 	46 , 	34 , 	51 , 	19 , 	13 , 	44 , 	60 , 	284 , 	285 , 	841 , 	411 , 	237 , 	161 , 	45 , 	44 , 	34 , 	10 , 	11 , 	18 , 	10 , 	83 , 	9 , 	15 , 	83 , 	24 , 	8 ," 	4,344 ",,,,,,,,,,,
19, 	58 , 	80 , 	65 , 	79 , 	248 , 	120 , 	100 , 	12 , 	24 , 	11 , 	84 , 	115 , 	55 , 	65 , 	57 , 	23 , 	23 , 	37 , 	31 , 	29 , 	44 , 	25 , 	19 , 	85 , 	57 , 	194 , 	208 , 	567 , 	270 , 	172 , 	130 , 	46 , 	35 , 	36 , 	10 , 	11 , 	21 , 	14 , 	57 , 	8 , 	9 , 	46 , 	20 , 	10 ," 	3,404 ",,,,,,,,,,,
12, 	64 , 	129 , 	92 , 	75 , 	213 , 	109 , 	103 , 	22 , 	14 , 	17 , 	113 , 	158 , 	81 , 	118 , 	96 , 	39 , 	68 , 	81 , 	71 , 	42 , 	52 , 	30 , 	27 , 	69 , 	74 , 	242 , 	261 , 	723 , 	278 , 	127 , 	103 , 	45 , 	60 , 	41 , 	17 , 	13 , 	23 , 	16 , 	62 , 	11 , 	19 , 	52 , 	38 , 	6 ," 	4,096 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	32 , 	23 , 	20 , 	84 , 	31 , 	29 , 	15 , 	17 , 	8 , 	76 , 	127 , 	99 , 	136 , 	40 , 	29 , 	38 , 	57 , 	6 , 	9 , 	11 , 	7 , 	5 , 	13 , 	24 , 	188 , 	210 , 	632 , 	206 , 	106 , 	75 , 	29 , 	40 , 	34 , 	4 , 	57 , 	58 , 	1 , 	12 , 	3 , 	5 , 	20 , 	10 , 	30 ," 	2,672 ",,,Dtwn SF," 	3,191 "," 	8,499 "," 	18,281 "," 	7,492 "," 	8,591 "," 	10,724 "," 	5,861 "," 	62,640 "
