Exit stations,Entry stations->,,SATURDAY,,,Jan 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SS, 	9 , 	7 , 	4 , 	2 , 	9 , 	4 , 	5 , 	11 , 	13 , 	2 , 	9 , 	4 , 	5 , 	4 , 	3 , 	3 , 	2 , 	1 , 	5 , 	5 , 	7 , 	2 , 	4 , 	4 , 	6 , 	82 , 	62 , 	227 , 	93 , 	64 , 	58 , 	19 , 	21 , 	24 , 	9 , 	1 , 	7 , 	2 , 	3 , 	7 , 	25 , 	54 , 	16 , 	1 , 	1 , 	1 , 	-   , 	-   , 	3 , 	7 , 	911 ,,,,,,,,,,
SB, 	10 , 	18 , 	5 , 	5 , 	16 , 	5 , 	11 , 	10 , 	18 , 	10 , 	11 , 	7 , 	7 , 	6 , 	6 , 	5 , 	3 , 	3 , 	15 , 	11 , 	5 , 	3 , 	2 , 	6 , 	14 , 	84 , 	82 , 	255 , 	126 , 	88 , 	89 , 	41 , 	69 , 	81 , 	32 , 	2 , 	8 , 	3 , 	11 , 	24 , 	11 , 	50 , 	19 , 	2 , 	2 , 	2 , 	-   , 	-   , 	5 , 	5 ," 	1,297 ",,,,,,,,,,
SO, 	33 , 	62 , 	44 , 	42 , 	79 , 	24 , 	54 , 	43 , 	45 , 	14 , 	26 , 	18 , 	25 , 	20 , 	10 , 	8 , 	11 , 	13 , 	63 , 	73 , 	79 , 	56 , 	29 , 	60 , 	68 , 	137 , 	152 , 	535 , 	220 , 	88 , 	73 , 	48 , 	94 , 	153 , 	98 , 	5 , 	58 , 	24 , 	58 , 	40 , 	33 , 	28 , 	115 , 	14 , 	7 , 	6 , 	-   , 	-   , 	11 , 	49 ," 	3,040 ",,,,,,,,,,
MB, 	13 , 	19 , 	16 , 	8 , 	56 , 	12 , 	18 , 	26 , 	45 , 	7 , 	12 , 	6 , 	6 , 	6 , 	4 , 	3 , 	1 , 	2 , 	12 , 	7 , 	13 , 	6 , 	4 , 	17 , 	16 , 	200 , 	165 , 	417 , 	253 , 	138 , 	103 , 	45 , 	59 , 	76 , 	24 , 	2 , 	8 , 	3 , 	4 , 	16 , 	19 , 	186 , 	27 , 	4 , 	1 , 	0 , 	-   , 	-   , 	2 , 	6 ," 	2,088 ",,,,,,,,,,
WD, 	2 , 	4 , 	5 , 	3 , 	19 , 	3 , 	7 , 	13 , 	15 , 	37 , 	49 , 	29 , 	32 , 	48 , 	23 , 	10 , 	15 , 	9 , 	3 , 	2 , 	2 , 	0 , 	1 , 	4 , 	5 , 	186 , 	91 , 	157 , 	85 , 	39 , 	19 , 	9 , 	10 , 	16 , 	2 , 	56 , 	34 , 	-   , 	1 , 	2 , 	1 , 	23 , 	4 , 	10 , 	14 , 	8 , 	-   , 	-   , 	0 , 	3 ," 	1,107 ",,,,,,,,,,
OA, 	3 , 	11 , 	9 , 	13 , 	21 , 	10 , 	6 , 	10 , 	8 , 	6 , 	6 , 	8 , 	5 , 	3 , 	7 , 	5 , 	7 , 	7 , 	11 , 	11 , 	11 , 	7 , 	2 , 	6 , 	4 , 	31 , 	23 , 	32 , 	18 , 	6 , 	7 , 	8 , 	3 , 	7 , 	0 , 	2 , 	18 , 	3 , 	6 , 	2 , 	1 , 	10 , 	1 , 	7 , 	6 , 	5 , 	-   , 	-   , 	1 , 	8 , 	395 ,,,,,,,,,,
WS, 	6 , 	25 , 	15 , 	14 , 	103 , 	23 , 	29 , 	40 , 	47 , 	53 , 	52 , 	25 , 	27 , 	31 , 	45 , 	41 , 	43 , 	41 , 	11 , 	11 , 	7 , 	4 , 	6 , 	13 , 	11 , 	157 , 	100 , 	177 , 	91 , 	35 , 	22 , 	7 , 	14 , 	15 , 	3 , 	11 , 	18 , 	3 , 	5 , 	1 , 	1 , 	12 , 	1 , 	8 , 	7 , 	17 , 	-   , 	-   , 	4 , 	8 ," 	1,435 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	6 , 	3 , 	1 , 	6 , 	2 , 	13 , 	7 , 	7 , 	3 , 	6 , 	5 , 	3 , 	2 , 	2 , 	1 , 	1 , 	2 , 	42 , 	15 , 	20 , 	3 , 	1 , 	4 , 	3 , 	21 , 	13 , 	50 , 	14 , 	12 , 	10 , 	5 , 	7 , 	5 , 	3 , 	1 , 	1 , 	6 , 	15 , 	2 , 	6 , 	10 , 	3 , 	-   , 	1 , 	2 , 	-   , 	-   , 	3 , 	16 , 	364 ,,,,,,,,,,
AN, 	9 , 	11 , 	5 , 	2 , 	15 , 	8 , 	28 , 	11 , 	19 , 	4 , 	16 , 	18 , 	6 , 	5 , 	6 , 	4 , 	4 , 	3 , 	40 , 	20 , 	41 , 	6 , 	6 , 	15 , 	8 , 	84 , 	42 , 	135 , 	50 , 	24 , 	18 , 	10 , 	13 , 	12 , 	11 , 	1 , 	2 , 	8 , 	12 , 	6 , 	11 , 	54 , 	8 , 	3 , 	12 , 	8 , 	-   , 	-   , 	18 , 	9 , 	851 ,,,,,,,,,,
Entries," 	1,872 "," 	2,875 "," 	2,052 "," 	1,920 "," 	5,015 "," 	2,122 "," 	3,359 "," 	3,909 "," 	4,154 "," 	2,683 "," 	3,506 "," 	1,938 "," 	2,170 "," 	2,153 "," 	1,430 ", 	932 ," 	1,252 "," 	1,400 "," 	1,744 "," 	1,719 "," 	2,067 "," 	1,184 ", 	978 ," 	2,414 "," 	3,921 "," 	9,936 "," 	7,453 "," 	18,389 "," 	8,592 "," 	6,578 "," 	6,365 "," 	3,121 "," 	4,476 "," 	3,833 "," 	1,218 ", 	949 ," 	2,352 ", 	468 ," 	1,093 ", 	930 ," 	1,263 "," 	4,386 "," 	2,186 "," 	1,083 ", 	669 ," 	1,368 ", 	-   , 	-   , 	360 , 	787 ," 	146,617 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
