Exit stations,Entry stations->,,TOTAL,,,Jan 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	543 ," 	2,895 "," 	2,323 "," 	1,785 "," 	9,630 "," 	2,368 "," 	3,499 "," 	3,953 "," 	4,309 "," 	1,145 "," 	2,089 "," 	1,377 ", 	892 , 	586 , 	702 , 	451 , 	431 , 	510 , 	528 , 	371 , 	468 , 	114 , 	225 , 	598 , 	575 ," 	9,987 "," 	9,705 "," 	12,032 "," 	8,563 "," 	4,871 "," 	5,337 "," 	1,339 "," 	1,628 "," 	1,402 ", 	424 , 	111 , 	297 , 	69 , 	400 , 	406 , 	661 ," 	1,570 ", 	572 , 	186 , 	310 , 	421 , 	-   , 	-   , 	255 , 	278 ," 	103,191 ",,,,,,,,,,,,,
EN," 	3,204 ", 	593 ," 	2,265 "," 	2,118 "," 	17,222 "," 	3,119 "," 	5,912 "," 	9,792 "," 	12,714 "," 	1,961 "," 	2,303 "," 	1,857 "," 	1,291 ", 	920 ," 	1,374 ", 	579 , 	710 , 	761 , 	671 , 	511 , 	667 , 	229 , 	232 , 	824 , 	895 ," 	20,617 "," 	20,624 "," 	21,840 "," 	17,450 "," 	6,607 "," 	5,120 "," 	1,923 "," 	2,421 "," 	2,207 ", 	761 , 	212 , 	526 , 	112 , 	330 , 	684 , 	906 ," 	3,464 "," 	1,436 ", 	255 , 	849 ," 	1,033 ", 	-   , 	-   , 	145 , 	325 ," 	182,571 ",,,,,,,,,,,,,
EP," 	2,367 "," 	2,114 ", 	328 ," 	1,530 "," 	16,202 "," 	2,010 "," 	3,310 "," 	6,711 "," 	7,903 "," 	1,377 "," 	1,163 ", 	689 , 	686 , 	421 , 	520 , 	175 , 	392 , 	587 , 	388 , 	464 , 	590 , 	169 , 	185 , 	755 , 	359 ," 	12,923 "," 	13,577 "," 	10,233 "," 	9,918 "," 	3,253 "," 	1,841 ", 	774 , 	884 , 	853 , 	135 , 	110 , 	302 , 	104 , 	181 , 	188 , 	311 ," 	2,010 ", 	806 , 	165 , 	634 , 	665 , 	-   , 	-   , 	93 , 	158 ," 	111,513 ",,,,,,,,,,,,,
NB," 	1,737 "," 	1,932 "," 	1,356 ", 	323 ," 	4,907 "," 	1,435 "," 	2,373 "," 	5,830 "," 	6,144 "," 	1,213 "," 	1,482 ", 	665 , 	748 , 	447 , 	611 , 	237 , 	456 , 	427 , 	429 , 	523 , 	503 , 	182 , 	214 , 	392 , 	356 ," 	13,978 "," 	13,645 "," 	9,024 "," 	10,991 "," 	4,077 "," 	2,362 ", 	848 , 	818 , 	639 , 	165 , 	159 , 	335 , 	78 , 	179 , 	147 , 	225 ," 	2,568 ", 	781 , 	93 , 	826 , 	579 , 	-   , 	-   , 	43 , 	109 ," 	97,591 ",,,,,,,,,,,,,
BK," 	10,847 "," 	18,506 "," 	16,173 "," 	5,179 "," 	1,233 "," 	7,870 "," 	8,793 "," 	13,097 "," 	12,081 "," 	4,964 "," 	6,504 "," 	3,288 "," 	4,123 "," 	2,830 "," 	2,847 "," 	1,665 "," 	2,889 "," 	2,912 "," 	2,315 "," 	3,164 "," 	2,581 "," 	1,491 "," 	1,086 "," 	1,026 "," 	1,789 "," 	20,487 "," 	18,931 "," 	16,146 "," 	15,441 "," 	7,338 "," 	5,720 "," 	2,945 "," 	2,221 "," 	2,189 ", 	727 ," 	1,210 "," 	2,485 ", 	731 ," 	1,525 ", 	748 , 	813 ," 	5,921 "," 	2,948 ", 	991 ," 	2,259 "," 	3,636 ", 	-   , 	-   , 	631 ," 	1,071 "," 	256,367 ",,,,,,,,,,,,,
AS," 	2,382 "," 	2,929 "," 	1,940 "," 	1,425 "," 	7,204 ", 	425 ," 	2,576 "," 	6,290 "," 	6,301 "," 	1,532 "," 	2,402 "," 	1,259 "," 	1,088 ", 	796 , 	783 , 	485 , 	800 , 	747 , 	542 , 	560 , 	450 , 	171 , 	148 , 	311 , 	635 ," 	15,313 "," 	16,792 "," 	10,273 "," 	11,885 "," 	5,737 "," 	3,017 ", 	878 , 	965 , 	729 , 	181 , 	183 , 	508 , 	130 , 	276 , 	277 , 	329 ," 	1,772 ", 	830 , 	244 , 	655 , 	801 , 	-   , 	-   , 	90 , 	282 ," 	116,328 ",,,,,,,,,,,,,
MA," 	3,882 "," 	5,745 "," 	3,119 "," 	2,219 "," 	8,420 "," 	2,630 "," 	1,242 "," 	5,331 "," 	6,432 "," 	1,815 "," 	3,752 "," 	2,855 "," 	2,761 "," 	1,933 "," 	2,231 "," 	1,098 "," 	1,753 "," 	1,848 "," 	3,159 "," 	3,585 "," 	3,421 "," 	1,354 ", 	774 ," 	1,761 "," 	1,102 "," 	26,471 "," 	28,380 "," 	19,806 "," 	21,817 "," 	10,326 "," 	5,422 "," 	2,172 "," 	1,889 "," 	1,684 ", 	728 , 	640 ," 	1,481 ", 	909 ," 	3,233 ", 	576 , 	658 ," 	3,354 "," 	1,495 ", 	567 , 	771 ," 	1,602 ", 	-   , 	-   ," 	1,162 "," 	2,410 "," 	211,775 ",,,,,,,,,,,,,
19," 	4,223 "," 	10,389 "," 	6,834 "," 	6,125 "," 	11,883 "," 	6,261 "," 	5,215 ", 	968 ," 	1,537 ", 	906 ," 	4,590 "," 	3,487 "," 	5,182 "," 	4,917 "," 	4,510 "," 	3,417 "," 	4,596 "," 	5,400 "," 	6,795 "," 	8,307 "," 	7,216 "," 	3,796 "," 	2,718 "," 	4,440 "," 	1,686 "," 	35,374 "," 	37,489 "," 	24,387 "," 	24,566 "," 	11,758 "," 	8,264 "," 	3,904 "," 	3,466 "," 	3,208 "," 	1,897 "," 	1,912 "," 	5,125 "," 	2,798 "," 	3,582 "," 	1,460 "," 	1,542 "," 	2,829 "," 	2,901 "," 	2,384 ", 	839 ," 	4,962 ", 	-   , 	-   ," 	1,220 "," 	2,900 "," 	314,165 ",,,,,,,,,,,,,
12," 	4,743 "," 	12,747 "," 	7,682 "," 	6,449 "," 	10,295 "," 	5,987 "," 	6,117 "," 	1,360 "," 	1,275 ", 	759 ," 	5,204 "," 	4,982 "," 	7,504 "," 	7,306 "," 	6,340 "," 	3,765 "," 	5,216 "," 	6,227 "," 	6,748 "," 	10,451 "," 	7,382 "," 	3,546 "," 	2,687 "," 	5,000 "," 	2,238 "," 	29,971 "," 	29,444 "," 	23,024 "," 	22,176 "," 	8,714 "," 	7,412 "," 	4,273 "," 	4,517 "," 	4,590 "," 	2,805 "," 	2,472 "," 	6,360 "," 	2,937 "," 	5,212 "," 	2,225 "," 	2,028 "," 	3,691 "," 	3,576 "," 	2,947 "," 	1,189 "," 	4,604 ", 	-   , 	-   ," 	1,328 "," 	4,034 "," 	321,539 ",,,,,,,,,,,,,
LM, 	981 ," 	1,893 "," 	1,300 "," 	1,200 "," 	4,864 "," 	1,687 "," 	1,720 ", 	927 , 	822 , 	596 ," 	3,795 "," 	4,272 "," 	7,107 "," 	6,062 "," 	3,296 "," 	1,820 "," 	2,660 "," 	2,245 ", 	752 , 	565 , 	618 , 	217 , 	198 , 	679 , 	930 ," 	22,077 "," 	24,232 "," 	16,806 "," 	14,937 "," 	6,510 "," 	3,595 "," 	1,540 "," 	2,009 "," 	1,541 ", 	141 ," 	2,741 "," 	4,478 ", 	138 , 	488 , 	274 , 	350 , 	849 , 	366 ," 	2,296 ", 	607 ," 	2,297 ", 	-   , 	-   , 	237 , 	524 ," 	160,239 ",,,,,,,,,,,,,
FV," 	2,085 "," 	2,160 "," 	1,251 "," 	1,631 "," 	6,340 "," 	2,502 "," 	3,990 "," 	4,824 "," 	5,872 "," 	3,780 ", 	644 ," 	4,745 "," 	5,519 "," 	5,092 "," 	4,623 "," 	1,831 "," 	1,889 "," 	2,113 ", 	886 , 	531 , 	926 , 	336 , 	539 ," 	1,281 "," 	2,208 "," 	20,578 "," 	20,891 "," 	20,534 "," 	18,596 "," 	7,955 "," 	5,470 "," 	1,521 "," 	2,199 "," 	1,970 ", 	221 ," 	1,338 "," 	3,017 ", 	125 , 	543 , 	316 , 	511 ," 	1,650 ", 	511 ," 	1,589 ", 	385 ," 	2,056 ", 	-   , 	-   , 	355 , 	521 ," 	180,450 ",,,,,,,,,,,,,
