Exit stations,Entry stations->,,SUNDAY,,,Jan 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
OA, 	5 , 	10 , 	8 , 	12 , 	19 , 	6 , 	7 , 	7 , 	13 , 	8 , 	5 , 	7 , 	4 , 	1 , 	1 , 	2 , 	5 , 	12 , 	8 , 	13 , 	12 , 	8 , 	4 , 	4 , 	2 , 	34 , 	23 , 	36 , 	15 , 	5 , 	8 , 	5 , 	3 , 	5 , 	2 , 	2 , 	22 , 	4 , 	9 , 	1 , 	1 , 	10 , 	0 , 	5 , 	10 , 	6 , 	-   , 	-   , 	2 , 	4 , 	390 ,,,,,,,,,,,
WS, 	9 , 	19 , 	11 , 	10 , 	65 , 	16 , 	22 , 	30 , 	33 , 	41 , 	35 , 	23 , 	24 , 	29 , 	32 , 	27 , 	29 , 	21 , 	11 , 	10 , 	8 , 	2 , 	2 , 	8 , 	8 , 	74 , 	49 , 	108 , 	53 , 	23 , 	12 , 	6 , 	13 , 	7 , 	2 , 	5 , 	24 , 	4 , 	7 , 	1 , 	1 , 	13 , 	1 , 	8 , 	12 , 	11 , 	-   , 	-   , 	2 , 	6 , 	966 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	1 , 	2 , 	2 , 	2 , 	1 , 	8 , 	7 , 	5 , 	1 , 	3 , 	3 , 	2 , 	2 , 	2 , 	1 , 	2 , 	1 , 	28 , 	12 , 	17 , 	5 , 	2 , 	3 , 	1 , 	12 , 	7 , 	37 , 	15 , 	6 , 	6 , 	2 , 	2 , 	4 , 	2 , 	-   , 	1 , 	3 , 	5 , 	3 , 	3 , 	10 , 	2 , 	-   , 	4 , 	1 , 	-   , 	-   , 	1 , 	7 , 	247 ,,,,,,,,,,,
AN, 	6 , 	7 , 	3 , 	1 , 	8 , 	5 , 	18 , 	9 , 	14 , 	4 , 	8 , 	13 , 	6 , 	6 , 	5 , 	1 , 	3 , 	7 , 	35 , 	21 , 	26 , 	4 , 	3 , 	14 , 	6 , 	45 , 	27 , 	98 , 	38 , 	9 , 	16 , 	7 , 	11 , 	11 , 	7 , 	1 , 	1 , 	7 , 	8 , 	8 , 	5 , 	51 , 	4 , 	1 , 	12 , 	5 , 	-   , 	-   , 	11 , 	6 , 	616 ,,,,,,,,,,,
Entries," 	1,241 "," 	1,726 "," 	1,216 "," 	1,193 "," 	3,331 "," 	1,368 "," 	2,322 "," 	2,469 "," 	2,757 "," 	1,547 "," 	2,021 "," 	1,116 "," 	1,236 "," 	1,344 ", 	875 , 	552 , 	722 , 	865 ," 	1,144 "," 	1,055 "," 	1,372 ", 	692 , 	600 ," 	1,500 "," 	2,571 "," 	5,123 "," 	4,086 "," 	11,930 "," 	5,230 "," 	3,895 "," 	3,762 "," 	1,874 "," 	2,738 "," 	2,175 ", 	835 , 	528 ," 	1,309 ", 	299 , 	762 , 	584 , 	886 ," 	4,482 "," 	1,035 ", 	571 , 	915 ," 	1,004 ", 	-   , 	-   , 	247 , 	522 ," 	91,618 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
