Exit stations,Entry stations->,,SUNDAY,,,Oct 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	52 , 	69 , 	38 , 	140 , 	65 , 	61 , 	27 , 	47 , 	27 , 	86 , 	85 , 	15 , 	24 , 	19 , 	12 , 	11 , 	11 , 	12 , 	4 , 	6 , 	4 , 	3 , 	7 , 	14 , 	95 , 	50 , 	174 , 	93 , 	53 , 	65 , 	19 , 	36 , 	22 , 	9 , 	1 , 	11 , 	2 , 	28 , 	8 , 	5 , 	23 , 	11 ," 	1,549 ",,,Eastbay," 	35,240 ",,SF CBD," 	85,563 ",58.4%,,,
EN, 	71 , 	7 , 	69 , 	53 , 	249 , 	91 , 	93 , 	38 , 	90 , 	36 , 	90 , 	267 , 	25 , 	34 , 	30 , 	12 , 	22 , 	43 , 	16 , 	7 , 	19 , 	4 , 	5 , 	15 , 	22 , 	243 , 	138 , 	434 , 	149 , 	55 , 	68 , 	26 , 	67 , 	36 , 	18 , 	9 , 	17 , 	4 , 	31 , 	9 , 	17 , 	55 , 	15 ," 	2,793 ",,,Westbay," 	46,279 ",,non-CBD," 	55,412 ",37.8%,,,
EP, 	76 , 	59 , 	5 , 	40 , 	262 , 	59 , 	43 , 	38 , 	57 , 	32 , 	53 , 	92 , 	12 , 	15 , 	11 , 	7 , 	9 , 	23 , 	8 , 	4 , 	11 , 	8 , 	5 , 	20 , 	4 , 	142 , 	89 , 	231 , 	148 , 	38 , 	30 , 	12 , 	25 , 	16 , 	4 , 	4 , 	7 , 	2 , 	6 , 	3 , 	4 , 	46 , 	13 ," 	1,769 ",,,Transbay," 	64,972 ",,,,,,,
NB, 	40 , 	47 , 	43 , 	5 , 	68 , 	40 , 	44 , 	41 , 	57 , 	33 , 	61 , 	84 , 	17 , 	11 , 	11 , 	5 , 	13 , 	21 , 	8 , 	11 , 	15 , 	6 , 	2 , 	11 , 	5 , 	189 , 	133 , 	308 , 	241 , 	99 , 	63 , 	24 , 	20 , 	20 , 	3 , 	5 , 	9 , 	2 , 	9 , 	1 , 	3 , 	70 , 	15 ," 	1,908 ",,,,,,,,,,,
BK, 	174 , 	221 , 	267 , 	68 , 	26 , 	152 , 	154 , 	123 , 	200 , 	102 , 	154 , 	305 , 	43 , 	58 , 	44 , 	25 , 	63 , 	302 , 	29 , 	36 , 	70 , 	30 , 	22 , 	31 , 	38 , 	369 , 	221 , 	798 , 	477 , 	175 , 	119 , 	64 , 	53 , 	76 , 	16 , 	21 , 	67 , 	12 , 	20 , 	15 , 	11 , 	188 , 	89 ," 	5,523 ",,,,,,,,,,,
AS, 	67 , 	82 , 	54 , 	33 , 	113 , 	9 , 	78 , 	62 , 	77 , 	49 , 	102 , 	105 , 	25 , 	28 , 	23 , 	10 , 	17 , 	32 , 	14 , 	8 , 	14 , 	8 , 	8 , 	14 , 	27 , 	147 , 	121 , 	266 , 	239 , 	124 , 	75 , 	23 , 	19 , 	13 , 	3 , 	6 , 	15 , 	1 , 	19 , 	2 , 	4 , 	47 , 	13 ," 	2,195 ",,,,,,,,,,,
MA, 	62 , 	84 , 	45 , 	41 , 	142 , 	68 , 	14 , 	38 , 	71 , 	27 , 	120 , 	159 , 	42 , 	42 , 	37 , 	19 , 	17 , 	44 , 	29 , 	17 , 	39 , 	16 , 	11 , 	28 , 	43 , 	301 , 	188 , 	466 , 	351 , 	160 , 	107 , 	25 , 	34 , 	26 , 	6 , 	7 , 	21 , 	6 , 	59 , 	4 , 	7 , 	72 , 	12 ," 	3,104 ",,,,,,,,,,,
19, 	30 , 	37 , 	30 , 	36 , 	125 , 	68 , 	31 , 	8 , 	17 , 	14 , 	58 , 	72 , 	26 , 	42 , 	27 , 	14 , 	13 , 	26 , 	21 , 	13 , 	18 , 	10 , 	9 , 	38 , 	22 , 	137 , 	93 , 	232 , 	176 , 	95 , 	54 , 	22 , 	15 , 	13 , 	5 , 	6 , 	11 , 	6 , 	24 , 	4 , 	2 , 	31 , 	6 ," 	1,731 ",,,,,,,,,,,
12, 	43 , 	78 , 	48 , 	51 , 	168 , 	71 , 	56 , 	13 , 	10 , 	16 , 	77 , 	150 , 	60 , 	82 , 	44 , 	25 , 	27 , 	58 , 	35 , 	28 , 	34 , 	18 , 	24 , 	32 , 	42 , 	229 , 	167 , 	476 , 	218 , 	77 , 	66 , 	28 , 	35 , 	32 , 	12 , 	9 , 	20 , 	8 , 	48 , 	10 , 	7 , 	73 , 	13 ," 	2,810 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	30 , 	28 , 	32 , 	99 , 	47 , 	34 , 	14 , 	14 , 	3 , 	158 , 	149 , 	79 , 	89 , 	46 , 	24 , 	29 , 	52 , 	7 , 	8 , 	10 , 	8 , 	7 , 	17 , 	33 , 	223 , 	168 , 	457 , 	235 , 	120 , 	102 , 	33 , 	41 , 	27 , 	8 , 	38 , 	53 , 	2 , 	12 , 	8 , 	7 , 	28 , 	14 ," 	2,613 ",,,Dtwn SF," 	1,772 "," 	5,687 "," 	12,814 "," 	5,323 "," 	5,531 "," 	7,552 "," 	4,434 "," 	43,112 "
FV, 	95 , 	97 , 	48 , 	63 , 	158 , 	104 , 	117 , 	58 , 	81 , 	139 , 	12 , 	272 , 	175 , 	248 , 	181 , 	98 , 	62 , 	108 , 	35 , 	17 , 	21 , 	32 , 	12 , 	42 , 	95 , 	273 , 	146 , 	482 , 	259 , 	135 , 	127 , 	37 , 	53 , 	47 , 	13 , 	43 , 	94 , 	8 , 	51 , 	11 , 	16 , 	44 , 	24 ," 	4,230 ",,,OAK," 	5,432 ", 	658 ," 	1,396 "," 	1,597 ", 	695 ," 	2,333 ", 	345 ," 	12,455 "
CL, 	79 , 	262 , 	83 , 	70 , 	208 , 	94 , 	156 , 	80 , 	172 , 	130 , 	265 , 	6 , 	297 , 	286 , 	192 , 	120 , 	144 , 	449 , 	88 , 	103 , 	92 , 	74 , 	59 , 	63 , 	76 , 	316 , 	221 , 	566 , 	259 , 	79 , 	88 , 	49 , 	60 , 	71 , 	16 , 	337 , 	543 , 	44 , 	141 , 	22 , 	21 , 	72 , 	41 ," 	6,589 ",,,CM line," 	13,315 "," 	1,394 "," 	4,757 "," 	1,482 "," 	1,141 "," 	1,885 "," 	2,056 "," 	26,028 "
SL, 	16 , 	26 , 	12 , 	14 , 	52 , 	25 , 	44 , 	35 , 	71 , 	82 , 	183 , 	307 , 	8 , 	87 , 	62 , 	33 , 	25 , 	50 , 	11 , 	9 , 	12 , 	4 , 	4 , 	9 , 	19 , 	168 , 	92 , 	266 , 	100 , 	33 , 	29 , 	14 , 	27 , 	21 , 	8 , 	24 , 	44 , 	5 , 	20 , 	5 , 	8 , 	30 , 	8 ," 	2,097 ",,,RM line," 	5,493 "," 	1,718 "," 	1,583 "," 	2,917 ", 	626 ," 	2,735 ", 	665 ," 	15,737 "
