Exit stations,Entry stations->,,SATURDAY,,,Jul 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	5 , 	71 , 	68 , 	35 , 	203 , 	85 , 	85 , 	47 , 	58 , 	20 , 	69 , 	69 , 	24 , 	27 , 	23 , 	10 , 	11 , 	22 , 	21 , 	6 , 	10 , 	7 , 	3 , 	14 , 	21 , 	133 , 	94 , 	292 , 	110 , 	70 , 	95 , 	19 , 	38 , 	20 , 	7 , 	5 , 	7 , 	2 , 	33 , 	5 , 	7 , 	25 , 	13 , 	2 ," 	1,990 ",,,Eastbay," 	42,167 ",,SF CBD," 	113,828 ",61.3%,,,
EN, 	74 , 	13 , 	81 , 	48 , 	370 , 	120 , 	123 , 	85 , 	153 , 	23 , 	103 , 	176 , 	34 , 	46 , 	33 , 	18 , 	19 , 	42 , 	26 , 	13 , 	28 , 	6 , 	7 , 	23 , 	27 , 	348 , 	231 , 	660 , 	205 , 	89 , 	117 , 	31 , 	50 , 	43 , 	17 , 	6 , 	20 , 	4 , 	39 , 	15 , 	15 , 	59 , 	23 , 	7 ," 	3,665 ",,,Westbay," 	55,221 ",,non-CBD," 	66,065 ",35.6%,,,
EP, 	79 , 	81 , 	11 , 	40 , 	325 , 	67 , 	59 , 	71 , 	100 , 	26 , 	46 , 	92 , 	16 , 	14 , 	13 , 	6 , 	9 , 	29 , 	13 , 	7 , 	17 , 	9 , 	7 , 	27 , 	8 , 	195 , 	139 , 	313 , 	123 , 	50 , 	52 , 	20 , 	19 , 	17 , 	6 , 	6 , 	10 , 	5 , 	12 , 	3 , 	3 , 	43 , 	14 , 	7 ," 	2,204 ",,,Transbay," 	91,348 ",,,,,,,
NB, 	42 , 	52 , 	41 , 	9 , 	113 , 	46 , 	58 , 	69 , 	86 , 	22 , 	56 , 	89 , 	20 , 	17 , 	14 , 	4 , 	8 , 	29 , 	12 , 	10 , 	13 , 	6 , 	4 , 	14 , 	16 , 	314 , 	173 , 	394 , 	193 , 	108 , 	87 , 	23 , 	17 , 	15 , 	6 , 	5 , 	12 , 	2 , 	7 , 	6 , 	4 , 	65 , 	21 , 	5 ," 	2,302 ",,,,,,,,,,,
BK, 	221 , 	375 , 	364 , 	117 , 	43 , 	236 , 	239 , 	257 , 	284 , 	83 , 	160 , 	191 , 	72 , 	73 , 	59 , 	37 , 	58 , 	230 , 	58 , 	46 , 	84 , 	32 , 	36 , 	41 , 	81 , 	951 , 	474 ," 	1,367 ", 	549 , 	334 , 	216 , 	69 , 	61 , 	73 , 	14 , 	26 , 	107 , 	12 , 	37 , 	13 , 	22 , 	156 , 	125 , 	24 ," 	8,100 ",,,,,,,,,,,
AS, 	81 , 	119 , 	67 , 	38 , 	189 , 	12 , 	97 , 	121 , 	127 , 	34 , 	88 , 	110 , 	32 , 	39 , 	27 , 	17 , 	13 , 	35 , 	25 , 	13 , 	15 , 	10 , 	7 , 	10 , 	44 , 	257 , 	160 , 	344 , 	229 , 	174 , 	117 , 	22 , 	22 , 	19 , 	6 , 	5 , 	14 , 	3 , 	23 , 	2 , 	4 , 	36 , 	18 , 	8 ," 	2,825 ",,,,,,,,,,,
MA, 	87 , 	119 , 	67 , 	58 , 	236 , 	96 , 	15 , 	87 , 	109 , 	30 , 	120 , 	173 , 	49 , 	63 , 	52 , 	22 , 	24 , 	44 , 	45 , 	36 , 	50 , 	23 , 	17 , 	56 , 	52 , 	465 , 	272 , 	641 , 	397 , 	278 , 	195 , 	46 , 	44 , 	30 , 	11 , 	13 , 	24 , 	8 , 	84 , 	7 , 	12 , 	79 , 	23 , 	6 ," 	4,359 ",,,,,,,,,,,
19, 	49 , 	86 , 	65 , 	71 , 	239 , 	140 , 	85 , 	11 , 	19 , 	14 , 	76 , 	116 , 	54 , 	65 , 	44 , 	22 , 	26 , 	37 , 	41 , 	32 , 	40 , 	22 , 	27 , 	80 , 	48 , 	274 , 	245 , 	498 , 	341 , 	219 , 	171 , 	42 , 	36 , 	34 , 	9 , 	12 , 	25 , 	10 , 	42 , 	6 , 	9 , 	39 , 	22 , 	9 ," 	3,548 ",,,,,,,,,,,
12, 	66 , 	139 , 	94 , 	83 , 	248 , 	131 , 	108 , 	12 , 	17 , 	15 , 	100 , 	192 , 	74 , 	99 , 	74 , 	34 , 	44 , 	70 , 	68 , 	59 , 	69 , 	33 , 	22 , 	77 , 	70 , 	399 , 	286 , 	683 , 	301 , 	159 , 	128 , 	45 , 	62 , 	40 , 	19 , 	10 , 	25 , 	16 , 	63 , 	13 , 	16 , 	71 , 	41 , 	13 ," 	4,381 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	31 , 	25 , 	21 , 	81 , 	38 , 	34 , 	13 , 	15 , 	10 , 	81 , 	168 , 	119 , 	134 , 	55 , 	25 , 	40 , 	65 , 	9 , 	5 , 	11 , 	6 , 	6 , 	18 , 	19 , 	286 , 	245 , 	542 , 	235 , 	131 , 	95 , 	27 , 	42 , 	30 , 	5 , 	54 , 	68 , 	1 , 	8 , 	4 , 	3 , 	19 , 	9 , 	38 ," 	2,883 ",,,Dtwn SF," 	2,142 "," 	8,419 "," 	16,173 "," 	8,503 "," 	7,679 "," 	10,375 "," 	5,716 "," 	59,006 "
