Exit stations,Entry stations->,,SATURDAY,,,Jan 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	11 , 	76 , 	64 , 	58 , 	199 , 	81 , 	75 , 	55 , 	70 , 	14 , 	75 , 	60 , 	27 , 	28 , 	22 , 	13 , 	15 , 	25 , 	21 , 	10 , 	12 , 	11 , 	5 , 	13 , 	20 , 	114 , 	90 , 	278 , 	112 , 	85 , 	104 , 	22 , 	38 , 	22 , 	9 , 	2 , 	9 , 	2 , 	30 , 	7 , 	10 , 	22 , 	13 , 	3 ," 	2,027 ",,,Eastbay," 	40,429 ",,SF CBD," 	104,002 ",59.7%,,,
EN, 	88 , 	13 , 	68 , 	52 , 	383 , 	113 , 	127 , 	84 , 	138 , 	30 , 	102 , 	132 , 	41 , 	40 , 	38 , 	18 , 	20 , 	43 , 	28 , 	13 , 	26 , 	10 , 	6 , 	26 , 	32 , 	278 , 	210 , 	682 , 	211 , 	78 , 	109 , 	31 , 	67 , 	39 , 	20 , 	10 , 	11 , 	5 , 	36 , 	12 , 	19 , 	49 , 	18 , 	7 ," 	3,555 ",,,Westbay," 	54,533 ",,non-CBD," 	64,559 ",37.1%,,,
EP, 	78 , 	70 , 	8 , 	39 , 	340 , 	70 , 	69 , 	57 , 	88 , 	29 , 	47 , 	54 , 	19 , 	19 , 	10 , 	5 , 	10 , 	24 , 	12 , 	7 , 	15 , 	7 , 	4 , 	27 , 	13 , 	160 , 	123 , 	317 , 	155 , 	71 , 	49 , 	21 , 	16 , 	16 , 	4 , 	4 , 	9 , 	1 , 	9 , 	4 , 	4 , 	35 , 	13 , 	5 ," 	2,135 ",,,Transbay," 	81,654 ",,,,,,,
NB, 	68 , 	58 , 	43 , 	11 , 	137 , 	51 , 	58 , 	76 , 	75 , 	26 , 	60 , 	51 , 	21 , 	18 , 	19 , 	6 , 	10 , 	26 , 	13 , 	10 , 	24 , 	11 , 	6 , 	25 , 	16 , 	244 , 	199 , 	394 , 	232 , 	118 , 	90 , 	23 , 	23 , 	17 , 	7 , 	7 , 	7 , 	3 , 	10 , 	3 , 	3 , 	62 , 	19 , 	3 ," 	2,375 ",,,,,,,,,,,
BK, 	213 , 	396 , 	359 , 	143 , 	24 , 	264 , 	266 , 	275 , 	274 , 	96 , 	191 , 	240 , 	89 , 	78 , 	60 , 	65 , 	61 , 	140 , 	57 , 	46 , 	63 , 	46 , 	37 , 	45 , 	74 , 	451 , 	313 , 	948 , 	415 , 	240 , 	176 , 	75 , 	59 , 	71 , 	12 , 	25 , 	41 , 	14 , 	37 , 	10 , 	16 , 	257 , 	81 , 	18 ," 	6,855 ",,,,,,,,,,,
AS, 	80 , 	109 , 	65 , 	48 , 	221 , 	13 , 	87 , 	116 , 	128 , 	44 , 	89 , 	74 , 	30 , 	31 , 	35 , 	11 , 	13 , 	35 , 	24 , 	10 , 	20 , 	10 , 	5 , 	18 , 	41 , 	190 , 	165 , 	368 , 	264 , 	173 , 	116 , 	27 , 	25 , 	13 , 	5 , 	7 , 	13 , 	5 , 	23 , 	3 , 	4 , 	46 , 	14 , 	6 ," 	2,820 ",,,,,,,,,,,
MA, 	89 , 	140 , 	72 , 	62 , 	240 , 	99 , 	17 , 	93 , 	113 , 	33 , 	119 , 	124 , 	59 , 	57 , 	52 , 	27 , 	23 , 	42 , 	58 , 	27 , 	47 , 	23 , 	21 , 	46 , 	65 , 	345 , 	278 , 	661 , 	429 , 	281 , 	179 , 	39 , 	55 , 	26 , 	12 , 	9 , 	18 , 	8 , 	86 , 	9 , 	13 , 	79 , 	25 , 	12 ," 	4,307 ",,,,,,,,,,,
19, 	60 , 	70 , 	58 , 	69 , 	256 , 	138 , 	97 , 	12 , 	23 , 	12 , 	83 , 	80 , 	51 , 	51 , 	47 , 	19 , 	24 , 	39 , 	32 , 	26 , 	48 , 	24 , 	18 , 	89 , 	48 , 	224 , 	228 , 	490 , 	318 , 	218 , 	151 , 	37 , 	39 , 	34 , 	11 , 	8 , 	23 , 	8 , 	42 , 	9 , 	10 , 	46 , 	21 , 	7 ," 	3,392 ",,,,,,,,,,,
12, 	65 , 	122 , 	85 , 	79 , 	242 , 	119 , 	100 , 	19 , 	15 , 	10 , 	98 , 	143 , 	82 , 	100 , 	82 , 	41 , 	42 , 	77 , 	67 , 	50 , 	57 , 	32 , 	31 , 	64 , 	76 , 	261 , 	233 , 	611 , 	281 , 	136 , 	109 , 	32 , 	73 , 	40 , 	20 , 	12 , 	21 , 	13 , 	63 , 	7 , 	18 , 	60 , 	41 , 	9 ," 	3,932 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	30 , 	28 , 	25 , 	87 , 	50 , 	30 , 	12 , 	16 , 	10 , 	81 , 	100 , 	134 , 	135 , 	48 , 	36 , 	41 , 	61 , 	7 , 	5 , 	14 , 	7 , 	6 , 	14 , 	29 , 	223 , 	231 , 	525 , 	208 , 	136 , 	81 , 	27 , 	50 , 	28 , 	4 , 	68 , 	72 , 	3 , 	12 , 	3 , 	4 , 	21 , 	9 , 	36 ," 	2,758 ",,,Dtwn SF," 	2,379 "," 	7,964 "," 	16,652 "," 	7,145 "," 	7,024 "," 	8,673 "," 	4,400 "," 	54,235 "
