Exit stations,Entry stations->,,SUNDAY,,,Jan 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	45 , 	54 , 	38 , 	136 , 	51 , 	60 , 	31 , 	49 , 	24 , 	47 , 	49 , 	18 , 	20 , 	15 , 	9 , 	8 , 	14 , 	17 , 	6 , 	13 , 	8 , 	3 , 	10 , 	16 , 	83 , 	52 , 	183 , 	80 , 	66 , 	62 , 	15 , 	29 , 	15 , 	9 , 	4 , 	9 , 	4 , 	28 , 	7 , 	7 , 	22 , 	13 , 	1 ," 	1,429 ",,,Eastbay," 	26,655 ",,SF CBD," 	68,513 ",58.2%,,,
EN, 	47 , 	10 , 	47 , 	41 , 	197 , 	77 , 	79 , 	54 , 	85 , 	30 , 	70 , 	72 , 	27 , 	31 , 	30 , 	11 , 	12 , 	29 , 	24 , 	13 , 	23 , 	6 , 	6 , 	13 , 	23 , 	129 , 	113 , 	415 , 	128 , 	51 , 	61 , 	22 , 	32 , 	27 , 	14 , 	7 , 	11 , 	3 , 	24 , 	6 , 	13 , 	46 , 	15 , 	5 ," 	2,174 ",,,Westbay," 	38,653 ",,non-CBD," 	44,053 ",37.4%,,,
EP, 	57 , 	46 , 	9 , 	35 , 	248 , 	51 , 	49 , 	44 , 	57 , 	25 , 	47 , 	29 , 	14 , 	12 , 	7 , 	6 , 	10 , 	24 , 	11 , 	8 , 	11 , 	4 , 	3 , 	21 , 	7 , 	89 , 	76 , 	199 , 	88 , 	45 , 	34 , 	12 , 	11 , 	11 , 	2 , 	3 , 	4 , 	1 , 	8 , 	2 , 	2 , 	37 , 	11 , 	3 ," 	1,469 ",,,Transbay," 	53,939 ",,,,,,,
NB, 	46 , 	32 , 	28 , 	8 , 	86 , 	38 , 	40 , 	56 , 	50 , 	24 , 	44 , 	41 , 	13 , 	17 , 	7 , 	5 , 	8 , 	24 , 	9 , 	5 , 	13 , 	10 , 	5 , 	16 , 	11 , 	150 , 	121 , 	267 , 	156 , 	82 , 	60 , 	26 , 	17 , 	17 , 	6 , 	3 , 	8 , 	1 , 	9 , 	3 , 	5 , 	74 , 	15 , 	3 ," 	1,653 ",,,,,,,,,,,
BK, 	145 , 	191 , 	245 , 	85 , 	21 , 	150 , 	157 , 	169 , 	186 , 	76 , 	120 , 	203 , 	50 , 	49 , 	42 , 	24 , 	37 , 	130 , 	39 , 	30 , 	41 , 	31 , 	25 , 	27 , 	47 , 	323 , 	197 , 	728 , 	310 , 	170 , 	124 , 	48 , 	36 , 	51 , 	11 , 	12 , 	40 , 	8 , 	21 , 	10 , 	7 , 	314 , 	70 , 	12 ," 	4,803 ",,,,,,,,,,,
AS, 	62 , 	71 , 	48 , 	39 , 	139 , 	11 , 	65 , 	81 , 	86 , 	48 , 	69 , 	55 , 	26 , 	23 , 	20 , 	6 , 	11 , 	35 , 	12 , 	10 , 	20 , 	6 , 	5 , 	12 , 	32 , 	129 , 	103 , 	256 , 	184 , 	130 , 	89 , 	21 , 	17 , 	15 , 	4 , 	4 , 	13 , 	2 , 	16 , 	2 , 	3 , 	54 , 	15 , 	5 ," 	2,047 ",,,,,,,,,,,
MA, 	64 , 	86 , 	42 , 	47 , 	152 , 	73 , 	15 , 	59 , 	83 , 	40 , 	81 , 	96 , 	29 , 	42 , 	33 , 	15 , 	17 , 	35 , 	43 , 	17 , 	39 , 	13 , 	16 , 	39 , 	55 , 	217 , 	168 , 	459 , 	296 , 	207 , 	143 , 	34 , 	34 , 	23 , 	4 , 	5 , 	13 , 	4 , 	53 , 	6 , 	6 , 	76 , 	19 , 	7 ," 	3,000 ",,,,,,,,,,,
19, 	38 , 	44 , 	39 , 	55 , 	156 , 	79 , 	54 , 	10 , 	14 , 	15 , 	61 , 	74 , 	29 , 	33 , 	34 , 	13 , 	13 , 	29 , 	25 , 	19 , 	30 , 	17 , 	11 , 	48 , 	32 , 	158 , 	138 , 	339 , 	215 , 	152 , 	107 , 	29 , 	20 , 	16 , 	6 , 	8 , 	11 , 	6 , 	31 , 	5 , 	7 , 	46 , 	20 , 	3 ," 	2,284 ",,,,,,,,,,,
12, 	45 , 	64 , 	48 , 	46 , 	154 , 	78 , 	72 , 	18 , 	16 , 	12 , 	70 , 	91 , 	45 , 	69 , 	43 , 	19 , 	24 , 	39 , 	39 , 	25 , 	36 , 	25 , 	18 , 	44 , 	64 , 	186 , 	181 , 	478 , 	208 , 	109 , 	72 , 	27 , 	44 , 	30 , 	15 , 	6 , 	12 , 	9 , 	42 , 	8 , 	10 , 	92 , 	24 , 	4 ," 	2,755 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	33 , 	26 , 	23 , 	62 , 	47 , 	48 , 	17 , 	15 , 	9 , 	102 , 	78 , 	77 , 	83 , 	49 , 	24 , 	35 , 	43 , 	8 , 	10 , 	12 , 	5 , 	5 , 	13 , 	29 , 	151 , 	147 , 	432 , 	198 , 	123 , 	91 , 	26 , 	47 , 	27 , 	4 , 	44 , 	43 , 	2 , 	7 , 	3 , 	5 , 	25 , 	8 , 	26 ," 	2,284 ",,,Dtwn SF," 	1,305 "," 	5,276 "," 	10,937 "," 	4,290 "," 	3,946 "," 	5,261 "," 	3,290 "," 	34,303 "
