Fast Pass Adjusted OD,,,,,,Jan 07,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,53,47,176,174,604,963,778,"1,161","3,953"
MT,46,52,115,168,888,"1,393","1,156","2,258","6,076"
PL,249,146,74,136,773,"1,120",725,"1,758","4,982"
CC,157,160,159,51,566,689,528,"1,239","3,550"
16,521,716,978,560,22,224,231,571,"3,824"
24,814,"1,075","1,361",686,253,34,157,479,"4,859"
GP,728,908,985,464,230,175,21,111,"3,621"
BP,"1,070","1,335","2,711","1,145",575,512,131,35,"7,514"
Entries,"3,638","4,439","6,558","3,384","3,911","5,110","3,727","7,612","38,380"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,24,11,63,41,228,252,136,274,"1,029"
MT,10,21,37,32,321,398,339,"1,057","2,215"
PL,75,25,68,62,694,949,573,"1,288","3,733"
CC,44,26,72,42,390,415,197,471,"1,656"
16,192,208,822,405,28,165,132,332,"2,283"
24,234,243,"1,006",419,151,37,103,296,"2,489"
GP,107,159,735,158,125,97,14,61,"1,456"
BP,256,343,"2,005",417,316,291,75,27,"3,729"
Entries,942,"1,035","4,807","1,577","2,252","2,603","1,570","3,803","18,588"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,19,4,34,27,143,149,74,162,612
MT,5,15,18,28,193,229,207,720,"1,413"
PL,33,13,76,42,516,664,404,848,"2,595"
CC,29,16,54,41,302,287,155,365,"1,248"
16,141,142,571,319,25,106,83,230,"1,615"
24,148,149,756,308,115,34,78,208,"1,794"
GP,70,95,558,131,88,67,16,31,"1,054"
BP,182,215,"1,494",297,199,194,31,28,"2,640"
Entries,626,648,"3,559","1,191","1,580","1,728","1,048","2,591","12,971"
