Exit stations,Entry stations->,,SUNDAY,,,May 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	41 , 	48 , 	33 , 	118 , 	66 , 	58 , 	26 , 	48 , 	24 , 	63 , 	48 , 	17 , 	17 , 	17 , 	10 , 	9 , 	16 , 	17 , 	5 , 	7 , 	5 , 	4 , 	10 , 	16 , 	83 , 	62 , 	166 , 	79 , 	73 , 	76 , 	15 , 	21 , 	21 , 	8 , 	3 , 	5 , 	2 , 	25 , 	4 , 	6 , 	22 , 	14 , 	1 ," 	1,417 ",,,Eastbay," 	28,410 ",,SF CBD," 	79,419 ",58.7%,,,
EN, 	54 , 	9 , 	46 , 	43 , 	192 , 	71 , 	82 , 	48 , 	85 , 	41 , 	73 , 	119 , 	25 , 	35 , 	30 , 	16 , 	16 , 	40 , 	25 , 	12 , 	20 , 	7 , 	3 , 	12 , 	15 , 	195 , 	128 , 	389 , 	160 , 	94 , 	85 , 	23 , 	40 , 	44 , 	15 , 	7 , 	13 , 	3 , 	31 , 	8 , 	11 , 	57 , 	19 , 	4 ," 	2,445 ",,,Westbay," 	44,483 ",,non-CBD," 	50,525 ",37.3%,,,
EP, 	65 , 	46 , 	5 , 	32 , 	215 , 	70 , 	49 , 	43 , 	54 , 	37 , 	34 , 	48 , 	11 , 	11 , 	11 , 	5 , 	5 , 	20 , 	10 , 	9 , 	17 , 	3 , 	3 , 	19 , 	6 , 	139 , 	85 , 	200 , 	126 , 	65 , 	39 , 	11 , 	8 , 	17 , 	2 , 	6 , 	8 , 	1 , 	7 , 	2 , 	2 , 	40 , 	10 , 	6 ," 	1,602 ",,,Transbay," 	63,861 ",,,,,,,
NB, 	33 , 	45 , 	30 , 	9 , 	64 , 	39 , 	45 , 	52 , 	64 , 	29 , 	42 , 	68 , 	13 , 	20 , 	13 , 	3 , 	11 , 	33 , 	15 , 	10 , 	18 , 	8 , 	6 , 	14 , 	11 , 	191 , 	145 , 	311 , 	246 , 	108 , 	81 , 	21 , 	19 , 	23 , 	4 , 	5 , 	9 , 	1 , 	11 , 	3 , 	3 , 	73 , 	16 , 	4 ," 	1,969 ",,,,,,,,,,,
BK, 	135 , 	177 , 	214 , 	70 , 	15 , 	135 , 	143 , 	157 , 	166 , 	63 , 	106 , 	152 , 	44 , 	45 , 	35 , 	18 , 	45 , 	159 , 	21 , 	38 , 	48 , 	27 , 	14 , 	28 , 	41 , 	334 , 	247 , 	743 , 	428 , 	218 , 	125 , 	48 , 	36 , 	52 , 	8 , 	14 , 	42 , 	6 , 	21 , 	9 , 	9 , 	176 , 	67 , 	12 ," 	4,691 ",,,,,,,,,,,
AS, 	66 , 	70 , 	60 , 	36 , 	115 , 	9 , 	72 , 	64 , 	76 , 	43 , 	73 , 	72 , 	29 , 	30 , 	28 , 	11 , 	12 , 	31 , 	12 , 	10 , 	21 , 	4 , 	2 , 	8 , 	29 , 	142 , 	111 , 	242 , 	225 , 	156 , 	104 , 	16 , 	14 , 	17 , 	4 , 	6 , 	13 , 	3 , 	17 , 	4 , 	5 , 	50 , 	16 , 	4 ," 	2,131 ",,,,,,,,,,,
MA, 	63 , 	79 , 	49 , 	38 , 	134 , 	74 , 	9 , 	46 , 	69 , 	31 , 	82 , 	112 , 	33 , 	47 , 	42 , 	17 , 	14 , 	29 , 	35 , 	24 , 	36 , 	18 , 	14 , 	36 , 	35 , 	263 , 	185 , 	422 , 	374 , 	243 , 	158 , 	33 , 	24 , 	40 , 	10 , 	13 , 	12 , 	8 , 	61 , 	6 , 	9 , 	88 , 	18 , 	4 ," 	3,138 ",,,,,,,,,,,
19, 	31 , 	42 , 	37 , 	46 , 	146 , 	62 , 	44 , 	9 , 	14 , 	13 , 	49 , 	73 , 	32 , 	35 , 	36 , 	17 , 	17 , 	35 , 	25 , 	21 , 	33 , 	18 , 	13 , 	45 , 	24 , 	177 , 	129 , 	312 , 	255 , 	152 , 	114 , 	27 , 	23 , 	24 , 	6 , 	6 , 	10 , 	5 , 	37 , 	3 , 	10 , 	51 , 	19 , 	5 ," 	2,281 ",,,,,,,,,,,
12, 	45 , 	65 , 	47 , 	52 , 	130 , 	60 , 	53 , 	9 , 	11 , 	12 , 	62 , 	103 , 	59 , 	67 , 	40 , 	21 , 	27 , 	45 , 	39 , 	25 , 	40 , 	19 , 	12 , 	45 , 	31 , 	195 , 	163 , 	461 , 	226 , 	126 , 	83 , 	27 , 	41 , 	40 , 	16 , 	8 , 	14 , 	8 , 	34 , 	9 , 	11 , 	82 , 	31 , 	1 ," 	2,695 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	32 , 	40 , 	36 , 	26 , 	64 , 	39 , 	30 , 	13 , 	13 , 	6 , 	116 , 	91 , 	87 , 	90 , 	42 , 	23 , 	25 , 	48 , 	9 , 	4 , 	11 , 	5 , 	8 , 	11 , 	25 , 	153 , 	146 , 	369 , 	216 , 	138 , 	99 , 	29 , 	33 , 	28 , 	5 , 	35 , 	47 , 	1 , 	14 , 	5 , 	5 , 	24 , 	7 , 	15 ," 	2,261 ",,,Dtwn SF," 	1,630 "," 	5,477 "," 	12,306 "," 	5,029 "," 	5,338 "," 	6,640 "," 	4,285 "," 	40,705 "
FV, 	62 , 	69 , 	34 , 	43 , 	107 , 	75 , 	76 , 	60 , 	60 , 	104 , 	12 , 	155 , 	132 , 	189 , 	144 , 	71 , 	42 , 	84 , 	27 , 	12 , 	22 , 	13 , 	11 , 	27 , 	69 , 	222 , 	148 , 	455 , 	253 , 	182 , 	150 , 	34 , 	58 , 	48 , 	7 , 	32 , 	61 , 	7 , 	43 , 	5 , 	8 , 	35 , 	15 , 	27 ," 	3,494 ",,,OAK," 	5,343 ", 	627 ," 	1,976 "," 	1,552 ", 	778 ," 	1,972 ", 	432 ," 	12,681 "
CL, 	48 , 	111 , 	46 , 	54 , 	123 , 	71 , 	93 , 	64 , 	104 , 	75 , 	140 , 	12 , 	81 , 	145 , 	106 , 	58 , 	86 , 	165 , 	51 , 	55 , 	64 , 	30 , 	27 , 	45 , 	61 , 	214 , 	115 , 	399 , 	165 , 	74 , 	65 , 	33 , 	31 , 	31 , 	7 , 	79 , 	247 , 	25 , 	79 , 	5 , 	10 , 	51 , 	19 , 	80 ," 	3,644 ",,,CM line," 	11,754 "," 	2,019 "," 	5,275 "," 	1,706 "," 	1,226 "," 	1,894 "," 	2,230 "," 	26,103 "
SL, 	17 , 	23 , 	10 , 	15 , 	42 , 	22 , 	43 , 	37 , 	61 , 	93 , 	139 , 	88 , 	5 , 	71 , 	55 , 	33 , 	27 , 	44 , 	15 , 	9 , 	9 , 	3 , 	0 , 	7 , 	19 , 	121 , 	86 , 	236 , 	104 , 	60 , 	61 , 	17 , 	17 , 	33 , 	4 , 	17 , 	27 , 	2 , 	21 , 	3 , 	5 , 	22 , 	8 , 	15 ," 	1,745 ",,,RM line," 	5,175 "," 	1,689 "," 	1,710 "," 	2,483 ", 	620 ," 	1,921 ", 	628 ," 	14,225 "
BF, 	19 , 	28 , 	11 , 	16 , 	44 , 	24 , 	52 , 	48 , 	74 , 	87 , 	195 , 	141 , 	81 , 	10 , 	87 , 	60 , 	52 , 	115 , 	13 , 	7 , 	4 , 	4 , 	1 , 	8 , 	27 , 	127 , 	89 , 	260 , 	100 , 	62 , 	48 , 	13 , 	25 , 	37 , 	8 , 	50 , 	76 , 	2 , 	23 , 	3 , 	5 , 	13 , 	5 , 	46 ," 	2,203 ",,,WP line," 	5,478 ", 	867 ," 	1,262 ", 	644 ," 	2,164 "," 	1,037 ", 	798 ," 	12,251 "
HY, 	17 , 	26 , 	11 , 	12 , 	35 , 	26 , 	48 , 	36 , 	47 , 	38 , 	135 , 	106 , 	56 , 	92 , 	5 , 	47 , 	64 , 	105 , 	11 , 	6 , 	9 , 	4 , 	1 , 	6 , 	21 , 	72 , 	47 , 	128 , 	65 , 	38 , 	31 , 	8 , 	10 , 	13 , 	4 , 	16 , 	33 , 	2 , 	19 , 	2 , 	6 , 	12 , 	4 , 	19 ," 	1,494 ",,,FT/ED line," 	6,801 "," 	2,061 "," 	1,887 "," 	1,822 ", 	973 ," 	6,516 ", 	500 ," 	20,559 "
SH, 	11 , 	14 , 	5 , 	4 , 	17 , 	13 , 	18 , 	16 , 	28 , 	23 , 	69 , 	65 , 	34 , 	56 , 	46 , 	4 , 	36 , 	58 , 	8 , 	2 , 	7 , 	1 , 	0 , 	3 , 	7 , 	52 , 	33 , 	87 , 	40 , 	25 , 	24 , 	7 , 	10 , 	13 , 	3 , 	8 , 	11 , 	2 , 	15 , 	3 , 	6 , 	7 , 	2 , 	6 , 	901 ,,,SFIA," 	4,164 ", 	328 ," 	2,007 ", 	507 , 	635 , 	366 , 	834 ," 	8,841 "
UC, 	9 , 	17 , 	6 , 	9 , 	39 , 	13 , 	18 , 	17 , 	29 , 	32 , 	49 , 	81 , 	28 , 	66 , 	68 , 	33 , 	9 , 	75 , 	8 , 	8 , 	5 , 	3 , 	2 , 	3 , 	9 , 	104 , 	60 , 	166 , 	72 , 	29 , 	19 , 	8 , 	11 , 	25 , 	6 , 	6 , 	21 , 	1 , 	12 , 	6 , 	6 , 	21 , 	5 , 	7 ," 	1,223 ",,,Entries," 	40,344 "," 	13,067 "," 	26,423 "," 	13,744 "," 	11,734 "," 	20,347 "," 	9,706 "," 	135,365 "
FM, 	21 , 	50 , 	23 , 	25 , 	143 , 	33 , 	35 , 	40 , 	55 , 	54 , 	85 , 	171 , 	43 , 	109 , 	114 , 	56 , 	76 , 	17 , 	25 , 	15 , 	14 , 	5 , 	5 , 	11 , 	7 , 	249 , 	131 , 	343 , 	149 , 	52 , 	38 , 	16 , 	20 , 	41 , 	6 , 	18 , 	35 , 	4 , 	30 , 	2 , 	6 , 	50 , 	4 , 	12 ," 	2,440 ",,,,,,,,,,,
CN, 	15 , 	23 , 	12 , 	11 , 	29 , 	11 , 	35 , 	33 , 	42 , 	10 , 	25 , 	55 , 	12 , 	14 , 	13 , 	7 , 	7 , 	17 , 	12 , 	38 , 	142 , 	43 , 	22 , 	38 , 	7 , 	156 , 	86 , 	196 , 	104 , 	50 , 	45 , 	20 , 	24 , 	33 , 	11 , 	4 , 	10 , 	17 , 	159 , 	10 , 	10 , 	57 , 	14 , 	2 ," 	1,680 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	4 , 	12 , 	6 , 	11 , 	41 , 	9 , 	26 , 	26 , 	31 , 	3 , 	8 , 	71 , 	8 , 	8 , 	4 , 	3 , 	4 , 	14 , 	41 , 	5 , 	64 , 	17 , 	10 , 	45 , 	2 , 	224 , 	116 , 	213 , 	143 , 	38 , 	28 , 	9 , 	10 , 	25 , 	6 , 	2 , 	5 , 	10 , 	37 , 	5 , 	6 , 	113 , 	15 , 	1 ," 	1,480 ",,,Dtwn SF," 	1,630 ",,,,,,,
WC, 	7 , 	16 , 	15 , 	18 , 	54 , 	17 , 	35 , 	35 , 	48 , 	12 , 	20 , 	77 , 	8 , 	6 , 	8 , 	7 , 	6 , 	13 , 	157 , 	67 , 	6 , 	31 , 	21 , 	73 , 	7 , 	355 , 	154 , 	342 , 	231 , 	55 , 	41 , 	18 , 	14 , 	39 , 	6 , 	3 , 	3 , 	13 , 	63 , 	6 , 	6 , 	112 , 	17 , 	3 ," 	2,244 ",,,OAK," 	10,820 ", 	627 ,,,,,,
LF, 	4 , 	7 , 	6 , 	10 , 	27 , 	4 , 	17 , 	17 , 	21 , 	5 , 	13 , 	35 , 	3 , 	2 , 	3 , 	0 , 	3 , 	4 , 	58 , 	19 , 	33 , 	3 , 	12 , 	42 , 	5 , 	192 , 	92 , 	188 , 	139 , 	29 , 	22 , 	11 , 	5 , 	16 , 	2 , 	1 , 	3 , 	3 , 	18 , 	3 , 	3 , 	65 , 	9 , 	0 ," 	1,155 ",,,CM line," 	24,060 "," 	3,995 "," 	5,275 ",,,,,
OR, 	5 , 	4 , 	6 , 	5 , 	20 , 	3 , 	13 , 	13 , 	19 , 	5 , 	7 , 	27 , 	2 , 	1 , 	2 , 	1 , 	2 , 	3 , 	22 , 	13 , 	25 , 	12 , 	4 , 	36 , 	3 , 	151 , 	74 , 	128 , 	95 , 	29 , 	20 , 	7 , 	7 , 	16 , 	1 , 	2 , 	2 , 	0 , 	10 , 	1 , 	1 , 	52 , 	3 , 	1 , 	853 ,,,RM line," 	10,204 "," 	3,240 "," 	3,416 "," 	2,483 ",,,,
RR, 	10 , 	9 , 	21 , 	9 , 	31 , 	10 , 	31 , 	46 , 	56 , 	13 , 	28 , 	63 , 	7 , 	8 , 	6 , 	2 , 	4 , 	15 , 	35 , 	44 , 	72 , 	38 , 	42 , 	6 , 	16 , 	297 , 	192 , 	397 , 	326 , 	162 , 	99 , 	32 , 	20 , 	25 , 	5 , 	2 , 	8 , 	6 , 	22 , 	3 , 	5 , 	115 , 	20 , 	1 ," 	2,362 ",,,WP line," 	10,815 "," 	1,645 "," 	2,489 "," 	1,264 "," 	2,164 ",,,
OW, 	14 , 	18 , 	7 , 	13 , 	35 , 	28 , 	34 , 	21 , 	48 , 	23 , 	71 , 	50 , 	15 , 	25 , 	13 , 	9 , 	8 , 	7 , 	7 , 	3 , 	7 , 	6 , 	2 , 	12 , 	7 , 	311 , 	193 , 	531 , 	262 , 	236 , 	133 , 	21 , 	27 , 	35 , 	6 , 	5 , 	8 , 	2 , 	26 , 	4 , 	5 , 	36 , 	7 , 	3 ," 	2,335 ",,,FT/ED line," 	13,441 "," 	4,033 "," 	3,780 "," 	3,743 "," 	2,010 "," 	6,516 ",,
EM, 	96 , 	275 , 	208 , 	276 , 	443 , 	199 , 	377 , 	246 , 	275 , 	212 , 	280 , 	236 , 	158 , 	168 , 	94 , 	76 , 	167 , 	356 , 	208 , 	317 , 	457 , 	274 , 	216 , 	383 , 	427 , 	59 , 	28 , 	234 , 	167 , 	442 , 	533 , 	292 , 	328 , 	437 , 	88 , 	160 , 	749 , 	111 , 	246 , 	87 , 	102 , 	405 , 	354 , 	123 ," 	11,368 ",,,SFIA," 	8,449 ", 	760 ," 	4,236 "," 	1,135 "," 	1,433 ", 	865 , 	834 ," 	135,365 "
