Exit stations,Entry stations->,,SATURDAY,,,May 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	62 , 	77 , 	47 , 	202 , 	73 , 	89 , 	42 , 	68 , 	15 , 	72 , 	63 , 	22 , 	29 , 	20 , 	10 , 	12 , 	20 , 	23 , 	9 , 	12 , 	8 , 	5 , 	19 , 	21 , 	100 , 	85 , 	263 , 	126 , 	89 , 	97 , 	23 , 	39 , 	33 , 	10 , 	5 , 	11 , 	5 , 	28 , 	9 , 	10 , 	16 , 	11 , 	2 ," 	1,983 ",,,Eastbay," 	38,689 ",,SF CBD," 	101,480 ",59.6%,,,
EN, 	71 , 	11 , 	71 , 	57 , 	357 , 	104 , 	115 , 	79 , 	123 , 	29 , 	107 , 	123 , 	43 , 	45 , 	40 , 	20 , 	20 , 	44 , 	26 , 	13 , 	21 , 	10 , 	7 , 	22 , 	29 , 	255 , 	204 , 	605 , 	189 , 	93 , 	114 , 	28 , 	62 , 	44 , 	19 , 	9 , 	15 , 	2 , 	41 , 	13 , 	18 , 	50 , 	27 , 	5 ," 	3,375 ",,,Westbay," 	54,764 ",,non-CBD," 	63,189 ",37.1%,,,
EP, 	87 , 	62 , 	7 , 	53 , 	344 , 	80 , 	67 , 	51 , 	81 , 	28 , 	42 , 	57 , 	14 , 	10 , 	12 , 	9 , 	8 , 	22 , 	17 , 	8 , 	14 , 	12 , 	3 , 	25 , 	7 , 	160 , 	117 , 	321 , 	132 , 	61 , 	51 , 	20 , 	18 , 	14 , 	4 , 	6 , 	6 , 	1 , 	11 , 	5 , 	2 , 	34 , 	14 , 	6 ," 	2,096 ",,,Transbay," 	78,479 ",,,,,,,
NB, 	55 , 	61 , 	45 , 	10 , 	126 , 	55 , 	68 , 	61 , 	82 , 	23 , 	69 , 	70 , 	22 , 	26 , 	15 , 	5 , 	11 , 	27 , 	12 , 	12 , 	17 , 	8 , 	6 , 	14 , 	21 , 	240 , 	201 , 	414 , 	199 , 	124 , 	84 , 	22 , 	23 , 	23 , 	6 , 	4 , 	13 , 	2 , 	17 , 	3 , 	4 , 	60 , 	23 , 	4 ," 	2,379 ",,,,,,,,,,,
BK, 	202 , 	378 , 	362 , 	147 , 	27 , 	224 , 	269 , 	231 , 	271 , 	96 , 	176 , 	202 , 	80 , 	82 , 	91 , 	42 , 	81 , 	217 , 	58 , 	65 , 	110 , 	56 , 	43 , 	40 , 	53 , 	440 , 	335 ," 	1,026 ", 	487 , 	256 , 	207 , 	79 , 	65 , 	98 , 	15 , 	26 , 	81 , 	16 , 	44 , 	12 , 	15 , 	171 , 	110 , 	18 ," 	7,098 ",,,,,,,,,,,
AS, 	72 , 	97 , 	64 , 	49 , 	192 , 	10 , 	84 , 	94 , 	106 , 	30 , 	99 , 	85 , 	33 , 	34 , 	37 , 	13 , 	10 , 	33 , 	14 , 	10 , 	19 , 	9 , 	5 , 	12 , 	30 , 	177 , 	134 , 	335 , 	213 , 	137 , 	106 , 	22 , 	23 , 	17 , 	6 , 	7 , 	15 , 	2 , 	26 , 	3 , 	7 , 	39 , 	21 , 	2 ," 	2,529 ",,,,,,,,,,,
MA, 	81 , 	118 , 	73 , 	58 , 	256 , 	97 , 	12 , 	69 , 	93 , 	26 , 	107 , 	135 , 	46 , 	71 , 	62 , 	25 , 	20 , 	44 , 	54 , 	35 , 	49 , 	18 , 	16 , 	35 , 	42 , 	345 , 	262 , 	608 , 	380 , 	263 , 	193 , 	40 , 	39 , 	36 , 	11 , 	14 , 	17 , 	10 , 	78 , 	5 , 	13 , 	66 , 	31 , 	8 ," 	4,052 ",,,,,,,,,,,
19, 	48 , 	71 , 	51 , 	59 , 	216 , 	95 , 	64 , 	7 , 	15 , 	12 , 	60 , 	73 , 	50 , 	57 , 	54 , 	18 , 	24 , 	36 , 	36 , 	32 , 	42 , 	26 , 	17 , 	59 , 	28 , 	198 , 	178 , 	393 , 	244 , 	151 , 	119 , 	34 , 	34 , 	30 , 	12 , 	10 , 	24 , 	8 , 	43 , 	9 , 	6 , 	36 , 	23 , 	4 ," 	2,802 ",,,,,,,,,,,
12, 	71 , 	100 , 	82 , 	75 , 	255 , 	104 , 	88 , 	17 , 	11 , 	10 , 	79 , 	114 , 	81 , 	104 , 	64 , 	31 , 	41 , 	78 , 	59 , 	43 , 	64 , 	35 , 	27 , 	65 , 	65 , 	259 , 	208 , 	593 , 	250 , 	137 , 	98 , 	38 , 	67 , 	54 , 	21 , 	11 , 	26 , 	11 , 	63 , 	12 , 	18 , 	63 , 	45 , 	5 ," 	3,735 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	12 , 	28 , 	25 , 	22 , 	93 , 	30 , 	32 , 	11 , 	16 , 	5 , 	72 , 	116 , 	114 , 	142 , 	51 , 	20 , 	44 , 	51 , 	13 , 	6 , 	9 , 	5 , 	12 , 	13 , 	17 , 	190 , 	181 , 	503 , 	220 , 	119 , 	94 , 	30 , 	40 , 	31 , 	6 , 	43 , 	67 , 	2 , 	11 , 	3 , 	8 , 	17 , 	9 , 	22 ," 	2,550 ",,,Dtwn SF," 	2,263 "," 	7,043 "," 	16,146 "," 	6,904 "," 	6,810 "," 	8,581 "," 	5,134 "," 	52,881 "
FV, 	71 , 	99 , 	52 , 	60 , 	174 , 	92 , 	103 , 	72 , 	86 , 	61 , 	13 , 	196 , 	132 , 	221 , 	155 , 	73 , 	51 , 	99 , 	36 , 	13 , 	30 , 	17 , 	16 , 	41 , 	88 , 	263 , 	218 , 	625 , 	308 , 	172 , 	135 , 	33 , 	59 , 	54 , 	10 , 	44 , 	81 , 	8 , 	60 , 	9 , 	9 , 	34 , 	22 , 	39 ," 	4,227 ",,,OAK," 	6,727 ", 	785 ," 	2,092 "," 	2,271 "," 	1,055 "," 	2,553 ", 	424 ," 	15,906 "
CL, 	60 , 	122 , 	65 , 	72 , 	247 , 	87 , 	133 , 	101 , 	134 , 	92 , 	195 , 	12 , 	119 , 	203 , 	150 , 	74 , 	92 , 	187 , 	61 , 	66 , 	69 , 	48 , 	25 , 	68 , 	83 , 	204 , 	143 , 	386 , 	182 , 	72 , 	72 , 	34 , 	44 , 	45 , 	10 , 	76 , 	288 , 	32 , 	111 , 	6 , 	14 , 	28 , 	22 , 	76 ," 	4,404 ",,,CM line," 	15,589 "," 	2,134 "," 	5,960 "," 	2,088 "," 	1,341 "," 	1,914 "," 	2,203 "," 	31,229 "
SL, 	25 , 	39 , 	15 , 	21 , 	86 , 	34 , 	47 , 	61 , 	91 , 	116 , 	130 , 	112 , 	6 , 	97 , 	86 , 	45 , 	37 , 	60 , 	18 , 	10 , 	14 , 	4 , 	3 , 	14 , 	24 , 	165 , 	120 , 	363 , 	115 , 	60 , 	53 , 	18 , 	35 , 	28 , 	6 , 	24 , 	32 , 	7 , 	25 , 	4 , 	10 , 	15 , 	13 , 	17 ," 	2,300 ",,,RM line," 	6,755 "," 	2,361 "," 	2,127 "," 	3,943 ", 	952 ," 	2,613 ", 	673 ," 	19,424 "
BF, 	28 , 	40 , 	13 , 	20 , 	80 , 	35 , 	67 , 	67 , 	113 , 	132 , 	236 , 	204 , 	103 , 	11 , 	123 , 	87 , 	79 , 	145 , 	21 , 	9 , 	8 , 	6 , 	4 , 	11 , 	34 , 	153 , 	102 , 	354 , 	124 , 	47 , 	37 , 	12 , 	31 , 	31 , 	13 , 	68 , 	99 , 	4 , 	26 , 	6 , 	2 , 	13 , 	5 , 	60 ," 	2,858 ",,,WP line," 	6,700 "," 	1,149 "," 	1,376 ", 	990 ," 	2,986 "," 	1,254 ", 	771 ," 	15,226 "
HY, 	21 , 	36 , 	13 , 	17 , 	78 , 	36 , 	70 , 	58 , 	74 , 	49 , 	147 , 	145 , 	90 , 	124 , 	5 , 	83 , 	89 , 	138 , 	16 , 	9 , 	9 , 	3 , 	2 , 	8 , 	23 , 	94 , 	72 , 	230 , 	73 , 	39 , 	29 , 	13 , 	20 , 	27 , 	4 , 	25 , 	40 , 	5 , 	27 , 	6 , 	9 , 	12 , 	9 , 	25 ," 	2,099 ",,,FT/ED line," 	8,488 "," 	2,719 "," 	1,947 "," 	2,699 "," 	1,244 "," 	8,249 ", 	512 ," 	25,857 "
SH, 	10 , 	22 , 	10 , 	6 , 	42 , 	14 , 	26 , 	18 , 	37 , 	20 , 	74 , 	69 , 	38 , 	77 , 	79 , 	9 , 	45 , 	91 , 	8 , 	3 , 	5 , 	1 , 	2 , 	6 , 	10 , 	68 , 	45 , 	147 , 	52 , 	27 , 	30 , 	8 , 	19 , 	21 , 	4 , 	22 , 	26 , 	2 , 	15 , 	6 , 	6 , 	6 , 	5 , 	11 ," 	1,241 ",,,SFIA," 	4,340 ", 	417 ," 	2,203 ", 	680 , 	657 , 	431 , 	927 ," 	9,655 "
UC, 	10 , 	22 , 	7 , 	9 , 	84 , 	14 , 	23 , 	26 , 	42 , 	42 , 	52 , 	93 , 	38 , 	81 , 	78 , 	41 , 	7 , 	106 , 	8 , 	9 , 	8 , 	4 , 	3 , 	7 , 	12 , 	108 , 	80 , 	243 , 	76 , 	25 , 	23 , 	11 , 	15 , 	29 , 	6 , 	15 , 	30 , 	3 , 	13 , 	4 , 	2 , 	19 , 	6 , 	12 ," 	1,541 ",,,Entries," 	50,862 "," 	16,608 "," 	31,850 "," 	19,576 "," 	15,044 "," 	25,595 "," 	10,642 "," 	170,176 "
FM, 	21 , 	45 , 	26 , 	30 , 	254 , 	35 , 	47 , 	46 , 	82 , 	53 , 	110 , 	172 , 	60 , 	144 , 	138 , 	90 , 	111 , 	14 , 	22 , 	16 , 	13 , 	7 , 	6 , 	17 , 	13 , 	245 , 	180 , 	509 , 	179 , 	55 , 	35 , 	18 , 	30 , 	49 , 	8 , 	27 , 	48 , 	5 , 	26 , 	5 , 	6 , 	51 , 	8 , 	14 ," 	3,067 ",,,,,,,,,,,
CN, 	24 , 	21 , 	17 , 	14 , 	62 , 	18 , 	49 , 	33 , 	63 , 	12 , 	35 , 	59 , 	17 , 	22 , 	15 , 	8 , 	9 , 	22 , 	11 , 	60 , 	197 , 	54 , 	24 , 	42 , 	10 , 	179 , 	116 , 	299 , 	121 , 	39 , 	50 , 	23 , 	24 , 	32 , 	12 , 	5 , 	9 , 	31 , 	199 , 	11 , 	11 , 	52 , 	19 , 	3 ," 	2,130 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	8 , 	11 , 	9 , 	12 , 	59 , 	15 , 	32 , 	35 , 	39 , 	5 , 	15 , 	64 , 	10 , 	6 , 	9 , 	3 , 	8 , 	15 , 	53 , 	20 , 	89 , 	24 , 	12 , 	56 , 	5 , 	288 , 	163 , 	328 , 	131 , 	41 , 	29 , 	18 , 	17 , 	30 , 	4 , 	5 , 	8 , 	10 , 	67 , 	6 , 	5 , 	93 , 	13 , 	1 ," 	1,868 ",,,Dtwn SF," 	2,263 ",,,,,,,
WC, 	14 , 	22 , 	18 , 	20 , 	101 , 	20 , 	47 , 	47 , 	72 , 	13 , 	31 , 	75 , 	15 , 	8 , 	10 , 	6 , 	4 , 	14 , 	242 , 	96 , 	9 , 	52 , 	32 , 	94 , 	8 , 	381 , 	221 , 	478 , 	221 , 	50 , 	42 , 	22 , 	21 , 	30 , 	11 , 	6 , 	8 , 	22 , 	92 , 	9 , 	9 , 	105 , 	16 , 	5 ," 	2,813 ",,,OAK," 	13,770 ", 	785 ,,,,,,
