Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jan 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	121 , 	106 , 	75 , 	378 , 	109 , 	140 , 	136 , 	202 , 	40 , 	98 , 	75 , 	36 , 	34 , 	40 , 	23 , 	16 , 	39 , 	31 , 	25 , 	21 , 	9 , 	10 , 	23 , 	24 , 	178 , 	220 , 	264 , 	213 , 	111 , 	138 , 	23 , 	46 , 	30 , 	10 , 	4 , 	17 , 	8 , 	21 , 	9 , 	6 , 	19 , 	9 ," 	3,142 ",,,Eastbay," 	72,011 ",,SF CBD," 	190,763 ",66.3%,,,
EN, 	152 , 	10 , 	97 , 	85 , 	867 , 	149 , 	210 , 	391 , 	634 , 	110 , 	118 , 	141 , 	65 , 	42 , 	70 , 	25 , 	42 , 	69 , 	51 , 	28 , 	43 , 	10 , 	13 , 	28 , 	36 , 	823 , 	900 , 	727 , 	638 , 	122 , 	154 , 	44 , 	72 , 	85 , 	21 , 	7 , 	36 , 	7 , 	31 , 	15 , 	12 , 	37 , 	20 ," 	7,236 ",,,Westbay," 	83,707 ",,non-CBD," 	101,812 ",35.4%,,,
EP, 	116 , 	86 , 	4 , 	55 , 	606 , 	70 , 	80 , 	192 , 	291 , 	73 , 	44 , 	53 , 	29 , 	15 , 	27 , 	9 , 	13 , 	36 , 	22 , 	22 , 	28 , 	9 , 	5 , 	23 , 	10 , 	410 , 	479 , 	286 , 	279 , 	56 , 	41 , 	14 , 	24 , 	35 , 	4 , 	4 , 	13 , 	4 , 	15 , 	8 , 	3 , 	27 , 	11 ," 	3,630 ",,,Transbay," 	141,102 ",,,,,,,
NB, 	76 , 	72 , 	53 , 	5 , 	207 , 	58 , 	68 , 	159 , 	244 , 	63 , 	59 , 	58 , 	20 , 	12 , 	23 , 	7 , 	9 , 	29 , 	18 , 	13 , 	23 , 	7 , 	10 , 	17 , 	13 , 	497 , 	545 , 	317 , 	361 , 	87 , 	61 , 	23 , 	25 , 	32 , 	5 , 	3 , 	13 , 	2 , 	10 , 	6 , 	3 , 	34 , 	14 ," 	3,363 ",,,SFO Ext," 	16,891 ",,,,,,,
BK, 	389 , 	889 , 	606 , 	203 , 	13 , 	408 , 	377 , 	415 , 	591 , 	254 , 	269 , 	254 , 	143 , 	132 , 	127 , 	91 , 	153 , 	242 , 	100 , 	154 , 	128 , 	69 , 	58 , 	44 , 	71 , 	541 , 	565 , 	643 , 	669 , 	231 , 	251 , 	108 , 	87 , 	127 , 	21 , 	31 , 	100 , 	29 , 	81 , 	22 , 	8 , 	87 , 	65 ," 	9,846 ",,,Extensions," 	34,220 ",,,,,,,
AS, 	101 , 	144 , 	66 , 	51 , 	362 , 	6 , 	91 , 	167 , 	248 , 	89 , 	98 , 	103 , 	40 , 	41 , 	47 , 	23 , 	24 , 	51 , 	28 , 	18 , 	23 , 	15 , 	6 , 	13 , 	36 , 	395 , 	457 , 	295 , 	305 , 	113 , 	91 , 	22 , 	30 , 	27 , 	5 , 	8 , 	22 , 	3 , 	23 , 	5 , 	4 , 	22 , 	10 ," 	3,728 ",,,,,,,,,,,
MA, 	140 , 	200 , 	91 , 	77 , 	357 , 	88 , 	9 , 	123 , 	238 , 	76 , 	133 , 	145 , 	92 , 	96 , 	100 , 	50 , 	64 , 	98 , 	103 , 	85 , 	84 , 	28 , 	30 , 	61 , 	57 , 	636 , 	711 , 	582 , 	611 , 	190 , 	142 , 	53 , 	70 , 	67 , 	19 , 	13 , 	49 , 	31 , 	125 , 	11 , 	9 , 	32 , 	26 ," 	6,003 ",,,,,,,,,,,
19, 	136 , 	410 , 	187 , 	171 , 	367 , 	168 , 	111 , 	8 , 	75 , 	43 , 	111 , 	159 , 	171 , 	173 , 	171 , 	137 , 	154 , 	305 , 	226 , 	309 , 	199 , 	107 , 	81 , 	99 , 	48 , 	596 , 	585 , 	476 , 	547 , 	146 , 	162 , 	111 , 	99 , 	120 , 	68 , 	38 , 	135 , 	99 , 	218 , 	33 , 	19 , 	14 , 	61 ," 	7,655 ",,,,,,,,,,,
12, 	217 , 	637 , 	278 , 	252 , 	516 , 	242 , 	238 , 	70 , 	17 , 	54 , 	217 , 	368 , 	379 , 	380 , 	299 , 	222 , 	235 , 	411 , 	310 , 	420 , 	303 , 	185 , 	144 , 	198 , 	103 , 	854 , 	883 , 	847 , 	766 , 	212 , 	249 , 	132 , 	153 , 	196 , 	104 , 	71 , 	213 , 	122 , 	301 , 	48 , 	32 , 	38 , 	96 ," 	12,012 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	33 , 	100 , 	75 , 	70 , 	236 , 	91 , 	75 , 	42 , 	49 , 	6 , 	166 , 	166 , 	238 , 	211 , 	141 , 	86 , 	108 , 	148 , 	26 , 	20 , 	24 , 	10 , 	9 , 	33 , 	31 , 	448 , 	477 , 	429 , 	351 , 	89 , 	82 , 	35 , 	58 , 	48 , 	18 , 	84 , 	238 , 	5 , 	28 , 	9 , 	6 , 	30 , 	11 ," 	4,644 ",,,Dtwn SF,"3,864","13,065","30,251","10,288","17,068","18,795","4,710","93,331"
FV, 	95 , 	127 , 	46 , 	56 , 	278 , 	103 , 	125 , 	129 , 	236 , 	158 , 	10 , 	199 , 	234 , 	246 , 	257 , 	103 , 	84 , 	123 , 	48 , 	33 , 	36 , 	17 , 	26 , 	54 , 	104 , 	508 , 	603 , 	575 , 	465 , 	160 , 	180 , 	40 , 	67 , 	65 , 	18 , 	56 , 	151 , 	12 , 	51 , 	14 , 	11 , 	40 , 	15 ," 	5,957 ",,,OAK,"12,733","1,732","2,895","5,318","4,110","7,187",514,"33,974"
