Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jan 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	83 , 	68 , 	45 , 	197 , 	76 , 	64 , 	40 , 	75 , 	14 , 	74 , 	58 , 	20 , 	22 , 	15 , 	10 , 	10 , 	20 , 	20 , 	10 , 	12 , 	6 , 	5 , 	12 , 	14 , 	50 , 	69 , 	188 , 	81 , 	75 , 	108 , 	17 , 	25 , 	18 , 	9 , 	2 , 	10 , 	5 , 	24 , 	3 , 	5 , 	12 , 	6 ," 	1,689 ",,,Eastbay," 	32,214 ",,SF CBD," 	76,598 ",62.2%,,,
EN, 	106 , 	13 , 	72 , 	57 , 	386 , 	105 , 	101 , 	62 , 	150 , 	34 , 	83 , 	97 , 	34 , 	39 , 	27 , 	16 , 	18 , 	32 , 	30 , 	11 , 	18 , 	7 , 	7 , 	21 , 	24 , 	160 , 	170 , 	509 , 	174 , 	64 , 	97 , 	31 , 	50 , 	39 , 	18 , 	5 , 	16 , 	4 , 	23 , 	6 , 	5 , 	32 , 	11 ," 	2,964 ",,,Westbay," 	39,923 ",,non-CBD," 	48,813 ",39.6%,,,
EP, 	74 , 	65 , 	5 , 	43 , 	324 , 	66 , 	48 , 	46 , 	83 , 	31 , 	30 , 	38 , 	10 , 	12 , 	11 , 	5 , 	7 , 	21 , 	9 , 	4 , 	10 , 	6 , 	3 , 	11 , 	7 , 	97 , 	99 , 	250 , 	108 , 	30 , 	29 , 	14 , 	9 , 	15 , 	3 , 	3 , 	8 , 	1 , 	8 , 	2 , 	1 , 	24 , 	8 ," 	1,677 ",,,Transbay," 	55,824 ",,,,,,,
NB, 	58 , 	54 , 	44 , 	7 , 	110 , 	41 , 	45 , 	38 , 	80 , 	30 , 	38 , 	45 , 	16 , 	17 , 	9 , 	7 , 	10 , 	18 , 	10 , 	9 , 	13 , 	3 , 	7 , 	14 , 	8 , 	129 , 	150 , 	285 , 	170 , 	64 , 	56 , 	16 , 	16 , 	12 , 	4 , 	2 , 	6 , 	2 , 	9 , 	2 , 	1 , 	33 , 	9 ," 	1,697 ",,,SFO Ext," 	8,573 ",,,,,,,
BK, 	205 , 	364 , 	318 , 	101 , 	15 , 	228 , 	187 , 	185 , 	281 , 	86 , 	146 , 	171 , 	64 , 	68 , 	53 , 	33 , 	44 , 	105 , 	33 , 	43 , 	53 , 	37 , 	26 , 	39 , 	59 , 	277 , 	261 , 	803 , 	341 , 	117 , 	102 , 	44 , 	31 , 	47 , 	13 , 	19 , 	51 , 	11 , 	24 , 	6 , 	8 , 	80 , 	27 ," 	5,207 ",,,Extensions," 	13,001 ",,,,,,,
AS, 	79 , 	95 , 	63 , 	46 , 	178 , 	5 , 	74 , 	80 , 	115 , 	43 , 	82 , 	72 , 	20 , 	32 , 	25 , 	11 , 	14 , 	29 , 	15 , 	6 , 	9 , 	6 , 	4 , 	11 , 	34 , 	101 , 	112 , 	252 , 	171 , 	88 , 	81 , 	15 , 	15 , 	12 , 	4 , 	4 , 	11 , 	3 , 	14 , 	1 , 	3 , 	23 , 	6 ," 	2,062 ",,,,,,,,,,,
MA, 	58 , 	87 , 	50 , 	41 , 	186 , 	82 , 	7 , 	48 , 	86 , 	21 , 	82 , 	92 , 	41 , 	49 , 	45 , 	16 , 	21 , 	30 , 	38 , 	21 , 	24 , 	12 , 	10 , 	30 , 	47 , 	181 , 	198 , 	463 , 	266 , 	118 , 	96 , 	21 , 	24 , 	25 , 	8 , 	5 , 	17 , 	4 , 	48 , 	2 , 	3 , 	24 , 	6 ," 	2,737 ",,,,,,,,,,,
19, 	47 , 	81 , 	49 , 	35 , 	163 , 	84 , 	42 , 	6 , 	25 , 	11 , 	64 , 	80 , 	41 , 	54 , 	36 , 	16 , 	28 , 	44 , 	32 , 	27 , 	38 , 	18 , 	15 , 	40 , 	32 , 	109 , 	131 , 	291 , 	173 , 	62 , 	56 , 	20 , 	20 , 	26 , 	8 , 	7 , 	26 , 	11 , 	37 , 	5 , 	4 , 	10 , 	16 ," 	2,117 ",,,,,,,,,,,
12, 	70 , 	126 , 	90 , 	84 , 	283 , 	108 , 	87 , 	25 , 	9 , 	23 , 	100 , 	128 , 	93 , 	126 , 	65 , 	47 , 	66 , 	89 , 	53 , 	49 , 	72 , 	31 , 	32 , 	52 , 	75 , 	206 , 	232 , 	609 , 	246 , 	84 , 	74 , 	41 , 	58 , 	49 , 	24 , 	17 , 	30 , 	10 , 	73 , 	9 , 	6 , 	31 , 	18 ," 	3,799 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	34 , 	28 , 	22 , 	87 , 	41 , 	23 , 	14 , 	22 , 	6 , 	67 , 	66 , 	112 , 	113 , 	44 , 	24 , 	45 , 	67 , 	8 , 	6 , 	12 , 	4 , 	4 , 	12 , 	20 , 	121 , 	158 , 	398 , 	155 , 	62 , 	56 , 	19 , 	26 , 	16 , 	9 , 	37 , 	60 , 	2 , 	18 , 	3 , 	2 , 	28 , 	6 ," 	2,073 ",,,Dtwn SF," 	1,391 "," 	5,376 "," 	14,041 "," 	5,134 "," 	4,922 "," 	6,897 "," 	2,195 "," 	37,761 "
