Exit stations,Entry stations->,,SUNDAY,,,Dec 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	50 , 	57 , 	36 , 	140 , 	58 , 	65 , 	33 , 	53 , 	27 , 	53 , 	80 , 	21 , 	17 , 	16 , 	4 , 	8 , 	20 , 	14 , 	7 , 	6 , 	6 , 	1 , 	11 , 	24 , 	66 , 	42 , 	193 , 	65 , 	51 , 	50 , 	16 , 	29 , 	21 , 	9 , 	5 , 	8 , 	3 , 	28 , 	6 , 	6 , 	15 , 	6 , 	4 ," 	1,439 ",,,Eastbay," 	34,335 ",,SF CBD," 	79,772 ",58.2%,,,
EN, 	61 , 	9 , 	53 , 	38 , 	186 , 	85 , 	94 , 	56 , 	89 , 	39 , 	88 , 	242 , 	25 , 	30 , 	23 , 	15 , 	9 , 	40 , 	19 , 	8 , 	17 , 	5 , 	5 , 	16 , 	19 , 	133 , 	120 , 	510 , 	141 , 	50 , 	70 , 	32 , 	52 , 	22 , 	16 , 	3 , 	15 , 	2 , 	26 , 	9 , 	16 , 	50 , 	17 , 	3 ," 	2,557 ",,,Westbay," 	43,226 ",,non-CBD," 	52,342 ",38.2%,,,
EP, 	63 , 	39 , 	6 , 	38 , 	230 , 	57 , 	52 , 	69 , 	57 , 	34 , 	30 , 	109 , 	12 , 	9 , 	7 , 	6 , 	6 , 	15 , 	7 , 	7 , 	12 , 	6 , 	3 , 	18 , 	10 , 	108 , 	77 , 	284 , 	104 , 	36 , 	35 , 	22 , 	10 , 	11 , 	3 , 	4 , 	3 , 	3 , 	6 , 	-   , 	5 , 	41 , 	9 , 	3 ," 	1,665 ",,,Transbay," 	61,289 ",,,,,,,
NB, 	38 , 	34 , 	33 , 	7 , 	77 , 	44 , 	56 , 	63 , 	66 , 	36 , 	33 , 	76 , 	16 , 	16 , 	13 , 	4 , 	9 , 	24 , 	11 , 	9 , 	13 , 	9 , 	4 , 	8 , 	13 , 	146 , 	123 , 	349 , 	179 , 	71 , 	59 , 	31 , 	21 , 	10 , 	4 , 	2 , 	7 , 	1 , 	17 , 	1 , 	5 , 	53 , 	13 , 	1 ," 	1,804 ",,,,,,,,,,,
BK, 	140 , 	179 , 	236 , 	74 , 	24 , 	140 , 	157 , 	199 , 	183 , 	76 , 	125 , 	129 , 	43 , 	46 , 	41 , 	21 , 	40 , 	127 , 	33 , 	26 , 	47 , 	20 , 	21 , 	25 , 	39 , 	280 , 	201 , 	851 , 	341 , 	158 , 	116 , 	56 , 	44 , 	57 , 	11 , 	15 , 	40 , 	8 , 	16 , 	10 , 	9 , 	109 , 	50 , 	12 ," 	4,574 ",,,,,,,,,,,
AS, 	67 , 	67 , 	47 , 	42 , 	128 , 	14 , 	70 , 	74 , 	96 , 	40 , 	70 , 	99 , 	26 , 	37 , 	23 , 	7 , 	9 , 	23 , 	8 , 	10 , 	17 , 	6 , 	7 , 	10 , 	28 , 	119 , 	86 , 	288 , 	178 , 	120 , 	87 , 	27 , 	15 , 	13 , 	4 , 	5 , 	19 , 	1 , 	21 , 	3 , 	6 , 	38 , 	15 , 	5 ," 	2,074 ",,,,,,,,,,,
MA, 	83 , 	87 , 	50 , 	49 , 	142 , 	76 , 	16 , 	63 , 	76 , 	35 , 	76 , 	173 , 	37 , 	43 , 	36 , 	20 , 	12 , 	34 , 	38 , 	16 , 	26 , 	14 , 	10 , 	41 , 	37 , 	227 , 	162 , 	562 , 	330 , 	174 , 	144 , 	32 , 	35 , 	27 , 	8 , 	9 , 	11 , 	7 , 	63 , 	4 , 	8 , 	61 , 	21 , 	4 ," 	3,181 ",,,,,,,,,,,
19, 	40 , 	63 , 	60 , 	65 , 	174 , 	83 , 	57 , 	8 , 	14 , 	19 , 	61 , 	109 , 	31 , 	42 , 	32 , 	24 , 	20 , 	41 , 	32 , 	25 , 	34 , 	20 , 	17 , 	62 , 	31 , 	158 , 	125 , 	423 , 	252 , 	137 , 	119 , 	30 , 	21 , 	17 , 	6 , 	10 , 	12 , 	6 , 	31 , 	6 , 	6 , 	52 , 	16 , 	5 ," 	2,594 ",,,,,,,,,,,
12, 	47 , 	79 , 	47 , 	54 , 	130 , 	83 , 	62 , 	13 , 	16 , 	17 , 	67 , 	168 , 	57 , 	66 , 	45 , 	21 , 	27 , 	55 , 	30 , 	23 , 	39 , 	13 , 	18 , 	38 , 	48 , 	185 , 	144 , 	503 , 	227 , 	102 , 	87 , 	30 , 	44 , 	29 , 	19 , 	7 , 	17 , 	6 , 	36 , 	7 , 	17 , 	68 , 	23 , 	4 ," 	2,815 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	32 , 	38 , 	37 , 	29 , 	82 , 	43 , 	39 , 	15 , 	17 , 	5 , 	115 , 	173 , 	86 , 	93 , 	39 , 	26 , 	36 , 	47 , 	11 , 	11 , 	11 , 	6 , 	8 , 	15 , 	24 , 	135 , 	137 , 	461 , 	196 , 	97 , 	96 , 	28 , 	31 , 	34 , 	5 , 	33 , 	43 , 	1 , 	12 , 	4 , 	6 , 	22 , 	6 , 	22 ," 	2,405 ",,,Dtwn SF," 	1,740 "," 	5,511 "," 	11,665 "," 	4,749 "," 	4,779 "," 	6,706 "," 	5,080 "," 	40,230 "
