Exit stations,Entry stations->,,SATURDAY,,,Feb 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	47 , 	52 , 	38 , 	33 , 	142 , 	48 , 	79 , 	75 , 	81 , 	61 , 	19 , 	178 , 	107 , 	114 , 	83 , 	39 , 	26 , 	32 , 	23 , 	14 , 	20 , 	10 , 	7 , 	33 , 	52 , 	290 , 	273 , 	605 , 	304 , 	157 , 	152 , 	42 , 	46 , 	42 , 	10 , 	24 , 	66 , 	3 , 	19 , 	9 , 	11 , 	35 , 	12 , 	36 , 	8 , 	46 , 	-   , 	-   , 	5 , 	12 ," 	3,614 ",,,,,,,,,,
CL, 	55 , 	91 , 	40 , 	46 , 	116 , 	54 , 	78 , 	98 , 	116 , 	126 , 	170 , 	19 , 	148 , 	142 , 	114 , 	61 , 	99 , 	99 , 	36 , 	53 , 	46 , 	31 , 	32 , 	33 , 	54 , 	300 , 	235 , 	527 , 	253 , 	115 , 	110 , 	54 , 	47 , 	83 , 	17 , 	67 , 	179 , 	22 , 	43 , 	15 , 	21 , 	19 , 	18 , 	76 , 	19 , 	140 , 	-   , 	-   , 	7 , 	21 ," 	4,336 ",,,,,,,,,,
SL, 	17 , 	27 , 	14 , 	20 , 	70 , 	16 , 	35 , 	60 , 	79 , 	104 , 	108 , 	149 , 	11 , 	67 , 	56 , 	28 , 	34 , 	30 , 	8 , 	6 , 	9 , 	2 , 	2 , 	10 , 	22 , 	165 , 	227 , 	384 , 	162 , 	53 , 	56 , 	19 , 	25 , 	28 , 	3 , 	27 , 	34 , 	4 , 	11 , 	5 , 	8 , 	27 , 	6 , 	30 , 	6 , 	27 , 	-   , 	-   , 	2 , 	4 ," 	2,291 ",,,,,,,,,,
BF, 	16 , 	19 , 	8 , 	13 , 	72 , 	17 , 	37 , 	48 , 	79 , 	105 , 	118 , 	150 , 	70 , 	11 , 	65 , 	29 , 	40 , 	48 , 	10 , 	3 , 	3 , 	2 , 	1 , 	11 , 	20 , 	153 , 	191 , 	359 , 	131 , 	50 , 	38 , 	15 , 	26 , 	28 , 	7 , 	22 , 	60 , 	1 , 	8 , 	5 , 	7 , 	21 , 	6 , 	42 , 	3 , 	36 , 	-   , 	-   , 	3 , 	4 ," 	2,207 ",,,,,,,,,,
HY, 	13 , 	28 , 	10 , 	14 , 	65 , 	13 , 	28 , 	38 , 	59 , 	42 , 	86 , 	110 , 	50 , 	56 , 	10 , 	42 , 	48 , 	63 , 	10 , 	8 , 	6 , 	3 , 	3 , 	7 , 	15 , 	91 , 	98 , 	173 , 	59 , 	26 , 	32 , 	14 , 	14 , 	18 , 	5 , 	10 , 	26 , 	2 , 	7 , 	3 , 	4 , 	13 , 	3 , 	26 , 	8 , 	47 , 	-   , 	-   , 	4 , 	5 ," 	1,512 ",,,,,,,,,,
SH, 	8 , 	7 , 	5 , 	5 , 	28 , 	6 , 	14 , 	18 , 	20 , 	23 , 	36 , 	64 , 	26 , 	36 , 	37 , 	8 , 	24 , 	32 , 	5 , 	2 , 	5 , 	3 , 	2 , 	4 , 	6 , 	55 , 	65 , 	119 , 	47 , 	22 , 	19 , 	6 , 	11 , 	18 , 	4 , 	6 , 	13 , 	2 , 	7 , 	4 , 	5 , 	8 , 	2 , 	14 , 	4 , 	32 , 	-   , 	-   , 	1 , 	6 , 	888 ,,,,,,,,,,
UC, 	11 , 	14 , 	8 , 	11 , 	78 , 	12 , 	12 , 	31 , 	44 , 	37 , 	31 , 	100 , 	33 , 	41 , 	52 , 	24 , 	11 , 	34 , 	6 , 	6 , 	6 , 	3 , 	2 , 	5 , 	7 , 	105 , 	134 , 	204 , 	112 , 	28 , 	25 , 	12 , 	10 , 	13 , 	4 , 	8 , 	19 , 	2 , 	6 , 	2 , 	3 , 	12 , 	2 , 	10 , 	6 , 	27 , 	-   , 	-   , 	2 , 	6 ," 	1,365 ",,,,,,,,,,
FM, 	10 , 	22 , 	15 , 	15 , 	92 , 	10 , 	29 , 	40 , 	44 , 	34 , 	43 , 	103 , 	40 , 	48 , 	67 , 	33 , 	36 , 	17 , 	7 , 	5 , 	7 , 	3 , 	3 , 	6 , 	9 , 	125 , 	139 , 	209 , 	104 , 	31 , 	25 , 	11 , 	15 , 	20 , 	3 , 	8 , 	20 , 	1 , 	6 , 	2 , 	4 , 	18 , 	3 , 	10 , 	10 , 	42 , 	-   , 	-   , 	3 , 	3 ," 	1,544 ",,,,,,,,,,
CN, 	15 , 	16 , 	11 , 	10 , 	40 , 	12 , 	35 , 	41 , 	48 , 	11 , 	22 , 	36 , 	10 , 	12 , 	11 , 	4 , 	4 , 	8 , 	15 , 	37 , 	125 , 	38 , 	20 , 	41 , 	8 , 	138 , 	139 , 	247 , 	115 , 	45 , 	29 , 	23 , 	16 , 	32 , 	12 , 	2 , 	3 , 	13 , 	87 , 	7 , 	13 , 	68 , 	14 , 	1 , 	18 , 	9 , 	-   , 	-   , 	37 , 	44 ," 	1,737 ",,,,,,,,,,
PH, 	6 , 	8 , 	8 , 	9 , 	43 , 	5 , 	32 , 	47 , 	46 , 	8 , 	13 , 	51 , 	7 , 	4 , 	6 , 	3 , 	8 , 	4 , 	39 , 	11 , 	60 , 	25 , 	9 , 	52 , 	10 , 	193 , 	193 , 	291 , 	145 , 	36 , 	26 , 	14 , 	11 , 	18 , 	9 , 	1 , 	3 , 	11 , 	30 , 	5 , 	7 , 	84 , 	10 , 	2 , 	19 , 	8 , 	-   , 	-   , 	10 , 	15 ," 	1,651 ",,,,,,,,,,
WC, 	11 , 	19 , 	13 , 	15 , 	73 , 	11 , 	40 , 	61 , 	61 , 	8 , 	20 , 	53 , 	10 , 	5 , 	5 , 	4 , 	7 , 	7 , 	144 , 	68 , 	16 , 	24 , 	20 , 	72 , 	9 , 	232 , 	239 , 	294 , 	188 , 	60 , 	36 , 	19 , 	13 , 	18 , 	7 , 	1 , 	2 , 	13 , 	54 , 	7 , 	7 , 	85 , 	15 , 	-   , 	17 , 	9 , 	-   , 	-   , 	20 , 	36 ," 	2,141 ",,,,,,,,,,
LF, 	4 , 	3 , 	7 , 	7 , 	35 , 	5 , 	17 , 	27 , 	32 , 	5 , 	12 , 	31 , 	2 , 	2 , 	3 , 	1 , 	1 , 	2 , 	44 , 	26 , 	31 , 	12 , 	8 , 	32 , 	4 , 	142 , 	132 , 	181 , 	119 , 	31 , 	20 , 	10 , 	5 , 	10 , 	2 , 	2 , 	1 , 	4 , 	10 , 	1 , 	2 , 	60 , 	4 , 	-   , 	13 , 	3 , 	-   , 	-   , 	8 , 	7 ," 	1,114 ",,,,,,,,,,
OR, 	4 , 	5 , 	5 , 	5 , 	31 , 	2 , 	12 , 	27 , 	24 , 	5 , 	6 , 	29 , 	3 , 	2 , 	5 , 	2 , 	2 , 	2 , 	16 , 	10 , 	21 , 	7 , 	6 , 	30 , 	3 , 	128 , 	115 , 	169 , 	102 , 	25 , 	26 , 	10 , 	6 , 	8 , 	2 , 	1 , 	2 , 	2 , 	4 , 	5 , 	1 , 	45 , 	4 , 	1 , 	7 , 	4 , 	-   , 	-   , 	3 , 	3 , 	933 ,,,,,,,,,,
RR, 	17 , 	20 , 	19 , 	11 , 	34 , 	6 , 	31 , 	61 , 	69 , 	14 , 	32 , 	38 , 	10 , 	8 , 	7 , 	4 , 	8 , 	6 , 	43 , 	44 , 	69 , 	31 , 	27 , 	20 , 	11 , 	257 , 	274 , 	405 , 	269 , 	138 , 	103 , 	38 , 	20 , 	17 , 	4 , 	3 , 	7 , 	9 , 	15 , 	4 , 	4 , 	81 , 	19 , 	3 , 	10 , 	5 , 	-   , 	-   , 	5 , 	10 ," 	2,337 ",,,,,,,,,,
OW, 	9 , 	19 , 	11 , 	7 , 	41 , 	17 , 	24 , 	32 , 	50 , 	13 , 	49 , 	57 , 	23 , 	16 , 	17 , 	4 , 	9 , 	9 , 	7 , 	11 , 	9 , 	3 , 	3 , 	8 , 	13 , 	520 , 	540 , 	900 , 	448 , 	245 , 	184 , 	37 , 	40 , 	34 , 	8 , 	8 , 	10 , 	2 , 	10 , 	7 , 	10 , 	63 , 	19 , 	6 , 	7 , 	9 , 	-   , 	-   , 	4 , 	6 ," 	3,570 ",,,,,,,,,,
EM, 	139 , 	309 , 	191 , 	208 , 	546 , 	180 , 	319 , 	392 , 	376 , 	261 , 	317 , 	352 , 	202 , 	175 , 	131 , 	80 , 	142 , 	144 , 	184 , 	242 , 	261 , 	162 , 	170 , 	322 , 	669 , 	77 , 	44 , 	228 , 	126 , 	358 , 	491 , 	294 , 	397 , 	310 , 	89 , 	131 , 	401 , 	67 , 	100 , 	68 , 	87 , 	239 , 	234 , 	138 , 	48 , 	128 , 	-   , 	-   , 	23 , 	87 ," 	10,634 ",,,,,,,,,,
MT, 	143 , 	283 , 	206 , 	245 , 	490 , 	199 , 	350 , 	361 , 	354 , 	349 , 	322 , 	262 , 	276 , 	264 , 	119 , 	71 , 	159 , 	163 , 	188 , 	229 , 	275 , 	166 , 	128 , 	325 , 	708 , 	46 , 	60 , 	70 , 	114 , 	443 , 	560 , 	426 , 	918 , 	494 , 	125 , 	146 , 	322 , 	61 , 	127 , 	112 , 	123 , 	223 , 	314 , 	117 , 	40 , 	158 , 	-   , 	-   , 	21 , 	73 ," 	11,721 ",,,,,,,,,,
PL, 	229 , 	451 , 	257 , 	232 , 	617 , 	219 , 	400 , 	408 , 	452 , 	391 , 	510 , 	511 , 	323 , 	296 , 	151 , 	101 , 	193 , 	192 , 	206 , 	251 , 	287 , 	191 , 	176 , 	359 , 	924 , 	294 , 	115 , 	100 , 	206 ," 	1,125 "," 	1,289 ", 	788 ," 	1,340 "," 	1,027 ", 	270 , 	168 , 	488 , 	95 , 	199 , 	210 , 	245 ," 	1,017 ", 	589 , 	174 , 	73 , 	177 , 	-   , 	-   , 	30 , 	107 ," 	18,449 ",,,,,,,,,,
CC, 	94 , 	190 , 	137 , 	197 , 	387 , 	167 , 	287 , 	322 , 	280 , 	231 , 	299 , 	222 , 	149 , 	118 , 	68 , 	46 , 	104 , 	113 , 	106 , 	148 , 	183 , 	126 , 	100 , 	270 , 	505 , 	144 , 	133 , 	210 , 	63 , 	395 , 	509 , 	274 , 	385 , 	359 , 	108 , 	82 , 	207 , 	40 , 	67 , 	87 , 	115 , 	301 , 	348 , 	84 , 	30 , 	83 , 	-   , 	-   , 	9 , 	43 ," 	8,917 ",,,,,,,,,,
16, 	59 , 	88 , 	62 , 	106 , 	217 , 	128 , 	201 , 	263 , 	154 , 	126 , 	164 , 	119 , 	57 , 	54 , 	32 , 	23 , 	25 , 	37 , 	42 , 	45 , 	56 , 	29 , 	33 , 	151 , 	281 , 	328 , 	434 ," 	1,219 ", 	425 , 	37 , 	181 , 	196 , 	295 , 	225 , 	72 , 	34 , 	66 , 	12 , 	32 , 	53 , 	72 , 	133 , 	191 , 	26 , 	9 , 	31 , 	-   , 	-   , 	5 , 	17 ," 	6,638 ",,,,,,,,,,
24, 	89 , 	94 , 	54 , 	79 , 	188 , 	96 , 	164 , 	183 , 	137 , 	106 , 	141 , 	128 , 	43 , 	45 , 	28 , 	21 , 	23 , 	25 , 	28 , 	31 , 	39 , 	28 , 	24 , 	114 , 	213 , 	433 , 	491 ," 	1,433 ", 	575 , 	173 , 	37 , 	188 , 	298 , 	208 , 	70 , 	19 , 	40 , 	15 , 	44 , 	60 , 	93 , 	106 , 	150 , 	19 , 	13 , 	18 , 	-   , 	-   , 	5 , 	19 ," 	6,622 ",,,,,,,,,,
GP, 	23 , 	28 , 	14 , 	21 , 	77 , 	27 , 	35 , 	58 , 	43 , 	29 , 	30 , 	51 , 	17 , 	17 , 	11 , 	4 , 	8 , 	8 , 	22 , 	16 , 	18 , 	9 , 	7 , 	39 , 	42 , 	226 , 	313 , 	899 , 	266 , 	161 , 	177 , 	22 , 	39 , 	33 , 	28 , 	7 , 	22 , 	1 , 	12 , 	12 , 	43 , 	62 , 	52 , 	7 , 	8 , 	9 , 	-   , 	-   , 	2 , 	7 ," 	3,056 ",,,,,,,,,,
BP, 	22 , 	24 , 	12 , 	14 , 	46 , 	17 , 	29 , 	42 , 	42 , 	35 , 	39 , 	46 , 	25 , 	19 , 	11 , 	9 , 	8 , 	11 , 	12 , 	12 , 	12 , 	5 , 	9 , 	16 , 	39 , 	305 , 	429 ," 	1,607 ", 	323 , 	251 , 	254 , 	45 , 	28 , 	28 , 	33 , 	7 , 	19 , 	7 , 	15 , 	17 , 	70 , 	80 , 	52 , 	3 , 	5 , 	10 , 	-   , 	-   , 	6 , 	12 ," 	4,158 ",,,,,,,,,,
DC, 	24 , 	38 , 	15 , 	16 , 	71 , 	15 , 	27 , 	46 , 	49 , 	34 , 	41 , 	82 , 	26 , 	28 , 	18 , 	14 , 	13 , 	22 , 	24 , 	18 , 	17 , 	10 , 	8 , 	23 , 	36 , 	239 , 	421 ," 	1,181 ", 	347 , 	215 , 	200 , 	34 , 	38 , 	23 , 	13 , 	10 , 	39 , 	8 , 	14 , 	28 , 	80 , 	163 , 	74 , 	16 , 	8 , 	17 , 	-   , 	-   , 	4 , 	14 ," 	3,896 ",,,,,,,,,,
CM, 	8 , 	16 , 	4 , 	5 , 	14 , 	3 , 	9 , 	9 , 	16 , 	4 , 	10 , 	11 , 	4 , 	6 , 	4 , 	2 , 	3 , 	3 , 	8 , 	11 , 	4 , 	2 , 	1 , 	5 , 	10 , 	79 , 	97 , 	309 , 	101 , 	56 , 	63 , 	24 , 	37 , 	14 , 	9 , 	1 , 	4 , 	2 , 	14 , 	6 , 	24 , 	112 , 	22 , 	2 , 	1 , 	3 , 	-   , 	-   , 	2 , 	5 ," 	1,155 ",,,,,,,,,,
CV, 	1 , 	5 , 	4 , 	5 , 	18 , 	6 , 	5 , 	11 , 	11 , 	49 , 	25 , 	65 , 	20 , 	29 , 	7 , 	5 , 	9 , 	7 , 	2 , 	1 , 	2 , 	1 , 	2 , 	3 , 	11 , 	104 , 	122 , 	173 , 	87 , 	28 , 	20 , 	5 , 	8 , 	12 , 	2 , 	5 , 	45 , 	2 , 	-   , 	1 , 	3 , 	17 , 	2 , 	40 , 	3 , 	9 , 	-   , 	-   , 	-   , 	2 , 	990 ,,,,,,,,,,
ED, 	7 , 	11 , 	6 , 	7 , 	75 , 	9 , 	19 , 	26 , 	21 , 	57 , 	63 , 	171 , 	40 , 	66 , 	27 , 	12 , 	20 , 	18 , 	7 , 	2 , 	4 , 	1 , 	2 , 	11 , 	12 , 	343 , 	286 , 	475 , 	210 , 	70 , 	40 , 	21 , 	23 , 	47 , 	5 , 	42 , 	21 , 	1 , 	4 , 	5 , 	5 , 	71 , 	9 , 	25 , 	40 , 	24 , 	-   , 	-   , 	2 , 	1 ," 	2,460 ",,,,,,,,,,
NC, 	1 , 	4 , 	2 , 	2 , 	10 , 	1 , 	6 , 	13 , 	12 , 	1 , 	3 , 	18 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	15 , 	10 , 	18 , 	3 , 	2 , 	12 , 	2 , 	58 , 	56 , 	101 , 	49 , 	14 , 	8 , 	4 , 	7 , 	10 , 	2 , 	1 , 	1 , 	5 , 	9 , 	4 , 	3 , 	28 , 	3 , 	-   , 	8 , 	2 , 	-   , 	-   , 	2 , 	6 , 	520 ,,,,,,,,,,
WP, 	11 , 	10 , 	4 , 	5 , 	18 , 	5 , 	26 , 	17 , 	27 , 	2 , 	18 , 	35 , 	8 , 	9 , 	6 , 	7 , 	4 , 	5 , 	67 , 	30 , 	47 , 	9 , 	4 , 	22 , 	11 , 	92 , 	98 , 	227 , 	74 , 	34 , 	47 , 	14 , 	20 , 	22 , 	12 , 	2 , 	4 , 	10 , 	14 , 	9 , 	11 , 	60 , 	8 , 	2 , 	11 , 	10 , 	-   , 	-   , 	7 , 	9 ," 	1,197 ",,,,,,,,,,
SS, 	5 , 	8 , 	2 , 	2 , 	15 , 	2 , 	6 , 	13 , 	16 , 	3 , 	10 , 	14 , 	4 , 	4 , 	3 , 	3 , 	3 , 	2 , 	9 , 	10 , 	7 , 	2 , 	5 , 	3 , 	9 , 	63 , 	92 , 	254 , 	76 , 	47 , 	52 , 	14 , 	23 , 	28 , 	8 , 	2 , 	5 , 	3 , 	6 , 	6 , 	23 , 	46 , 	15 , 	1 , 	1 , 	1 , 	-   , 	-   , 	3 , 	9 , 	933 ,,,,,,,,,,
SB, 	8 , 	17 , 	5 , 	5 , 	19 , 	6 , 	11 , 	15 , 	18 , 	8 , 	10 , 	18 , 	7 , 	5 , 	3 , 	5 , 	4 , 	2 , 	10 , 	9 , 	6 , 	2 , 	2 , 	6 , 	10 , 	74 , 	101 , 	290 , 	116 , 	75 , 	94 , 	36 , 	71 , 	79 , 	34 , 	3 , 	7 , 	4 , 	11 , 	24 , 	12 , 	45 , 	19 , 	1 , 	2 , 	2 , 	-   , 	-   , 	3 , 	7 ," 	1,318 ",,,,,,,,,,
SO, 	24 , 	70 , 	41 , 	42 , 	94 , 	34 , 	52 , 	40 , 	61 , 	15 , 	29 , 	24 , 	17 , 	15 , 	10 , 	7 , 	10 , 	14 , 	60 , 	73 , 	72 , 	47 , 	39 , 	62 , 	67 , 	151 , 	140 , 	674 , 	205 , 	103 , 	74 , 	52 , 	80 , 	130 , 	97 , 	8 , 	47 , 	24 , 	57 , 	32 , 	34 , 	35 , 	141 , 	19 , 	13 , 	4 , 	-   , 	-   , 	7 , 	45 ," 	3,185 ",,,,,,,,,,
MB, 	11 , 	17 , 	11 , 	12 , 	83 , 	11 , 	17 , 	32 , 	37 , 	11 , 	13 , 	21 , 	7 , 	5 , 	3 , 	2 , 	2 , 	2 , 	9 , 	8 , 	10 , 	5 , 	6 , 	24 , 	17 , 	155 , 	273 , 	567 , 	311 , 	165 , 	126 , 	54 , 	56 , 	81 , 	17 , 	1 , 	5 , 	3 , 	6 , 	17 , 	15 , 	144 , 	35 , 	4 , 	2 , 	1 , 	-   , 	-   , 	1 , 	5 ," 	2,417 ",,,,,,,,,,
WD, 	3 , 	9 , 	4 , 	3 , 	26 , 	4 , 	9 , 	10 , 	13 , 	38 , 	42 , 	81 , 	28 , 	44 , 	27 , 	14 , 	11 , 	10 , 	1 , 	2 , 	1 , 	1 , 	1 , 	5 , 	8 , 	132 , 	104 , 	188 , 	88 , 	26 , 	19 , 	9 , 	8 , 	18 , 	3 , 	42 , 	21 , 	-   , 	1 , 	2 , 	1 , 	23 , 	5 , 	11 , 	15 , 	9 , 	-   , 	-   , 	1 , 	1 ," 	1,117 ",,,,,,,,,,
OA, 	5 , 	15 , 	15 , 	19 , 	34 , 	10 , 	10 , 	9 , 	12 , 	7 , 	5 , 	18 , 	4 , 	4 , 	4 , 	6 , 	6 , 	9 , 	11 , 	20 , 	14 , 	8 , 	4 , 	6 , 	4 , 	36 , 	26 , 	47 , 	24 , 	14 , 	10 , 	9 , 	5 , 	7 , 	2 , 	4 , 	29 , 	4 , 	10 , 	2 , 	-   , 	13 , 	3 , 	9 , 	1 , 	5 , 	-   , 	-   , 	2 , 	8 , 	524 ,,,,,,,,,,
WS, 	11 , 	27 , 	16 , 	20 , 	204 , 	28 , 	27 , 	44 , 	44 , 	39 , 	38 , 	144 , 	24 , 	33 , 	45 , 	28 , 	28 , 	43 , 	9 , 	10 , 	9 , 	3 , 	2 , 	13 , 	8 , 	115 , 	133 , 	184 , 	95 , 	36 , 	25 , 	9 , 	17 , 	20 , 	4 , 	7 , 	21 , 	5 , 	7 , 	2 , 	2 , 	11 , 	1 , 	8 , 	7 , 	15 , 	-   , 	-   , 	4 , 	5 ," 	1,623 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	3 , 	3 , 	2 , 	1 , 	6 , 	2 , 	12 , 	7 , 	6 , 	1 , 	6 , 	6 , 	1 , 	2 , 	3 , 	1 , 	2 , 	1 , 	35 , 	13 , 	16 , 	6 , 	3 , 	5 , 	3 , 	17 , 	16 , 	42 , 	10 , 	6 , 	10 , 	3 , 	8 , 	5 , 	3 , 	0 , 	2 , 	5 , 	8 , 	1 , 	3 , 	7 , 	1 , 	1 , 	2 , 	4 , 	-   , 	-   , 	5 , 	9 , 	309 ,,,,,,,,,,
