Exit stations,Entry stations->,,WEEKDAY,,,Feb 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
FV, 	83 , 	94 , 	47 , 	68 , 	297 , 	83 , 	157 , 	184 , 	238 , 	158 , 	28 , 	207 , 	199 , 	183 , 	192 , 	80 , 	68 , 	90 , 	39 , 	25 , 	36 , 	13 , 	19 , 	49 , 	85 , 	931 ," 	1,009 ", 	870 , 	820 , 	352 , 	219 , 	68 , 	108 , 	158 , 	9 , 	47 , 	113 , 	7 , 	25 , 	14 , 	28 , 	57 , 	26 , 	54 , 	9 , 	79 , 	-   , 	-   , 	10 , 	18 ," 	7,751 ",,,,,,,,,,,,,
CL, 	62 , 	104 , 	40 , 	33 , 	152 , 	64 , 	122 , 	161 , 	268 , 	201 , 	183 , 	23 , 	107 , 	133 , 	126 , 	73 , 	75 , 	85 , 	48 , 	41 , 	35 , 	16 , 	13 , 	24 , 	80 , 	550 , 	559 , 	507 , 	422 , 	149 , 	121 , 	63 , 	71 , 	121 , 	14 , 	38 , 	117 , 	12 , 	39 , 	16 , 	23 , 	32 , 	21 , 	49 , 	22 , 	103 , 	-   , 	-   , 	22 , 	33 ," 	5,374 ",,,,,,,,,,,,,
SL, 	39 , 	57 , 	25 , 	28 , 	202 , 	46 , 	108 , 	232 , 	358 , 	296 , 	202 , 	110 , 	16 , 	99 , 	140 , 	58 , 	88 , 	102 , 	29 , 	26 , 	22 , 	7 , 	7 , 	23 , 	40 , 	745 , 	856 , 	617 , 	543 , 	171 , 	102 , 	47 , 	80 , 	127 , 	7 , 	39 , 	105 , 	9 , 	12 , 	14 , 	13 , 	46 , 	10 , 	50 , 	8 , 	76 , 	-   , 	-   , 	6 , 	13 ," 	6,054 ",,,,,,,,,,,,,
BF, 	23 , 	34 , 	13 , 	21 , 	142 , 	32 , 	94 , 	211 , 	310 , 	216 , 	170 , 	130 , 	93 , 	17 , 	92 , 	53 , 	79 , 	139 , 	22 , 	10 , 	9 , 	3 , 	2 , 	10 , 	28 , 	677 , 	717 , 	534 , 	474 , 	160 , 	84 , 	33 , 	57 , 	95 , 	11 , 	41 , 	125 , 	3 , 	7 , 	10 , 	15 , 	22 , 	10 , 	59 , 	6 , 	84 , 	-   , 	-   , 	4 , 	5 ," 	5,188 ",,,,,,,,,,,,,
HY, 	34 , 	80 , 	27 , 	31 , 	125 , 	38 , 	91 , 	219 , 	289 , 	152 , 	198 , 	136 , 	137 , 	87 , 	18 , 	85 , 	197 , 	223 , 	34 , 	21 , 	19 , 	8 , 	5 , 	16 , 	34 , 	472 , 	531 , 	345 , 	313 , 	105 , 	57 , 	33 , 	38 , 	64 , 	4 , 	16 , 	70 , 	15 , 	29 , 	6 , 	9 , 	21 , 	6 , 	34 , 	9 , 	134 , 	-   , 	-   , 	12 , 	29 ," 	4,658 ",,,,,,,,,,,,,
SH, 	21 , 	21 , 	7 , 	8 , 	76 , 	19 , 	47 , 	148 , 	167 , 	71 , 	70 , 	68 , 	56 , 	54 , 	72 , 	12 , 	72 , 	87 , 	9 , 	6 , 	12 , 	2 , 	2 , 	5 , 	14 , 	409 , 	415 , 	228 , 	258 , 	85 , 	48 , 	18 , 	26 , 	57 , 	5 , 	11 , 	33 , 	1 , 	8 , 	5 , 	9 , 	14 , 	4 , 	22 , 	6 , 	94 , 	-   , 	-   , 	3 , 	5 ," 	2,887 ",,,,,,,,,,,,,
UC, 	18 , 	31 , 	18 , 	20 , 	154 , 	34 , 	58 , 	211 , 	242 , 	115 , 	74 , 	72 , 	94 , 	77 , 	191 , 	69 , 	21 , 	185 , 	15 , 	15 , 	18 , 	4 , 	4 , 	9 , 	14 , 	903 , 	810 , 	355 , 	338 , 	103 , 	37 , 	13 , 	21 , 	71 , 	7 , 	15 , 	56 , 	3 , 	10 , 	4 , 	6 , 	20 , 	3 , 	23 , 	13 , 	104 , 	-   , 	-   , 	4 , 	10 ," 	4,693 ",,,,,,,,,,,,,
FM, 	25 , 	43 , 	27 , 	22 , 	162 , 	28 , 	80 , 	261 , 	278 , 	102 , 	91 , 	88 , 	103 , 	136 , 	232 , 	104 , 	244 , 	36 , 	15 , 	20 , 	12 , 	6 , 	7 , 	15 , 	10 ," 	1,320 "," 	1,133 ", 	421 , 	363 , 	117 , 	37 , 	20 , 	27 , 	61 , 	6 , 	24 , 	50 , 	3 , 	10 , 	5 , 	10 , 	28 , 	4 , 	20 , 	17 , 	112 , 	-   , 	-   , 	5 , 	10 ," 	5,950 ",,,,,,,,,,,,,
CN, 	19 , 	25 , 	22 , 	17 , 	108 , 	25 , 	143 , 	285 , 	325 , 	36 , 	42 , 	47 , 	30 , 	22 , 	37 , 	10 , 	15 , 	16 , 	27 , 	96 , 	231 , 	87 , 	43 , 	83 , 	18 , 	836 , 	864 , 	517 , 	473 , 	148 , 	85 , 	49 , 	58 , 	122 , 	23 , 	5 , 	9 , 	40 , 	146 , 	22 , 	26 , 	116 , 	32 , 	4 , 	28 , 	20 , 	-   , 	-   , 	82 , 	107 ," 	5,616 ",,,,,,,,,,,,,
PH, 	16 , 	20 , 	16 , 	20 , 	154 , 	26 , 	168 , 	385 , 	437 , 	17 , 	19 , 	36 , 	24 , 	14 , 	20 , 	4 , 	15 , 	20 , 	91 , 	26 , 	110 , 	45 , 	36 , 	121 , 	10 ," 	1,638 "," 	1,755 ", 	671 , 	646 , 	184 , 	90 , 	93 , 	52 , 	85 , 	13 , 	2 , 	4 , 	48 , 	87 , 	27 , 	33 , 	147 , 	24 , 	3 , 	39 , 	20 , 	-   , 	-   , 	32 , 	49 ," 	7,591 ",,,,,,,,,,,,,
WC, 	26 , 	29 , 	25 , 	24 , 	138 , 	21 , 	155 , 	330 , 	339 , 	23 , 	31 , 	38 , 	24 , 	9 , 	21 , 	13 , 	15 , 	14 , 	258 , 	117 , 	27 , 	53 , 	33 , 	137 , 	20 ," 	1,339 "," 	1,357 ", 	523 , 	468 , 	128 , 	67 , 	49 , 	46 , 	62 , 	14 , 	6 , 	4 , 	47 , 	113 , 	24 , 	22 , 	140 , 	25 , 	2 , 	34 , 	12 , 	-   , 	-   , 	47 , 	86 ," 	6,536 ",,,,,,,,,,,,,
LF, 	7 , 	7 , 	8 , 	6 , 	65 , 	8 , 	57 , 	168 , 	150 , 	8 , 	13 , 	18 , 	5 , 	2 , 	6 , 	2 , 	4 , 	6 , 	95 , 	55 , 	52 , 	15 , 	14 , 	66 , 	4 , 	878 , 	834 , 	252 , 	274 , 	64 , 	37 , 	19 , 	15 , 	29 , 	5 , 	0 , 	1 , 	11 , 	25 , 	6 , 	10 , 	76 , 	14 , 	1 , 	22 , 	3 , 	-   , 	-   , 	14 , 	14 ," 	3,446 ",,,,,,,,,,,,,
OR, 	8 , 	12 , 	5 , 	8 , 	50 , 	7 , 	41 , 	120 , 	130 , 	9 , 	16 , 	12 , 	8 , 	2 , 	4 , 	2 , 	4 , 	7 , 	36 , 	32 , 	35 , 	17 , 	19 , 	48 , 	3 , 	788 , 	730 , 	230 , 	234 , 	61 , 	30 , 	30 , 	19 , 	22 , 	2 , 	2 , 	2 , 	7 , 	10 , 	6 , 	9 , 	62 , 	12 , 	1 , 	13 , 	5 , 	-   , 	-   , 	7 , 	11 ," 	2,927 ",,,,,,,,,,,,,
RR, 	23 , 	34 , 	28 , 	19 , 	52 , 	12 , 	58 , 	208 , 	205 , 	36 , 	43 , 	24 , 	22 , 	6 , 	16 , 	8 , 	10 , 	17 , 	81 , 	114 , 	137 , 	60 , 	57 , 	22 , 	17 ," 	1,087 "," 	1,166 ", 	549 , 	656 , 	214 , 	101 , 	48 , 	53 , 	46 , 	4 , 	4 , 	10 , 	22 , 	35 , 	13 , 	13 , 	105 , 	27 , 	6 , 	13 , 	12 , 	-   , 	-   , 	17 , 	34 ," 	5,543 ",,,,,,,,,,,,,
OW, 	21 , 	30 , 	10 , 	13 , 	71 , 	21 , 	40 , 	58 , 	105 , 	34 , 	88 , 	82 , 	39 , 	30 , 	31 , 	15 , 	12 , 	10 , 	16 , 	9 , 	17 , 	5 , 	3 , 	17 , 	26 ," 	1,775 "," 	1,579 "," 	1,040 ", 	877 , 	359 , 	203 , 	55 , 	78 , 	68 , 	15 , 	10 , 	24 , 	5 , 	15 , 	19 , 	24 , 	83 , 	35 , 	8 , 	7 , 	14 , 	-   , 	-   , 	10 , 	14 ," 	7,121 ",,,,,,,,,,,,,
EM, 	462 ," 	1,001 ", 	688 , 	703 ," 	1,053 ", 	901 ," 	1,324 "," 	1,895 "," 	1,717 "," 	1,200 "," 	1,173 ", 	629 , 	977 , 	856 , 	602 , 	506 ," 	1,054 "," 	1,500 "," 	1,035 "," 	2,063 "," 	1,589 "," 	1,015 ", 	915 ," 	1,222 "," 	2,241 ", 	190 , 	147 , 	503 , 	675 ," 	1,207 "," 	1,961 "," 	1,299 "," 	1,655 "," 	1,359 ", 	882 , 	654 ," 	2,385 ", 	412 , 	625 , 	660 , 	636 , 	310 ," 	1,113 ", 	917 , 	151 , 	816 , 	-   , 	-   , 	139 , 	460 ," 	47,476 ",,,,,,,,,,,,,
MT, 	488 , 	957 , 	658 , 	674 , 	867 , 	805 ," 	1,184 "," 	1,570 "," 	1,258 "," 	1,164 "," 	1,061 ", 	576 , 	883 , 	770 , 	589 , 	452 , 	849 ," 	1,158 ", 	910 ," 	1,800 "," 	1,297 ", 	751 , 	674 ," 	1,066 "," 	1,788 ", 	177 , 	173 , 	194 , 	677 ," 	1,534 "," 	2,519 "," 	1,749 "," 	2,646 "," 	2,070 "," 	1,181 ", 	576 ," 	1,857 ", 	400 , 	591 , 	867 , 	827 , 	363 ," 	1,645 ", 	705 , 	105 , 	822 , 	-   , 	-   , 	116 , 	366 ," 	46,408 ",,,,,,,,,,,,,
PL, 	396 , 	630 , 	312 , 	314 , 	557 , 	370 , 	658 , 	778 , 	832 , 	599 , 	710 , 	457 , 	494 , 	422 , 	283 , 	201 , 	278 , 	340 , 	409 , 	523 , 	401 , 	206 , 	177 , 	410 , 	990 , 	752 , 	346 , 	126 , 	351 ," 	1,165 "," 	1,551 "," 	1,024 "," 	1,934 "," 	1,152 ", 	506 , 	220 , 	629 , 	190 , 	359 , 	384 , 	433 , 	856 , 	748 , 	252 , 	87 , 	259 , 	-   , 	-   , 	100 , 	244 ," 	25,416 ",,,,,,,,,,,,,
CC, 	327 , 	617 , 	385 , 	402 , 	561 , 	474 , 	748 , 	882 , 	749 , 	610 , 	721 , 	375 , 	461 , 	415 , 	287 , 	231 , 	306 , 	326 , 	395 , 	545 , 	392 , 	239 , 	200 , 	521 , 	893 , 	660 , 	645 , 	328 , 	78 , 	580 , 	969 , 	760 ," 	1,277 ", 	805 , 	492 , 	228 , 	585 , 	199 , 	310 , 	393 , 	369 , 	334 , 	609 , 	237 , 	54 , 	250 , 	-   , 	-   , 	76 , 	228 ," 	22,529 ",,,,,,,,,,,,,
16, 	158 , 	228 , 	119 , 	144 , 	300 , 	228 , 	337 , 	415 , 	328 , 	241 , 	302 , 	146 , 	142 , 	146 , 	97 , 	77 , 	84 , 	94 , 	116 , 	149 , 	88 , 	50 , 	52 , 	182 , 	370 ," 	1,253 "," 	1,651 "," 	1,380 ", 	666 , 	38 , 	203 , 	302 , 	621 , 	303 , 	149 , 	69 , 	197 , 	59 , 	132 , 	137 , 	135 , 	148 , 	250 , 	70 , 	21 , 	75 , 	-   , 	-   , 	33 , 	87 ," 	12,574 ",,,,,,,,,,,,,
24, 	162 , 	160 , 	57 , 	83 , 	240 , 	109 , 	193 , 	309 , 	280 , 	138 , 	208 , 	120 , 	93 , 	72 , 	55 , 	46 , 	35 , 	31 , 	77 , 	80 , 	59 , 	35 , 	27 , 	93 , 	209 ," 	1,699 "," 	2,191 "," 	1,842 "," 	1,023 ", 	223 , 	42 , 	231 , 	539 , 	246 , 	116 , 	30 , 	70 , 	32 , 	92 , 	89 , 	113 , 	130 , 	210 , 	33 , 	20 , 	30 , 	-   , 	-   , 	20 , 	49 ," 	12,039 ",,,,,,,,,,,,,
GP, 	43 , 	69 , 	25 , 	29 , 	126 , 	32 , 	75 , 	155 , 	176 , 	52 , 	63 , 	66 , 	45 , 	30 , 	31 , 	12 , 	13 , 	17 , 	35 , 	45 , 	39 , 	15 , 	18 , 	41 , 	60 ," 	1,132 "," 	1,446 "," 	1,147 ", 	678 , 	303 , 	232 , 	24 , 	127 , 	62 , 	49 , 	14 , 	66 , 	16 , 	39 , 	29 , 	53 , 	84 , 	124 , 	25 , 	13 , 	13 , 	-   , 	-   , 	10 , 	33 ," 	7,031 ",,,,,,,,,,,,,
BP, 	61 , 	94 , 	36 , 	36 , 	104 , 	41 , 	85 , 	124 , 	160 , 	74 , 	89 , 	62 , 	65 , 	43 , 	31 , 	22 , 	14 , 	19 , 	47 , 	39 , 	36 , 	10 , 	15 , 	46 , 	89 ," 	1,373 "," 	1,811 "," 	2,212 "," 	1,135 ", 	554 , 	510 , 	124 , 	41 , 	101 , 	74 , 	22 , 	61 , 	14 , 	43 , 	63 , 	95 , 	105 , 	133 , 	25 , 	8 , 	15 , 	-   , 	-   , 	12 , 	45 ," 	10,016 ",,,,,,,,,,,,,
DC, 	119 , 	200 , 	67 , 	48 , 	121 , 	51 , 	95 , 	151 , 	227 , 	137 , 	165 , 	134 , 	129 , 	93 , 	73 , 	61 , 	68 , 	69 , 	126 , 	86 , 	65 , 	29 , 	22 , 	41 , 	84 ," 	1,297 "," 	1,794 "," 	1,327 ", 	777 , 	315 , 	283 , 	64 , 	119 , 	32 , 	45 , 	39 , 	128 , 	55 , 	97 , 	78 , 	127 , 	177 , 	280 , 	55 , 	13 , 	49 , 	-   , 	-   , 	29 , 	88 ," 	9,730 ",,,,,,,,,,,,,
CM, 	16 , 	24 , 	7 , 	5 , 	38 , 	9 , 	22 , 	73 , 	120 , 	11 , 	11 , 	11 , 	7 , 	9 , 	5 , 	4 , 	7 , 	4 , 	25 , 	11 , 	13 , 	6 , 	2 , 	5 , 	14 , 	855 ," 	1,050 ", 	597 , 	453 , 	135 , 	116 , 	44 , 	75 , 	39 , 	14 , 	3 , 	14 , 	3 , 	18 , 	16 , 	42 , 	134 , 	85 , 	3 , 	2 , 	2 , 	-   , 	-   , 	5 , 	14 ," 	4,180 ",,,,,,,,,,,,,
CV, 	5 , 	9 , 	5 , 	6 , 	59 , 	9 , 	26 , 	76 , 	124 , 	109 , 	44 , 	44 , 	33 , 	42 , 	14 , 	13 , 	15 , 	23 , 	5 , 	3 , 	5 , 	1 , 	3 , 	5 , 	11 , 	520 , 	577 , 	280 , 	251 , 	82 , 	34 , 	21 , 	27 , 	43 , 	3 , 	9 , 	86 , 	2 , 	1 , 	4 , 	8 , 	18 , 	6 , 	49 , 	6 , 	17 , 	-   , 	-   , 	-   , 	1 ," 	2,732 ",,,,,,,,,,,,,
ED, 	15 , 	25 , 	12 , 	12 , 	113 , 	20 , 	70 , 	224 , 	267 , 	163 , 	124 , 	114 , 	105 , 	118 , 	64 , 	35 , 	57 , 	49 , 	8 , 	4 , 	5 , 	2 , 	2 , 	12 , 	26 ," 	1,991 "," 	1,840 ", 	705 , 	636 , 	242 , 	88 , 	70 , 	72 , 	130 , 	16 , 	92 , 	36 , 	1 , 	3 , 	26 , 	14 , 	95 , 	17 , 	41 , 	59 , 	43 , 	-   , 	-   , 	2 , 	3 ," 	7,866 ",,,,,,,,,,,,,
NC, 	3 , 	6 , 	3 , 	4 , 	29 , 	6 , 	49 , 	123 , 	141 , 	9 , 	6 , 	10 , 	8 , 	4 , 	12 , 	1 , 	3 , 	3 , 	35 , 	33 , 	47 , 	10 , 	6 , 	22 , 	4 , 	326 , 	362 , 	203 , 	218 , 	67 , 	36 , 	19 , 	19 , 	47 , 	3 , 	2 , 	1 , 	9 , 	22 , 	9 , 	12 , 	45 , 	5 , 	1 , 	9 , 	7 , 	-   , 	-   , 	11 , 	20 ," 	2,030 ",,,,,,,,,,,,,
WP, 	16 , 	14 , 	6 , 	10 , 	71 , 	15 , 	144 , 	172 , 	222 , 	25 , 	24 , 	33 , 	12 , 	8 , 	24 , 	8 , 	9 , 	10 , 	149 , 	73 , 	116 , 	24 , 	14 , 	42 , 	16 , 	512 , 	520 , 	464 , 	403 , 	150 , 	108 , 	52 , 	54 , 	97 , 	16 , 	1 , 	3 , 	20 , 	25 , 	23 , 	27 , 	111 , 	19 , 	2 , 	16 , 	14 , 	-   , 	-   , 	17 , 	22 ," 	3,933 ",,,,,,,,,,,,,
SS, 	10 , 	31 , 	6 , 	9 , 	35 , 	8 , 	27 , 	68 , 	92 , 	14 , 	13 , 	19 , 	11 , 	9 , 	9 , 	5 , 	3 , 	5 , 	22 , 	28 , 	24 , 	5 , 	7 , 	13 , 	24 , 	629 , 	778 , 	432 , 	392 , 	127 , 	98 , 	30 , 	70 , 	77 , 	16 , 	5 , 	25 , 	7 , 	18 , 	13 , 	27 , 	55 , 	70 , 	7 , 	3 , 	4 , 	-   , 	-   , 	5 , 	20 ," 	3,406 ",,,,,,,,,,,,,
SB, 	21 , 	37 , 	12 , 	9 , 	43 , 	16 , 	27 , 	67 , 	83 , 	19 , 	24 , 	23 , 	13 , 	13 , 	7 , 	7 , 	5 , 	9 , 	25 , 	30 , 	20 , 	8 , 	9 , 	11 , 	25 , 	645 , 	761 , 	467 , 	360 , 	144 , 	122 , 	61 , 	112 , 	131 , 	40 , 	7 , 	12 , 	12 , 	30 , 	30 , 	15 , 	54 , 	50 , 	5 , 	5 , 	2 , 	-   , 	-   , 	9 , 	23 ," 	3,661 ",,,,,,,,,,,,,
SO, 	51 , 	112 , 	59 , 	71 , 	126 , 	52 , 	89 , 	88 , 	114 , 	35 , 	59 , 	36 , 	47 , 	25 , 	19 , 	16 , 	17 , 	22 , 	130 , 	151 , 	149 , 	84 , 	75 , 	110 , 	116 , 	350 , 	379 , 	747 , 	309 , 	135 , 	123 , 	75 , 	111 , 	165 , 	128 , 	18 , 	87 , 	51 , 	116 , 	48 , 	49 , 	57 , 	188 , 	26 , 	17 , 	13 , 	-   , 	-   , 	16 , 	81 ," 	5,142 ",,,,,,,,,,,,,
MB, 	24 , 	76 , 	29 , 	38 , 	140 , 	31 , 	59 , 	125 , 	154 , 	20 , 	24 , 	19 , 	9 , 	7 , 	6 , 	3 , 	3 , 	3 , 	28 , 	22 , 	22 , 	12 , 	11 , 	25 , 	36 ," 	1,047 "," 	1,435 ", 	670 , 	549 , 	216 , 	191 , 	116 , 	157 , 	268 , 	84 , 	5 , 	17 , 	5 , 	18 , 	73 , 	34 , 	179 , 	45 , 	4 , 	6 , 	2 , 	-   , 	-   , 	5 , 	16 ," 	6,066 ",,,,,,,,,,,,,
WD, 	4 , 	12 , 	8 , 	7 , 	45 , 	13 , 	26 , 	119 , 	141 , 	95 , 	56 , 	47 , 	52 , 	59 , 	34 , 	23 , 	23 , 	22 , 	4 , 	4 , 	3 , 	1 , 	0 , 	5 , 	9 , 	807 , 	749 , 	314 , 	288 , 	95 , 	41 , 	31 , 	30 , 	63 , 	4 , 	60 , 	44 , 	1 , 	2 , 	6 , 	7 , 	28 , 	5 , 	14 , 	29 , 	16 , 	-   , 	-   , 	1 , 	2 ," 	3,451 ",,,,,,,,,,,,,
OA, 	9 , 	28 , 	25 , 	28 , 	53 , 	18 , 	20 , 	33 , 	48 , 	13 , 	8 , 	21 , 	7 , 	3 , 	8 , 	6 , 	13 , 	17 , 	28 , 	37 , 	30 , 	17 , 	11 , 	13 , 	7 , 	160 , 	135 , 	73 , 	68 , 	25 , 	20 , 	12 , 	8 , 	12 , 	2 , 	5 , 	56 , 	10 , 	18 , 	2 , 	4 , 	22 , 	4 , 	25 , 	7 , 	9 , 	-   , 	-   , 	2 , 	14 ," 	1,192 ",,,,,,,,,,,,,
WS, 	18 , 	44 , 	22 , 	21 , 	166 , 	33 , 	68 , 	200 , 	181 , 	95 , 	80 , 	105 , 	79 , 	81 , 	128 , 	85 , 	100 , 	107 , 	19 , 	20 , 	11 , 	4 , 	6 , 	13 , 	14 , 	710 , 	788 , 	290 , 	273 , 	79 , 	31 , 	15 , 	23 , 	51 , 	3 , 	15 , 	39 , 	10 , 	15 , 	3 , 	2 , 	14 , 	2 , 	17 , 	10 , 	31 , 	-   , 	-   , 	6 , 	13 ," 	4,140 ",,,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,,,
