Exit stations,Entry stations->,,SUNDAY,,,Feb 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	2 , 	7 , 	1 , 	2 , 	13 , 	3 , 	9 , 	8 , 	4 , 	1 , 	5 , 	8 , 	2 , 	3 , 	1 , 	2 , 	2 , 	1 , 	35 , 	10 , 	14 , 	7 , 	2 , 	5 , 	3 , 	13 , 	10 , 	35 , 	13 , 	5 , 	5 , 	3 , 	4 , 	6 , 	2 , 	0 , 	0 , 	4 , 	7 , 	1 , 	4 , 	11 , 	3 , 	1 , 	3 , 	3 , 	-   , 	-   , 	3 , 	9 , 	290 ,,,,,,,,,,,
AN, 	5 , 	8 , 	3 , 	3 , 	11 , 	4 , 	28 , 	16 , 	18 , 	3 , 	11 , 	23 , 	7 , 	5 , 	8 , 	3 , 	5 , 	6 , 	39 , 	18 , 	28 , 	5 , 	4 , 	12 , 	6 , 	49 , 	33 , 	78 , 	35 , 	14 , 	16 , 	11 , 	7 , 	18 , 	7 , 	1 , 	3 , 	8 , 	8 , 	4 , 	6 , 	47 , 	7 , 	1 , 	16 , 	7 , 	-   , 	-   , 	12 , 	6 , 	662 ,,,,,,,,,,,
Entries," 	1,185 "," 	1,859 "," 	1,292 "," 	1,289 "," 	3,991 "," 	1,377 "," 	2,206 "," 	2,760 "," 	2,630 "," 	1,912 "," 	2,437 "," 	2,882 "," 	1,417 "," 	1,528 ", 	974 , 	597 , 	882 ," 	1,033 "," 	1,168 "," 	1,095 "," 	1,482 ", 	712 , 	609 ," 	1,560 "," 	2,652 "," 	5,454 "," 	4,639 "," 	13,281 "," 	5,908 "," 	4,367 "," 	4,112 "," 	2,154 "," 	3,049 "," 	2,470 ", 	770 , 	643 ," 	1,592 ", 	317 , 	848 , 	585 , 	908 ," 	4,171 "," 	1,568 ", 	672 , 	892 ," 	1,118 ", 	-   , 	-   , 	247 , 	556 ," 	101,845 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
