Exit stations,Entry stations->,,WEEKDAY,,,Sep 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	16 , 	146 , 	107 , 	111 , 	507 , 	111 , 	176 , 	164 , 	218 , 	67 , 	107 , 	80 , 	49 , 	37 , 	34 , 	25 , 	26 , 	39 , 	28 , 	16 , 	22 , 	9 , 	7 , 	23 , 	25 , 	368 , 	420 , 	498 , 	382 , 	198 , 	193 , 	41 , 	80 , 	118 , 	19 , 	7 , 	13 , 	7 , 	45 , 	18 , 	28 , 	49 , 	26 , 	4 , 	11 , 	-   ," 	4,674 ",,,Eastbay," 	92,035 ",,SF CBD," 	285,058 ",65.6%,,,
EN, 	160 , 	22 , 	128 , 	122 ," 	1,114 ", 	186 , 	329 , 	523 , 	635 , 	149 , 	157 , 	166 , 	77 , 	60 , 	71 , 	38 , 	46 , 	93 , 	37 , 	24 , 	41 , 	13 , 	11 , 	41 , 	44 , 	970 ," 	1,151 "," 	1,046 ", 	854 , 	270 , 	215 , 	82 , 	142 , 	195 , 	34 , 	12 , 	34 , 	7 , 	46 , 	33 , 	57 , 	109 , 	73 , 	16 , 	39 , 	-   ," 	9,670 ",,,Westbay," 	116,578 ",,non-CBD," 	139,355 ",32.1%,,,
EP, 	118 , 	112 , 	14 , 	65 , 	852 , 	88 , 	136 , 	310 , 	345 , 	102 , 	64 , 	57 , 	31 , 	18 , 	23 , 	12 , 	15 , 	50 , 	21 , 	17 , 	26 , 	9 , 	12 , 	41 , 	16 , 	568 , 	689 , 	466 , 	445 , 	129 , 	70 , 	39 , 	44 , 	73 , 	8 , 	5 , 	23 , 	5 , 	17 , 	9 , 	15 , 	70 , 	34 , 	9 , 	27 , 	-   ," 	5,299 ",,,Transbay," 	236,490 ",,,,,,,
NB, 	111 , 	107 , 	61 , 	15 , 	226 , 	84 , 	102 , 	272 , 	260 , 	89 , 	78 , 	57 , 	38 , 	21 , 	28 , 	11 , 	21 , 	49 , 	24 , 	24 , 	24 , 	8 , 	12 , 	23 , 	16 , 	725 , 	830 , 	491 , 	563 , 	174 , 	103 , 	45 , 	39 , 	57 , 	7 , 	9 , 	20 , 	6 , 	23 , 	6 , 	15 , 	93 , 	45 , 	8 , 	41 , 	-   ," 	5,061 ",,,,,,,,,,,
BK, 	558 ," 	1,156 ", 	857 , 	252 , 	51 , 	473 , 	504 , 	646 , 	664 , 	352 , 	365 , 	227 , 	217 , 	173 , 	174 , 	90 , 	170 , 	310 , 	159 , 	185 , 	163 , 	91 , 	70 , 	69 , 	119 ," 	1,124 "," 	1,108 "," 	1,001 ", 	909 , 	418 , 	308 , 	155 , 	158 , 	182 , 	39 , 	62 , 	129 , 	55 , 	133 , 	35 , 	53 , 	168 , 	172 , 	73 , 	90 , 	-   ," 	14,468 ",,,,,,,,,,,
AS, 	121 , 	156 , 	84 , 	82 , 	420 , 	20 , 	99 , 	264 , 	285 , 	95 , 	126 , 	84 , 	56 , 	48 , 	43 , 	26 , 	34 , 	59 , 	30 , 	24 , 	27 , 	11 , 	9 , 	19 , 	34 , 	748 , 	843 , 	554 , 	593 , 	274 , 	152 , 	41 , 	51 , 	69 , 	17 , 	11 , 	26 , 	7 , 	30 , 	9 , 	19 , 	62 , 	47 , 	9 , 	34 , 	-   ," 	5,849 ",,,,,,,,,,,
MA, 	191 , 	316 , 	121 , 	110 , 	477 , 	105 , 	29 , 	219 , 	261 , 	108 , 	186 , 	190 , 	123 , 	118 , 	122 , 	76 , 	90 , 	167 , 	160 , 	160 , 	140 , 	57 , 	39 , 	77 , 	71 ," 	1,121 "," 	1,342 ", 	972 , 	990 , 	431 , 	260 , 	86 , 	107 , 	140 , 	28 , 	27 , 	74 , 	61 , 	257 , 	21 , 	44 , 	124 , 	69 , 	31 , 	44 , 	-   ," 	9,943 ",,,,,,,,,,,
19, 	184 , 	515 , 	319 , 	278 , 	598 , 	258 , 	203 , 	31 , 	58 , 	53 , 	194 , 	198 , 	208 , 	192 , 	199 , 	173 , 	226 , 	371 , 	329 , 	369 , 	287 , 	151 , 	109 , 	183 , 	75 ," 	1,294 "," 	1,446 ", 	989 ," 	1,062 ", 	491 , 	340 , 	180 , 	155 , 	174 , 	73 , 	86 , 	208 , 	181 , 	286 , 	74 , 	64 , 	98 , 	137 , 	87 , 	47 , 	-   ," 	13,228 ",,,,,,,,,,,
12, 	229 , 	641 , 	342 , 	274 , 	583 , 	264 , 	238 , 	51 , 	38 , 	65 , 	256 , 	358 , 	346 , 	359 , 	312 , 	174 , 	248 , 	410 , 	381 , 	366 , 	273 , 	153 , 	126 , 	175 , 	101 ," 	1,325 "," 	1,335 "," 	1,088 "," 	1,051 ", 	364 , 	336 , 	190 , 	191 , 	216 , 	120 , 	113 , 	230 , 	185 , 	378 , 	93 , 	102 , 	146 , 	170 , 	129 , 	72 , 	-   ," 	14,600 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	71 , 	149 , 	100 , 	82 , 	351 , 	96 , 	102 , 	52 , 	65 , 	20 , 	222 , 	333 , 	333 , 	277 , 	184 , 	104 , 	154 , 	182 , 	47 , 	33 , 	36 , 	13 , 	11 , 	39 , 	61 , 	912 ," 	1,021 ", 	796 , 	686 , 	306 , 	163 , 	72 , 	110 , 	169 , 	14 , 	135 , 	211 , 	22 , 	66 , 	13 , 	18 , 	43 , 	24 , 	77 , 	33 , 	-   ," 	8,011 ",,,Dtwn SF,"5,748","22,719","34,958","16,590","24,665","29,119","12,604","146,402"
FV, 	110 , 	150 , 	67 , 	78 , 	353 , 	120 , 	193 , 	210 , 	270 , 	226 , 	28 , 	302 , 	251 , 	281 , 	236 , 	103 , 	103 , 	182 , 	46 , 	23 , 	40 , 	25 , 	29 , 	65 , 	117 , 	918 ," 	1,040 ", 	981 , 	935 , 	354 , 	260 , 	76 , 	122 , 	187 , 	14 , 	58 , 	129 , 	10 , 	61 , 	16 , 	39 , 	70 , 	31 , 	59 , 	17 , 	-   ," 	8,986 ",,,OAK,"22,467","2,221","5,546","6,889","5,280","8,632","1,398","52,434"
CL, 	83 , 	158 , 	57 , 	59 , 	218 , 	88 , 	194 , 	223 , 	380 , 	297 , 	314 , 	20 , 	177 , 	225 , 	221 , 	108 , 	120 , 	218 , 	63 , 	56 , 	63 , 	32 , 	22 , 	54 , 	117 , 	554 , 	538 , 	516 , 	461 , 	171 , 	126 , 	66 , 	82 , 	143 , 	21 , 	85 , 	229 , 	28 , 	104 , 	15 , 	32 , 	39 , 	25 , 	101 , 	31 , 	-   ," 	6,933 ",,,CM line,"33,863","5,289","8,748","3,891","2,861","4,283","3,725","62,659"
SL, 	56 , 	88 , 	37 , 	44 , 	213 , 	59 , 	141 , 	221 , 	350 , 	323 , 	262 , 	180 , 	16 , 	129 , 	198 , 	91 , 	96 , 	161 , 	31 , 	25 , 	25 , 	11 , 	9 , 	35 , 	45 , 	710 , 	744 , 	590 , 	524 , 	146 , 	98 , 	42 , 	79 , 	129 , 	9 , 	52 , 	107 , 	10 , 	51 , 	16 , 	18 , 	44 , 	19 , 	50 , 	12 , 	-   ," 	6,294 ",,,RM line,"17,346","7,040","4,238","8,813","1,751","4,229","1,244","44,661"
BF, 	34 , 	58 , 	16 , 	19 , 	171 , 	49 , 	128 , 	204 , 	352 , 	280 , 	278 , 	224 , 	125 , 	16 , 	165 , 	101 , 	150 , 	282 , 	26 , 	14 , 	19 , 	6 , 	5 , 	13 , 	41 , 	667 , 	742 , 	569 , 	453 , 	130 , 	80 , 	34 , 	65 , 	114 , 	9 , 	72 , 	225 , 	8 , 	33 , 	14 , 	21 , 	31 , 	11 , 	107 , 	9 , 	-   ," 	6,169 ",,,WP line,"24,735","5,325","3,228","1,788","5,871","1,650","1,464","44,060"
HY, 	39 , 	73 , 	24 , 	28 , 	168 , 	47 , 	122 , 	207 , 	301 , 	177 , 	235 , 	229 , 	203 , 	164 , 	23 , 	108 , 	230 , 	392 , 	21 , 	25 , 	23 , 	8 , 	6 , 	19 , 	37 , 	519 , 	562 , 	402 , 	321 , 	101 , 	63 , 	31 , 	44 , 	71 , 	8 , 	30 , 	77 , 	9 , 	44 , 	9 , 	15 , 	27 , 	9 , 	39 , 	17 , 	-   ," 	5,306 ",,,FT/ED line,"28,456","8,628","4,526","4,286","1,687","13,762",907,"62,252"
SH, 	22 , 	36 , 	13 , 	14 , 	87 , 	24 , 	70 , 	169 , 	162 , 	95 , 	98 , 	105 , 	79 , 	97 , 	93 , 	11 , 	94 , 	218 , 	14 , 	10 , 	11 , 	3 , 	3 , 	11 , 	15 , 	404 , 	414 , 	270 , 	239 , 	70 , 	47 , 	13 , 	26 , 	66 , 	5 , 	18 , 	43 , 	3 , 	19 , 	6 , 	9 , 	16 , 	9 , 	22 , 	8 , 	-   ," 	3,264 ",,,SFIA,"11,789","1,442","3,693","1,304","1,541",913,"1,450","22,133"
UC, 	32 , 	46 , 	19 , 	19 , 	175 , 	39 , 	87 , 	231 , 	244 , 	145 , 	99 , 	119 , 	98 , 	155 , 	234 , 	98 , 	25 , 	234 , 	16 , 	17 , 	15 , 	3 , 	6 , 	14 , 	19 ," 	1,018 ", 	914 , 	446 , 	339 , 	82 , 	34 , 	15 , 	29 , 	96 , 	7 , 	24 , 	62 , 	4 , 	22 , 	7 , 	8 , 	32 , 	8 , 	29 , 	22 , 	-   ," 	5,386 ",,,Entries,"144,404","52,664","64,937","43,560","43,655","62,588","22,791","434,600"
FM, 	42 , 	105 , 	48 , 	51 , 	334 , 	66 , 	171 , 	374 , 	399 , 	183 , 	193 , 	220 , 	166 , 	291 , 	411 , 	244 , 	250 , 	56 , 	40 , 	34 , 	27 , 	14 , 	19 , 	33 , 	31 ," 	1,909 "," 	1,724 ", 	731 , 	513 , 	134 , 	61 , 	34 , 	45 , 	133 , 	10 , 	45 , 	149 , 	9 , 	48 , 	9 , 	13 , 	61 , 	9 , 	53 , 	47 , 	-   ," 	9,536 ",,,,,,,,,,,
CN, 	33 , 	39 , 	25 , 	22 , 	162 , 	33 , 	158 , 	325 , 	387 , 	43 , 	48 , 	64 , 	29 , 	27 , 	24 , 	16 , 	17 , 	44 , 	30 , 	123 , 	337 , 	112 , 	44 , 	96 , 	24 , 	984 ," 	1,036 ", 	634 , 	535 , 	132 , 	84 , 	50 , 	55 , 	139 , 	22 , 	7 , 	12 , 	67 , 	413 , 	21 , 	27 , 	110 , 	32 , 	7 , 	33 , 	-   ," 	6,664 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	17 , 	22 , 	16 , 	24 , 	174 , 	25 , 	155 , 	350 , 	366 , 	30 , 	22 , 	54 , 	22 , 	13 , 	26 , 	10 , 	19 , 	30 , 	123 , 	34 , 	133 , 	60 , 	37 , 	118 , 	13 ," 	1,612 "," 	1,715 ", 	708 , 	601 , 	158 , 	71 , 	101 , 	52 , 	117 , 	15 , 	4 , 	5 , 	44 , 	139 , 	19 , 	29 , 	164 , 	23 , 	5 , 	53 , 	-   ," 	7,530 ",,,Dtwn SF,"5,748",,,,,,,
WC, 	28 , 	41 , 	26 , 	27 , 	163 , 	30 , 	144 , 	298 , 	295 , 	30 , 	37 , 	58 , 	27 , 	20 , 	21 , 	12 , 	13 , 	30 , 	374 , 	141 , 	21 , 	79 , 	43 , 	157 , 	19 ," 	1,440 "," 	1,479 ", 	590 , 	493 , 	128 , 	72 , 	48 , 	45 , 	96 , 	22 , 	5 , 	7 , 	65 , 	273 , 	18 , 	25 , 	184 , 	34 , 	3 , 	54 , 	-   ," 	7,215 ",,,OAK,"45,185","2,221",,,,,,
