Exit stations,Entry stations->,,SUNDAY,,,Nov 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	6 , 	49 , 	65 , 	38 , 	149 , 	55 , 	61 , 	32 , 	48 , 	28 , 	74 , 	66 , 	14 , 	16 , 	16 , 	9 , 	7 , 	19 , 	15 , 	6 , 	9 , 	5 , 	2 , 	11 , 	17 , 	90 , 	68 , 	245 , 	97 , 	59 , 	65 , 	22 , 	23 , 	19 , 	9 , 	2 , 	7 , 	3 , 	23 , 	10 , 	10 , 	28 , 	12 , 	4 , 	3 , 	-   ," 	1,615 ",,,Eastbay," 	34,433 ",,SF CBD," 	77,411 ",55.8%,,,
EN, 	58 , 	13 , 	51 , 	43 , 	275 , 	76 , 	79 , 	60 , 	83 , 	44 , 	97 , 	173 , 	19 , 	26 , 	23 , 	10 , 	15 , 	38 , 	16 , 	10 , 	21 , 	5 , 	7 , 	13 , 	24 , 	162 , 	138 , 	482 , 	151 , 	71 , 	73 , 	30 , 	37 , 	30 , 	17 , 	4 , 	16 , 	2 , 	30 , 	10 , 	10 , 	69 , 	17 , 	6 , 	13 , 	-   ," 	2,647 ",,,Westbay," 	42,000 ",,non-CBD," 	54,682 ",39.4%,,,
EP, 	70 , 	50 , 	7 , 	43 , 	303 , 	47 , 	51 , 	54 , 	58 , 	31 , 	40 , 	66 , 	14 , 	14 , 	11 , 	5 , 	7 , 	27 , 	6 , 	7 , 	11 , 	6 , 	6 , 	18 , 	12 , 	109 , 	76 , 	254 , 	113 , 	39 , 	43 , 	12 , 	11 , 	14 , 	6 , 	3 , 	8 , 	2 , 	6 , 	2 , 	6 , 	58 , 	12 , 	3 , 	14 , 	-   ," 	1,755 ",,,Transbay," 	64,572 ",,,,,,,
NB, 	46 , 	47 , 	48 , 	11 , 	92 , 	43 , 	53 , 	59 , 	63 , 	29 , 	61 , 	62 , 	18 , 	16 , 	18 , 	4 , 	9 , 	27 , 	6 , 	11 , 	14 , 	9 , 	9 , 	12 , 	10 , 	169 , 	112 , 	292 , 	185 , 	86 , 	83 , 	21 , 	21 , 	15 , 	4 , 	7 , 	9 , 	2 , 	12 , 	2 , 	5 , 	102 , 	18 , 	2 , 	24 , 	-   ," 	1,947 ",,,,,,,,,,,
BK, 	188 , 	270 , 	299 , 	97 , 	33 , 	166 , 	177 , 	190 , 	191 , 	100 , 	157 , 	156 , 	56 , 	65 , 	59 , 	26 , 	61 , 	267 , 	38 , 	44 , 	53 , 	36 , 	24 , 	34 , 	76 , 	372 , 	231 , 	753 , 	336 , 	191 , 	158 , 	80 , 	57 , 	58 , 	15 , 	22 , 	61 , 	5 , 	28 , 	11 , 	21 , 	388 , 	95 , 	24 , 	263 , 	-   ," 	6,035 ",,,,,,,,,,,
AS, 	67 , 	66 , 	43 , 	37 , 	150 , 	17 , 	67 , 	91 , 	82 , 	43 , 	98 , 	78 , 	22 , 	24 , 	20 , 	11 , 	12 , 	29 , 	10 , 	10 , 	14 , 	10 , 	4 , 	12 , 	25 , 	155 , 	104 , 	260 , 	194 , 	134 , 	103 , 	25 , 	15 , 	14 , 	4 , 	6 , 	13 , 	3 , 	16 , 	2 , 	5 , 	79 , 	14 , 	5 , 	27 , 	-   ," 	2,218 ",,,,,,,,,,,
MA, 	76 , 	80 , 	47 , 	51 , 	163 , 	75 , 	17 , 	57 , 	91 , 	37 , 	126 , 	151 , 	32 , 	42 , 	35 , 	15 , 	15 , 	39 , 	33 , 	21 , 	36 , 	18 , 	11 , 	41 , 	40 , 	220 , 	151 , 	437 , 	279 , 	201 , 	174 , 	31 , 	34 , 	22 , 	6 , 	8 , 	15 , 	9 , 	64 , 	5 , 	7 , 	134 , 	22 , 	8 , 	27 , 	-   ," 	3,203 ",,,,,,,,,,,
19, 	42 , 	49 , 	52 , 	54 , 	187 , 	80 , 	58 , 	13 , 	13 , 	16 , 	71 , 	90 , 	38 , 	38 , 	28 , 	14 , 	15 , 	37 , 	24 , 	25 , 	32 , 	19 , 	16 , 	59 , 	33 , 	223 , 	177 , 	427 , 	297 , 	212 , 	147 , 	40 , 	32 , 	27 , 	5 , 	9 , 	15 , 	7 , 	35 , 	4 , 	12 , 	98 , 	21 , 	7 , 	18 , 	-   ," 	2,915 ",,,,,,,,,,,
12, 	52 , 	69 , 	52 , 	53 , 	160 , 	88 , 	71 , 	16 , 	15 , 	15 , 	82 , 	146 , 	55 , 	59 , 	53 , 	21 , 	28 , 	62 , 	40 , 	36 , 	44 , 	22 , 	17 , 	52 , 	52 , 	247 , 	182 , 	505 , 	254 , 	135 , 	107 , 	36 , 	47 , 	33 , 	16 , 	10 , 	11 , 	11 , 	54 , 	10 , 	16 , 	111 , 	41 , 	5 , 	14 , 	-   ," 	3,206 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	49 , 	28 , 	30 , 	93 , 	53 , 	39 , 	15 , 	18 , 	12 , 	152 , 	149 , 	85 , 	91 , 	44 , 	27 , 	30 , 	55 , 	10 , 	11 , 	13 , 	7 , 	8 , 	15 , 	32 , 	216 , 	176 , 	455 , 	212 , 	139 , 	112 , 	35 , 	33 , 	29 , 	5 , 	36 , 	56 , 	2 , 	17 , 	2 , 	6 , 	40 , 	7 , 	26 , 	17 , 	-   ," 	2,708 ",,,Dtwn SF," 	1,481 "," 	6,052 "," 	11,161 "," 	5,062 "," 	4,568 "," 	6,656 "," 	4,161 "," 	39,141 "
