Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Oct 07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	88 , 	92 , 	52 , 	227 , 	74 , 	62 , 	42 , 	61 , 	17 , 	77 , 	53 , 	22 , 	20 , 	20 , 	12 , 	7 , 	20 , 	16 , 	9 , 	8 , 	10 , 	7 , 	10 , 	17 , 	102 , 	77 , 	239 , 	108 , 	82 , 	97 , 	15 , 	33 , 	27 , 	7 , 	4 , 	15 , 	2 , 	26 , 	6 , 	6 , 	13 , 	10 ," 	1,892 ",,,Eastbay," 	41,132 ",,SF CBD," 	120,432 ",63.2%,,,
EN, 	99 , 	17 , 	96 , 	58 , 	651 , 	134 , 	123 , 	66 , 	147 , 	33 , 	118 , 	111 , 	38 , 	47 , 	36 , 	24 , 	30 , 	52 , 	28 , 	12 , 	19 , 	11 , 	8 , 	21 , 	34 , 	293 , 	222 , 	697 , 	305 , 	88 , 	121 , 	33 , 	66 , 	52 , 	23 , 	9 , 	26 , 	5 , 	38 , 	13 , 	14 , 	40 , 	17 ," 	4,070 ",,,Westbay," 	62,057 ",,non-CBD," 	65,832 ",34.5%,,,
EP, 	94 , 	73 , 	9 , 	45 , 	515 , 	74 , 	56 , 	49 , 	114 , 	42 , 	45 , 	56 , 	10 , 	10 , 	14 , 	6 , 	8 , 	25 , 	9 , 	11 , 	15 , 	10 , 	7 , 	27 , 	8 , 	167 , 	130 , 	384 , 	169 , 	68 , 	46 , 	17 , 	17 , 	19 , 	2 , 	4 , 	7 , 	1 , 	11 , 	4 , 	2 , 	32 , 	12 ," 	2,421 ",,,Transbay," 	87,447 ",,,,,,,
NB, 	56 , 	61 , 	49 , 	5 , 	198 , 	45 , 	52 , 	42 , 	85 , 	34 , 	68 , 	38 , 	13 , 	21 , 	14 , 	6 , 	10 , 	18 , 	8 , 	11 , 	12 , 	9 , 	5 , 	12 , 	9 , 	207 , 	171 , 	406 , 	260 , 	159 , 	83 , 	27 , 	15 , 	17 , 	2 , 	4 , 	11 , 	3 , 	11 , 	4 , 	3 , 	35 , 	13 ," 	2,306 ",,,,,,,,,,,
BK, 	249 , 	679 , 	536 , 	202 , 	26 , 	363 , 	357 , 	205 , 	323 , 	166 , 	255 , 	244 , 	127 , 	141 , 	100 , 	52 , 	95 , 	360 , 	67 , 	144 , 	177 , 	98 , 	82 , 	50 , 	50 , 	655 , 	410 ," 	1,543 ", 	716 , 	276 , 	229 , 	99 , 	71 , 	173 , 	15 , 	48 , 	193 , 	27 , 	78 , 	18 , 	18 , 	85 , 	114 ," 	9,908 ",,,,,,,,,,,
AS, 	84 , 	120 , 	64 , 	42 , 	302 , 	9 , 	93 , 	85 , 	124 , 	45 , 	96 , 	71 , 	26 , 	34 , 	25 , 	10 , 	15 , 	28 , 	13 , 	10 , 	18 , 	7 , 	8 , 	14 , 	31 , 	181 , 	167 , 	397 , 	307 , 	196 , 	98 , 	22 , 	24 , 	21 , 	3 , 	6 , 	21 , 	4 , 	17 , 	4 , 	3 , 	25 , 	8 ," 	2,872 ",,,,,,,,,,,
MA, 	69 , 	127 , 	59 , 	46 , 	334 , 	97 , 	10 , 	53 , 	94 , 	36 , 	124 , 	102 , 	52 , 	72 , 	56 , 	30 , 	20 , 	40 , 	46 , 	34 , 	42 , 	22 , 	18 , 	49 , 	49 , 	317 , 	257 , 	719 , 	430 , 	248 , 	146 , 	34 , 	43 , 	34 , 	3 , 	9 , 	26 , 	7 , 	66 , 	5 , 	4 , 	34 , 	15 ," 	4,071 ",,,,,,,,,,,
19, 	41 , 	66 , 	57 , 	49 , 	201 , 	86 , 	55 , 	6 , 	19 , 	14 , 	64 , 	67 , 	46 , 	51 , 	34 , 	23 , 	19 , 	45 , 	36 , 	30 , 	32 , 	16 , 	20 , 	40 , 	35 , 	143 , 	134 , 	316 , 	235 , 	109 , 	77 , 	26 , 	26 , 	34 , 	7 , 	9 , 	22 , 	8 , 	44 , 	3 , 	4 , 	13 , 	7 ," 	2,360 ",,,,,,,,,,,
12, 	59 , 	132 , 	112 , 	87 , 	291 , 	121 , 	83 , 	13 , 	10 , 	18 , 	125 , 	151 , 	115 , 	129 , 	77 , 	35 , 	59 , 	102 , 	57 , 	60 , 	68 , 	32 , 	31 , 	56 , 	60 , 	295 , 	235 , 	736 , 	337 , 	122 , 	88 , 	47 , 	55 , 	67 , 	17 , 	11 , 	29 , 	10 , 	72 , 	9 , 	7 , 	31 , 	18 ," 	4,266 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	32 , 	34 , 	37 , 	154 , 	43 , 	35 , 	9 , 	19 , 	6 , 	68 , 	90 , 	106 , 	123 , 	48 , 	22 , 	52 , 	75 , 	9 , 	9 , 	8 , 	5 , 	7 , 	15 , 	22 , 	240 , 	195 , 	584 , 	283 , 	115 , 	74 , 	28 , 	42 , 	25 , 	11 , 	69 , 	73 , 	4 , 	9 , 	7 , 	8 , 	40 , 	17 ," 	2,870 ",,,Dtwn SF," 	2,833 "," 	7,833 "," 	19,550 "," 	8,664 "," 	8,138 "," 	10,969 "," 	5,268 "," 	63,255 "
