Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Oct 07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	66 , 	72 , 	31 , 	124 , 	54 , 	47 , 	19 , 	47 , 	26 , 	62 , 	74 , 	16 , 	19 , 	19 , 	9 , 	7 , 	13 , 	15 , 	6 , 	4 , 	6 , 	4 , 	4 , 	14 , 	84 , 	46 , 	183 , 	77 , 	52 , 	69 , 	17 , 	26 , 	20 , 	4 , 	2 , 	6 , 	1 , 	18 , 	5 , 	5 , 	15 , 	11 ," 	1,400 ",,,Eastbay," 	33,805 ",,SF CBD," 	83,776 ",59.7%,,,
EN, 	72 , 	11 , 	57 , 	42 , 	232 , 	101 , 	88 , 	40 , 	89 , 	46 , 	92 , 	271 , 	30 , 	28 , 	28 , 	17 , 	25 , 	34 , 	18 , 	8 , 	15 , 	6 , 	5 , 	16 , 	20 , 	225 , 	144 , 	433 , 	183 , 	56 , 	76 , 	29 , 	63 , 	31 , 	16 , 	4 , 	14 , 	3 , 	24 , 	7 , 	10 , 	46 , 	13 ," 	2,759 ",,,Westbay," 	43,397 ",,non-CBD," 	51,919 ",37.0%,,,
EP, 	63 , 	57 , 	7 , 	43 , 	227 , 	59 , 	44 , 	33 , 	55 , 	36 , 	49 , 	119 , 	12 , 	11 , 	6 , 	5 , 	8 , 	19 , 	6 , 	8 , 	11 , 	7 , 	4 , 	17 , 	6 , 	142 , 	87 , 	217 , 	139 , 	32 , 	30 , 	11 , 	20 , 	12 , 	3 , 	2 , 	8 , 	3 , 	7 , 	1 , 	3 , 	47 , 	11 ," 	1,683 ",,,Transbay," 	63,070 ",,,,,,,
NB, 	35 , 	46 , 	40 , 	4 , 	65 , 	38 , 	48 , 	30 , 	53 , 	28 , 	64 , 	93 , 	13 , 	14 , 	8 , 	2 , 	6 , 	23 , 	7 , 	11 , 	11 , 	5 , 	4 , 	11 , 	6 , 	174 , 	108 , 	267 , 	214 , 	70 , 	60 , 	16 , 	11 , 	15 , 	4 , 	2 , 	7 , 	1 , 	9 , 	2 , 	2 , 	51 , 	12 ," 	1,681 ",,,,,,,,,,,
BK, 	151 , 	241 , 	213 , 	60 , 	19 , 	161 , 	138 , 	118 , 	195 , 	94 , 	141 , 	360 , 	52 , 	52 , 	48 , 	21 , 	54 , 	269 , 	23 , 	33 , 	60 , 	27 , 	27 , 	28 , 	34 , 	308 , 	219 , 	729 , 	397 , 	155 , 	118 , 	53 , 	47 , 	75 , 	4 , 	15 , 	59 , 	8 , 	16 , 	7 , 	8 , 	140 , 	75 ," 	5,049 ",,,,,,,,,,,
AS, 	61 , 	91 , 	61 , 	36 , 	126 , 	9 , 	73 , 	47 , 	76 , 	41 , 	105 , 	106 , 	17 , 	26 , 	18 , 	8 , 	16 , 	24 , 	15 , 	7 , 	14 , 	7 , 	5 , 	12 , 	25 , 	133 , 	101 , 	247 , 	217 , 	109 , 	69 , 	18 , 	17 , 	17 , 	1 , 	3 , 	16 , 	3 , 	14 , 	2 , 	2 , 	32 , 	8 ," 	2,028 ",,,,,,,,,,,
MA, 	56 , 	83 , 	39 , 	38 , 	131 , 	66 , 	6 , 	32 , 	60 , 	33 , 	125 , 	161 , 	30 , 	46 , 	35 , 	17 , 	11 , 	32 , 	28 , 	21 , 	31 , 	10 , 	11 , 	29 , 	32 , 	227 , 	166 , 	453 , 	312 , 	143 , 	91 , 	24 , 	28 , 	23 , 	5 , 	7 , 	17 , 	5 , 	49 , 	3 , 	4 , 	55 , 	11 ," 	2,780 ",,,,,,,,,,,
19, 	21 , 	37 , 	35 , 	28 , 	105 , 	55 , 	23 , 	5 , 	8 , 	9 , 	56 , 	71 , 	28 , 	26 , 	17 , 	11 , 	12 , 	20 , 	18 , 	11 , 	22 , 	8 , 	6 , 	23 , 	16 , 	92 , 	80 , 	213 , 	157 , 	76 , 	57 , 	16 , 	14 , 	22 , 	3 , 	4 , 	9 , 	6 , 	24 , 	3 , 	2 , 	20 , 	6 ," 	1,468 ",,,,,,,,,,,
12, 	46 , 	68 , 	53 , 	53 , 	170 , 	74 , 	47 , 	8 , 	11 , 	13 , 	79 , 	154 , 	69 , 	77 , 	52 , 	19 , 	33 , 	59 , 	41 , 	31 , 	44 , 	21 , 	16 , 	39 , 	38 , 	216 , 	169 , 	478 , 	239 , 	76 , 	63 , 	31 , 	46 , 	40 , 	12 , 	2 , 	12 , 	8 , 	53 , 	8 , 	4 , 	42 , 	15 ," 	2,825 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	25 , 	41 , 	35 , 	33 , 	83 , 	40 , 	32 , 	8 , 	13 , 	6 , 	151 , 	144 , 	68 , 	87 , 	45 , 	25 , 	29 , 	61 , 	11 , 	12 , 	15 , 	10 , 	9 , 	13 , 	20 , 	197 , 	167 , 	437 , 	214 , 	84 , 	97 , 	29 , 	35 , 	27 , 	11 , 	55 , 	52 , 	3 , 	19 , 	10 , 	6 , 	58 , 	22 ," 	2,531 ",,,Dtwn SF," 	1,739 "," 	5,346 "," 	12,593 "," 	5,038 "," 	5,787 "," 	8,046 "," 	4,050 "," 	42,598 "
FV, 	79 , 	97 , 	48 , 	70 , 	157 , 	122 , 	128 , 	69 , 	93 , 	137 , 	12 , 	266 , 	189 , 	238 , 	177 , 	88 , 	60 , 	101 , 	36 , 	16 , 	22 , 	27 , 	18 , 	34 , 	72 , 	257 , 	142 , 	484 , 	270 , 	134 , 	129 , 	33 , 	55 , 	45 , 	14 , 	36 , 	90 , 	8 , 	49 , 	12 , 	15 , 	49 , 	20 ," 	4,193 ",,,OAK," 	5,155 ", 	534 ," 	1,292 "," 	1,520 ", 	678 ," 	2,244 ", 	307 ," 	11,730 "
CL, 	68 , 	268 , 	96 , 	64 , 	213 , 	86 , 	153 , 	73 , 	141 , 	121 , 	248 , 	11 , 	282 , 	302 , 	191 , 	129 , 	151 , 	419 , 	77 , 	102 , 	105 , 	65 , 	64 , 	52 , 	76 , 	360 , 	244 , 	682 , 	338 , 	95 , 	87 , 	57 , 	57 , 	97 , 	24 , 	142 , 	862 , 	41 , 	128 , 	20 , 	19 , 	87 , 	45 ," 	6,940 ",,,CM line," 	12,878 "," 	1,299 "," 	4,374 "," 	1,317 "," 	1,036 "," 	1,830 "," 	1,619 "," 	24,352 "
SL, 	19 , 	24 , 	12 , 	15 , 	51 , 	18 , 	42 , 	32 , 	64 , 	75 , 	174 , 	276 , 	7 , 	89 , 	66 , 	30 , 	24 , 	38 , 	12 , 	4 , 	9 , 	4 , 	3 , 	8 , 	20 , 	146 , 	81 , 	269 , 	119 , 	27 , 	25 , 	13 , 	14 , 	20 , 	6 , 	20 , 	41 , 	3 , 	16 , 	3 , 	6 , 	27 , 	8 ," 	1,958 ",,,RM line," 	5,070 "," 	1,612 "," 	1,418 "," 	2,778 ", 	565 ," 	2,645 ", 	512 ," 	14,599 "
BF, 	17 , 	29 , 	12 , 	9 , 	56 , 	25 , 	47 , 	31 , 	72 , 	86 , 	239 , 	299 , 	86 , 	11 , 	93 , 	71 , 	58 , 	92 , 	12 , 	4 , 	11 , 	2 , 	2 , 	8 , 	25 , 	155 , 	84 , 	242 , 	91 , 	21 , 	30 , 	16 , 	22 , 	15 , 	11 , 	35 , 	120 , 	3 , 	20 , 	3 , 	6 , 	22 , 	6 ," 	2,293 ",,,WP line," 	5,815 ", 	753 ," 	1,061 ", 	576 ," 	2,220 "," 	1,367 ", 	556 ," 	12,348 "
HY, 	23 , 	27 , 	10 , 	8 , 	45 , 	21 , 	42 , 	24 , 	45 , 	42 , 	153 , 	192 , 	64 , 	105 , 	9 , 	67 , 	67 , 	117 , 	10 , 	6 , 	6 , 	1 , 	2 , 	6 , 	16 , 	88 , 	41 , 	134 , 	67 , 	19 , 	23 , 	7 , 	13 , 	12 , 	4 , 	12 , 	30 , 	1 , 	19 , 	3 , 	6 , 	12 , 	5 ," 	1,601 ",,,FT/ED line," 	8,245 "," 	2,306 "," 	1,711 "," 	2,322 "," 	1,227 "," 	10,459 ", 	719 ," 	26,989 "
SH, 	11 , 	13 , 	2 , 	3 , 	14 , 	6 , 	16 , 	13 , 	26 , 	17 , 	79 , 	123 , 	33 , 	84 , 	66 , 	7 , 	36 , 	64 , 	6 , 	2 , 	3 , 	2 , 	1 , 	3 , 	5 , 	84 , 	33 , 	110 , 	33 , 	19 , 	21 , 	5 , 	10 , 	8 , 	3 , 	10 , 	23 , 	2 , 	16 , 	3 , 	4 , 	10 , 	3 ," 	1,030 ",,,SFIA," 	4,015 ", 	243 ," 	1,266 ", 	338 , 	400 , 	532 , 	865 ," 	7,657 "
UC, 	9 , 	16 , 	8 , 	6 , 	38 , 	14 , 	18 , 	12 , 	34 , 	40 , 	61 , 	155 , 	29 , 	59 , 	64 , 	36 , 	12 , 	78 , 	7 , 	6 , 	4 , 	4 , 	1 , 	5 , 	9 , 	134 , 	61 , 	165 , 	54 , 	12 , 	16 , 	8 , 	11 , 	17 , 	11 , 	7 , 	31 , 	1 , 	9 , 	5 , 	2 , 	17 , 	4 ," 	1,286 ",,,Entries," 	42,917 "," 	12,093 "," 	23,714 "," 	13,888 "," 	11,911 "," 	27,122 "," 	8,628 "," 	140,272 "
FM, 	18 , 	44 , 	23 , 	18 , 	130 , 	28 , 	34 , 	20 , 	64 , 	72 , 	104 , 	441 , 	45 , 	101 , 	104 , 	75 , 	78 , 	19 , 	22 , 	14 , 	15 , 	3 , 	5 , 	12 , 	9 , 	340 , 	114 , 	373 , 	135 , 	33 , 	19 , 	17 , 	19 , 	26 , 	5 , 	14 , 	49 , 	3 , 	26 , 	6 , 	4 , 	44 , 	4 ," 	2,727 ",,,,,,,,,,,
CN, 	14 , 	16 , 	9 , 	7 , 	21 , 	11 , 	32 , 	20 , 	42 , 	8 , 	34 , 	96 , 	7 , 	12 , 	12 , 	6 , 	7 , 	23 , 	9 , 	44 , 	168 , 	60 , 	23 , 	30 , 	4 , 	186 , 	73 , 	187 , 	93 , 	28 , 	35 , 	16 , 	34 , 	32 , 	2 , 	5 , 	8 , 	19 , 	139 , 	4 , 	6 , 	43 , 	9 ," 	1,629 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
