Exit stations,Entry stations->,,TOTAL,,,Apr 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	372 , 	854 , 	810 , 	579 ," 	2,102 ", 	688 ," 	1,122 ", 	826 ," 	1,036 ", 	321 , 	919 , 	778 , 	324 , 	225 , 	226 , 	229 , 	106 , 	172 , 	243 , 	88 , 	217 , 	49 , 	60 , 	188 , 	315 ," 	2,198 "," 	2,357 "," 	3,730 "," 	2,358 "," 	2,030 "," 	2,150 ", 	581 , 	619 , 	336 , 	174 , 	23 , 	95 , 	36 , 	132 , 	132 , 	257 , 	306 , 	211 , 	31 , 	137 , 	102 , 	58 , 	143 , 	116 , 	100 ," 	31,261 ",,,,,,,,,,,,,
EN, 	489 , 	152 , 	192 , 	217 ," 	1,242 ", 	365 , 	604 , 	453 , 	602 , 	162 , 	405 , 	433 , 	166 , 	168 , 	192 , 	85 , 	92 , 	86 , 	101 , 	57 , 	130 , 	34 , 	47 , 	49 , 	146 ," 	1,516 "," 	1,280 "," 	1,964 "," 	1,258 ", 	659 , 	722 , 	155 , 	297 , 	138 , 	83 , 	17 , 	63 , 	24 , 	97 , 	33 , 	72 , 	201 , 	79 , 	34 , 	89 , 	36 , 	58 , 	79 , 	39 , 	54 ," 	15,716 ",,,,,,,,,,,,,
EP, 	975 , 	595 , 	116 , 	445 ," 	2,439 ", 	586 , 	740 , 	699 ," 	1,017 ", 	263 , 	427 , 	383 , 	211 , 	162 , 	102 , 	105 , 	121 , 	110 , 	139 , 	69 , 	58 , 	63 , 	14 , 	125 , 	86 ," 	1,431 "," 	1,460 "," 	1,733 "," 	1,479 ", 	591 , 	547 , 	169 , 	177 , 	105 , 	36 , 	30 , 	38 , 	29 , 	80 , 	59 , 	47 , 	283 , 	137 , 	41 , 	105 , 	53 , 	51 , 	63 , 	14 , 	47 ," 	18,855 ",,,,,,,,,,,,,
NB, 	630 , 	542 , 	457 , 	102 , 	421 , 	309 , 	478 , 	475 , 	530 , 	217 , 	609 , 	413 , 	188 , 	124 , 	163 , 	59 , 	70 , 	85 , 	63 , 	75 , 	130 , 	40 , 	39 , 	53 , 	116 , 	980 , 	825 ," 	1,062 "," 	1,115 ", 	644 , 	491 , 	114 , 	138 , 	107 , 	57 , 	35 , 	41 , 	27 , 	108 , 	32 , 	32 , 	247 , 	60 , 	10 , 	119 , 	77 , 	41 , 	51 , 	7 , 	19 ," 	12,827 ",,,,,,,,,,,,,
BK," 	2,579 "," 	3,309 "," 	2,581 ", 	452 , 	333 ," 	1,221 "," 	1,344 "," 	1,545 "," 	1,718 ", 	566 ," 	1,443 "," 	1,417 ", 	650 , 	566 , 	508 , 	263 , 	415 , 	317 , 	241 , 	188 , 	227 , 	98 , 	41 , 	101 , 	407 ," 	1,946 "," 	1,568 "," 	2,572 "," 	1,780 "," 	1,247 ", 	911 , 	263 , 	409 , 	270 , 	75 , 	98 , 	277 , 	61 , 	285 , 	113 , 	137 , 	393 , 	258 , 	50 , 	317 , 	176 , 	203 , 	319 , 	61 , 	226 ," 	36,545 ",,,,,,,,,,,,,
AS, 	759 ," 	1,064 ", 	519 , 	240 , 	891 , 	174 , 	516 , 	732 , 	979 , 	241 , 	987 , 	748 , 	356 , 	289 , 	206 , 	94 , 	154 , 	95 , 	149 , 	95 , 	92 , 	21 , 	19 , 	27 , 	203 ," 	1,108 "," 	1,156 "," 	1,814 "," 	1,431 ", 	790 , 	456 , 	148 , 	152 , 	88 , 	51 , 	31 , 	100 , 	7 , 	45 , 	39 , 	93 , 	172 , 	84 , 	41 , 	121 , 	110 , 	69 , 	121 , 	18 , 	70 ," 	17,965 ",,,,,,,,,,,,,
MA," 	1,335 "," 	1,505 ", 	759 , 	502 ," 	1,202 ", 	564 , 	331 , 	555 , 	917 , 	273 ," 	1,492 "," 	1,350 ", 	739 , 	477 , 	460 , 	240 , 	352 , 	314 , 	644 , 	609 , 	818 , 	218 , 	187 , 	229 , 	411 ," 	2,334 "," 	2,186 "," 	3,438 "," 	2,707 "," 	1,917 "," 	1,147 ", 	381 , 	494 , 	288 , 	269 , 	82 , 	294 , 	83 , 	704 , 	129 , 	124 , 	414 , 	160 , 	88 , 	188 , 	111 , 	134 , 	204 , 	437 , 	758 ," 	35,554 ",,,,,,,,,,,,,
19, 	842 ," 	1,262 ", 	545 , 	473 ," 	1,305 ", 	638 , 	576 , 	196 , 	120 , 	128 , 	817 ," 	1,137 ", 	705 , 	761 , 	544 , 	321 , 	360 , 	243 , 	665 , 	581 , 	486 , 	194 , 	197 , 	331 , 	381 ," 	2,626 "," 	2,362 "," 	3,454 "," 	2,892 "," 	1,923 "," 	1,113 ", 	438 , 	478 , 	422 , 	122 , 	70 , 	175 , 	249 , 	683 , 	145 , 	172 , 	353 , 	100 , 	116 , 	163 , 	131 , 	134 , 	151 , 	199 , 	612 ," 	33,091 ",,,,,,,,,,,,,
12," 	1,090 "," 	1,911 "," 	1,061 ", 	539 ," 	1,447 ", 	938 , 	867 , 	146 , 	300 , 	144 , 	830 ," 	1,435 "," 	1,159 "," 	1,001 ", 	933 , 	413 , 	577 , 	488 , 	800 , 	785 , 	710 , 	228 , 	290 , 	422 , 	470 ," 	2,765 "," 	2,485 "," 	4,481 "," 	3,026 "," 	1,697 "," 	1,276 ", 	532 , 	869 , 	698 , 	392 , 	64 , 	192 , 	164 , 	690 , 	291 , 	261 , 	428 , 	299 , 	47 , 	137 , 	195 , 	116 , 	196 , 	228 , 	907 ," 	41,420 ",,,,,,,,,,,,,
LM, 	320 , 	453 , 	225 , 	224 , 	497 , 	245 , 	268 , 	111 , 	157 , 	210 ," 	1,361 "," 	2,144 "," 	2,042 "," 	1,584 ", 	972 , 	653 , 	643 , 	534 , 	148 , 	101 , 	135 , 	49 , 	29 , 	70 , 	233 ," 	2,626 "," 	2,525 "," 	3,484 "," 	2,677 "," 	1,436 "," 	1,059 ", 	450 , 	569 , 	316 , 	58 , 	622 ," 	1,095 ", 	32 , 	92 , 	57 , 	81 , 	124 , 	30 , 	482 , 	194 , 	278 , 	221 , 	287 , 	47 , 	174 ," 	32,424 ",,,,,,,,,,,,,
FV, 	912 ," 	1,105 ", 	462 , 	551 ," 	1,463 ", 	917 ," 	1,350 ", 	855 , 	960 ," 	1,128 ", 	400 ," 	2,895 "," 	2,585 "," 	2,648 "," 	1,892 "," 	1,040 ", 	776 , 	959 , 	342 , 	174 , 	342 , 	196 , 	366 , 	421 ," 	1,082 "," 	3,566 "," 	3,297 "," 	6,541 "," 	5,056 "," 	2,500 "," 	2,467 ", 	471 , 	692 , 	518 , 	141 , 	644 ," 	1,507 ", 	37 , 	258 , 	97 , 	193 , 	291 , 	112 , 	739 , 	175 , 	533 , 	250 , 	404 , 	111 , 	338 ," 	56,759 ",,,,,,,,,,,,,
CL, 	815 ," 	1,048 ", 	391 , 	436 ," 	1,227 ", 	670 ," 	1,309 "," 	1,143 "," 	1,644 "," 	1,600 "," 	2,659 ", 	494 ," 	1,913 "," 	1,841 "," 	1,444 ", 	833 , 	833 , 	758 , 	443 , 	351 , 	334 , 	240 , 	154 , 	306 , 	960 ," 	2,447 "," 	2,161 "," 	3,358 "," 	2,668 "," 	1,333 "," 	1,359 ", 	510 , 	542 , 	557 , 	74 , 	625 ," 	2,082 ", 	115 , 	315 , 	100 , 	221 , 	217 , 	123 , 	616 , 	326 , 	515 , 	345 , 	626 , 	128 , 	482 ," 	45,691 ",,,,,,,,,,,,,
SL, 	334 , 	463 , 	210 , 	152 , 	670 , 	469 , 	805 , 	778 ," 	1,297 "," 	1,970 "," 	2,585 "," 	2,059 ", 	219 ," 	1,111 "," 	1,462 ", 	833 , 	623 , 	499 , 	166 , 	159 , 	152 , 	63 , 	44 , 	201 , 	429 ," 	2,802 "," 	2,842 "," 	3,822 "," 	2,297 "," 	1,142 ", 	989 , 	332 , 	337 , 	343 , 	77 , 	404 , 	950 , 	17 , 	112 , 	88 , 	116 , 	287 , 	58 , 	511 , 	108 , 	386 , 	192 , 	267 , 	100 , 	171 ," 	36,503 ",,,,,,,,,,,,,
BF, 	222 , 	390 , 	162 , 	162 , 	567 , 	255 , 	640 , 	782 ," 	1,202 "," 	1,653 "," 	2,712 "," 	2,012 "," 	1,257 ", 	219 , 	929 , 	672 , 	612 , 	911 , 	188 , 	83 , 	64 , 	24 , 	75 , 	136 , 	377 ," 	2,289 "," 	2,592 "," 	3,444 "," 	2,231 "," 	1,034 ", 	808 , 	210 , 	383 , 	291 , 	90 , 	371 ," 	1,208 ", 	54 , 	69 , 	107 , 	143 , 	190 , 	58 , 	652 , 	74 , 	463 , 	163 , 	212 , 	51 , 	80 ," 	33,573 ",,,,,,,,,,,,,
HY, 	241 , 	448 , 	102 , 	140 , 	467 , 	198 , 	466 , 	605 , 	960 , 	830 ," 	1,802 "," 	1,425 "," 	1,482 ", 	991 , 	234 , 	841 ," 	1,090 "," 	1,197 ", 	148 , 	86 , 	97 , 	57 , 	42 , 	138 , 	355 ," 	1,394 "," 	1,164 "," 	1,833 "," 	1,364 ", 	617 , 	473 , 	248 , 	223 , 	262 , 	44 , 	154 , 	563 , 	28 , 	102 , 	83 , 	132 , 	123 , 	62 , 	269 , 	78 , 	601 , 	425 , 	425 , 	62 , 	138 ," 	25,309 ",,,,,,,,,,,,,
