Exit stations,Entry stations->,,SUNDAY,,,Apr 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	13 , 	12 , 	14 , 	7 , 	30 , 	10 , 	16 , 	16 , 	15 , 	9 , 	19 , 	14 , 	6 , 	4 , 	4 , 	2 , 	2 , 	2 , 	4 , 	2 , 	6 , 	1 , 	1 , 	2 , 	5 , 	37 , 	28 , 	59 , 	33 , 	28 , 	35 , 	5 , 	12 , 	5 , 	5 , 	1 , 	2 , 	1 , 	2 , 	2 , 	5 , 	10 , 	2 , 	1 , 	4 , 	1 , 	3 , 	5 , 	1 , 	3 , 	499 ,,,,,,,,,,,
BF, 	7 , 	8 , 	4 , 	2 , 	6 , 	8 , 	8 , 	14 , 	20 , 	30 , 	61 , 	40 , 	29 , 	7 , 	22 , 	11 , 	9 , 	10 , 	5 , 	3 , 	1 , 	-   , 	2 , 	4 , 	6 , 	30 , 	35 , 	63 , 	22 , 	12 , 	13 , 	4 , 	8 , 	6 , 	2 , 	10 , 	18 , 	1 , 	2 , 	0 , 	3 , 	6 , 	1 , 	15 , 	2 , 	6 , 	7 , 	10 , 	1 , 	3 , 	589 ,,,,,,,,,,,
HY, 	7 , 	9 , 	2 , 	2 , 	7 , 	2 , 	5 , 	10 , 	10 , 	15 , 	28 , 	27 , 	29 , 	22 , 	4 , 	15 , 	19 , 	18 , 	3 , 	3 , 	2 , 	1 , 	1 , 	1 , 	4 , 	13 , 	6 , 	25 , 	12 , 	6 , 	9 , 	2 , 	5 , 	5 , 	1 , 	4 , 	9 , 	0 , 	3 , 	1 , 	1 , 	2 , 	1 , 	6 , 	2 , 	6 , 	10 , 	15 , 	1 , 	3 , 	387 ,,,,,,,,,,,
SH, 	2 , 	4 , 	3 , 	1 , 	3 , 	1 , 	6 , 	5 , 	7 , 	9 , 	16 , 	20 , 	11 , 	12 , 	15 , 	7 , 	3 , 	14 , 	2 , 	0 , 	1 , 	-   , 	-   , 	1 , 	3 , 	10 , 	7 , 	13 , 	7 , 	3 , 	4 , 	0 , 	4 , 	3 , 	2 , 	3 , 	3 , 	1 , 	1 , 	0 , 	1 , 	3 , 	1 , 	1 , 	2 , 	8 , 	6 , 	11 , 	2 , 	1 , 	236 ,,,,,,,,,,,
UC, 	1 , 	4 , 	2 , 	1 , 	8 , 	4 , 	3 , 	5 , 	9 , 	9 , 	13 , 	17 , 	10 , 	13 , 	18 , 	6 , 	5 , 	13 , 	1 , 	1 , 	0 , 	-   , 	-   , 	1 , 	1 , 	14 , 	7 , 	20 , 	9 , 	7 , 	3 , 	1 , 	1 , 	2 , 	0 , 	3 , 	4 , 	1 , 	2 , 	0 , 	1 , 	4 , 	1 , 	1 , 	4 , 	9 , 	5 , 	10 , 	1 , 	3 , 	250 ,,,,,,,,,,,
FM, 	5 , 	3 , 	3 , 	1 , 	6 , 	2 , 	4 , 	5 , 	3 , 	5 , 	18 , 	16 , 	8 , 	11 , 	17 , 	14 , 	9 , 	7 , 	3 , 	2 , 	0 , 	1 , 	0 , 	1 , 	2 , 	14 , 	10 , 	16 , 	10 , 	5 , 	3 , 	1 , 	3 , 	3 , 	1 , 	4 , 	5 , 	0 , 	2 , 	1 , 	1 , 	5 , 	-   , 	2 , 	4 , 	7 , 	11 , 	17 , 	0 , 	1 , 	267 ,,,,,,,,,,,
CN, 	5 , 	4 , 	3 , 	1 , 	5 , 	2 , 	15 , 	10 , 	8 , 	2 , 	8 , 	10 , 	3 , 	7 , 	3 , 	2 , 	1 , 	2 , 	10 , 	14 , 	34 , 	25 , 	5 , 	8 , 	4 , 	26 , 	19 , 	49 , 	19 , 	11 , 	13 , 	4 , 	4 , 	4 , 	2 , 	0 , 	1 , 	6 , 	24 , 	3 , 	2 , 	19 , 	2 , 	0 , 	4 , 	1 , 	1 , 	4 , 	13 , 	19 , 	438 ,,,,,,,,,,,
PH, 	1 , 	2 , 	2 , 	0 , 	3 , 	1 , 	9 , 	4 , 	8 , 	1 , 	2 , 	11 , 	3 , 	1 , 	3 , 	0 , 	0 , 	3 , 	13 , 	5 , 	16 , 	7 , 	3 , 	10 , 	2 , 	24 , 	17 , 	30 , 	15 , 	7 , 	4 , 	3 , 	1 , 	2 , 	0 , 	0 , 	1 , 	1 , 	13 , 	0 , 	5 , 	23 , 	1 , 	-   , 	8 , 	0 , 	1 , 	1 , 	7 , 	8 , 	278 ,,,,,,,,,,,
WC, 	4 , 	2 , 	2 , 	2 , 	3 , 	1 , 	9 , 	12 , 	6 , 	2 , 	5 , 	9 , 	4 , 	1 , 	1 , 	2 , 	1 , 	1 , 	46 , 	18 , 	4 , 	9 , 	6 , 	16 , 	3 , 	26 , 	23 , 	39 , 	19 , 	11 , 	10 , 	3 , 	4 , 	4 , 	1 , 	1 , 	1 , 	4 , 	19 , 	3 , 	3 , 	19 , 	2 , 	0 , 	7 , 	-   , 	1 , 	2 , 	6 , 	11 , 	381 ,,,,,,,,,,,
LF, 	1 , 	1 , 	2 , 	1 , 	3 , 	1 , 	3 , 	4 , 	6 , 	1 , 	3 , 	2 , 	3 , 	-   , 	1 , 	-   , 	-   , 	-   , 	28 , 	7 , 	11 , 	2 , 	2 , 	6 , 	1 , 	14 , 	7 , 	12 , 	10 , 	4 , 	3 , 	3 , 	2 , 	1 , 	0 , 	-   , 	-   , 	3 , 	7 , 	1 , 	1 , 	12 , 	-   , 	-   , 	3 , 	1 , 	-   , 	1 , 	4 , 	4 , 	172 ,,,,,,,,,,,
OR, 	0 , 	-   , 	1 , 	1 , 	1 , 	0 , 	3 , 	4 , 	3 , 	1 , 	2 , 	6 , 	0 , 	3 , 	1 , 	-   , 	-   , 	-   , 	5 , 	2 , 	6 , 	0 , 	1 , 	9 , 	1 , 	14 , 	7 , 	12 , 	9 , 	6 , 	3 , 	2 , 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	0 , 	0 , 	9 , 	0 , 	-   , 	1 , 	-   , 	1 , 	1 , 	3 , 	2 , 	119 ,,,,,,,,,,,
RR, 	2 , 	3 , 	4 , 	1 , 	1 , 	1 , 	6 , 	11 , 	10 , 	3 , 	9 , 	7 , 	5 , 	2 , 	1 , 	1 , 	1 , 	2 , 	10 , 	12 , 	13 , 	9 , 	8 , 	4 , 	4 , 	32 , 	22 , 	36 , 	22 , 	18 , 	14 , 	7 , 	6 , 	4 , 	1 , 	1 , 	1 , 	1 , 	4 , 	-   , 	1 , 	14 , 	3 , 	1 , 	2 , 	0 , 	-   , 	0 , 	2 , 	5 , 	319 ,,,,,,,,,,,
OW, 	4 , 	6 , 	2 , 	2 , 	11 , 	5 , 	8 , 	5 , 	12 , 	6 , 	23 , 	16 , 	4 , 	9 , 	4 , 	2 , 	1 , 	1 , 	4 , 	1 , 	2 , 	1 , 	0 , 	6 , 	8 , 	77 , 	48 , 	111 , 	63 , 	49 , 	26 , 	6 , 	12 , 	5 , 	3 , 	2 , 	4 , 	1 , 	2 , 	2 , 	4 , 	16 , 	3 , 	1 , 	2 , 	0 , 	1 , 	1 , 	3 , 	5 , 	582 ,,,,,,,,,,,
EM, 	32 , 	46 , 	17 , 	18 , 	38 , 	18 , 	42 , 	47 , 	55 , 	32 , 	52 , 	54 , 	33 , 	33 , 	19 , 	11 , 	12 , 	15 , 	29 , 	24 , 	27 , 	17 , 	16 , 	34 , 	91 , 	25 , 	4 , 	27 , 	17 , 	32 , 	42 , 	21 , 	40 , 	35 , 	12 , 	20 , 	64 , 	12 , 	32 , 	9 , 	10 , 	40 , 	11 , 	22 , 	13 , 	6 , 	8 , 	9 , 	8 , 	19 ," 	1,340 ",,,,,,,,,,,
MT, 	36 , 	49 , 	16 , 	10 , 	34 , 	20 , 	37 , 	45 , 	50 , 	47 , 	46 , 	37 , 	31 , 	42 , 	10 , 	11 , 	10 , 	10 , 	25 , 	19 , 	23 , 	12 , 	7 , 	24 , 	62 , 	5 , 	11 , 	6 , 	11 , 	31 , 	36 , 	26 , 	68 , 	32 , 	23 , 	16 , 	34 , 	6 , 	25 , 	5 , 	15 , 	34 , 	9 , 	12 , 	12 , 	5 , 	9 , 	14 , 	2 , 	16 ," 	1,169 ",,,,,,,,,,,
PL, 	51 , 	64 , 	25 , 	15 , 	58 , 	27 , 	46 , 	57 , 	72 , 	55 , 	94 , 	55 , 	45 , 	43 , 	20 , 	11 , 	13 , 	15 , 	41 , 	25 , 	31 , 	8 , 	9 , 	29 , 	110 , 	21 , 	6 , 	41 , 	15 , 	108 , 	139 , 	58 , 	160 , 	109 , 	51 , 	15 , 	37 , 	7 , 	35 , 	32 , 	37 , 	68 , 	28 , 	10 , 	7 , 	6 , 	4 , 	12 , 	6 , 	19 ," 	2,041 ",,,,,,,,,,,
CC, 	27 , 	32 , 	16 , 	11 , 	31 , 	15 , 	42 , 	48 , 	52 , 	35 , 	71 , 	41 , 	16 , 	21 , 	15 , 	5 , 	7 , 	12 , 	15 , 	14 , 	21 , 	6 , 	8 , 	24 , 	76 , 	13 , 	11 , 	12 , 	24 , 	32 , 	39 , 	35 , 	67 , 	51 , 	32 , 	4 , 	18 , 	3 , 	12 , 	11 , 	22 , 	51 , 	13 , 	7 , 	6 , 	3 , 	4 , 	9 , 	2 , 	9 ," 	1,143 ",,,,,,,,,,,
16, 	27 , 	24 , 	8 , 	9 , 	27 , 	17 , 	37 , 	50 , 	39 , 	33 , 	40 , 	23 , 	11 , 	9 , 	6 , 	4 , 	4 , 	4 , 	12 , 	10 , 	12 , 	5 , 	8 , 	21 , 	58 , 	33 , 	30 , 	126 , 	38 , 	22 , 	11 , 	19 , 	43 , 	45 , 	24 , 	2 , 	11 , 	2 , 	7 , 	10 , 	20 , 	38 , 	15 , 	6 , 	6 , 	4 , 	3 , 	9 , 	3 , 	5 ," 	1,024 ",,,,,,,,,,,
24, 	32 , 	22 , 	6 , 	9 , 	18 , 	9 , 	26 , 	26 , 	22 , 	23 , 	40 , 	22 , 	14 , 	11 , 	8 , 	6 , 	2 , 	3 , 	11 , 	4 , 	9 , 	5 , 	5 , 	11 , 	39 , 	40 , 	30 , 	163 , 	60 , 	12 , 	27 , 	29 , 	40 , 	39 , 	18 , 	5 , 	8 , 	1 , 	12 , 	14 , 	27 , 	26 , 	12 , 	2 , 	4 , 	1 , 	1 , 	7 , 	1 , 	7 , 	963 ,,,,,,,,,,,
GP, 	4 , 	6 , 	3 , 	4 , 	8 , 	3 , 	5 , 	8 , 	12 , 	3 , 	8 , 	8 , 	3 , 	3 , 	1 , 	1 , 	2 , 	1 , 	2 , 	3 , 	4 , 	3 , 	3 , 	6 , 	8 , 	20 , 	21 , 	78 , 	34 , 	20 , 	25 , 	7 , 	8 , 	5 , 	7 , 	2 , 	4 , 	1 , 	4 , 	3 , 	8 , 	14 , 	5 , 	1 , 	3 , 	1 , 	2 , 	3 , 	0 , 	4 , 	384 ,,,,,,,,,,,
BP, 	11 , 	9 , 	1 , 	1 , 	5 , 	4 , 	7 , 	7 , 	9 , 	13 , 	12 , 	8 , 	5 , 	5 , 	5 , 	2 , 	2 , 	3 , 	3 , 	2 , 	5 , 	1 , 	0 , 	4 , 	12 , 	50 , 	41 , 	214 , 	61 , 	45 , 	43 , 	7 , 	9 , 	7 , 	16 , 	2 , 	4 , 	1 , 	7 , 	6 , 	22 , 	29 , 	11 , 	3 , 	2 , 	1 , 	1 , 	3 , 	1 , 	3 , 	717 ,,,,,,,,,,,
DC, 	6 , 	8 , 	1 , 	1 , 	6 , 	2 , 	5 , 	7 , 	7 , 	6 , 	10 , 	10 , 	5 , 	7 , 	5 , 	2 , 	2 , 	1 , 	5 , 	3 , 	2 , 	1 , 	1 , 	3 , 	10 , 	37 , 	26 , 	159 , 	58 , 	42 , 	39 , 	8 , 	9 , 	15 , 	8 , 	2 , 	6 , 	1 , 	4 , 	5 , 	23 , 	41 , 	10 , 	2 , 	5 , 	2 , 	2 , 	2 , 	1 , 	4 , 	622 ,,,,,,,,,,,
CM, 	3 , 	5 , 	1 , 	3 , 	1 , 	2 , 	3 , 	3 , 	7 , 	1 , 	3 , 	1 , 	2 , 	2 , 	1 , 	1 , 	-   , 	2 , 	2 , 	1 , 	0 , 	-   , 	1 , 	1 , 	3 , 	9 , 	14 , 	61 , 	27 , 	27 , 	22 , 	8 , 	17 , 	8 , 	3 , 	1 , 	2 , 	0 , 	3 , 	2 , 	10 , 	37 , 	2 , 	-   , 	0 , 	-   , 	1 , 	1 , 	0 , 	2 , 	299 ,,,,,,,,,,,
CV, 	1 , 	1 , 	0 , 	0 , 	2 , 	1 , 	1 , 	1 , 	2 , 	11 , 	8 , 	22 , 	10 , 	11 , 	2 , 	3 , 	3 , 	1 , 	-   , 	1 , 	1 , 	0 , 	-   , 	1 , 	4 , 	15 , 	15 , 	23 , 	4 , 	4 , 	3 , 	2 , 	3 , 	2 , 	1 , 	2 , 	15 , 	-   , 	-   , 	-   , 	0 , 	2 , 	-   , 	11 , 	1 , 	0 , 	1 , 	3 , 	1 , 	0 , 	190 ,,,,,,,,,,,
ED, 	2 , 	3 , 	2 , 	1 , 	9 , 	2 , 	5 , 	3 , 	3 , 	16 , 	18 , 	51 , 	15 , 	16 , 	10 , 	4 , 	6 , 	3 , 	1 , 	2 , 	0 , 	0 , 	1 , 	1 , 	3 , 	59 , 	30 , 	45 , 	20 , 	9 , 	7 , 	4 , 	4 , 	8 , 	1 , 	13 , 	13 , 	0 , 	2 , 	1 , 	1 , 	23 , 	2 , 	4 , 	17 , 	1 , 	5 , 	4 , 	0 , 	2 , 	446 ,,,,,,,,,,,
NC, 	0 , 	1 , 	1 , 	1 , 	1 , 	0 , 	4 , 	2 , 	1 , 	1 , 	1 , 	4 , 	1 , 	1 , 	-   , 	-   , 	0 , 	0 , 	6 , 	2 , 	2 , 	2 , 	-   , 	1 , 	0 , 	6 , 	3 , 	12 , 	1 , 	2 , 	3 , 	1 , 	1 , 	2 , 	-   , 	-   , 	-   , 	1 , 	6 , 	1 , 	1 , 	9 , 	1 , 	-   , 	3 , 	0 , 	-   , 	1 , 	2 , 	3 , 	85 ,,,,,,,,,,,
WP, 	2 , 	2 , 	2 , 	0 , 	5 , 	1 , 	7 , 	7 , 	6 , 	1 , 	5 , 	6 , 	2 , 	2 , 	2 , 	2 , 	2 , 	1 , 	28 , 	9 , 	20 , 	4 , 	2 , 	3 , 	4 , 	24 , 	17 , 	44 , 	10 , 	6 , 	8 , 	3 , 	6 , 	3 , 	4 , 	1 , 	2 , 	3 , 	2 , 	1 , 	3 , 	23 , 	1 , 	1 , 	5 , 	-   , 	0 , 	1 , 	1 , 	4 , 	297 ,,,,,,,,,,,
SS, 	1 , 	3 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	3 , 	1 , 	3 , 	3 , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	0 , 	2 , 	-   , 	-   , 	1 , 	1 , 	7 , 	6 , 	35 , 	13 , 	10 , 	17 , 	6 , 	6 , 	3 , 	2 , 	1 , 	0 , 	1 , 	2 , 	3 , 	5 , 	15 , 	3 , 	1 , 	1 , 	-   , 	0 , 	-   , 	0 , 	2 , 	162 ,,,,,,,,,,,
SB, 	6 , 	4 , 	1 , 	1 , 	2 , 	1 , 	2 , 	3 , 	5 , 	1 , 	3 , 	3 , 	2 , 	2 , 	2 , 	1 , 	1 , 	0 , 	4 , 	3 , 	2 , 	1 , 	-   , 	2 , 	5 , 	11 , 	7 , 	44 , 	30 , 	18 , 	26 , 	9 , 	22 , 	26 , 	10 , 	1 , 	1 , 	1 , 	4 , 	5 , 	4 , 	13 , 	3 , 	1 , 	-   , 	-   , 	1 , 	-   , 	2 , 	2 , 	291 ,,,,,,,,,,,
SO, 	4 , 	10 , 	4 , 	2 , 	8 , 	3 , 	12 , 	5 , 	8 , 	1 , 	3 , 	4 , 	3 , 	3 , 	1 , 	2 , 	2 , 	1 , 	11 , 	12 , 	14 , 	6 , 	5 , 	8 , 	7 , 	28 , 	34 , 	84 , 	33 , 	28 , 	14 , 	10 , 	18 , 	29 , 	23 , 	2 , 	6 , 	5 , 	12 , 	11 , 	4 , 	12 , 	27 , 	1 , 	3 , 	1 , 	1 , 	1 , 	5 , 	10 , 	534 ,,,,,,,,,,,
MB, 	2 , 	5 , 	2 , 	1 , 	3 , 	2 , 	2 , 	2 , 	5 , 	-   , 	2 , 	0 , 	1 , 	3 , 	1 , 	1 , 	1 , 	0 , 	2 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	9 , 	9 , 	28 , 	12 , 	11 , 	9 , 	4 , 	10 , 	13 , 	3 , 	0 , 	1 , 	1 , 	2 , 	4 , 	3 , 	55 , 	7 , 	-   , 	1 , 	-   , 	0 , 	-   , 	0 , 	2 , 	220 ,,,,,,,,,,,
WD, 	1 , 	1 , 	1 , 	-   , 	3 , 	2 , 	1 , 	2 , 	1 , 	8 , 	17 , 	15 , 	10 , 	16 , 	6 , 	2 , 	2 , 	2 , 	-   , 	0 , 	1 , 	-   , 	-   , 	1 , 	1 , 	17 , 	10 , 	14 , 	8 , 	6 , 	3 , 	0 , 	1 , 	2 , 	-   , 	14 , 	8 , 	-   , 	0 , 	0 , 	0 , 	6 , 	-   , 	2 , 	4 , 	-   , 	1 , 	1 , 	-   , 	0 , 	184 ,,,,,,,,,,,
OA, 	3 , 	4 , 	2 , 	3 , 	5 , 	1 , 	2 , 	3 , 	4 , 	5 , 	3 , 	7 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	2 , 	3 , 	2 , 	0 , 	2 , 	0 , 	9 , 	10 , 	12 , 	3 , 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	0 , 	6 , 	1 , 	4 , 	-   , 	-   , 	5 , 	-   , 	2 , 	1 , 	0 , 	-   , 	1 , 	0 , 	3 , 	119 ,,,,,,,,,,,
WS, 	4 , 	3 , 	1 , 	2 , 	5 , 	2 , 	1 , 	2 , 	1 , 	3 , 	4 , 	16 , 	6 , 	4 , 	7 , 	6 , 	9 , 	4 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	6 , 	4 , 	8 , 	3 , 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	1 , 	2 , 	1 , 	-   , 	-   , 	0 , 	2 , 	-   , 	0 , 	1 , 	3 , 	5 , 	6 , 	-   , 	1 , 	128 ,,,,,,,,,,,
ML, 	2 , 	3 , 	1 , 	2 , 	11 , 	1 , 	3 , 	3 , 	5 , 	7 , 	7 , 	11 , 	3 , 	5 , 	6 , 	5 , 	5 , 	9 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	10 , 	8 , 	7 , 	8 , 	2 , 	3 , 	2 , 	1 , 	1 , 	-   , 	1 , 	5 , 	-   , 	1 , 	1 , 	-   , 	1 , 	-   , 	0 , 	4 , 	3 , 	7 , 	9 , 	-   , 	2 , 	165 ,,,,,,,,,,,
BE, 	3 , 	7 , 	2 , 	2 , 	10 , 	4 , 	4 , 	3 , 	3 , 	9 , 	17 , 	21 , 	7 , 	12 , 	16 , 	11 , 	9 , 	19 , 	4 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	8 , 	9 , 	16 , 	13 , 	9 , 	8 , 	3 , 	2 , 	2 , 	1 , 	3 , 	5 , 	2 , 	3 , 	-   , 	-   , 	1 , 	-   , 	1 , 	3 , 	9 , 	7 , 	3 , 	-   , 	1 , 	272 ,,,,,,,,,,,
