Exit stations,Entry stations->,,WEEKDAY,,,Apr 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	13 , 	33 , 	30 , 	23 , 	82 , 	27 , 	44 , 	31 , 	40 , 	12 , 	34 , 	29 , 	12 , 	8 , 	8 , 	9 , 	4 , 	7 , 	10 , 	3 , 	8 , 	2 , 	3 , 	7 , 	13 , 	85 , 	96 , 	143 , 	94 , 	81 , 	82 , 	23 , 	23 , 	13 , 	6 , 	1 , 	3 , 	1 , 	5 , 	5 , 	10 , 	11 , 	8 , 	1 , 	5 , 	4 , 	2 , 	5 , 	5 , 	4 ," 	1,207 ",,,,,,,,,,,,,
CL, 	31 , 	38 , 	13 , 	16 , 	44 , 	23 , 	48 , 	42 , 	65 , 	58 , 	102 , 	19 , 	67 , 	69 , 	51 , 	30 , 	31 , 	27 , 	16 , 	12 , 	11 , 	9 , 	5 , 	11 , 	37 , 	94 , 	85 , 	125 , 	104 , 	51 , 	52 , 	20 , 	21 , 	22 , 	3 , 	22 , 	73 , 	3 , 	12 , 	3 , 	9 , 	8 , 	5 , 	21 , 	11 , 	20 , 	11 , 	21 , 	5 , 	18 ," 	1,692 ",,,,,,,,,,,,,
SL, 	12 , 	18 , 	7 , 	6 , 	26 , 	18 , 	32 , 	29 , 	51 , 	78 , 	101 , 	72 , 	7 , 	39 , 	56 , 	33 , 	24 , 	19 , 	7 , 	6 , 	5 , 	2 , 	2 , 	7 , 	16 , 	114 , 	116 , 	145 , 	95 , 	45 , 	38 , 	13 , 	13 , 	13 , 	3 , 	15 , 	37 , 	1 , 	5 , 	4 , 	5 , 	10 , 	2 , 	19 , 	4 , 	16 , 	7 , 	8 , 	4 , 	7 ," 	1,413 ",,,,,,,,,,,,,
BF, 	8 , 	14 , 	5 , 	6 , 	22 , 	9 , 	25 , 	30 , 	46 , 	62 , 	98 , 	73 , 	45 , 	7 , 	34 , 	25 , 	24 , 	35 , 	7 , 	3 , 	2 , 	1 , 	3 , 	5 , 	14 , 	90 , 	104 , 	127 , 	92 , 	42 , 	31 , 	8 , 	14 , 	11 , 	3 , 	13 , 	47 , 	2 , 	2 , 	5 , 	5 , 	7 , 	2 , 	23 , 	3 , 	19 , 	5 , 	6 , 	2 , 	3 ," 	1,268 ",,,,,,,,,,,,,
HY, 	9 , 	17 , 	4 , 	5 , 	17 , 	8 , 	18 , 	24 , 	39 , 	32 , 	70 , 	53 , 	57 , 	35 , 	8 , 	32 , 	42 , 	48 , 	6 , 	3 , 	3 , 	2 , 	2 , 	6 , 	14 , 	57 , 	50 , 	72 , 	58 , 	25 , 	19 , 	10 , 	9 , 	10 , 	2 , 	5 , 	22 , 	1 , 	4 , 	3 , 	6 , 	5 , 	2 , 	10 , 	3 , 	24 , 	15 , 	13 , 	3 , 	5 , 	983 ,,,,,,,,,,,,,
SH, 	8 , 	7 , 	3 , 	3 , 	12 , 	4 , 	12 , 	13 , 	19 , 	21 , 	36 , 	29 , 	32 , 	25 , 	31 , 	3 , 	16 , 	24 , 	5 , 	2 , 	2 , 	1 , 	1 , 	2 , 	8 , 	46 , 	43 , 	54 , 	43 , 	19 , 	16 , 	6 , 	3 , 	3 , 	2 , 	6 , 	9 , 	1 , 	4 , 	2 , 	2 , 	4 , 	2 , 	9 , 	2 , 	22 , 	11 , 	10 , 	2 , 	5 , 	641 ,,,,,,,,,,,,,
UC, 	4 , 	9 , 	6 , 	2 , 	15 , 	5 , 	14 , 	18 , 	22 , 	25 , 	33 , 	32 , 	26 , 	24 , 	39 , 	15 , 	4 , 	30 , 	3 , 	1 , 	3 , 	1 , 	0 , 	3 , 	5 , 	40 , 	39 , 	38 , 	44 , 	17 , 	11 , 	3 , 	4 , 	3 , 	3 , 	4 , 	10 , 	0 , 	2 , 	2 , 	1 , 	3 , 	1 , 	5 , 	3 , 	24 , 	17 , 	11 , 	2 , 	3 , 	627 ,,,,,,,,,,,,,
FM, 	7 , 	13 , 	3 , 	2 , 	13 , 	4 , 	13 , 	10 , 	22 , 	23 , 	38 , 	28 , 	23 , 	34 , 	48 , 	27 , 	27 , 	7 , 	5 , 	4 , 	1 , 	0 , 	1 , 	1 , 	5 , 	29 , 	38 , 	35 , 	28 , 	15 , 	10 , 	3 , 	4 , 	5 , 	2 , 	6 , 	9 , 	1 , 	4 , 	1 , 	2 , 	3 , 	1 , 	3 , 	5 , 	16 , 	23 , 	18 , 	1 , 	3 , 	621 ,,,,,,,,,,,,,
CN, 	9 , 	9 , 	5 , 	3 , 	9 , 	5 , 	28 , 	26 , 	31 , 	6 , 	12 , 	14 , 	9 , 	7 , 	7 , 	3 , 	3 , 	4 , 	10 , 	26 , 	62 , 	36 , 	11 , 	19 , 	7 , 	77 , 	86 , 	125 , 	105 , 	39 , 	33 , 	16 , 	13 , 	10 , 	4 , 	1 , 	3 , 	14 , 	56 , 	5 , 	7 , 	32 , 	6 , 	1 , 	8 , 	3 , 	3 , 	2 , 	37 , 	43 ," 	1,089 ",,,,,,,,,,,,,
PH, 	4 , 	5 , 	3 , 	3 , 	9 , 	4 , 	25 , 	24 , 	31 , 	7 , 	6 , 	10 , 	5 , 	2 , 	2 , 	1 , 	1 , 	4 , 	33 , 	6 , 	25 , 	10 , 	6 , 	19 , 	4 , 	93 , 	83 , 	88 , 	77 , 	29 , 	18 , 	12 , 	4 , 	6 , 	2 , 	1 , 	3 , 	6 , 	24 , 	4 , 	7 , 	21 , 	3 , 	0 , 	7 , 	1 , 	1 , 	1 , 	16 , 	13 , 	770 ,,,,,,,,,,,,,
WC, 	9 , 	9 , 	2 , 	4 , 	11 , 	5 , 	33 , 	22 , 	32 , 	5 , 	14 , 	10 , 	5 , 	4 , 	4 , 	3 , 	2 , 	1 , 	71 , 	28 , 	5 , 	15 , 	10 , 	26 , 	6 , 	73 , 	73 , 	71 , 	59 , 	30 , 	18 , 	6 , 	7 , 	10 , 	4 , 	1 , 	1 , 	9 , 	43 , 	2 , 	4 , 	24 , 	3 , 	0 , 	9 , 	1 , 	1 , 	1 , 	17 , 	26 , 	829 ,,,,,,,,,,,,,
LF, 	2 , 	4 , 	2 , 	1 , 	3 , 	1 , 	10 , 	9 , 	10 , 	2 , 	7 , 	7 , 	2 , 	1 , 	3 , 	0 , 	1 , 	0 , 	46 , 	14 , 	18 , 	3 , 	4 , 	10 , 	2 , 	35 , 	43 , 	27 , 	29 , 	12 , 	10 , 	3 , 	1 , 	2 , 	1 , 	0 , 	0 , 	1 , 	8 , 	1 , 	1 , 	10 , 	1 , 	-   , 	5 , 	0 , 	0 , 	0 , 	6 , 	6 , 	363 ,,,,,,,,,,,,,
OR, 	3 , 	3 , 	0 , 	2 , 	2 , 	1 , 	8 , 	8 , 	13 , 	1 , 	13 , 	4 , 	2 , 	3 , 	1 , 	1 , 	0 , 	1 , 	10 , 	6 , 	13 , 	4 , 	2 , 	10 , 	1 , 	29 , 	31 , 	19 , 	18 , 	10 , 	5 , 	3 , 	2 , 	2 , 	1 , 	0 , 	0 , 	1 , 	3 , 	1 , 	1 , 	9 , 	1 , 	0 , 	3 , 	0 , 	1 , 	1 , 	2 , 	2 , 	255 ,,,,,,,,,,,,,
RR, 	7 , 	9 , 	6 , 	3 , 	2 , 	1 , 	9 , 	14 , 	20 , 	3 , 	21 , 	9 , 	9 , 	5 , 	6 , 	3 , 	3 , 	1 , 	15 , 	24 , 	25 , 	11 , 	12 , 	5 , 	7 , 	57 , 	52 , 	49 , 	50 , 	28 , 	17 , 	7 , 	7 , 	4 , 	1 , 	1 , 	2 , 	3 , 	12 , 	2 , 	2 , 	14 , 	1 , 	0 , 	2 , 	0 , 	1 , 	1 , 	4 , 	13 , 	561 ,,,,,,,,,,,,,
OW, 	11 , 	12 , 	2 , 	2 , 	13 , 	10 , 	18 , 	11 , 	20 , 	7 , 	44 , 	36 , 	17 , 	19 , 	12 , 	8 , 	3 , 	3 , 	9 , 	4 , 	5 , 	1 , 	1 , 	7 , 	8 , 	222 , 	177 , 	232 , 	157 , 	86 , 	58 , 	15 , 	21 , 	12 , 	6 , 	3 , 	9 , 	1 , 	4 , 	7 , 	6 , 	17 , 	6 , 	2 , 	2 , 	2 , 	2 , 	2 , 	4 , 	8 ," 	1,341 ",,,,,,,,,,,,,
EM, 	105 , 	167 , 	64 , 	49 , 	79 , 	54 , 	100 , 	117 , 	119 , 	113 , 	158 , 	111 , 	138 , 	101 , 	67 , 	56 , 	47 , 	38 , 	97 , 	106 , 	84 , 	40 , 	37 , 	65 , 	238 , 	22 , 	12 , 	52 , 	59 , 	100 , 	139 , 	86 , 	193 , 	139 , 	51 , 	45 , 	112 , 	29 , 	97 , 	35 , 	32 , 	43 , 	25 , 	37 , 	15 , 	12 , 	15 , 	16 , 	26 , 	99 ," 	3,839 ",,,,,,,,,,,,,
MT, 	124 , 	163 , 	68 , 	39 , 	68 , 	56 , 	104 , 	121 , 	125 , 	104 , 	163 , 	101 , 	137 , 	124 , 	66 , 	55 , 	46 , 	42 , 	111 , 	92 , 	79 , 	47 , 	33 , 	58 , 	218 , 	12 , 	15 , 	19 , 	43 , 	123 , 	202 , 	150 , 	344 , 	194 , 	83 , 	48 , 	79 , 	29 , 	115 , 	51 , 	55 , 	52 , 	47 , 	31 , 	10 , 	16 , 	14 , 	15 , 	24 , 	74 ," 	4,187 ",,,,,,,,,,,,,
PL, 	113 , 	167 , 	58 , 	33 , 	69 , 	62 , 	105 , 	105 , 	140 , 	103 , 	203 , 	109 , 	123 , 	102 , 	61 , 	41 , 	37 , 	29 , 	90 , 	72 , 	58 , 	26 , 	18 , 	44 , 	226 , 	60 , 	17 , 	22 , 	36 , 	191 , 	276 , 	185 , 	370 , 	251 , 	96 , 	36 , 	84 , 	26 , 	99 , 	73 , 	66 , 	96 , 	38 , 	27 , 	12 , 	11 , 	10 , 	13 , 	34 , 	76 ," 	4,400 ",,,,,,,,,,,,,
CC, 	87 , 	137 , 	55 , 	42 , 	61 , 	49 , 	112 , 	110 , 	104 , 	88 , 	188 , 	103 , 	90 , 	84 , 	50 , 	38 , 	38 , 	27 , 	94 , 	70 , 	54 , 	29 , 	15 , 	47 , 	167 , 	54 , 	35 , 	32 , 	18 , 	87 , 	127 , 	99 , 	231 , 	168 , 	78 , 	30 , 	67 , 	29 , 	82 , 	57 , 	53 , 	53 , 	49 , 	21 , 	8 , 	7 , 	12 , 	15 , 	17 , 	67 ," 	3,435 ",,,,,,,,,,,,,
16, 	73 , 	71 , 	22 , 	23 , 	39 , 	29 , 	66 , 	67 , 	58 , 	51 , 	86 , 	49 , 	44 , 	36 , 	26 , 	21 , 	14 , 	15 , 	33 , 	29 , 	28 , 	11 , 	10 , 	25 , 	95 , 	96 , 	115 , 	219 , 	104 , 	11 , 	32 , 	60 , 	128 , 	111 , 	56 , 	8 , 	25 , 	12 , 	49 , 	31 , 	38 , 	41 , 	31 , 	9 , 	4 , 	4 , 	4 , 	5 , 	16 , 	36 ," 	2,264 ",,,,,,,,,,,,,
24, 	74 , 	78 , 	19 , 	18 , 	29 , 	19 , 	44 , 	42 , 	47 , 	37 , 	85 , 	51 , 	37 , 	29 , 	15 , 	15 , 	10 , 	10 , 	32 , 	17 , 	17 , 	10 , 	6 , 	17 , 	66 , 	129 , 	174 , 	326 , 	161 , 	35 , 	12 , 	61 , 	118 , 	91 , 	54 , 	5 , 	14 , 	10 , 	39 , 	42 , 	41 , 	26 , 	28 , 	10 , 	5 , 	3 , 	5 , 	5 , 	11 , 	25 ," 	2,253 ",,,,,,,,,,,,,
GP, 	19 , 	21 , 	6 , 	5 , 	11 , 	4 , 	14 , 	17 , 	22 , 	17 , 	19 , 	18 , 	12 , 	9 , 	9 , 	5 , 	2 , 	1 , 	13 , 	7 , 	5 , 	3 , 	2 , 	8 , 	13 , 	81 , 	126 , 	191 , 	97 , 	64 , 	58 , 	6 , 	16 , 	20 , 	15 , 	3 , 	6 , 	2 , 	11 , 	9 , 	22 , 	18 , 	12 , 	3 , 	3 , 	1 , 	1 , 	1 , 	4 , 	13 ," 	1,046 ",,,,,,,,,,,,,
BP, 	21 , 	25 , 	7 , 	3 , 	14 , 	5 , 	15 , 	18 , 	34 , 	20 , 	26 , 	23 , 	13 , 	12 , 	8 , 	7 , 	5 , 	3 , 	11 , 	3 , 	8 , 	1 , 	3 , 	7 , 	23 , 	149 , 	193 , 	468 , 	221 , 	109 , 	105 , 	18 , 	7 , 	18 , 	25 , 	3 , 	7 , 	1 , 	10 , 	20 , 	32 , 	25 , 	25 , 	5 , 	2 , 	3 , 	2 , 	2 , 	4 , 	8 ," 	1,775 ",,,,,,,,,,,,,
DC, 	12 , 	19 , 	5 , 	6 , 	9 , 	4 , 	12 , 	15 , 	24 , 	12 , 	21 , 	23 , 	11 , 	10 , 	9 , 	4 , 	5 , 	5 , 	8 , 	7 , 	9 , 	3 , 	3 , 	3 , 	14 , 	138 , 	163 , 	309 , 	182 , 	110 , 	91 , 	20 , 	21 , 	9 , 	10 , 	2 , 	12 , 	1 , 	10 , 	21 , 	33 , 	46 , 	28 , 	3 , 	2 , 	3 , 	2 , 	2 , 	4 , 	14 ," 	1,488 ",,,,,,,,,,,,,
CM, 	6 , 	8 , 	1 , 	2 , 	3 , 	3 , 	7 , 	6 , 	13 , 	3 , 	5 , 	3 , 	3 , 	3 , 	1 , 	3 , 	2 , 	1 , 	3 , 	2 , 	4 , 	1 , 	1 , 	1 , 	6 , 	51 , 	60 , 	113 , 	75 , 	46 , 	50 , 	16 , 	28 , 	10 , 	4 , 	1 , 	2 , 	1 , 	8 , 	6 , 	15 , 	41 , 	16 , 	0 , 	0 , 	1 , 	1 , 	0 , 	2 , 	9 , 	645 ,,,,,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	2 , 	4 , 	2 , 	5 , 	3 , 	5 , 	23 , 	21 , 	21 , 	17 , 	33 , 	5 , 	3 , 	4 , 	7 , 	0 , 	1 , 	1 , 	0 , 	0 , 	1 , 	4 , 	35 , 	46 , 	40 , 	31 , 	12 , 	6 , 	3 , 	4 , 	2 , 	0 , 	2 , 	30 , 	0 , 	0 , 	2 , 	3 , 	3 , 	1 , 	17 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	407 ,,,,,,,,,,,,,
ED, 	3 , 	8 , 	2 , 	1 , 	9 , 	5 , 	12 , 	9 , 	10 , 	33 , 	55 , 	68 , 	33 , 	44 , 	20 , 	10 , 	11 , 	10 , 	3 , 	2 , 	1 , 	1 , 	0 , 	1 , 	8 , 	90 , 	72 , 	97 , 	72 , 	27 , 	16 , 	8 , 	8 , 	12 , 	2 , 	28 , 	8 , 	0 , 	3 , 	3 , 	1 , 	19 , 	2 , 	13 , 	13 , 	5 , 	4 , 	5 , 	0 , 	2 , 	871 ,,,,,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	5 , 	8 , 	7 , 	1 , 	2 , 	3 , 	1 , 	2 , 	1 , 	1 , 	0 , 	1 , 	9 , 	5 , 	6 , 	1 , 	1 , 	3 , 	1 , 	23 , 	26 , 	27 , 	32 , 	10 , 	10 , 	2 , 	2 , 	1 , 	1 , 	0 , 	0 , 	2 , 	11 , 	4 , 	1 , 	10 , 	0 , 	0 , 	3 , 	0 , 	1 , 	0 , 	7 , 	9 , 	247 ,,,,,,,,,,,,,
WP, 	4 , 	8 , 	2 , 	3 , 	12 , 	3 , 	28 , 	27 , 	30 , 	3 , 	8 , 	10 , 	5 , 	3 , 	4 , 	4 , 	2 , 	4 , 	60 , 	25 , 	39 , 	6 , 	6 , 	10 , 	7 , 	83 , 	80 , 	131 , 	98 , 	51 , 	40 , 	12 , 	12 , 	12 , 	8 , 	0 , 	1 , 	12 , 	7 , 	5 , 	9 , 	29 , 	4 , 	0 , 	7 , 	1 , 	1 , 	1 , 	6 , 	13 , 	936 ,,,,,,,,,,,,,
SS, 	6 , 	8 , 	2 , 	1 , 	4 , 	2 , 	5 , 	6 , 	14 , 	4 , 	3 , 	4 , 	3 , 	5 , 	3 , 	1 , 	1 , 	1 , 	4 , 	5 , 	3 , 	1 , 	1 , 	3 , 	4 , 	39 , 	40 , 	83 , 	58 , 	38 , 	42 , 	10 , 	21 , 	20 , 	7 , 	1 , 	2 , 	4 , 	6 , 	3 , 	9 , 	18 , 	9 , 	0 , 	0 , 	1 , 	0 , 	0 , 	1 , 	7 , 	514 ,,,,,,,,,,,,,
SB, 	10 , 	10 , 	2 , 	2 , 	5 , 	4 , 	4 , 	7 , 	11 , 	2 , 	8 , 	8 , 	5 , 	6 , 	6 , 	2 , 	1 , 	2 , 	8 , 	6 , 	4 , 	2 , 	1 , 	2 , 	6 , 	31 , 	42 , 	79 , 	59 , 	45 , 	45 , 	24 , 	35 , 	38 , 	14 , 	3 , 	1 , 	2 , 	10 , 	9 , 	5 , 	13 , 	6 , 	1 , 	1 , 	0 , 	1 , 	0 , 	3 , 	5 , 	595 ,,,,,,,,,,,,,
SO, 	9 , 	18 , 	8 , 	8 , 	10 , 	6 , 	17 , 	11 , 	14 , 	5 , 	11 , 	6 , 	9 , 	7 , 	5 , 	3 , 	4 , 	2 , 	29 , 	22 , 	25 , 	11 , 	9 , 	13 , 	17 , 	28 , 	31 , 	72 , 	43 , 	31 , 	23 , 	13 , 	28 , 	41 , 	36 , 	2 , 	16 , 	12 , 	31 , 	15 , 	10 , 	13 , 	41 , 	4 , 	3 , 	1 , 	2 , 	1 , 	4 , 	31 , 	812 ,,,,,,,,,,,,,
MB, 	8 , 	11 , 	5 , 	2 , 	10 , 	3 , 	6 , 	6 , 	10 , 	2 , 	3 , 	7 , 	2 , 	2 , 	1 , 	2 , 	1 , 	1 , 	7 , 	2 , 	2 , 	1 , 	0 , 	1 , 	7 , 	22 , 	41 , 	46 , 	45 , 	30 , 	22 , 	12 , 	27 , 	29 , 	14 , 	1 , 	2 , 	0 , 	3 , 	9 , 	5 , 	44 , 	8 , 	0 , 	1 , 	0 , 	0 , 	0 , 	0 , 	6 , 	470 ,,,,,,,,,,,,,
WD, 	2 , 	3 , 	2 , 	0 , 	2 , 	1 , 	3 , 	5 , 	3 , 	20 , 	25 , 	21 , 	21 , 	25 , 	12 , 	10 , 	6 , 	3 , 	1 , 	0 , 	1 , 	-   , 	0 , 	0 , 	2 , 	36 , 	28 , 	36 , 	21 , 	10 , 	10 , 	4 , 	5 , 	2 , 	0 , 	17 , 	14 , 	1 , 	0 , 	0 , 	1 , 	3 , 	0 , 	4 , 	5 , 	1 , 	3 , 	1 , 	0 , 	0 , 	369 ,,,,,,,,,,,,,
OA, 	3 , 	8 , 	4 , 	3 , 	7 , 	3 , 	5 , 	5 , 	4 , 	4 , 	4 , 	9 , 	3 , 	1 , 	2 , 	1 , 	2 , 	5 , 	9 , 	6 , 	6 , 	3 , 	1 , 	2 , 	1 , 	12 , 	8 , 	11 , 	8 , 	6 , 	4 , 	2 , 	4 , 	2 , 	0 , 	1 , 	12 , 	3 , 	5 , 	1 , 	1 , 	3 , 	0 , 	4 , 	1 , 	1 , 	2 , 	2 , 	1 , 	7 , 	205 ,,,,,,,,,,,,,
WS, 	4 , 	6 , 	2 , 	3 , 	6 , 	4 , 	3 , 	8 , 	6 , 	14 , 	17 , 	18 , 	14 , 	12 , 	15 , 	19 , 	22 , 	13 , 	3 , 	1 , 	1 , 	0 , 	0 , 	1 , 	2 , 	12 , 	12 , 	12 , 	8 , 	5 , 	3 , 	1 , 	3 , 	4 , 	1 , 	2 , 	5 , 	0 , 	2 , 	1 , 	0 , 	2 , 	0 , 	1 , 	1 , 	2 , 	17 , 	16 , 	0 , 	1 , 	305 ,,,,,,,,,,,,,
ML, 	2 , 	4 , 	2 , 	1 , 	5 , 	3 , 	5 , 	5 , 	5 , 	6 , 	10 , 	11 , 	7 , 	6 , 	16 , 	10 , 	18 , 	22 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	1 , 	13 , 	13 , 	15 , 	14 , 	4 , 	4 , 	2 , 	1 , 	3 , 	0 , 	1 , 	4 , 	0 , 	1 , 	0 , 	1 , 	1 , 	0 , 	2 , 	2 , 	20 , 	6 , 	3 , 	1 , 	1 , 	255 ,,,,,,,,,,,,,
BE, 	6 , 	7 , 	3 , 	1 , 	11 , 	5 , 	8 , 	6 , 	5 , 	11 , 	13 , 	19 , 	10 , 	7 , 	13 , 	11 , 	13 , 	19 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	15 , 	13 , 	18 , 	15 , 	6 , 	6 , 	1 , 	3 , 	1 , 	1 , 	1 , 	6 , 	1 , 	1 , 	0 , 	0 , 	1 , 	0 , 	1 , 	2 , 	17 , 	3 , 	6 , 	1 , 	2 , 	301 ,,,,,,,,,,,,,
