Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Sep 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	93 , 	86 , 	49 , 	203 , 	77 , 	78 , 	38 , 	74 , 	18 , 	91 , 	66 , 	23 , 	18 , 	26 , 	15 , 	7 , 	22 , 	29 , 	10 , 	13 , 	5 , 	5 , 	13 , 	17 , 	86 , 	75 , 	203 , 	113 , 	90 , 	119 , 	19 , 	36 , 	20 , 	10 , 	3 , 	12 , 	5 , 	19 , 	7 , 	5 , 	17 , 	9 ," 	1,925 ",,,Eastbay," 	39,062 ",,SF CBD," 	92,524 ",62.7%,,,
EN, 	110 , 	16 , 	76 , 	60 , 	486 , 	103 , 	102 , 	73 , 	174 , 	33 , 	102 , 	162 , 	38 , 	41 , 	30 , 	18 , 	24 , 	38 , 	27 , 	15 , 	16 , 	7 , 	10 , 	18 , 	23 , 	257 , 	197 , 	547 , 	207 , 	69 , 	113 , 	34 , 	50 , 	52 , 	11 , 	7 , 	19 , 	6 , 	32 , 	14 , 	6 , 	35 , 	13 ," 	3,468 ",,,Westbay," 	45,378 ",,non-CBD," 	58,180 ",39.4%,,,
EP, 	93 , 	69 , 	3 , 	35 , 	442 , 	66 , 	38 , 	39 , 	112 , 	28 , 	37 , 	48 , 	16 , 	13 , 	11 , 	4 , 	9 , 	25 , 	12 , 	5 , 	15 , 	7 , 	6 , 	16 , 	8 , 	164 , 	120 , 	258 , 	133 , 	29 , 	30 , 	15 , 	8 , 	11 , 	2 , 	3 , 	8 , 	1 , 	5 , 	2 , 	1 , 	22 , 	8 ," 	1,971 ",,,Transbay," 	69,302 ",,,,,,,
NB, 	59 , 	51 , 	41 , 	6 , 	161 , 	40 , 	39 , 	39 , 	96 , 	22 , 	48 , 	57 , 	14 , 	21 , 	10 , 	8 , 	8 , 	24 , 	15 , 	8 , 	8 , 	5 , 	5 , 	13 , 	9 , 	200 , 	139 , 	302 , 	200 , 	74 , 	65 , 	12 , 	12 , 	19 , 	3 , 	5 , 	8 , 	3 , 	10 , 	2 , 	2 , 	26 , 	9 ," 	1,893 ",,,SFO Ext," 	11,491 ",,,,,,,
BK, 	215 , 	510 , 	470 , 	174 , 	22 , 	306 , 	276 , 	184 , 	324 , 	118 , 	205 , 	161 , 	118 , 	122 , 	107 , 	32 , 	70 , 	220 , 	76 , 	96 , 	116 , 	90 , 	75 , 	45 , 	43 , 	512 , 	360 ," 	1,109 ", 	606 , 	198 , 	180 , 	79 , 	52 , 	107 , 	18 , 	38 , 	144 , 	15 , 	39 , 	12 , 	17 , 	46 , 	73 ," 	7,774 ",,,Extensions," 	16,929 ",,,,,,,
AS, 	83 , 	95 , 	63 , 	43 , 	249 , 	9 , 	74 , 	94 , 	143 , 	49 , 	84 , 	78 , 	28 , 	29 , 	32 , 	11 , 	15 , 	33 , 	18 , 	9 , 	19 , 	7 , 	6 , 	14 , 	26 , 	154 , 	131 , 	295 , 	211 , 	91 , 	77 , 	15 , 	16 , 	14 , 	3 , 	7 , 	12 , 	2 , 	14 , 	2 , 	2 , 	15 , 	11 ," 	2,375 ",,,,,,,,,,,
MA, 	85 , 	91 , 	42 , 	42 , 	254 , 	74 , 	9 , 	42 , 	121 , 	30 , 	97 , 	117 , 	42 , 	54 , 	38 , 	21 , 	19 , 	38 , 	41 , 	26 , 	34 , 	16 , 	9 , 	33 , 	42 , 	255 , 	220 , 	486 , 	282 , 	134 , 	106 , 	30 , 	33 , 	26 , 	6 , 	7 , 	18 , 	7 , 	66 , 	5 , 	4 , 	25 , 	8 ," 	3,128 ",,,,,,,,,,,
19, 	41 , 	75 , 	43 , 	44 , 	182 , 	90 , 	44 , 	7 , 	24 , 	14 , 	67 , 	73 , 	39 , 	48 , 	27 , 	18 , 	18 , 	42 , 	32 , 	20 , 	41 , 	16 , 	15 , 	36 , 	23 , 	123 , 	126 , 	273 , 	169 , 	72 , 	64 , 	18 , 	21 , 	23 , 	11 , 	5 , 	18 , 	7 , 	25 , 	5 , 	4 , 	15 , 	13 ," 	2,064 ",,,,,,,,,,,
12, 	77 , 	165 , 	101 , 	93 , 	308 , 	143 , 	121 , 	22 , 	10 , 	28 , 	150 , 	175 , 	122 , 	133 , 	93 , 	44 , 	63 , 	113 , 	58 , 	63 , 	74 , 	35 , 	42 , 	79 , 	64 , 	269 , 	254 , 	643 , 	268 , 	92 , 	89 , 	53 , 	65 , 	59 , 	28 , 	22 , 	46 , 	18 , 	64 , 	11 , 	10 , 	41 , 	36 ," 	4,437 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	28 , 	32 , 	19 , 	119 , 	47 , 	22 , 	9 , 	24 , 	6 , 	73 , 	90 , 	114 , 	112 , 	41 , 	22 , 	46 , 	55 , 	10 , 	11 , 	12 , 	6 , 	6 , 	14 , 	16 , 	165 , 	168 , 	415 , 	171 , 	63 , 	52 , 	22 , 	27 , 	24 , 	5 , 	47 , 	56 , 	3 , 	9 , 	3 , 	2 , 	9 , 	5 ," 	2,192 ",,,Dtwn SF," 	1,812 "," 	5,839 "," 	15,196 "," 	6,744 "," 	6,485 "," 	9,020 "," 	3,197 "," 	45,095 "
