Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Dec 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	75 , 	73 , 	37 , 	176 , 	69 , 	61 , 	40 , 	80 , 	11 , 	69 , 	49 , 	19 , 	25 , 	16 , 	7 , 	7 , 	13 , 	20 , 	9 , 	9 , 	4 , 	4 , 	10 , 	17 , 	59 , 	80 , 	172 , 	63 , 	74 , 	93 , 	18 , 	28 , 	18 , 	9 , 	3 , 	9 , 	4 , 	27 , 	5 , 	3 , 	13 , 	7 ," 	1,587 ",,,Eastbay," 	32,422 ",,SF CBD," 	87,765 ",65.1%,,,
EN, 	95 , 	13 , 	64 , 	64 , 	352 , 	95 , 	91 , 	82 , 	148 , 	31 , 	83 , 	97 , 	35 , 	33 , 	29 , 	20 , 	21 , 	31 , 	23 , 	8 , 	23 , 	4 , 	5 , 	18 , 	25 , 	172 , 	244 , 	535 , 	165 , 	58 , 	99 , 	28 , 	71 , 	33 , 	18 , 	5 , 	12 , 	5 , 	27 , 	6 , 	8 , 	35 , 	11 ," 	3,016 ",,,Westbay," 	43,721 ",,non-CBD," 	49,811 ",37.0%,,,
EP, 	72 , 	60 , 	7 , 	39 , 	289 , 	63 , 	45 , 	58 , 	90 , 	27 , 	27 , 	46 , 	12 , 	12 , 	12 , 	7 , 	10 , 	19 , 	11 , 	5 , 	12 , 	5 , 	5 , 	12 , 	8 , 	105 , 	162 , 	290 , 	106 , 	26 , 	32 , 	12 , 	12 , 	14 , 	2 , 	2 , 	7 , 	4 , 	9 , 	0 , 	2 , 	24 , 	6 ," 	1,759 ",,,Transbay," 	64,115 ",,,,,,,
NB, 	45 , 	57 , 	40 , 	6 , 	106 , 	39 , 	35 , 	36 , 	86 , 	21 , 	32 , 	40 , 	18 , 	24 , 	11 , 	9 , 	5 , 	15 , 	11 , 	8 , 	15 , 	6 , 	4 , 	10 , 	12 , 	146 , 	206 , 	363 , 	162 , 	49 , 	62 , 	18 , 	14 , 	18 , 	4 , 	2 , 	9 , 	2 , 	10 , 	2 , 	1 , 	34 , 	7 ," 	1,795 ",,,SFO Ext," 	10,072 ",,,,,,,
BK, 	193 , 	342 , 	295 , 	102 , 	13 , 	218 , 	184 , 	196 , 	274 , 	88 , 	132 , 	128 , 	61 , 	59 , 	46 , 	25 , 	41 , 	94 , 	34 , 	43 , 	58 , 	41 , 	21 , 	26 , 	55 , 	248 , 	278 , 	764 , 	303 , 	114 , 	113 , 	49 , 	29 , 	48 , 	13 , 	20 , 	37 , 	5 , 	21 , 	8 , 	7 , 	60 , 	32 ," 	4,913 ",,,Extensions," 	15,897 ",,,,,,,
AS, 	69 , 	90 , 	52 , 	37 , 	187 , 	7 , 	61 , 	77 , 	110 , 	33 , 	61 , 	64 , 	23 , 	35 , 	27 , 	11 , 	13 , 	18 , 	8 , 	7 , 	11 , 	5 , 	3 , 	10 , 	32 , 	104 , 	139 , 	265 , 	131 , 	80 , 	53 , 	10 , 	12 , 	10 , 	6 , 	4 , 	12 , 	3 , 	7 , 	2 , 	4 , 	17 , 	8 ," 	1,911 ",,,,,,,,,,,
MA, 	69 , 	86 , 	46 , 	36 , 	179 , 	67 , 	7 , 	46 , 	100 , 	18 , 	90 , 	92 , 	37 , 	67 , 	42 , 	14 , 	15 , 	31 , 	40 , 	25 , 	27 , 	16 , 	9 , 	29 , 	38 , 	167 , 	275 , 	517 , 	233 , 	106 , 	93 , 	26 , 	33 , 	21 , 	7 , 	6 , 	26 , 	6 , 	42 , 	3 , 	3 , 	26 , 	8 ," 	2,818 ",,,,,,,,,,,
19, 	46 , 	80 , 	58 , 	39 , 	190 , 	85 , 	46 , 	6 , 	36 , 	14 , 	70 , 	69 , 	57 , 	60 , 	41 , 	20 , 	24 , 	41 , 	46 , 	22 , 	42 , 	19 , 	27 , 	49 , 	35 , 	99 , 	146 , 	312 , 	161 , 	50 , 	54 , 	20 , 	23 , 	22 , 	7 , 	10 , 	25 , 	9 , 	39 , 	5 , 	2 , 	10 , 	13 ," 	2,226 ",,,,,,,,,,,
12, 	73 , 	136 , 	84 , 	81 , 	236 , 	107 , 	81 , 	30 , 	12 , 	21 , 	112 , 	150 , 	124 , 	152 , 	115 , 	61 , 	99 , 	92 , 	56 , 	40 , 	71 , 	30 , 	28 , 	51 , 	75 , 	181 , 	288 , 	611 , 	234 , 	73 , 	73 , 	45 , 	60 , 	51 , 	27 , 	29 , 	53 , 	18 , 	59 , 	8 , 	6 , 	30 , 	16 ," 	3,973 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	25 , 	24 , 	19 , 	79 , 	28 , 	17 , 	13 , 	23 , 	5 , 	56 , 	64 , 	106 , 	109 , 	33 , 	19 , 	41 , 	31 , 	7 , 	7 , 	8 , 	3 , 	4 , 	12 , 	19 , 	112 , 	199 , 	405 , 	145 , 	47 , 	51 , 	19 , 	27 , 	21 , 	12 , 	34 , 	55 , 	3 , 	6 , 	4 , 	3 , 	29 , 	2 ," 	1,935 ",,,Dtwn SF," 	1,989 "," 	5,582 "," 	14,980 "," 	5,368 "," 	6,587 "," 	8,716 "," 	2,793 "," 	43,222 "
FV, 	67 , 	84 , 	25 , 	41 , 	134 , 	67 , 	76 , 	76 , 	135 , 	57 , 	9 , 	111 , 	153 , 	257 , 	115 , 	45 , 	54 , 	69 , 	30 , 	17 , 	15 , 	13 , 	12 , 	30 , 	83 , 	162 , 	230 , 	552 , 	166 , 	94 , 	154 , 	30 , 	39 , 	36 , 	9 , 	29 , 	76 , 	3 , 	30 , 	6 , 	6 , 	31 , 	10 ," 	3,432 ",,,OAK," 	5,469 ", 	821 ," 	1,158 "," 	2,026 ", 	886 ," 	2,622 ", 	196 ," 	12,981 "
CL, 	49 , 	95 , 	50 , 	53 , 	211 , 	72 , 	97 , 	71 , 	161 , 	57 , 	123 , 	9 , 	76 , 	214 , 	90 , 	53 , 	81 , 	109 , 	49 , 	59 , 	46 , 	35 , 	100 , 	45 , 	59 , 	199 , 	189 , 	435 , 	232 , 	80 , 	90 , 	59 , 	45 , 	65 , 	18 , 	26 , 	167 , 	15 , 	155 , 	11 , 	16 , 	31 , 	24 ," 	3,913 ",,,CM line," 	14,228 "," 	1,187 "," 	4,980 "," 	1,341 ", 	980 ," 	1,565 "," 	1,100 "," 	24,279 "
SL, 	19 , 	34 , 	14 , 	14 , 	59 , 	20 , 	36 , 	52 , 	128 , 	99 , 	141 , 	73 , 	6 , 	118 , 	79 , 	33 , 	41 , 	45 , 	9 , 	6 , 	10 , 	5 , 	5 , 	8 , 	19 , 	109 , 	164 , 	372 , 	90 , 	35 , 	41 , 	18 , 	21 , 	18 , 	7 , 	22 , 	44 , 	3 , 	12 , 	4 , 	4 , 	16 , 	4 ," 	2,053 ",,,RM line," 	5,259 "," 	2,108 "," 	1,341 "," 	3,541 ", 	627 ," 	1,805 ", 	299 ," 	14,682 "
