Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Dec 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	61 , 	50 , 	31 , 	123 , 	57 , 	46 , 	19 , 	44 , 	17 , 	45 , 	67 , 	12 , 	16 , 	7 , 	9 , 	10 , 	12 , 	13 , 	4 , 	6 , 	3 , 	1 , 	10 , 	12 , 	46 , 	71 , 	94 , 	40 , 	55 , 	75 , 	8 , 	27 , 	15 , 	3 , 	1 , 	6 , 	4 , 	18 , 	3 , 	1 , 	11 , 	4 ," 	1,161 ",,,Eastbay," 	24,673 ",,SF CBD," 	58,031 ",61.9%,,,
EN, 	66 , 	13 , 	50 , 	41 , 	217 , 	84 , 	66 , 	40 , 	99 , 	25 , 	47 , 	87 , 	19 , 	20 , 	17 , 	12 , 	12 , 	29 , 	17 , 	5 , 	15 , 	3 , 	5 , 	9 , 	14 , 	80 , 	204 , 	269 , 	89 , 	33 , 	58 , 	17 , 	43 , 	24 , 	13 , 	4 , 	12 , 	2 , 	16 , 	3 , 	4 , 	29 , 	8 ," 	1,916 ",,,Westbay," 	30,521 ",,non-CBD," 	37,882 ",40.4%,,,
EP, 	53 , 	44 , 	4 , 	24 , 	202 , 	51 , 	36 , 	37 , 	44 , 	19 , 	20 , 	70 , 	14 , 	8 , 	5 , 	6 , 	6 , 	16 , 	10 , 	5 , 	8 , 	4 , 	3 , 	9 , 	4 , 	65 , 	146 , 	161 , 	58 , 	20 , 	21 , 	9 , 	6 , 	10 , 	2 , 	2 , 	7 , 	1 , 	7 , 	1 , 	1 , 	30 , 	6 ," 	1,250 ",,,Transbay," 	43,398 ",,,,,,,
NB, 	31 , 	34 , 	29 , 	3 , 	60 , 	38 , 	27 , 	29 , 	60 , 	16 , 	21 , 	73 , 	13 , 	10 , 	9 , 	4 , 	5 , 	11 , 	6 , 	7 , 	9 , 	3 , 	2 , 	7 , 	5 , 	110 , 	170 , 	172 , 	85 , 	41 , 	38 , 	12 , 	9 , 	8 , 	5 , 	3 , 	5 , 	2 , 	5 , 	1 , 	2 , 	33 , 	5 ," 	1,213 ",,,SFO Ext," 	8,483 ",,,,,,,
BK, 	117 , 	189 , 	204 , 	55 , 	13 , 	130 , 	122 , 	134 , 	162 , 	65 , 	89 , 	117 , 	36 , 	38 , 	32 , 	20 , 	36 , 	93 , 	24 , 	24 , 	30 , 	20 , 	11 , 	20 , 	40 , 	184 , 	285 , 	397 , 	170 , 	93 , 	72 , 	40 , 	20 , 	35 , 	12 , 	17 , 	56 , 	3 , 	14 , 	4 , 	5 , 	62 , 	23 ," 	3,307 ",,,Extensions," 	11,105 ",,,,,,,
AS, 	62 , 	60 , 	45 , 	36 , 	113 , 	6 , 	56 , 	48 , 	72 , 	33 , 	58 , 	80 , 	17 , 	26 , 	16 , 	9 , 	14 , 	17 , 	4 , 	4 , 	8 , 	4 , 	3 , 	5 , 	25 , 	70 , 	142 , 	137 , 	83 , 	56 , 	43 , 	9 , 	8 , 	6 , 	6 , 	4 , 	7 , 	1 , 	7 , 	2 , 	2 , 	28 , 	6 ," 	1,430 ",,,,,,,,,,,
MA, 	44 , 	58 , 	34 , 	24 , 	118 , 	54 , 	11 , 	25 , 	54 , 	22 , 	65 , 	135 , 	27 , 	46 , 	28 , 	14 , 	18 , 	23 , 	26 , 	13 , 	19 , 	9 , 	7 , 	20 , 	27 , 	125 , 	233 , 	280 , 	137 , 	81 , 	62 , 	19 , 	20 , 	15 , 	8 , 	5 , 	14 , 	5 , 	39 , 	1 , 	3 , 	43 , 	6 ," 	2,011 ",,,,,,,,,,,
19, 	27 , 	33 , 	31 , 	29 , 	130 , 	47 , 	21 , 	7 , 	15 , 	14 , 	48 , 	53 , 	24 , 	33 , 	15 , 	10 , 	13 , 	24 , 	14 , 	8 , 	17 , 	4 , 	5 , 	19 , 	13 , 	70 , 	114 , 	150 , 	83 , 	41 , 	35 , 	15 , 	15 , 	10 , 	3 , 	6 , 	11 , 	5 , 	19 , 	4 , 	3 , 	13 , 	5 ," 	1,251 ",,,,,,,,,,,
12, 	52 , 	70 , 	49 , 	50 , 	149 , 	61 , 	54 , 	10 , 	8 , 	15 , 	62 , 	130 , 	65 , 	80 , 	45 , 	28 , 	36 , 	56 , 	40 , 	29 , 	33 , 	14 , 	10 , 	39 , 	43 , 	125 , 	284 , 	362 , 	140 , 	66 , 	52 , 	19 , 	34 , 	28 , 	23 , 	6 , 	12 , 	10 , 	36 , 	5 , 	3 , 	27 , 	18 ," 	2,471 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	12 , 	24 , 	19 , 	19 , 	62 , 	40 , 	17 , 	12 , 	16 , 	6 , 	78 , 	110 , 	68 , 	85 , 	23 , 	11 , 	30 , 	39 , 	7 , 	6 , 	9 , 	3 , 	7 , 	9 , 	21 , 	88 , 	200 , 	254 , 	102 , 	43 , 	54 , 	21 , 	23 , 	14 , 	9 , 	25 , 	32 , 	2 , 	4 , 	2 , 	3 , 	38 , 	6 ," 	1,648 ",,,Dtwn SF," 	1,104 "," 	3,627 "," 	9,888 "," 	3,272 "," 	3,951 "," 	5,821 "," 	2,216 "," 	27,662 "
FV, 	51 , 	50 , 	19 , 	29 , 	90 , 	63 , 	55 , 	52 , 	66 , 	57 , 	8 , 	170 , 	94 , 	212 , 	94 , 	40 , 	33 , 	53 , 	22 , 	9 , 	12 , 	4 , 	4 , 	21 , 	58 , 	119 , 	219 , 	293 , 	101 , 	94 , 	93 , 	18 , 	40 , 	24 , 	9 , 	22 , 	50 , 	5 , 	29 , 	5 , 	6 , 	34 , 	8 ," 	2,529 ",,,OAK," 	3,507 ", 	545 , 	846 ," 	1,338 ", 	511 ," 	1,812 ", 	199 ," 	8,558 "
CL, 	68 , 	83 , 	75 , 	59 , 	149 , 	73 , 	125 , 	69 , 	122 , 	86 , 	165 , 	6 , 	196 , 	247 , 	119 , 	81 , 	123 , 	107 , 	70 , 	63 , 	77 , 	58 , 	43 , 	35 , 	64 , 	294 , 	390 , 	392 , 	156 , 	93 , 	100 , 	52 , 	49 , 	63 , 	21 , 	106 , 	220 , 	31 , 	106 , 	14 , 	17 , 	46 , 	19 ," 	4,527 ",,,CM line," 	9,728 ", 	870 ," 	3,642 ", 	947 , 	719 ," 	1,346 "," 	1,072 "," 	17,251 "
SL, 	16 , 	22 , 	15 , 	13 , 	39 , 	20 , 	26 , 	25 , 	64 , 	80 , 	104 , 	203 , 	9 , 	91 , 	55 , 	24 , 	31 , 	41 , 	10 , 	5 , 	11 , 	1 , 	2 , 	9 , 	16 , 	81 , 	140 , 	182 , 	58 , 	19 , 	30 , 	16 , 	18 , 	13 , 	3 , 	13 , 	31 , 	2 , 	13 , 	4 , 	4 , 	17 , 	3 ," 	1,574 ",,,RM line," 	3,327 "," 	1,413 ", 	946 ," 	2,399 ", 	397 ," 	1,525 ", 	270 ," 	10,007 "
BF, 	13 , 	18 , 	7 , 	12 , 	41 , 	21 , 	48 , 	33 , 	84 , 	88 , 	206 , 	240 , 	95 , 	8 , 	84 , 	71 , 	57 , 	78 , 	11 , 	8 , 	4 , 	2 , 	4 , 	7 , 	25 , 	76 , 	120 , 	167 , 	61 , 	17 , 	22 , 	13 , 	21 , 	16 , 	7 , 	35 , 	88 , 	1 , 	12 , 	3 , 	3 , 	21 , 	2 ," 	1,942 ",,,WP line," 	3,997 ", 	576 , 	725 , 	421 ," 	1,999 ", 	921 , 	396 ," 	8,638 "
HY, 	7 , 	15 , 	7 , 	6 , 	38 , 	14 , 	28 , 	20 , 	48 , 	29 , 	109 , 	128 , 	63 , 	87 , 	6 , 	60 , 	58 , 	97 , 	8 , 	3 , 	9 , 	2 , 	1 , 	7 , 	9 , 	32 , 	73 , 	101 , 	27 , 	14 , 	16 , 	5 , 	13 , 	8 , 	4 , 	11 , 	20 , 	2 , 	15 , 	2 , 	5 , 	10 , 	2 ," 	1,212 ",,,FT/ED line," 	5,878 "," 	1,847 "," 	1,298 "," 	1,555 ", 	916 ," 	6,501 ", 	444 ," 	17,994 "
SH, 	7 , 	12 , 	4 , 	5 , 	20 , 	9 , 	12 , 	12 , 	27 , 	12 , 	37 , 	76 , 	27 , 	66 , 	65 , 	3 , 	34 , 	55 , 	8 , 	5 , 	5 , 	2 , 	0 , 	4 , 	4 , 	28 , 	49 , 	64 , 	18 , 	11 , 	16 , 	5 , 	8 , 	9 , 	3 , 	9 , 	15 , 	2 , 	10 , 	3 , 	3 , 	3 , 	1 , 	761 ,,,SFIA," 	1,717 ", 	146 , 	857 , 	244 , 	277 , 	347 , 	299 ," 	3,588 "
