Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Apr 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	8 , 	94 , 	72 , 	44 , 	227 , 	82 , 	62 , 	47 , 	74 , 	16 , 	66 , 	73 , 	23 , 	19 , 	22 , 	10 , 	8 , 	21 , 	16 , 	9 , 	12 , 	6 , 	7 , 	11 , 	16 , 	51 , 	73 , 	197 , 	85 , 	94 , 	116 , 	23 , 	30 , 	17 , 	21 , 	3 , 	8 , 	5 , 	29 ," 	1,791 ",,,Eastbay," 	37,488 ",,SF CBD," 	73,751 ",57.6%,,
EN, 	84 , 	11 , 	67 , 	63 , 	372 , 	97 , 	96 , 	75 , 	165 , 	28 , 	88 , 	160 , 	31 , 	35 , 	30 , 	19 , 	15 , 	42 , 	25 , 	8 , 	17 , 	5 , 	7 , 	16 , 	20 , 	144 , 	147 , 	422 , 	157 , 	87 , 	112 , 	30 , 	61 , 	33 , 	45 , 	4 , 	15 , 	4 , 	24 ," 	2,857 ",,,Westbay," 	35,572 ",,non-CBD," 	54,349 ",42.4%,,
EP, 	83 , 	58 , 	7 , 	31 , 	349 , 	60 , 	51 , 	48 , 	110 , 	28 , 	36 , 	85 , 	14 , 	9 , 	10 , 	9 , 	6 , 	33 , 	10 , 	7 , 	17 , 	5 , 	4 , 	15 , 	3 , 	83 , 	97 , 	237 , 	115 , 	40 , 	33 , 	13 , 	11 , 	9 , 	11 , 	3 , 	8 , 	4 , 	6 ," 	1,752 ",,,Transbay," 	55,040 ",,,,,,
NB, 	55 , 	57 , 	27 , 	12 , 	112 , 	43 , 	44 , 	49 , 	154 , 	22 , 	31 , 	107 , 	12 , 	13 , 	11 , 	4 , 	8 , 	15 , 	11 , 	8 , 	11 , 	5 , 	3 , 	12 , 	9 , 	116 , 	125 , 	266 , 	181 , 	82 , 	52 , 	16 , 	8 , 	7 , 	7 , 	4 , 	6 , 	1 , 	9 ," 	1,712 ",,,,,,,,,,
BK, 	206 , 	373 , 	344 , 	118 , 	12 , 	236 , 	210 , 	212 , 	407 , 	101 , 	168 , 	210 , 	71 , 	74 , 	63 , 	42 , 	78 , 	200 , 	43 , 	43 , 	62 , 	34 , 	26 , 	33 , 	45 , 	307 , 	273 , 	898 , 	436 , 	156 , 	138 , 	64 , 	73 , 	72 , 	52 , 	22 , 	70 , 	13 , 	31 ," 	6,011 ",,,Extensions," 	16,225 ",,,,,,
AS, 	91 , 	110 , 	66 , 	39 , 	188 , 	7 , 	73 , 	93 , 	173 , 	34 , 	76 , 	94 , 	25 , 	38 , 	21 , 	8 , 	15 , 	26 , 	11 , 	10 , 	16 , 	7 , 	6 , 	10 , 	30 , 	91 , 	98 , 	248 , 	170 , 	92 , 	61 , 	17 , 	15 , 	7 , 	11 , 	4 , 	11 , 	2 , 	9 ," 	2,099 ",,,,,,,,,,
MA, 	63 , 	115 , 	73 , 	94 , 	215 , 	107 , 	8 , 	101 , 	363 , 	31 , 	85 , 	145 , 	39 , 	53 , 	47 , 	14 , 	21 , 	45 , 	39 , 	28 , 	24 , 	15 , 	10 , 	45 , 	34 , 	143 , 	201 , 	432 , 	293 , 	149 , 	114 , 	29 , 	29 , 	20 , 	23 , 	6 , 	19 , 	8 , 	45 ," 	3,319 ",,,,,,,,,,
19, 	49 , 	85 , 	46 , 	43 , 	168 , 	99 , 	43 , 	5 , 	33 , 	11 , 	60 , 	77 , 	45 , 	40 , 	31 , 	21 , 	26 , 	47 , 	35 , 	19 , 	30 , 	13 , 	11 , 	40 , 	21 , 	115 , 	117 , 	260 , 	174 , 	58 , 	57 , 	19 , 	15 , 	23 , 	21 , 	7 , 	15 , 	6 , 	33 ," 	2,009 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	64 , 	150 , 	86 , 	100 , 	298 , 	139 , 	100 , 	23 , 	18 , 	30 , 	98 , 	146 , 	86 , 	104 , 	73 , 	32 , 	54 , 	92 , 	57 , 	42 , 	56 , 	32 , 	35 , 	67 , 	52 , 	190 , 	229 , 	591 , 	285 , 	103 , 	108 , 	47 , 	59 , 	49 , 	46 , 	11 , 	23 , 	15 , 	48 ," 	3,834 ",,,Dtwn SF," 	1,608 "," 	5,170 "," 	14,501 "," 	5,396 "," 	4,870 "," 	6,892 "," 	38,437 "
LM, 	15 , 	28 , 	26 , 	22 , 	103 , 	35 , 	27 , 	15 , 	30 , 	6 , 	59 , 	123 , 	103 , 	97 , 	44 , 	21 , 	38 , 	42 , 	7 , 	7 , 	8 , 	5 , 	4 , 	8 , 	19 , 	118 , 	118 , 	381 , 	161 , 	75 , 	54 , 	14 , 	28 , 	13 , 	14 , 	41 , 	55 , 	2 , 	6 ," 	1,968 ",,,OAK," 	4,803 "," 	1,088 "," 	1,372 "," 	2,356 ", 	828 ," 	2,372 "," 	12,818 "
