Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Apr 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	97 , 	124 , 	51 , 	56 , 	295 , 	103 , 	137 , 	130 , 	229 , 	129 , 	13 , 	245 , 	239 , 	243 , 	262 , 	112 , 	92 , 	134 , 	47 , 	28 , 	39 , 	23 , 	33 , 	51 , 	87 , 	504 , 	613 , 	598 , 	479 , 	164 , 	182 , 	51 , 	71 , 	115 , 	34 , 	52 , 	158 , 	7 , 	42 ," 	6,067 ",,,CM line," 	31,936 "," 	3,306 "," 	8,800 "," 	2,647 "," 	2,192 "," 	2,884 "," 	51,767 ",
CL, 	230 , 	155 , 	63 , 	74 , 	287 , 	111 , 	161 , 	162 , 	336 , 	158 , 	360 , 	114 , 	147 , 	188 , 	184 , 	95 , 	116 , 	230 , 	67 , 	77 , 	75 , 	42 , 	43 , 	67 , 	71 , 	671 , 	629 , 	469 , 	389 , 	106 , 	122 , 	63 , 	53 , 	107 , 	54 , 	86 , 	305 , 	28 , 	81 ," 	6,775 ",,,RM line," 	10,895 "," 	5,386 "," 	2,813 "," 	7,112 "," 	1,385 "," 	3,806 "," 	31,395 ",
SL, 	160 , 	115 , 	21 , 	22 , 	152 , 	54 , 	95 , 	182 , 	234 , 	163 , 	245 , 	180 , 	7 , 	128 , 	186 , 	84 , 	70 , 	118 , 	29 , 	27 , 	21 , 	7 , 	9 , 	13 , 	21 , 	555 , 	580 , 	393 , 	354 , 	62 , 	63 , 	30 , 	50 , 	48 , 	31 , 	34 , 	93 , 	5 , 	32 ," 	4,671 ",,,WP line," 	17,466 "," 	4,027 "," 	2,228 "," 	1,440 "," 	6,058 "," 	1,597 "," 	32,816 ",
BF, 	34 , 	35 , 	16 , 	15 , 	143 , 	40 , 	78 , 	181 , 	361 , 	202 , 	228 , 	217 , 	125 , 	8 , 	148 , 	136 , 	128 , 	235 , 	30 , 	14 , 	19 , 	3 , 	4 , 	14 , 	31 , 	491 , 	522 , 	356 , 	277 , 	58 , 	47 , 	21 , 	24 , 	63 , 	23 , 	46 , 	231 , 	4 , 	17 ," 	4,623 ",,,FT/ED line," 	18,202 "," 	6,830 "," 	2,849 "," 	4,165 "," 	1,543 "," 	12,858 "," 	46,447 ",
HY, 	94 , 	91 , 	30 , 	30 , 	150 , 	53 , 	95 , 	185 , 	275 , 	119 , 	281 , 	227 , 	197 , 	162 , 	8 , 	136 , 	239 , 	377 , 	34 , 	24 , 	19 , 	5 , 	8 , 	14 , 	28 , 	363 , 	303 , 	239 , 	230 , 	47 , 	48 , 	27 , 	32 , 	42 , 	21 , 	18 , 	91 , 	8 , 	39 ," 	4,388 ",,,Entries," 	94,970 "," 	34,227 "," 	53,096 "," 	31,325 "," 	32,515 "," 	46,817 "," 	292,949 ",
SH, 	27 , 	24 , 	11 , 	8 , 	93 , 	21 , 	55 , 	142 , 	212 , 	81 , 	100 , 	111 , 	87 , 	125 , 	129 , 	5 , 	94 , 	173 , 	14 , 	11 , 	15 , 	2 , 	3 , 	8 , 	17 , 	282 , 	268 , 	201 , 	173 , 	41 , 	41 , 	11 , 	17 , 	39 , 	11 , 	15 , 	49 , 	4 , 	15 ," 	2,734 ",,,,,,,,,,,
UC, 	14 , 	41 , 	15 , 	11 , 	158 , 	30 , 	63 , 	160 , 	263 , 	122 , 	101 , 	125 , 	81 , 	134 , 	253 , 	105 , 	9 , 	173 , 	19 , 	25 , 	15 , 	3 , 	5 , 	11 , 	18 , 	499 , 	472 , 	294 , 	241 , 	27 , 	28 , 	17 , 	25 , 	47 , 	13 , 	13 , 	49 , 	6 , 	19 ," 	3,700 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	33 , 	69 , 	38 , 	33 , 	306 , 	51 , 	99 , 	292 , 	451 , 	152 , 	137 , 	245 , 	117 , 	241 , 	383 , 	175 , 	170 , 	21 , 	24 , 	26 , 	17 , 	6 , 	9 , 	21 , 	14 , 	761 , 	764 , 	424 , 	321 , 	37 , 	40 , 	21 , 	21 , 	62 , 	18 , 	22 , 	66 , 	7 , 	32 ," 	5,725 ",,,Dtwn SF," 	3,695 ",,,,,,,
CN, 	33 , 	45 , 	26 , 	12 , 	106 , 	22 , 	89 , 	226 , 	316 , 	22 , 	52 , 	81 , 	30 , 	29 , 	36 , 	16 , 	19 , 	22 , 	14 , 	148 , 	461 , 	124 , 	56 , 	99 , 	15 , 	688 , 	678 , 	379 , 	352 , 	56 , 	78 , 	48 , 	43 , 	90 , 	58 , 	5 , 	9 , 	73 , 	451 ," 	5,106 ",,,OAK," 	25,925 "," 	1,530 ",,,,,,
PH, 	27 , 	32 , 	23 , 	21 , 	161 , 	25 , 	91 , 	279 , 	417 , 	19 , 	25 , 	85 , 	26 , 	13 , 	22 , 	12 , 	23 , 	30 , 	156 , 	9 , 	134 , 	70 , 	39 , 	118 , 	12 ," 	1,355 "," 	1,259 ", 	511 , 	488 , 	55 , 	54 , 	51 , 	41 , 	119 , 	82 , 	3 , 	9 , 	48 , 	155 ," 	6,095 ",,,CM line," 	65,003 "," 	6,645 "," 	8,800 ",,,,,
WC, 	24 , 	42 , 	29 , 	25 , 	136 , 	28 , 	87 , 	194 , 	329 , 	25 , 	34 , 	85 , 	23 , 	21 , 	20 , 	17 , 	16 , 	18 , 	548 , 	124 , 	11 , 	77 , 	45 , 	135 , 	16 ," 	1,016 ", 	905 , 	422 , 	352 , 	55 , 	56 , 	46 , 	30 , 	85 , 	45 , 	4 , 	5 , 	79 , 	217 ," 	5,423 ",,,RM line," 	21,476 "," 	10,766 "," 	5,460 "," 	7,112 ",,,,
LF, 	15 , 	11 , 	7 , 	8 , 	62 , 	11 , 	24 , 	105 , 	182 , 	8 , 	21 , 	49 , 	7 , 	3 , 	4 , 	2 , 	3 , 	5 , 	136 , 	81 , 	82 , 	6 , 	18 , 	69 , 	2 , 	749 , 	635 , 	226 , 	223 , 	24 , 	26 , 	12 , 	7 , 	27 , 	15 , 	1 , 	2 , 	12 , 	38 ," 	2,917 ",,,WP line," 	34,844 "," 	7,985 "," 	4,421 "," 	2,825 "," 	6,058 ",,,
OR, 	8 , 	9 , 	9 , 	11 , 	49 , 	11 , 	33 , 	76 , 	147 , 	10 , 	28 , 	49 , 	8 , 	4 , 	7 , 	2 , 	5 , 	8 , 	65 , 	45 , 	46 , 	18 , 	3 , 	66 , 	5 , 	646 , 	580 , 	201 , 	202 , 	20 , 	24 , 	12 , 	15 , 	28 , 	15 , 	1 , 	2 , 	10 , 	27 ," 	2,505 ",,,FT/ED line," 	36,833 "," 	13,872 "," 	5,734 "," 	7,970 "," 	3,140 "," 	12,858 "," 	292,949 ",
RR, 	24 , 	27 , 	20 , 	21 , 	49 , 	12 , 	44 , 	110 , 	209 , 	33 , 	51 , 	75 , 	20 , 	14 , 	16 , 	8 , 	10 , 	20 , 	100 , 	121 , 	139 , 	67 , 	65 , 	6 , 	14 , 	875 , 	937 , 	493 , 	492 , 	99 , 	79 , 	34 , 	40 , 	67 , 	25 , 	5 , 	12 , 	23 , 	52 ," 	4,509 ",,,,,,,,,,,
OW, 	48 , 	41 , 	7 , 	14 , 	63 , 	34 , 	47 , 	46 , 	57 , 	17 , 	82 , 	74 , 	31 , 	35 , 	29 , 	19 , 	15 , 	15 , 	13 , 	10 , 	12 , 	3 , 	4 , 	8 , 	4 ," 	1,083 ", 	966 , 	510 , 	394 , 	91 , 	80 , 	23 , 	35 , 	41 , 	17 , 	7 , 	25 , 	2 , 	24 ," 	4,028 ",,,,,,,,,,,
EM, 	232 , 	830 , 	444 , 	432 , 	789 , 	456 , 	755 , 	840 ," 	1,188 ", 	523 , 	579 , 	589 , 	648 , 	570 , 	416 , 	323 , 	559 , 	847 , 	819 ," 	1,616 "," 	1,221 ", 	758 , 	664 , 	845 ," 	1,170 ", 	89 , 	122 , 	309 , 	301 , 	765 ," 	1,361 "," 	1,132 "," 	1,444 "," 	1,135 "," 	1,241 ", 	447 ," 	1,419 ", 	371 , 	716 ," 	28,965 ",,,,,,,,,,,
MT, 	228 , 	781 , 	440 , 	408 , 	594 , 	471 , 	716 , 	613 , 	884 , 	491 , 	634 , 	495 , 	612 , 	561 , 	348 , 	289 , 	495 , 	794 , 	678 ," 	1,243 ", 	868 , 	533 , 	525 , 	794 ," 	1,029 ", 	120 , 	75 , 	191 , 	316 ," 	1,198 "," 	1,947 "," 	1,691 "," 	2,956 "," 	1,542 "," 	1,438 ", 	402 ," 	1,016 ", 	286 , 	580 ," 	29,279 ",,,,,,,,,,,
PL, 	231 , 	554 , 	261 , 	265 , 	731 , 	281 , 	507 , 	473 , 	807 , 	386 , 	533 , 	579 , 	351 , 	314 , 	230 , 	185 , 	273 , 	401 , 	345 , 	470 , 	388 , 	211 , 	181 , 	415 , 	484 , 	452 , 	259 , 	119 , 	319 ," 	1,197 "," 	1,811 "," 	1,193 "," 	2,450 "," 	1,026 ", 	858 , 	170 , 	582 , 	143 , 	336 ," 	20,772 ",,,,,,,,,,,
CC, 	183 , 	512 , 	288 , 	303 , 	553 , 	314 , 	517 , 	436 , 	606 , 	321 , 	423 , 	397 , 	318 , 	266 , 	216 , 	174 , 	235 , 	313 , 	307 , 	448 , 	312 , 	206 , 	184 , 	411 , 	406 , 	303 , 	313 , 	307 , 	100 , 	925 ," 	1,314 ", 	883 ," 	1,936 ", 	812 , 	812 , 	166 , 	462 , 	138 , 	366 ," 	17,485 ",,,,,,,,,,,
16, 	84 , 	82 , 	40 , 	72 , 	230 , 	96 , 	168 , 	135 , 	207 , 	87 , 	146 , 	113 , 	55 , 	51 , 	48 , 	38 , 	25 , 	36 , 	52 , 	50 , 	53 , 	21 , 	16 , 	87 , 	86 , 	675 , 	942 ," 	1,353 ", 	926 , 	35 , 	329 , 	315 , 	804 , 	238 , 	194 , 	21 , 	69 , 	22 , 	80 ," 	8,085 ",,,,,,,,,,,
24, 	118 , 	122 , 	41 , 	56 , 	240 , 	80 , 	129 , 	142 , 	232 , 	81 , 	177 , 	133 , 	59 , 	51 , 	46 , 	38 , 	30 , 	41 , 	79 , 	53 , 	53 , 	31 , 	25 , 	81 , 	91 ," 	1,180 "," 	1,565 "," 	2,062 "," 	1,323 ", 	364 , 	53 , 	267 , 	813 , 	301 , 	253 , 	22 , 	65 , 	20 , 	100 ," 	10,615 ",,,,,,,,,,,
GP, 	25 , 	56 , 	22 , 	27 , 	131 , 	26 , 	57 , 	110 , 	149 , 	41 , 	50 , 	71 , 	33 , 	25 , 	23 , 	10 , 	15 , 	21 , 	40 , 	50 , 	49 , 	13 , 	15 , 	34 , 	31 ," 	1,081 "," 	1,329 "," 	1,478 ", 	772 , 	317 , 	276 , 	30 , 	172 , 	81 , 	94 , 	12 , 	52 , 	9 , 	46 ," 	6,875 ",,,,,,,,,,,
BP, 	39 , 	76 , 	24 , 	26 , 	95 , 	27 , 	63 , 	96 , 	162 , 	54 , 	79 , 	65 , 	55 , 	29 , 	30 , 	18 , 	23 , 	23 , 	43 , 	35 , 	30 , 	7 , 	15 , 	41 , 	44 ," 	1,318 "," 	1,798 "," 	3,560 "," 	1,799 ", 	801 , 	854 , 	156 , 	47 , 	133 , 	196 , 	14 , 	35 , 	11 , 	54 ," 	11,976 ",,,,,,,,,,,
DC, 	64 , 	145 , 	63 , 	68 , 	204 , 	62 , 	113 , 	162 , 	252 , 	114 , 	114 , 	100 , 	73 , 	64 , 	45 , 	38 , 	46 , 	63 , 	92 , 	118 , 	84 , 	28 , 	28 , 	63 , 	69 ," 	1,148 "," 	1,462 "," 	1,143 ", 	770 , 	230 , 	309 , 	83 , 	149 , 	15 , 	77 , 	30 , 	104 , 	37 , 	80 ," 	7,908 ",,,,,,,,,,,
CM, 	22 , 	50 , 	15 , 	14 , 	86 , 	19 , 	38 , 	134 , 	218 , 	23 , 	34 , 	64 , 	29 , 	22 , 	16 , 	9 , 	12 , 	16 , 	58 , 	78 , 	46 , 	18 , 	14 , 	27 , 	19 ," 	1,219 "," 	1,312 ", 	957 , 	764 , 	182 , 	250 , 	102 , 	217 , 	55 , 	9 , 	8 , 	50 , 	19 , 	88 ," 	6,310 ",,,,,,,,,,,
CV, 	5 , 	8 , 	3 , 	5 , 	34 , 	10 , 	12 , 	36 , 	75 , 	72 , 	49 , 	87 , 	37 , 	49 , 	20 , 	15 , 	13 , 	21 , 	5 , 	2 , 	3 , 	1 , 	1 , 	6 , 	9 , 	400 , 	393 , 	176 , 	163 , 	19 , 	21 , 	13 , 	13 , 	27 , 	10 , 	3 , 	129 , 	1 , 	3 ," 	1,949 ",,,,,,,,,,,
ED, 	22 , 	35 , 	14 , 	14 , 	109 , 	28 , 	46 , 	124 , 	258 , 	185 , 	144 , 	308 , 	92 , 	223 , 	89 , 	48 , 	47 , 	65 , 	10 , 	9 , 	7 , 	2 , 	3 , 	13 , 	25 ," 	1,309 "," 	1,022 ", 	548 , 	476 , 	68 , 	63 , 	54 , 	36 , 	101 , 	52 , 	134 , 	18 , 	4 , 	9 ," 	5,815 ",,,,,,,,,,,
NC, 	10 , 	8 , 	5 , 	3 , 	33 , 	4 , 	25 , 	96 , 	118 , 	7 , 	7 , 	30 , 	5 , 	4 , 	8 , 	4 , 	5 , 	7 , 	67 , 	42 , 	62 , 	12 , 	9 , 	22 , 	2 , 	305 , 	277 , 	149 , 	136 , 	22 , 	18 , 	11 , 	12 , 	35 , 	17 , 	2 , 	2 , 	5 , 	71 ," 	1,656 ",,,,,,,,,,,
WP, 	34 , 	33 , 	12 , 	9 , 	92 , 	18 , 	115 , 	195 , 	283 , 	27 , 	45 , 	88 , 	26 , 	19 , 	41 , 	15 , 	19 , 	30 , 	492 , 	164 , 	223 , 	34 , 	25 , 	54 , 	22 , 	606 , 	568 , 	377 , 	381 , 	82 , 	106 , 	44 , 	52 , 	87 , 	84 , 	3 , 	9 , 	77 , 	16 ," 	4,604 ",,,,,,,,,,,
Entries," 	3,666 "," 	6,896 "," 	3,670 "," 	3,050 "," 	10,223 "," 	3,820 "," 	5,883 "," 	7,698 "," 	12,044 "," 	4,402 "," 	6,098 "," 	6,723 "," 	4,737 "," 	4,701 "," 	4,361 "," 	2,802 "," 	3,680 "," 	5,728 "," 	5,266 "," 	6,231 "," 	5,394 "," 	2,772 "," 	2,409 "," 	4,093 "," 	4,200 "," 	26,231 "," 	27,074 "," 	23,460 "," 	18,205 "," 	8,450 "," 	11,010 "," 	7,118 "," 	12,278 "," 	7,801 "," 	6,438 "," 	2,030 "," 	5,958 "," 	1,780 "," 	4,571 "," 	292,949 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
