Fast Pass Adjusted OD,,,,,,Apr 03,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,54,39,115,128,503,923,788,"1,129","3,679"
MT,38,48,82,132,771,"1,316","1,187","2,266","5,839"
PL,165,103,84,114,676,"1,061",710,"1,722","4,634"
CC,114,131,128,76,543,795,589,"1,437","3,812"
16,415,576,814,530,30,214,203,582,"3,362"
24,767,"1,004","1,229",767,243,44,164,562,"4,780"
GP,729,920,908,484,215,170,27,127,"3,580"
BP,"1,001","1,384","2,587","1,341",577,588,121,40,"7,639"
Entries,"3,284","4,204","5,947","3,571","3,557","5,110","3,788","7,865","37,326"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,19,10,38,30,181,240,123,224,864
MT,6,18,30,33,296,350,330,990,"2,052"
PL,46,20,65,54,516,828,437,"1,019","2,983"
CC,26,28,60,48,345,464,208,490,"1,669"
16,153,182,623,372,32,163,117,297,"1,939"
24,187,240,892,438,154,46,101,265,"2,323"
GP,103,143,572,181,102,90,18,53,"1,261"
BP,176,307,"1,621",455,291,268,62,32,"3,211"
Entries,715,947,"3,900","1,610","1,915","2,448","1,396","3,369","16,300"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,14,4,19,18,110,147,68,126,505
MT,5,14,26,23,176,200,184,618,"1,244"
PL,25,12,65,35,343,513,271,631,"1,893"
CC,18,16,47,52,275,343,139,311,"1,201"
16,103,119,395,297,33,101,66,176,"1,289"
24,114,154,592,321,119,37,67,157,"1,561"
GP,62,88,429,123,66,68,15,29,881
BP,111,177,"1,212",312,158,190,27,34,"2,221"
Entries,452,584,"2,785","1,180","1,279","1,598",837,"2,080","10,795"
