Exit stations,Entry stations->,,SATURDAY,,,Sep 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	74 , 	67 , 	63 , 	314 , 	83 , 	90 , 	51 , 	70 , 	17 , 	80 , 	73 , 	24 , 	30 , 	26 , 	14 , 	14 , 	28 , 	22 , 	10 , 	12 , 	10 , 	7 , 	17 , 	27 , 	127 , 	94 , 	293 , 	118 , 	88 , 	104 , 	23 , 	42 , 	31 , 	9 , 	5 , 	9 , 	2 , 	33 , 	8 , 	8 , 	24 , 	13 , 	3 ," 	2,266 ",,,Eastbay," 	53,426 ",,SF CBD," 	118,441 ",57.6%,,,
EN, 	75 , 	12 , 	84 , 	59 , 	821 , 	130 , 	139 , 	92 , 	169 , 	41 , 	115 , 	160 , 	44 , 	43 , 	43 , 	21 , 	24 , 	47 , 	31 , 	15 , 	25 , 	13 , 	10 , 	26 , 	29 , 	314 , 	237 , 	665 , 	207 , 	97 , 	107 , 	39 , 	64 , 	61 , 	23 , 	10 , 	17 , 	3 , 	42 , 	10 , 	16 , 	61 , 	24 , 	7 ," 	4,272 ",,,Westbay," 	60,321 ",,non-CBD," 	81,042 ",39.4%,,,
EP, 	71 , 	72 , 	11 , 	61 , 	724 , 	84 , 	71 , 	66 , 	108 , 	32 , 	43 , 	85 , 	15 , 	18 , 	14 , 	6 , 	9 , 	26 , 	12 , 	8 , 	21 , 	12 , 	5 , 	29 , 	13 , 	202 , 	144 , 	331 , 	118 , 	70 , 	47 , 	17 , 	13 , 	20 , 	8 , 	6 , 	10 , 	1 , 	9 , 	3 , 	6 , 	45 , 	17 , 	8 ," 	2,692 ",,,Transbay," 	94,615 ",,,,,,,
NB, 	69 , 	59 , 	52 , 	10 , 	302 , 	54 , 	64 , 	76 , 	113 , 	34 , 	68 , 	93 , 	22 , 	19 , 	15 , 	6 , 	8 , 	26 , 	16 , 	13 , 	22 , 	10 , 	6 , 	25 , 	16 , 	275 , 	196 , 	406 , 	229 , 	137 , 	97 , 	22 , 	23 , 	16 , 	4 , 	7 , 	13 , 	4 , 	11 , 	4 , 	4 , 	58 , 	22 , 	5 ," 	2,734 ",,,,,,,,,,,
BK, 	323 , 	844 , 	739 , 	315 , 	35 , 	389 , 	474 , 	373 , 	415 , 	166 , 	291 , 	246 , 	201 , 	220 , 	163 , 	72 , 	143 , 	452 , 	110 , 	153 , 	268 , 	180 , 	147 , 	75 , 	82 , 	877 , 	568 ," 	1,600 ", 	770 , 	398 , 	311 , 	169 , 	102 , 	199 , 	28 , 	58 , 	212 , 	40 , 	93 , 	46 , 	34 , 	136 , 	183 , 	71 ," 	12,770 ",,,,,,,,,,,
AS, 	88 , 	113 , 	79 , 	55 , 	326 , 	12 , 	104 , 	120 , 	153 , 	43 , 	94 , 	109 , 	33 , 	36 , 	29 , 	14 , 	15 , 	38 , 	17 , 	14 , 	23 , 	12 , 	6 , 	11 , 	43 , 	225 , 	178 , 	369 , 	253 , 	183 , 	116 , 	26 , 	23 , 	22 , 	5 , 	9 , 	18 , 	3 , 	21 , 	4 , 	7 , 	33 , 	22 , 	9 ," 	3,113 ",,,,,,,,,,,
MA, 	97 , 	134 , 	74 , 	62 , 	462 , 	104 , 	19 , 	92 , 	146 , 	38 , 	122 , 	193 , 	55 , 	77 , 	57 , 	23 , 	23 , 	49 , 	60 , 	36 , 	52 , 	29 , 	20 , 	57 , 	53 , 	446 , 	329 , 	742 , 	422 , 	284 , 	181 , 	43 , 	48 , 	33 , 	11 , 	12 , 	25 , 	12 , 	99 , 	7 , 	11 , 	81 , 	29 , 	12 ," 	4,964 ",,,,,,,,,,,
19, 	67 , 	90 , 	61 , 	74 , 	333 , 	134 , 	88 , 	14 , 	20 , 	18 , 	77 , 	132 , 	47 , 	69 , 	49 , 	26 , 	32 , 	48 , 	46 , 	41 , 	40 , 	26 , 	21 , 	89 , 	42 , 	291 , 	253 , 	516 , 	353 , 	242 , 	179 , 	44 , 	35 , 	40 , 	10 , 	12 , 	25 , 	8 , 	49 , 	9 , 	12 , 	40 , 	25 , 	11 ," 	3,837 ",,,,,,,,,,,
12, 	63 , 	151 , 	107 , 	107 , 	387 , 	158 , 	139 , 	21 , 	21 , 	14 , 	103 , 	205 , 	100 , 	117 , 	90 , 	37 , 	56 , 	94 , 	86 , 	62 , 	79 , 	43 , 	25 , 	97 , 	69 , 	389 , 	334 , 	764 , 	332 , 	180 , 	139 , 	44 , 	76 , 	56 , 	24 , 	14 , 	30 , 	19 , 	66 , 	15 , 	22 , 	97 , 	47 , 	9 ," 	5,088 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	41 , 	33 , 	28 , 	164 , 	45 , 	45 , 	15 , 	16 , 	9 , 	101 , 	175 , 	130 , 	167 , 	61 , 	33 , 	47 , 	91 , 	12 , 	7 , 	12 , 	11 , 	8 , 	23 , 	28 , 	274 , 	247 , 	568 , 	224 , 	136 , 	90 , 	28 , 	45 , 	38 , 	5 , 	65 , 	86 , 	5 , 	11 , 	5 , 	6 , 	21 , 	10 , 	31 ," 	3,219 ",,,Dtwn SF," 	2,220 "," 	8,857 "," 	17,510 "," 	9,022 "," 	7,611 "," 	10,157 "," 	6,268 "," 	61,646 "
FV, 	77 , 	98 , 	54 , 	64 , 	283 , 	105 , 	132 , 	95 , 	118 , 	75 , 	20 , 	256 , 	153 , 	248 , 	170 , 	77 , 	56 , 	102 , 	35 , 	24 , 	34 , 	21 , 	19 , 	32 , 	103 , 	317 , 	266 , 	682 , 	321 , 	171 , 	139 , 	38 , 	65 , 	50 , 	9 , 	54 , 	91 , 	6 , 	57 , 	10 , 	17 , 	42 , 	26 , 	41 ," 	4,852 ",,,OAK," 	8,484 "," 	1,109 "," 	2,445 "," 	3,207 "," 	1,320 "," 	3,270 ", 	506 ," 	20,341 "
CL, 	77 , 	154 , 	91 , 	104 , 	316 , 	120 , 	215 , 	152 , 	237 , 	157 , 	250 , 	17 , 	169 , 	267 , 	199 , 	107 , 	146 , 	281 , 	105 , 	104 , 	111 , 	72 , 	52 , 	95 , 	97 , 	408 , 	214 , 	624 , 	266 , 	136 , 	112 , 	59 , 	66 , 	88 , 	12 , 	120 , 	408 , 	41 , 	135 , 	14 , 	19 , 	51 , 	34 , 	138 ," 	6,638 ",,,CM line," 	16,856 "," 	2,494 "," 	6,523 "," 	2,672 "," 	1,399 "," 	1,997 "," 	2,367 "," 	34,308 "
SL, 	25 , 	40 , 	16 , 	19 , 	189 , 	31 , 	65 , 	51 , 	102 , 	142 , 	156 , 	166 , 	10 , 	113 , 	99 , 	48 , 	35 , 	51 , 	16 , 	9 , 	15 , 	8 , 	7 , 	13 , 	31 , 	203 , 	164 , 	406 , 	129 , 	59 , 	45 , 	21 , 	32 , 	35 , 	6 , 	36 , 	40 , 	5 , 	25 , 	7 , 	6 , 	25 , 	12 , 	25 ," 	2,737 ",,,RM line," 	8,798 "," 	3,288 "," 	2,742 "," 	6,682 "," 	1,656 "," 	3,791 ", 	788 ," 	27,745 "
BF, 	26 , 	46 , 	17 , 	17 , 	222 , 	38 , 	80 , 	79 , 	138 , 	138 , 	253 , 	246 , 	118 , 	12 , 	138 , 	93 , 	85 , 	124 , 	19 , 	11 , 	10 , 	8 , 	5 , 	14 , 	31 , 	189 , 	154 , 	439 , 	107 , 	44 , 	49 , 	19 , 	36 , 	27 , 	9 , 	72 , 	101 , 	3 , 	27 , 	6 , 	9 , 	19 , 	10 , 	95 ," 	3,383 ",,,WP line," 	7,432 "," 	1,419 "," 	1,509 "," 	1,729 "," 	4,375 "," 	1,522 ", 	832 ," 	18,818 "
HY, 	32 , 	47 , 	13 , 	14 , 	159 , 	31 , 	57 , 	52 , 	92 , 	61 , 	169 , 	184 , 	97 , 	164 , 	14 , 	83 , 	92 , 	144 , 	15 , 	5 , 	11 , 	6 , 	5 , 	13 , 	25 , 	135 , 	88 , 	241 , 	72 , 	29 , 	28 , 	11 , 	25 , 	22 , 	5 , 	29 , 	31 , 	5 , 	30 , 	4 , 	8 , 	15 , 	8 , 	29 ," 	2,399 ",,,FT/ED line," 	10,082 "," 	3,434 "," 	2,193 "," 	3,981 "," 	1,548 "," 	9,690 ", 	635 ," 	31,562 "
SH, 	17 , 	20 , 	6 , 	8 , 	72 , 	12 , 	26 , 	24 , 	38 , 	27 , 	73 , 	92 , 	43 , 	96 , 	79 , 	5 , 	37 , 	92 , 	7 , 	3 , 	5 , 	4 , 	3 , 	6 , 	10 , 	81 , 	60 , 	176 , 	60 , 	30 , 	26 , 	9 , 	13 , 	18 , 	8 , 	21 , 	26 , 	2 , 	15 , 	6 , 	4 , 	8 , 	8 , 	17 ," 	1,393 ",,,SFIA," 	5,143 ", 	498 ," 	2,430 ", 	803 , 	787 , 	530 ," 	1,003 "," 	11,195 "
UC, 	14 , 	22 , 	11 , 	11 , 	155 , 	12 , 	23 , 	32 , 	61 , 	50 , 	60 , 	133 , 	42 , 	83 , 	96 , 	35 , 	14 , 	101 , 	10 , 	7 , 	8 , 	5 , 	3 , 	7 , 	11 , 	157 , 	111 , 	289 , 	66 , 	26 , 	24 , 	11 , 	21 , 	30 , 	4 , 	15 , 	25 , 	4 , 	13 , 	6 , 	6 , 	20 , 	5 , 	15 ," 	1,856 ",,,Entries," 	59,015 "," 	21,099 "," 	35,352 "," 	28,097 "," 	18,697 "," 	30,956 "," 	12,400 "," 	205,615 "
