Exit stations,Entry stations->,,SUNDAY,,,Sep 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	47 , 	46 , 	48 , 	141 , 	59 , 	65 , 	40 , 	46 , 	28 , 	61 , 	87 , 	13 , 	23 , 	20 , 	13 , 	9 , 	20 , 	17 , 	6 , 	8 , 	6 , 	2 , 	15 , 	20 , 	93 , 	54 , 	194 , 	91 , 	55 , 	58 , 	17 , 	37 , 	20 , 	9 , 	4 , 	10 , 	2 , 	27 , 	7 , 	11 , 	29 , 	11 , 	2 ," 	1,580 ",,,Eastbay," 	39,479 ",,SF CBD," 	85,550 ",56.6%,,,
EN, 	58 , 	11 , 	52 , 	48 , 	238 , 	85 , 	96 , 	78 , 	96 , 	36 , 	68 , 	272 , 	24 , 	33 , 	27 , 	18 , 	10 , 	42 , 	18 , 	14 , 	25 , 	9 , 	4 , 	20 , 	20 , 	195 , 	143 , 	440 , 	161 , 	64 , 	52 , 	28 , 	40 , 	34 , 	17 , 	9 , 	8 , 	3 , 	33 , 	8 , 	14 , 	56 , 	21 , 	2 ," 	2,732 ",,,Westbay," 	44,739 ",,non-CBD," 	59,595 ",39.4%,,,
EP, 	51 , 	46 , 	4 , 	44 , 	287 , 	66 , 	56 , 	63 , 	68 , 	31 , 	42 , 	122 , 	12 , 	15 , 	13 , 	7 , 	8 , 	28 , 	9 , 	8 , 	17 , 	9 , 	6 , 	21 , 	11 , 	120 , 	94 , 	221 , 	126 , 	47 , 	28 , 	14 , 	15 , 	15 , 	4 , 	4 , 	7 , 	2 , 	8 , 	4 , 	5 , 	45 , 	9 , 	8 ," 	1,819 ",,,Transbay," 	69,202 ",,,,,,,
NB, 	49 , 	39 , 	48 , 	12 , 	91 , 	47 , 	56 , 	65 , 	72 , 	35 , 	37 , 	126 , 	14 , 	21 , 	15 , 	7 , 	10 , 	31 , 	13 , 	12 , 	23 , 	11 , 	9 , 	22 , 	14 , 	197 , 	143 , 	296 , 	221 , 	98 , 	65 , 	22 , 	20 , 	15 , 	5 , 	6 , 	8 , 	1 , 	14 , 	3 , 	4 , 	88 , 	22 , 	3 ," 	2,111 ",,,,,,,,,,,
BK, 	150 , 	234 , 	287 , 	94 , 	33 , 	162 , 	176 , 	221 , 	211 , 	89 , 	139 , 	232 , 	60 , 	65 , 	48 , 	26 , 	66 , 	206 , 	43 , 	36 , 	58 , 	36 , 	32 , 	36 , 	45 , 	440 , 	257 , 	875 , 	432 , 	192 , 	140 , 	64 , 	52 , 	76 , 	12 , 	20 , 	51 , 	11 , 	24 , 	10 , 	14 , 	172 , 	95 , 	21 ," 	5,745 ",,,,,,,,,,,
AS, 	66 , 	80 , 	62 , 	40 , 	136 , 	12 , 	81 , 	104 , 	93 , 	50 , 	65 , 	138 , 	24 , 	27 , 	23 , 	7 , 	13 , 	30 , 	13 , 	9 , 	15 , 	6 , 	5 , 	9 , 	31 , 	167 , 	114 , 	274 , 	231 , 	151 , 	86 , 	21 , 	23 , 	17 , 	5 , 	6 , 	12 , 	3 , 	20 , 	5 , 	4 , 	53 , 	17 , 	6 ," 	2,354 ",,,,,,,,,,,
MA, 	76 , 	91 , 	50 , 	47 , 	147 , 	85 , 	15 , 	98 , 	77 , 	36 , 	91 , 	217 , 	38 , 	50 , 	37 , 	21 , 	14 , 	40 , 	34 , 	26 , 	45 , 	22 , 	15 , 	47 , 	45 , 	297 , 	211 , 	525 , 	361 , 	217 , 	136 , 	35 , 	40 , 	24 , 	9 , 	8 , 	14 , 	11 , 	76 , 	5 , 	10 , 	101 , 	18 , 	8 ," 	3,571 ",,,,,,,,,,,
19, 	46 , 	72 , 	61 , 	70 , 	198 , 	103 , 	93 , 	12 , 	17 , 	21 , 	84 , 	157 , 	50 , 	61 , 	47 , 	22 , 	20 , 	53 , 	34 , 	26 , 	42 , 	21 , 	15 , 	88 , 	41 , 	210 , 	180 , 	412 , 	342 , 	180 , 	132 , 	47 , 	27 , 	32 , 	5 , 	14 , 	24 , 	10 , 	46 , 	9 , 	12 , 	65 , 	27 , 	6 ," 	3,235 ",,,,,,,,,,,
12, 	49 , 	79 , 	56 , 	64 , 	177 , 	82 , 	67 , 	20 , 	15 , 	16 , 	75 , 	237 , 	60 , 	77 , 	53 , 	29 , 	36 , 	57 , 	41 , 	36 , 	46 , 	25 , 	25 , 	60 , 	47 , 	264 , 	217 , 	568 , 	278 , 	126 , 	95 , 	37 , 	50 , 	45 , 	15 , 	8 , 	18 , 	9 , 	48 , 	9 , 	13 , 	113 , 	31 , 	7 ," 	3,481 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	40 , 	29 , 	30 , 	89 , 	47 , 	33 , 	25 , 	20 , 	11 , 	121 , 	223 , 	93 , 	110 , 	52 , 	26 , 	33 , 	45 , 	10 , 	11 , 	13 , 	8 , 	7 , 	21 , 	33 , 	194 , 	177 , 	459 , 	249 , 	142 , 	99 , 	32 , 	51 , 	38 , 	6 , 	48 , 	57 , 	2 , 	11 , 	5 , 	4 , 	28 , 	6 , 	21 ," 	2,784 ",,,Dtwn SF," 	1,684 "," 	6,485 "," 	11,761 "," 	5,505 "," 	5,300 "," 	7,786 "," 	4,809 "," 	43,330 "
