Exit stations,Entry stations->,,SATURDAY,,,Nov 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
SH, 	9 , 	13 , 	5 , 	6 , 	60 , 	9 , 	16 , 	26 , 	28 , 	25 , 	44 , 	53 , 	33 , 	46 , 	59 , 	4 , 	23 , 	65 , 	3 , 	2 , 	6 , 	1 , 	1 , 	4 , 	10 , 	62 , 	62 , 	156 , 	55 , 	17 , 	23 , 	5 , 	13 , 	13 , 	2 , 	7 , 	17 , 	1 , 	13 , 	2 , 	4 , 	13 , 	2 , 	19 , 	6 , 	-   ," 	1,039 ",,,,,,,,,,
UC, 	10 , 	18 , 	10 , 	6 , 	148 , 	14 , 	22 , 	31 , 	37 , 	30 , 	41 , 	83 , 	31 , 	57 , 	74 , 	26 , 	14 , 	72 , 	5 , 	6 , 	7 , 	3 , 	2 , 	7 , 	7 , 	132 , 	108 , 	274 , 	88 , 	22 , 	21 , 	7 , 	16 , 	15 , 	3 , 	13 , 	21 , 	1 , 	12 , 	3 , 	3 , 	22 , 	3 , 	16 , 	16 , 	-   ," 	1,552 ",,,,,,,,,,
FM, 	19 , 	42 , 	27 , 	33 , 	485 , 	43 , 	46 , 	60 , 	78 , 	69 , 	101 , 	200 , 	57 , 	110 , 	135 , 	71 , 	81 , 	37 , 	17 , 	21 , 	24 , 	9 , 	5 , 	20 , 	16 , 	313 , 	200 , 	510 , 	199 , 	67 , 	41 , 	24 , 	23 , 	34 , 	6 , 	20 , 	68 , 	5 , 	20 , 	4 , 	4 , 	43 , 	6 , 	28 , 	29 , 	-   ," 	3,446 ",,,,,,,,,,
CN, 	15 , 	21 , 	16 , 	10 , 	81 , 	15 , 	48 , 	31 , 	61 , 	10 , 	25 , 	24 , 	10 , 	11 , 	10 , 	4 , 	9 , 	25 , 	17 , 	52 , 	153 , 	54 , 	21 , 	40 , 	8 , 	175 , 	130 , 	353 , 	153 , 	47 , 	40 , 	25 , 	26 , 	23 , 	8 , 	2 , 	6 , 	22 , 	179 , 	7 , 	13 , 	78 , 	13 , 	3 , 	24 , 	-   ," 	2,093 ",,,,,,,,,,
PH, 	7 , 	8 , 	9 , 	8 , 	124 , 	8 , 	38 , 	48 , 	49 , 	8 , 	16 , 	31 , 	10 , 	5 , 	8 , 	3 , 	7 , 	14 , 	52 , 	13 , 	73 , 	22 , 	12 , 	78 , 	7 , 	232 , 	165 , 	377 , 	169 , 	59 , 	34 , 	19 , 	15 , 	18 , 	6 , 	0 , 	6 , 	11 , 	64 , 	5 , 	9 , 	120 , 	16 , 	0 , 	43 , 	-   ," 	2,020 ",,,,,,,,,,
WC, 	11 , 	18 , 	14 , 	17 , 	220 , 	15 , 	52 , 	58 , 	76 , 	13 , 	31 , 	35 , 	14 , 	10 , 	10 , 	7 , 	7 , 	17 , 	192 , 	72 , 	15 , 	36 , 	19 , 	116 , 	10 , 	317 , 	255 , 	521 , 	267 , 	62 , 	43 , 	28 , 	17 , 	25 , 	9 , 	3 , 	5 , 	25 , 	136 , 	6 , 	8 , 	149 , 	15 , 	3 , 	37 , 	-   ," 	3,011 ",,,,,,,,,,
LF, 	3 , 	5 , 	10 , 	8 , 	134 , 	8 , 	25 , 	32 , 	38 , 	4 , 	13 , 	24 , 	5 , 	3 , 	2 , 	2 , 	3 , 	6 , 	69 , 	23 , 	40 , 	12 , 	8 , 	77 , 	6 , 	186 , 	145 , 	274 , 	151 , 	43 , 	27 , 	9 , 	7 , 	11 , 	3 , 	0 , 	2 , 	5 , 	23 , 	2 , 	4 , 	76 , 	10 , 	-   , 	24 , 	-   ," 	1,555 ",,,,,,,,,,
OR, 	4 , 	7 , 	4 , 	4 , 	119 , 	6 , 	15 , 	23 , 	26 , 	4 , 	7 , 	17 , 	6 , 	2 , 	3 , 	0 , 	2 , 	4 , 	21 , 	12 , 	22 , 	8 , 	7 , 	51 , 	3 , 	143 , 	119 , 	259 , 	125 , 	32 , 	24 , 	11 , 	7 , 	8 , 	2 , 	1 , 	1 , 	2 , 	8 , 	2 , 	1 , 	62 , 	10 , 	1 , 	14 , 	-   ," 	1,203 ",,,,,,,,,,
RR, 	17 , 	30 , 	31 , 	15 , 	68 , 	11 , 	40 , 	76 , 	65 , 	12 , 	32 , 	29 , 	22 , 	11 , 	10 , 	5 , 	7 , 	20 , 	39 , 	72 , 	110 , 	104 , 	65 , 	17 , 	22 , 	332 , 	271 , 	554 , 	315 , 	154 , 	119 , 	42 , 	23 , 	20 , 	3 , 	3 , 	7 , 	15 , 	37 , 	5 , 	7 , 	131 , 	35 , 	4 , 	28 , 	-   ," 	3,031 ",,,,,,,,,,
OW, 	13 , 	24 , 	9 , 	5 , 	65 , 	17 , 	31 , 	41 , 	72 , 	15 , 	71 , 	53 , 	25 , 	24 , 	16 , 	10 , 	8 , 	9 , 	8 , 	5 , 	8 , 	3 , 	3 , 	18 , 	14 , 	548 , 	473 ," 	1,009 ", 	493 , 	240 , 	178 , 	43 , 	40 , 	30 , 	7 , 	10 , 	14 , 	2 , 	19 , 	5 , 	17 , 	76 , 	16 , 	7 , 	9 , 	-   ," 	3,799 ",,,,,,,,,,
EM, 	183 , 	363 , 	216 , 	282 , 	946 , 	264 , 	419 , 	423 , 	407 , 	310 , 	384 , 	267 , 	233 , 	237 , 	153 , 	81 , 	152 , 	372 , 	216 , 	284 , 	382 , 	223 , 	177 , 	398 , 	685 , 	79 , 	44 , 	350 , 	149 , 	412 , 	528 , 	271 , 	437 , 	350 , 	95 , 	147 , 	517 , 	88 , 	260 , 	75 , 	103 , 	302 , 	209 , 	191 , 	104 , 	-   ," 	12,762 ",,,,,,,,,,
MT, 	134 , 	297 , 	171 , 	241 , 	615 , 	200 , 	377 , 	352 , 	343 , 	310 , 	346 , 	187 , 	207 , 	209 , 	100 , 	66 , 	126 , 	230 , 	159 , 	187 , 	287 , 	165 , 	130 , 	333 , 	620 , 	39 , 	47 , 	72 , 	97 , 	407 , 	500 , 	388 , 	830 , 	402 , 	112 , 	121 , 	278 , 	73 , 	172 , 	97 , 	96 , 	256 , 	198 , 	116 , 	50 , 	-   ," 	10,742 ",,,,,,,,,,
PL, 	255 , 	637 , 	327 , 	331 ," 	1,054 ", 	295 , 	537 , 	512 , 	549 , 	473 , 	656 , 	401 , 	396 , 	400 , 	229 , 	153 , 	241 , 	462 , 	340 , 	368 , 	504 , 	274 , 	248 , 	521 ," 	1,101 ", 	387 , 	80 , 	125 , 	247 ," 	1,242 "," 	1,508 ", 	985 ," 	1,580 "," 	1,232 ", 	336 , 	244 , 	749 , 	143 , 	402 , 	294 , 	305 ," 	1,196 ", 	650 , 	275 , 	124 , 	-   ," 	23,359 ",,,,,,,,,,
CC, 	95 , 	241 , 	153 , 	229 , 	514 , 	218 , 	371 , 	386 , 	297 , 	223 , 	342 , 	174 , 	163 , 	140 , 	92 , 	52 , 	79 , 	205 , 	129 , 	174 , 	264 , 	165 , 	133 , 	316 , 	530 , 	148 , 	80 , 	249 , 	60 , 	395 , 	567 , 	304 , 	451 , 	387 , 	128 , 	110 , 	293 , 	69 , 	145 , 	97 , 	127 , 	369 , 	316 , 	115 , 	53 , 	-   ," 	10,147 ",,,,,,,,,,
16, 	78 , 	101 , 	72 , 	114 , 	316 , 	164 , 	256 , 	270 , 	166 , 	150 , 	168 , 	101 , 	59 , 	49 , 	37 , 	23 , 	27 , 	74 , 	48 , 	61 , 	73 , 	48 , 	41 , 	151 , 	274 , 	401 , 	362 ," 	1,344 ", 	473 , 	39 , 	205 , 	236 , 	373 , 	256 , 	81 , 	30 , 	64 , 	20 , 	56 , 	64 , 	95 , 	155 , 	169 , 	38 , 	24 , 	-   ," 	7,397 ",,,,,,,,,,
24, 	103 , 	109 , 	48 , 	91 , 	249 , 	103 , 	184 , 	206 , 	118 , 	100 , 	158 , 	77 , 	53 , 	46 , 	33 , 	19 , 	16 , 	42 , 	34 , 	41 , 	49 , 	26 , 	25 , 	129 , 	200 , 	468 , 	420 ," 	1,630 ", 	629 , 	188 , 	37 , 	178 , 	324 , 	218 , 	73 , 	20 , 	57 , 	15 , 	57 , 	59 , 	104 , 	154 , 	161 , 	19 , 	23 , 	-   ," 	7,087 ",,,,,,,,,,
GP, 	20 , 	47 , 	23 , 	28 , 	136 , 	29 , 	46 , 	67 , 	51 , 	30 , 	40 , 	52 , 	22 , 	16 , 	12 , 	5 , 	10 , 	25 , 	24 , 	19 , 	28 , 	11 , 	9 , 	35 , 	49 , 	241 , 	260 ," 	1,076 ", 	275 , 	201 , 	170 , 	24 , 	53 , 	40 , 	21 , 	9 , 	27 , 	8 , 	21 , 	23 , 	56 , 	85 , 	54 , 	16 , 	14 , 	-   ," 	3,504 ",,,,,,,,,,
BP, 	28 , 	45 , 	14 , 	19 , 	70 , 	23 , 	32 , 	38 , 	44 , 	25 , 	47 , 	42 , 	22 , 	20 , 	15 , 	7 , 	10 , 	20 , 	18 , 	11 , 	18 , 	4 , 	6 , 	23 , 	44 , 	346 , 	423 ," 	1,787 ", 	400 , 	298 , 	281 , 	57 , 	38 , 	44 , 	36 , 	10 , 	27 , 	6 , 	26 , 	29 , 	91 , 	103 , 	66 , 	4 , 	8 , 	-   ," 	4,720 ",,,,,,,,,,
DC, 	22 , 	43 , 	22 , 	17 , 	179 , 	23 , 	29 , 	49 , 	51 , 	32 , 	47 , 	85 , 	22 , 	20 , 	21 , 	11 , 	14 , 	29 , 	19 , 	18 , 	27 , 	12 , 	8 , 	22 , 	36 , 	289 , 	344 ," 	1,382 ", 	365 , 	229 , 	200 , 	44 , 	54 , 	21 , 	25 , 	10 , 	37 , 	8 , 	34 , 	27 , 	88 , 	193 , 	102 , 	13 , 	15 , 	-   ," 	4,332 ",,,,,,,,,,
CM, 	8 , 	19 , 	4 , 	5 , 	30 , 	3 , 	8 , 	9 , 	19 , 	6 , 	7 , 	8 , 	8 , 	5 , 	3 , 	3 , 	4 , 	3 , 	5 , 	7 , 	6 , 	4 , 	3 , 	4 , 	6 , 	77 , 	84 , 	355 , 	119 , 	71 , 	77 , 	20 , 	36 , 	26 , 	7 , 	2 , 	4 , 	3 , 	20 , 	9 , 	37 , 	108 , 	36 , 	2 , 	2 , 	-   ," 	1,273 ",,,,,,,,,,
CV, 	3 , 	6 , 	6 , 	3 , 	52 , 	6 , 	9 , 	14 , 	14 , 	55 , 	37 , 	58 , 	32 , 	52 , 	14 , 	9 , 	9 , 	20 , 	2 , 	1 , 	2 , 	1 , 	2 , 	3 , 	11 , 	118 , 	94 , 	263 , 	116 , 	30 , 	21 , 	11 , 	8 , 	16 , 	2 , 	6 , 	61 , 	1 , 	3 , 	1 , 	3 , 	18 , 	3 , 	75 , 	8 , 	-   ," 	1,270 ",,,,,,,,,,
ED, 	7 , 	14 , 	5 , 	9 , 	180 , 	12 , 	20 , 	26 , 	27 , 	68 , 	74 , 	138 , 	35 , 	94 , 	24 , 	19 , 	24 , 	77 , 	8 , 	7 , 	6 , 	1 , 	2 , 	7 , 	17 , 	444 , 	251 , 	737 , 	284 , 	64 , 	48 , 	26 , 	28 , 	48 , 	6 , 	56 , 	23 , 	2 , 	9 , 	5 , 	6 , 	112 , 	9 , 	34 , 	52 , 	-   ," 	3,137 ",,,,,,,,,,
NC, 	1 , 	3 , 	1 , 	2 , 	24 , 	4 , 	9 , 	15 , 	25 , 	2 , 	3 , 	13 , 	3 , 	1 , 	2 , 	3 , 	1 , 	6 , 	22 , 	7 , 	24 , 	3 , 	2 , 	15 , 	2 , 	67 , 	59 , 	154 , 	77 , 	18 , 	13 , 	8 , 	6 , 	9 , 	2 , 	0 , 	1 , 	5 , 	17 , 	2 , 	3 , 	42 , 	4 , 	0 , 	9 , 	-   , 	684 ,,,,,,,,,,
WP, 	25 , 	31 , 	10 , 	14 , 	74 , 	16 , 	78 , 	49 , 	69 , 	8 , 	45 , 	72 , 	19 , 	22 , 	23 , 	12 , 	11 , 	22 , 	164 , 	66 , 	122 , 	22 , 	15 , 	45 , 	18 , 	227 , 	137 , 	467 , 	155 , 	57 , 	71 , 	31 , 	38 , 	38 , 	19 , 	4 , 	8 , 	24 , 	32 , 	10 , 	24 , 	118 , 	16 , 	4 , 	28 , 	-   ," 	2,555 ",,,,,,,,,,
SS, 	5 , 	12 , 	4 , 	2 , 	31 , 	3 , 	6 , 	10 , 	11 , 	4 , 	7 , 	15 , 	4 , 	5 , 	2 , 	3 , 	3 , 	5 , 	5 , 	5 , 	9 , 	2 , 	2 , 	3 , 	6 , 	67 , 	85 , 	299 , 	93 , 	58 , 	56 , 	19 , 	27 , 	29 , 	9 , 	3 , 	5 , 	1 , 	12 , 	10 , 	29 , 	36 , 	12 , 	1 , 	3 , 	-   ," 	1,012 ",,,,,,,,,,
SB, 	13 , 	22 , 	9 , 	4 , 	40 , 	5 , 	12 , 	15 , 	25 , 	10 , 	17 , 	18 , 	8 , 	11 , 	8 , 	6 , 	2 , 	8 , 	12 , 	11 , 	8 , 	3 , 	3 , 	7 , 	18 , 	91 , 	77 , 	326 , 	139 , 	85 , 	113 , 	55 , 	93 , 	100 , 	42 , 	2 , 	7 , 	2 , 	17 , 	30 , 	14 , 	63 , 	30 , 	2 , 	2 , 	-   ," 	1,577 ",,,,,,,,,,
SO, 	42 , 	71 , 	48 , 	67 , 	134 , 	40 , 	67 , 	56 , 	62 , 	29 , 	37 , 	25 , 	20 , 	22 , 	13 , 	7 , 	10 , 	25 , 	71 , 	88 , 	144 , 	65 , 	68 , 	85 , 	78 , 	216 , 	174 , 	847 , 	267 , 	122 , 	103 , 	62 , 	83 , 	171 , 	88 , 	15 , 	90 , 	32 , 	105 , 	32 , 	40 , 	61 , 	250 , 	25 , 	13 , 	-   ," 	4,162 ",,,,,,,,,,
MB, 	9 , 	20 , 	12 , 	18 , 	200 , 	17 , 	21 , 	27 , 	32 , 	10 , 	13 , 	29 , 	4 , 	4 , 	4 , 	4 , 	3 , 	4 , 	11 , 	14 , 	20 , 	9 , 	7 , 	29 , 	12 , 	147 , 	150 , 	649 , 	278 , 	140 , 	116 , 	55 , 	72 , 	101 , 	40 , 	3 , 	9 , 	6 , 	11 , 	16 , 	27 , 	298 , 	31 , 	6 , 	4 , 	-   ," 	2,688 ",,,,,,,,,,
WD, 	4 , 	8 , 	6 , 	5 , 	62 , 	7 , 	11 , 	12 , 	12 , 	38 , 	53 , 	74 , 	38 , 	100 , 	38 , 	18 , 	21 , 	27 , 	4 , 	2 , 	3 , 	1 , 	1 , 	4 , 	9 , 	164 , 	106 , 	296 , 	114 , 	32 , 	24 , 	12 , 	7 , 	15 , 	1 , 	83 , 	27 , 	-   , 	4 , 	2 , 	3 , 	38 , 	5 , 	11 , 	28 , 	-   ," 	1,524 ",,,,,,,,,,
OA, 	7 , 	23 , 	17 , 	23 , 	55 , 	18 , 	16 , 	15 , 	20 , 	10 , 	7 , 	24 , 	5 , 	5 , 	6 , 	3 , 	8 , 	21 , 	15 , 	25 , 	23 , 	13 , 	7 , 	12 , 	4 , 	77 , 	35 , 	76 , 	37 , 	17 , 	16 , 	8 , 	5 , 	11 , 	1 , 	4 , 	40 , 	7 , 	14 , 	2 , 	2 , 	18 , 	6 , 	14 , 	1 , 	-   , 	765 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	1,992 "," 	3,811 "," 	2,489 "," 	2,422 "," 	10,130 "," 	2,609 "," 	3,929 "," 	4,077 "," 	4,260 "," 	2,862 "," 	4,269 "," 	3,691 "," 	2,571 "," 	2,846 "," 	1,927 "," 	1,058 "," 	1,544 "," 	3,424 "," 	2,123 "," 	2,072 "," 	3,036 "," 	1,621 "," 	1,289 "," 	2,992 "," 	4,332 "," 	10,828 "," 	8,495 "," 	24,511 "," 	10,316 "," 	6,860 "," 	6,937 "," 	3,642 "," 	5,281 "," 	4,403 "," 	1,331 "," 	1,276 "," 	3,181 ", 	701 ," 	2,426 "," 	1,056 "," 	1,515 "," 	5,483 "," 	2,929 "," 	1,478 "," 	1,260 ", 	-   ," 	181,277 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
