Exit stations,Entry stations->,,SUNDAY,,,Nov 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	39 , 	47 , 	24 , 	130 , 	40 , 	42 , 	27 , 	44 , 	20 , 	49 , 	91 , 	13 , 	12 , 	10 , 	6 , 	5 , 	15 , 	8 , 	4 , 	7 , 	2 , 	3 , 	7 , 	10 , 	97 , 	62 , 	221 , 	78 , 	54 , 	67 , 	18 , 	23 , 	16 , 	8 , 	3 , 	7 , 	3 , 	20 , 	4 , 	7 , 	44 , 	10 , 	4 , 	11 , 	-   ," 	1,418 ",,,,,,,,,,,
EN, 	47 , 	15 , 	40 , 	44 , 	269 , 	65 , 	89 , 	75 , 	78 , 	51 , 	55 , 	339 , 	25 , 	24 , 	21 , 	12 , 	11 , 	39 , 	18 , 	9 , 	17 , 	7 , 	7 , 	18 , 	22 , 	186 , 	142 , 	452 , 	161 , 	68 , 	64 , 	30 , 	38 , 	31 , 	13 , 	4 , 	11 , 	2 , 	16 , 	8 , 	16 , 	107 , 	15 , 	5 , 	44 , 	-   ," 	2,801 ",,,,,,,,,,,
EP, 	61 , 	38 , 	11 , 	37 , 	281 , 	43 , 	57 , 	89 , 	69 , 	45 , 	31 , 	114 , 	14 , 	12 , 	9 , 	4 , 	7 , 	27 , 	8 , 	5 , 	15 , 	5 , 	5 , 	15 , 	8 , 	117 , 	87 , 	249 , 	119 , 	46 , 	39 , 	17 , 	8 , 	10 , 	4 , 	2 , 	6 , 	2 , 	10 , 	5 , 	6 , 	71 , 	14 , 	3 , 	30 , 	-   ," 	1,850 ",,,,,,,,,,,
NB, 	35 , 	29 , 	36 , 	15 , 	99 , 	34 , 	31 , 	136 , 	57 , 	62 , 	37 , 	95 , 	15 , 	10 , 	8 , 	6 , 	8 , 	28 , 	6 , 	10 , 	14 , 	7 , 	2 , 	8 , 	7 , 	156 , 	117 , 	251 , 	164 , 	74 , 	61 , 	19 , 	11 , 	19 , 	3 , 	2 , 	9 , 	3 , 	9 , 	2 , 	6 , 	111 , 	18 , 	5 , 	46 , 	-   ," 	1,877 ",,,,,,,,,,,
BK, 	182 , 	283 , 	273 , 	101 , 	37 , 	166 , 	151 , 	191 , 	168 , 	83 , 	136 , 	137 , 	57 , 	60 , 	54 , 	28 , 	62 , 	304 , 	34 , 	34 , 	65 , 	38 , 	21 , 	33 , 	44 , 	359 , 	222 , 	590 , 	315 , 	164 , 	130 , 	72 , 	40 , 	63 , 	11 , 	12 , 	50 , 	10 , 	28 , 	12 , 	18 , 	410 , 	101 , 	24 , 	304 , 	-   ," 	5,674 ",,,,,,,,,,,
AS, 	45 , 	62 , 	36 , 	34 , 	138 , 	17 , 	42 , 	105 , 	71 , 	55 , 	58 , 	88 , 	18 , 	18 , 	12 , 	11 , 	11 , 	28 , 	9 , 	9 , 	12 , 	5 , 	4 , 	6 , 	17 , 	127 , 	84 , 	217 , 	138 , 	111 , 	70 , 	20 , 	19 , 	15 , 	3 , 	4 , 	11 , 	3 , 	8 , 	3 , 	3 , 	99 , 	14 , 	4 , 	46 , 	-   ," 	1,904 ",,,,,,,,,,,
MA, 	53 , 	82 , 	36 , 	35 , 	155 , 	58 , 	16 , 	70 , 	66 , 	38 , 	68 , 	173 , 	33 , 	35 , 	24 , 	11 , 	15 , 	39 , 	31 , 	17 , 	40 , 	13 , 	9 , 	33 , 	34 , 	230 , 	179 , 	386 , 	276 , 	169 , 	119 , 	30 , 	30 , 	23 , 	6 , 	6 , 	14 , 	5 , 	56 , 	3 , 	11 , 	146 , 	22 , 	4 , 	52 , 	-   ," 	2,947 ",,,,,,,,,,,
19, 	25 , 	69 , 	87 , 	134 , 	175 , 	103 , 	57 , 	21 , 	13 , 	14 , 	51 , 	128 , 	36 , 	31 , 	27 , 	11 , 	15 , 	48 , 	29 , 	28 , 	42 , 	32 , 	30 , 	87 , 	39 , 	228 , 	172 , 	355 , 	253 , 	162 , 	141 , 	49 , 	28 , 	26 , 	8 , 	9 , 	17 , 	7 , 	24 , 	6 , 	6 , 	132 , 	26 , 	9 , 	32 , 	-   ," 	3,016 ",,,,,,,,,,,
12, 	41 , 	69 , 	65 , 	51 , 	157 , 	59 , 	52 , 	13 , 	15 , 	14 , 	61 , 	227 , 	48 , 	67 , 	41 , 	19 , 	23 , 	55 , 	39 , 	28 , 	41 , 	24 , 	18 , 	40 , 	43 , 	242 , 	191 , 	439 , 	234 , 	117 , 	89 , 	37 , 	38 , 	36 , 	14 , 	8 , 	13 , 	10 , 	49 , 	14 , 	11 , 	126 , 	31 , 	5 , 	36 , 	-   ," 	3,042 ",,,,,,,,,,,
LM, 	23 , 	57 , 	48 , 	73 , 	96 , 	68 , 	39 , 	14 , 	12 , 	12 , 	138 , 	274 , 	105 , 	91 , 	41 , 	22 , 	32 , 	69 , 	8 , 	9 , 	15 , 	12 , 	11 , 	30 , 	23 , 	190 , 	184 , 	430 , 	226 , 	135 , 	112 , 	45 , 	41 , 	42 , 	4 , 	47 , 	74 , 	5 , 	10 , 	3 , 	7 , 	45 , 	13 , 	27 , 	36 , 	-   ," 	2,992 ",,,,,,,,,,,
