Exit stations,Entry stations->,,SATURDAY,,,Mar 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	85 , 	87 , 	55 , 	248 , 	90 , 	84 , 	56 , 	75 , 	16 , 	89 , 	98 , 	24 , 	30 , 	27 , 	14 , 	11 , 	26 , 	25 , 	9 , 	16 , 	9 , 	6 , 	15 , 	21 , 	109 , 	96 , 	298 , 	118 , 	91 , 	105 , 	22 , 	37 , 	26 , 	11 , 	3 , 	7 , 	4 , 	32 , 	9 , 	11 , 	22 , 	16 , 	3 ," 	2,242 ",,,Eastbay," 	47,525 ",,SF CBD," 	116,810 ",59.1%,,,
EN, 	96 , 	15 , 	82 , 	61 , 	443 , 	129 , 	136 , 	108 , 	167 , 	32 , 	114 , 	184 , 	41 , 	46 , 	39 , 	16 , 	21 , 	43 , 	35 , 	19 , 	30 , 	9 , 	5 , 	32 , 	35 , 	258 , 	236 , 	701 , 	250 , 	92 , 	114 , 	34 , 	64 , 	49 , 	27 , 	11 , 	17 , 	3 , 	42 , 	14 , 	18 , 	56 , 	19 , 	9 ," 	3,955 ",,,Westbay," 	60,856 ",,non-CBD," 	75,093 ",38.0%,,,
EP, 	89 , 	79 , 	8 , 	50 , 	424 , 	75 , 	76 , 	81 , 	112 , 	30 , 	62 , 	87 , 	15 , 	18 , 	13 , 	9 , 	11 , 	26 , 	11 , 	9 , 	18 , 	9 , 	4 , 	27 , 	10 , 	152 , 	145 , 	364 , 	169 , 	69 , 	51 , 	18 , 	15 , 	18 , 	5 , 	5 , 	11 , 	1 , 	10 , 	4 , 	3 , 	39 , 	14 , 	5 ," 	2,450 ",,,Transbay," 	92,032 ",,,,,,,
NB, 	67 , 	59 , 	54 , 	9 , 	154 , 	53 , 	66 , 	92 , 	88 , 	28 , 	70 , 	78 , 	23 , 	23 , 	16 , 	7 , 	9 , 	28 , 	17 , 	12 , 	14 , 	8 , 	4 , 	20 , 	14 , 	239 , 	199 , 	411 , 	259 , 	125 , 	100 , 	23 , 	26 , 	15 , 	4 , 	8 , 	7 , 	2 , 	11 , 	2 , 	5 , 	62 , 	24 , 	2 ," 	2,534 ",,,,,,,,,,,
BK, 	252 , 	436 , 	431 , 	158 , 	32 , 	284 , 	300 , 	310 , 	349 , 	123 , 	213 , 	295 , 	87 , 	128 , 	82 , 	50 , 	64 , 	203 , 	76 , 	63 , 	100 , 	57 , 	46 , 	48 , 	83 , 	621 , 	440 ," 	1,196 ", 	567 , 	325 , 	206 , 	95 , 	85 , 	86 , 	15 , 	36 , 	75 , 	21 , 	46 , 	15 , 	17 , 	268 , 	109 , 	24 ," 	8,514 ",,,,,,,,,,,
AS, 	90 , 	126 , 	69 , 	47 , 	219 , 	22 , 	101 , 	152 , 	148 , 	43 , 	95 , 	128 , 	33 , 	41 , 	28 , 	13 , 	10 , 	34 , 	20 , 	10 , 	23 , 	9 , 	3 , 	17 , 	47 , 	217 , 	168 , 	367 , 	268 , 	203 , 	127 , 	26 , 	23 , 	17 , 	5 , 	7 , 	17 , 	4 , 	28 , 	3 , 	4 , 	48 , 	13 , 	8 ," 	3,079 ",,,,,,,,,,,
MA, 	96 , 	147 , 	85 , 	68 , 	287 , 	109 , 	16 , 	101 , 	135 , 	31 , 	153 , 	158 , 	50 , 	72 , 	54 , 	24 , 	26 , 	40 , 	48 , 	38 , 	51 , 	22 , 	18 , 	52 , 	65 , 	404 , 	314 , 	723 , 	443 , 	346 , 	183 , 	41 , 	41 , 	33 , 	9 , 	9 , 	18 , 	12 , 	97 , 	8 , 	15 , 	76 , 	26 , 	10 ," 	4,755 ",,,,,,,,,,,
19, 	57 , 	107 , 	82 , 	93 , 	285 , 	174 , 	103 , 	19 , 	31 , 	20 , 	93 , 	136 , 	58 , 	70 , 	52 , 	30 , 	43 , 	60 , 	40 , 	42 , 	58 , 	34 , 	29 , 	106 , 	53 , 	289 , 	256 , 	555 , 	394 , 	290 , 	193 , 	60 , 	49 , 	41 , 	11 , 	14 , 	38 , 	16 , 	53 , 	12 , 	13 , 	45 , 	28 , 	12 ," 	4,249 ",,,,,,,,,,,
12, 	74 , 	158 , 	105 , 	90 , 	287 , 	147 , 	129 , 	22 , 	17 , 	16 , 	120 , 	193 , 	94 , 	119 , 	90 , 	48 , 	48 , 	99 , 	79 , 	63 , 	73 , 	32 , 	28 , 	82 , 	82 , 	356 , 	311 , 	748 , 	346 , 	172 , 	137 , 	44 , 	67 , 	58 , 	24 , 	14 , 	28 , 	19 , 	81 , 	11 , 	18 , 	58 , 	43 , 	10 ," 	4,836 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	34 , 	27 , 	33 , 	107 , 	46 , 	36 , 	17 , 	19 , 	10 , 	112 , 	181 , 	138 , 	167 , 	59 , 	37 , 	46 , 	82 , 	9 , 	7 , 	11 , 	6 , 	5 , 	20 , 	27 , 	232 , 	244 , 	568 , 	249 , 	157 , 	105 , 	31 , 	43 , 	39 , 	3 , 	71 , 	72 , 	1 , 	19 , 	4 , 	6 , 	16 , 	8 , 	34 ," 	3,159 ",,,Dtwn SF," 	2,628 "," 	8,905 "," 	17,955 "," 	8,168 "," 	7,627 "," 	9,844 "," 	5,759 "," 	60,885 "
