Exit stations,Entry stations->,,SUNDAY,,,Jun 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	12 , 	23 , 	15 , 	9 , 	34 , 	12 , 	23 , 	14 , 	15 , 	12 , 	23 , 	18 , 	8 , 	8 , 	6 , 	4 , 	1 , 	5 , 	3 , 	1 , 	4 , 	2 , 	1 , 	2 , 	4 , 	57 , 	39 , 	77 , 	34 , 	27 , 	33 , 	9 , 	12 , 	6 , 	3 , 	1 , 	4 , 	1 , 	3 , 	2 , 	8 , 	13 , 	2 , 	1 , 	3 , 	4 , 	0 , 	8 , 	2 , 	3 , 	604 ,,,,,,,,,,,
SO, 	10 , 	14 , 	10 , 	9 , 	17 , 	5 , 	22 , 	11 , 	15 , 	6 , 	5 , 	5 , 	5 , 	8 , 	2 , 	1 , 	2 , 	2 , 	20 , 	23 , 	25 , 	17 , 	12 , 	19 , 	20 , 	53 , 	64 , 	205 , 	63 , 	48 , 	23 , 	12 , 	21 , 	43 , 	34 , 	3 , 	14 , 	5 , 	15 , 	11 , 	6 , 	29 , 	36 , 	3 , 	12 , 	1 , 	1 , 	0 , 	3 , 	14 , 	996 ,,,,,,,,,,,
MB, 	4 , 	5 , 	2 , 	3 , 	8 , 	2 , 	6 , 	4 , 	8 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	0 , 	-   , 	3 , 	2 , 	1 , 	2 , 	1 , 	3 , 	2 , 	27 , 	19 , 	41 , 	28 , 	20 , 	19 , 	6 , 	14 , 	13 , 	6 , 	0 , 	3 , 	1 , 	2 , 	4 , 	3 , 	99 , 	10 , 	-   , 	2 , 	0 , 	-   , 	-   , 	1 , 	1 , 	382 ,,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	0 , 	5 , 	1 , 	4 , 	2 , 	1 , 	11 , 	16 , 	16 , 	13 , 	15 , 	6 , 	4 , 	2 , 	4 , 	1 , 	1 , 	0 , 	0 , 	-   , 	1 , 	2 , 	60 , 	31 , 	35 , 	12 , 	9 , 	6 , 	2 , 	2 , 	3 , 	-   , 	19 , 	8 , 	-   , 	-   , 	0 , 	1 , 	9 , 	0 , 	4 , 	7 , 	1 , 	1 , 	1 , 	0 , 	0 , 	316 ,,,,,,,,,,,
OA, 	3 , 	6 , 	3 , 	5 , 	7 , 	6 , 	3 , 	6 , 	5 , 	4 , 	3 , 	8 , 	1 , 	1 , 	1 , 	0 , 	2 , 	3 , 	2 , 	5 , 	4 , 	3 , 	1 , 	2 , 	1 , 	22 , 	19 , 	31 , 	6 , 	7 , 	4 , 	4 , 	1 , 	2 , 	1 , 	-   , 	10 , 	2 , 	2 , 	2 , 	0 , 	11 , 	1 , 	5 , 	2 , 	0 , 	1 , 	1 , 	1 , 	6 , 	221 ,,,,,,,,,,,
WS, 	4 , 	4 , 	1 , 	2 , 	7 , 	1 , 	2 , 	4 , 	2 , 	6 , 	8 , 	11 , 	6 , 	6 , 	11 , 	8 , 	14 , 	7 , 	-   , 	2 , 	0 , 	1 , 	-   , 	1 , 	1 , 	13 , 	5 , 	9 , 	6 , 	5 , 	3 , 	1 , 	2 , 	2 , 	-   , 	1 , 	3 , 	0 , 	0 , 	-   , 	0 , 	2 , 	-   , 	-   , 	3 , 	6 , 	7 , 	8 , 	-   , 	1 , 	179 ,,,,,,,,,,,
ML, 	2 , 	3 , 	2 , 	2 , 	12 , 	3 , 	3 , 	4 , 	3 , 	6 , 	5 , 	6 , 	5 , 	10 , 	5 , 	3 , 	11 , 	18 , 	1 , 	2 , 	2 , 	-   , 	0 , 	2 , 	0 , 	19 , 	11 , 	16 , 	9 , 	5 , 	4 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	-   , 	2 , 	2 , 	-   , 	2 , 	1 , 	1 , 	4 , 	7 , 	8 , 	7 , 	-   , 	1 , 	211 ,,,,,,,,,,,
BE, 	4 , 	4 , 	3 , 	2 , 	22 , 	7 , 	7 , 	8 , 	8 , 	12 , 	18 , 	9 , 	6 , 	7 , 	13 , 	10 , 	16 , 	20 , 	6 , 	4 , 	3 , 	1 , 	1 , 	3 , 	1 , 	25 , 	12 , 	22 , 	17 , 	7 , 	5 , 	4 , 	4 , 	2 , 	-   , 	2 , 	6 , 	0 , 	3 , 	1 , 	0 , 	2 , 	-   , 	1 , 	7 , 	8 , 	7 , 	6 , 	1 , 	4 , 	336 ,,,,,,,,,,,
PC, 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	7 , 	3 , 	3 , 	2 , 	2 , 	3 , 	1 , 	0 , 	0 , 	1 , 	-   , 	1 , 	15 , 	6 , 	10 , 	4 , 	4 , 	1 , 	2 , 	6 , 	5 , 	15 , 	4 , 	6 , 	3 , 	2 , 	1 , 	3 , 	2 , 	0 , 	1 , 	3 , 	2 , 	1 , 	1 , 	4 , 	2 , 	-   , 	3 , 	0 , 	1 , 	1 , 	2 , 	6 , 	138 ,,,,,,,,,,,
AN, 	3 , 	4 , 	2 , 	1 , 	3 , 	1 , 	13 , 	6 , 	5 , 	2 , 	6 , 	10 , 	2 , 	3 , 	5 , 	1 , 	0 , 	2 , 	23 , 	8 , 	19 , 	4 , 	1 , 	8 , 	5 , 	46 , 	27 , 	37 , 	15 , 	11 , 	7 , 	7 , 	5 , 	3 , 	-   , 	-   , 	0 , 	2 , 	7 , 	3 , 	2 , 	19 , 	3 , 	-   , 	8 , 	1 , 	2 , 	2 , 	7 , 	9 , 	357 ,,,,,,,,,,,
Entries, 	604 , 	749 , 	434 , 	385 , 	893 , 	468 , 	879 , 	881 , 	873 , 	833 ," 	1,122 ", 	809 , 	647 , 	674 , 	438 , 	294 , 	268 , 	359 , 	589 , 	478 , 	595 , 	300 , 	225 , 	583 , 	938 ," 	2,755 "," 	1,663 "," 	3,693 "," 	1,827 "," 	1,522 "," 	1,287 ", 	590 , 	911 , 	753 , 	342 , 	257 , 	781 , 	127 , 	388 , 	197 , 	325 ," 	1,431 ", 	318 , 	280 , 	403 , 	176 , 	193 , 	337 , 	136 , 	329 ," 	36,332 ",,,,,,,,,,,
