Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Sep 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	75 , 	72 , 	29 , 	140 , 	66 , 	58 , 	28 , 	53 , 	23 , 	63 , 	93 , 	14 , 	22 , 	15 , 	11 , 	10 , 	21 , 	15 , 	4 , 	9 , 	4 , 	4 , 	7 , 	18 , 	75 , 	60 , 	145 , 	76 , 	53 , 	85 , 	13 , 	24 , 	13 , 	5 , 	4 , 	8 , 	2 , 	23 , 	5 , 	4 , 	14 , 	8 ," 	1,472 ",,,Eastbay," 	39,081 ",,SF CBD," 	76,612 ",56.3%,,,
EN, 	81 , 	11 , 	66 , 	47 , 	242 , 	103 , 	82 , 	45 , 	143 , 	38 , 	73 , 	339 , 	24 , 	31 , 	20 , 	14 , 	18 , 	42 , 	27 , 	5 , 	13 , 	4 , 	6 , 	15 , 	22 , 	189 , 	142 , 	349 , 	161 , 	53 , 	77 , 	25 , 	51 , 	38 , 	18 , 	5 , 	17 , 	3 , 	27 , 	6 , 	9 , 	34 , 	11 ," 	2,721 ",,,Westbay," 	37,058 ",,non-CBD," 	55,741 ",41.0%,,,
EP, 	82 , 	59 , 	9 , 	31 , 	243 , 	47 , 	41 , 	28 , 	90 , 	17 , 	38 , 	163 , 	18 , 	13 , 	13 , 	6 , 	6 , 	20 , 	12 , 	3 , 	10 , 	5 , 	4 , 	17 , 	9 , 	115 , 	91 , 	199 , 	123 , 	29 , 	25 , 	11 , 	12 , 	14 , 	2 , 	4 , 	9 , 	2 , 	5 , 	3 , 	2 , 	32 , 	7 ," 	1,664 ",,,Transbay," 	59,827 ",,,,,,,
NB, 	38 , 	46 , 	38 , 	6 , 	71 , 	40 , 	32 , 	30 , 	93 , 	24 , 	36 , 	141 , 	14 , 	16 , 	7 , 	3 , 	8 , 	25 , 	11 , 	9 , 	14 , 	6 , 	4 , 	13 , 	6 , 	170 , 	103 , 	214 , 	175 , 	45 , 	41 , 	17 , 	12 , 	14 , 	3 , 	3 , 	9 , 	2 , 	6 , 	1 , 	1 , 	43 , 	11 ," 	1,597 ",,,SFO (no CM)," 	12,103 ",,,,,,,
BK, 	169 , 	241 , 	222 , 	75 , 	18 , 	157 , 	137 , 	115 , 	214 , 	79 , 	124 , 	293 , 	50 , 	48 , 	43 , 	19 , 	50 , 	244 , 	37 , 	28 , 	45 , 	30 , 	24 , 	29 , 	21 , 	350 , 	238 , 	711 , 	401 , 	140 , 	108 , 	50 , 	40 , 	77 , 	11 , 	20 , 	60 , 	8 , 	18 , 	9 , 	8 , 	103 , 	78 ," 	4,934 ",,,SF stations," 	23,161 ",,,,,,,
AS, 	76 , 	93 , 	44 , 	42 , 	126 , 	10 , 	74 , 	58 , 	125 , 	45 , 	75 , 	137 , 	20 , 	23 , 	15 , 	7 , 	21 , 	31 , 	9 , 	4 , 	16 , 	6 , 	5 , 	12 , 	26 , 	115 , 	96 , 	218 , 	184 , 	82 , 	70 , 	17 , 	13 , 	12 , 	5 , 	7 , 	12 , 	2 , 	12 , 	3 , 	2 , 	29 , 	9 ," 	1,985 ",,,,,,,,,,,
MA, 	64 , 	77 , 	33 , 	33 , 	136 , 	71 , 	10 , 	37 , 	122 , 	24 , 	74 , 	229 , 	32 , 	53 , 	31 , 	14 , 	15 , 	27 , 	30 , 	18 , 	24 , 	10 , 	9 , 	28 , 	32 , 	226 , 	153 , 	384 , 	287 , 	119 , 	95 , 	25 , 	26 , 	20 , 	8 , 	7 , 	15 , 	7 , 	47 , 	5 , 	3 , 	42 , 	11 ," 	2,708 ",,,,,,,,,,,
19, 	23 , 	40 , 	27 , 	32 , 	109 , 	56 , 	39 , 	7 , 	13 , 	10 , 	45 , 	98 , 	21 , 	26 , 	20 , 	5 , 	13 , 	24 , 	24 , 	11 , 	22 , 	11 , 	5 , 	26 , 	19 , 	101 , 	88 , 	220 , 	161 , 	65 , 	46 , 	14 , 	15 , 	13 , 	4 , 	5 , 	12 , 	3 , 	19 , 	2 , 	2 , 	19 , 	6 ," 	1,518 ",,,,,,,,,,,
12, 	52 , 	121 , 	95 , 	89 , 	193 , 	129 , 	115 , 	12 , 	11 , 	26 , 	118 , 	199 , 	100 , 	101 , 	59 , 	32 , 	48 , 	101 , 	48 , 	51 , 	73 , 	34 , 	36 , 	112 , 	40 , 	216 , 	231 , 	504 , 	248 , 	96 , 	88 , 	43 , 	48 , 	48 , 	22 , 	20 , 	45 , 	14 , 	44 , 	9 , 	9 , 	50 , 	29 ," 	3,755 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	37 , 	18 , 	21 , 	78 , 	46 , 	26 , 	11 , 	29 , 	5 , 	112 , 	230 , 	92 , 	89 , 	37 , 	22 , 	34 , 	47 , 	6 , 	10 , 	9 , 	3 , 	3 , 	12 , 	34 , 	166 , 	141 , 	353 , 	206 , 	82 , 	68 , 	25 , 	34 , 	20 , 	6 , 	42 , 	61 , 	2 , 	9 , 	5 , 	4 , 	26 , 	9 ," 	2,285 ",,,Dtwn SF," 	1,422 "," 	4,954 "," 	11,355 "," 	4,606 "," 	5,471 "," 	8,026 "," 	3,153 "," 	38,985 "
FV, 	64 , 	71 , 	37 , 	43 , 	126 , 	82 , 	79 , 	52 , 	119 , 	102 , 	16 , 	343 , 	110 , 	214 , 	101 , 	47 , 	42 , 	69 , 	30 , 	12 , 	22 , 	12 , 	9 , 	25 , 	79 , 	189 , 	132 , 	373 , 	218 , 	94 , 	138 , 	32 , 	38 , 	32 , 	9 , 	24 , 	73 , 	3 , 	31 , 	6 , 	7 , 	29 , 	8 ," 	3,335 ",,,OAK," 	4,822 ", 	752 ," 	1,215 "," 	1,696 ", 	791 ," 	2,591 ", 	260 ," 	12,127 "
