Exit stations,Entry stations->,,SATURDAY,,,Jun 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	68 , 	82 , 	55 , 	231 , 	82 , 	96 , 	48 , 	77 , 	19 , 	82 , 	90 , 	22 , 	23 , 	26 , 	12 , 	10 , 	28 , 	18 , 	9 , 	15 , 	6 , 	7 , 	15 , 	22 , 	159 , 	116 , 	326 , 	145 , 	103 , 	103 , 	21 , 	29 , 	21 , 	12 , 	4 , 	12 , 	5 , 	30 , 	7 , 	15 , 	30 , 	15 , 	4 ," 	2,302 ",,,Eastbay," 	45,723 ",,SF CBD," 	130,637 ",61.3%,,,
EN, 	81 , 	14 , 	81 , 	71 , 	413 , 	111 , 	133 , 	108 , 	148 , 	27 , 	118 , 	183 , 	37 , 	47 , 	38 , 	18 , 	28 , 	51 , 	26 , 	14 , 	24 , 	10 , 	8 , 	22 , 	31 , 	354 , 	281 , 	735 , 	351 , 	137 , 	116 , 	45 , 	56 , 	46 , 	20 , 	9 , 	18 , 	2 , 	38 , 	12 , 	17 , 	63 , 	23 , 	9 ," 	4,171 ",,,Westbay," 	62,788 ",,non-CBD," 	75,809 ",35.6%,,,
EP, 	89 , 	79 , 	11 , 	58 , 	359 , 	62 , 	67 , 	87 , 	97 , 	31 , 	42 , 	88 , 	18 , 	19 , 	12 , 	9 , 	13 , 	24 , 	11 , 	10 , 	17 , 	7 , 	7 , 	28 , 	14 , 	215 , 	145 , 	357 , 	182 , 	92 , 	57 , 	18 , 	15 , 	19 , 	5 , 	5 , 	9 , 	3 , 	9 , 	5 , 	7 , 	47 , 	15 , 	4 ," 	2,462 ",,,Transbay," 	108,063 ",,,,,,,
NB, 	65 , 	62 , 	58 , 	13 , 	131 , 	54 , 	60 , 	109 , 	95 , 	27 , 	62 , 	97 , 	21 , 	19 , 	24 , 	10 , 	16 , 	34 , 	12 , 	17 , 	17 , 	15 , 	9 , 	15 , 	17 , 	318 , 	241 , 	413 , 	292 , 	177 , 	112 , 	32 , 	20 , 	22 , 	8 , 	7 , 	14 , 	6 , 	11 , 	4 , 	6 , 	83 , 	20 , 	7 ," 	2,847 ",,,,,,,,,,,
BK, 	238 , 	404 , 	364 , 	138 , 	39 , 	250 , 	241 , 	286 , 	265 , 	110 , 	169 , 	214 , 	81 , 	75 , 	65 , 	35 , 	70 , 	169 , 	51 , 	59 , 	98 , 	50 , 	33 , 	42 , 	82 , 	865 , 	458 ," 	1,269 ", 	661 , 	400 , 	223 , 	94 , 	54 , 	88 , 	15 , 	22 , 	103 , 	13 , 	48 , 	13 , 	25 , 	183 , 	112 , 	26 ," 	8,295 ",,,,,,,,,,,
AS, 	89 , 	112 , 	63 , 	54 , 	203 , 	16 , 	106 , 	158 , 	132 , 	43 , 	97 , 	107 , 	31 , 	34 , 	35 , 	19 , 	13 , 	30 , 	12 , 	12 , 	16 , 	8 , 	5 , 	13 , 	35 , 	258 , 	184 , 	368 , 	305 , 	257 , 	136 , 	25 , 	27 , 	23 , 	5 , 	7 , 	17 , 	5 , 	25 , 	5 , 	4 , 	53 , 	18 , 	10 ," 	3,172 ",,,,,,,,,,,
MA, 	107 , 	139 , 	63 , 	63 , 	230 , 	105 , 	21 , 	92 , 	114 , 	32 , 	133 , 	177 , 	51 , 	56 , 	45 , 	23 , 	21 , 	48 , 	43 , 	30 , 	52 , 	23 , 	17 , 	45 , 	58 , 	409 , 	294 , 	669 , 	515 , 	358 , 	210 , 	36 , 	43 , 	28 , 	10 , 	17 , 	19 , 	12 , 	69 , 	7 , 	12 , 	80 , 	22 , 	11 ," 	4,604 ",,,,,,,,,,,
19, 	50 , 	103 , 	82 , 	100 , 	263 , 	143 , 	101 , 	14 , 	19 , 	20 , 	84 , 	147 , 	66 , 	63 , 	53 , 	30 , 	27 , 	52 , 	46 , 	44 , 	58 , 	36 , 	21 , 	92 , 	53 , 	360 , 	277 , 	549 , 	466 , 	309 , 	195 , 	57 , 	44 , 	40 , 	11 , 	11 , 	22 , 	14 , 	51 , 	10 , 	12 , 	52 , 	28 , 	10 ," 	4,280 ",,,,,,,,,,,
12, 	81 , 	141 , 	102 , 	86 , 	238 , 	135 , 	118 , 	16 , 	20 , 	14 , 	102 , 	219 , 	91 , 	97 , 	68 , 	39 , 	50 , 	72 , 	72 , 	53 , 	62 , 	27 , 	23 , 	71 , 	74 , 	399 , 	292 , 	712 , 	415 , 	191 , 	149 , 	48 , 	71 , 	48 , 	19 , 	14 , 	27 , 	15 , 	68 , 	11 , 	21 , 	79 , 	50 , 	13 ," 	4,711 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	26 , 	30 , 	23 , 	102 , 	44 , 	31 , 	16 , 	14 , 	13 , 	93 , 	188 , 	133 , 	145 , 	56 , 	28 , 	46 , 	67 , 	12 , 	9 , 	15 , 	6 , 	5 , 	20 , 	30 , 	324 , 	260 , 	593 , 	359 , 	217 , 	119 , 	42 , 	41 , 	38 , 	3 , 	55 , 	77 , 	3 , 	17 , 	3 , 	11 , 	19 , 	11 , 	38 ," 	3,395 ",,,Dtwn SF," 	2,593 "," 	10,183 "," 	18,177 "," 	9,639 "," 	9,096 "," 	12,487 "," 	6,411 "," 	68,584 "
