Exit stations,Entry stations->,,SUNDAY,,,Jun 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	12 , 	48 , 	63 , 	38 , 	151 , 	66 , 	68 , 	30 , 	51 , 	25 , 	59 , 	94 , 	16 , 	17 , 	17 , 	9 , 	9 , 	20 , 	14 , 	5 , 	10 , 	3 , 	4 , 	12 , 	16 , 	112 , 	84 , 	276 , 	165 , 	73 , 	68 , 	18 , 	18 , 	17 , 	6 , 	3 , 	7 , 	1 , 	28 , 	8 , 	11 , 	35 , 	9 , 	3 ," 	1,801 ",,,Eastbay," 	37,182 ",,SF CBD," 	110,681 ",63.0%,,,
EN, 	60 , 	18 , 	55 , 	53 , 	283 , 	97 , 	85 , 	52 , 	85 , 	46 , 	72 , 	209 , 	23 , 	28 , 	22 , 	13 , 	13 , 	34 , 	19 , 	9 , 	19 , 	9 , 	6 , 	14 , 	24 , 	242 , 	186 , 	556 , 	411 , 	82 , 	61 , 	32 , 	41 , 	33 , 	15 , 	4 , 	17 , 	2 , 	27 , 	11 , 	17 , 	75 , 	15 , 	4 ," 	3,181 ",,,Westbay," 	52,774 ",,non-CBD," 	58,480 ",33.3%,,,
EP, 	64 , 	52 , 	13 , 	43 , 	269 , 	57 , 	51 , 	46 , 	60 , 	32 , 	32 , 	112 , 	16 , 	10 , 	9 , 	7 , 	6 , 	33 , 	9 , 	9 , 	13 , 	4 , 	4 , 	18 , 	10 , 	158 , 	96 , 	284 , 	257 , 	59 , 	41 , 	17 , 	13 , 	18 , 	3 , 	5 , 	8 , 	2 , 	11 , 	3 , 	4 , 	59 , 	11 , 	3 ," 	2,032 ",,,Transbay," 	88,666 ",,,,,,,
NB, 	47 , 	48 , 	37 , 	16 , 	91 , 	54 , 	54 , 	71 , 	63 , 	31 , 	40 , 	140 , 	12 , 	15 , 	15 , 	5 , 	9 , 	29 , 	9 , 	9 , 	19 , 	11 , 	7 , 	17 , 	13 , 	241 , 	164 , 	337 , 	343 , 	113 , 	88 , 	28 , 	17 , 	14 , 	7 , 	3 , 	12 , 	2 , 	8 , 	4 , 	5 , 	85 , 	20 , 	4 ," 	2,357 ",,,,,,,,,,,
BK, 	185 , 	260 , 	270 , 	94 , 	46 , 	175 , 	172 , 	196 , 	189 , 	94 , 	131 , 	281 , 	62 , 	58 , 	50 , 	25 , 	52 , 	217 , 	35 , 	46 , 	65 , 	40 , 	22 , 	26 , 	59 , 	613 , 	313 ," 	1,071 ", 	777 , 	274 , 	155 , 	72 , 	47 , 	55 , 	13 , 	16 , 	68 , 	6 , 	29 , 	10 , 	14 , 	285 , 	102 , 	24 ," 	6,794 ",,,,,,,,,,,
AS, 	75 , 	89 , 	47 , 	50 , 	153 , 	17 , 	71 , 	96 , 	92 , 	55 , 	91 , 	133 , 	28 , 	29 , 	30 , 	14 , 	15 , 	33 , 	12 , 	11 , 	12 , 	8 , 	5 , 	12 , 	34 , 	181 , 	127 , 	321 , 	342 , 	168 , 	112 , 	22 , 	22 , 	18 , 	4 , 	6 , 	12 , 	4 , 	17 , 	6 , 	5 , 	71 , 	18 , 	6 ," 	2,674 ",,,,,,,,,,,
MA, 	69 , 	83 , 	48 , 	59 , 	165 , 	80 , 	23 , 	51 , 	74 , 	38 , 	88 , 	225 , 	39 , 	40 , 	31 , 	20 , 	14 , 	38 , 	35 , 	26 , 	44 , 	17 , 	12 , 	41 , 	47 , 	307 , 	191 , 	519 , 	491 , 	259 , 	169 , 	31 , 	38 , 	26 , 	6 , 	14 , 	19 , 	7 , 	61 , 	4 , 	11 , 	122 , 	21 , 	8 ," 	3,708 ",,,,,,,,,,,
19, 	33 , 	53 , 	45 , 	63 , 	166 , 	86 , 	51 , 	26 , 	14 , 	16 , 	60 , 	150 , 	33 , 	33 , 	30 , 	15 , 	16 , 	39 , 	35 , 	22 , 	35 , 	16 , 	10 , 	51 , 	33 , 	242 , 	178 , 	430 , 	394 , 	208 , 	127 , 	35 , 	27 , 	31 , 	5 , 	10 , 	9 , 	6 , 	24 , 	4 , 	7 , 	86 , 	22 , 	6 ," 	2,985 ",,,,,,,,,,,
12, 	51 , 	77 , 	54 , 	57 , 	159 , 	88 , 	65 , 	15 , 	33 , 	16 , 	73 , 	199 , 	55 , 	57 , 	42 , 	20 , 	25 , 	55 , 	41 , 	27 , 	36 , 	21 , 	16 , 	50 , 	47 , 	294 , 	203 , 	552 , 	361 , 	154 , 	93 , 	35 , 	46 , 	38 , 	14 , 	7 , 	18 , 	9 , 	43 , 	9 , 	12 , 	116 , 	27 , 	9 ," 	3,417 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	28 , 	43 , 	32 , 	34 , 	89 , 	61 , 	42 , 	16 , 	17 , 	14 , 	126 , 	220 , 	100 , 	99 , 	50 , 	27 , 	31 , 	54 , 	10 , 	8 , 	10 , 	5 , 	8 , 	17 , 	30 , 	251 , 	202 , 	516 , 	357 , 	171 , 	122 , 	35 , 	40 , 	33 , 	2 , 	46 , 	52 , 	2 , 	16 , 	5 , 	8 , 	31 , 	10 , 	29 ," 	3,100 ",,,Dtwn SF," 	2,436 "," 	7,879 "," 	14,196 "," 	7,722 "," 	7,593 "," 	11,005 "," 	6,310 "," 	57,141 "
FV, 	64 , 	63 , 	38 , 	43 , 	133 , 	83 , 	86 , 	61 , 	77 , 	111 , 	20 , 	291 , 	100 , 	159 , 	102 , 	49 , 	36 , 	73 , 	24 , 	14 , 	22 , 	8 , 	10 , 	24 , 	66 , 	314 , 	207 , 	674 , 	537 , 	145 , 	125 , 	28 , 	49 , 	38 , 	8 , 	38 , 	54 , 	6 , 	36 , 	8 , 	12 , 	53 , 	15 , 	42 ," 	4,145 ",,,OAK," 	7,638 ", 	856 ," 	2,189 "," 	1,863 ", 	835 ," 	2,539 ", 	583 ," 	16,503 "
CL, 	97 , 	212 , 	109 , 	122 , 	180 , 	117 , 	207 , 	137 , 	184 , 	171 , 	261 , 	26 , 	230 , 	273 , 	189 , 	101 , 	162 , 	429 , 	124 , 	127 , 	122 , 	106 , 	75 , 	105 , 	98 , 	350 , 	211 , 	627 , 	405 , 	112 , 	119 , 	76 , 	69 , 	102 , 	14 , 	145 , 	768 , 	57 , 	149 , 	27 , 	31 , 	54 , 	50 , 	228 ," 	7,559 ",,,CM line," 	14,076 "," 	2,062 "," 	4,518 "," 	1,691 "," 	1,112 "," 	1,845 "," 	2,367 "," 	27,671 "
SL, 	19 , 	32 , 	16 , 	13 , 	66 , 	27 , 	36 , 	40 , 	66 , 	99 , 	104 , 	241 , 	13 , 	94 , 	80 , 	25 , 	32 , 	44 , 	16 , 	8 , 	15 , 	3 , 	3 , 	13 , 	25 , 	183 , 	116 , 	389 , 	267 , 	57 , 	37 , 	15 , 	20 , 	27 , 	5 , 	22 , 	27 , 	3 , 	17 , 	5 , 	8 , 	29 , 	5 , 	30 ," 	2,393 ",,,RM line," 	7,658 "," 	1,971 "," 	1,844 "," 	3,197 ", 	687 ," 	2,555 ", 	883 ," 	18,795 "
BF, 	20 , 	25 , 	13 , 	12 , 	57 , 	27 , 	46 , 	41 , 	72 , 	93 , 	159 , 	276 , 	82 , 	12 , 	94 , 	57 , 	65 , 	106 , 	12 , 	6 , 	10 , 	5 , 	4 , 	9 , 	21 , 	167 , 	140 , 	386 , 	257 , 	40 , 	35 , 	17 , 	24 , 	26 , 	8 , 	50 , 	79 , 	4 , 	18 , 	6 , 	10 , 	14 , 	7 , 	75 ," 	2,687 ",,,WP line," 	7,562 ", 	949 ," 	1,238 ", 	713 ," 	2,425 "," 	1,507 ", 	999 ," 	15,392 "
HY, 	24 , 	26 , 	12 , 	16 , 	48 , 	26 , 	35 , 	35 , 	51 , 	48 , 	107 , 	185 , 	75 , 	105 , 	7 , 	56 , 	63 , 	111 , 	12 , 	6 , 	11 , 	5 , 	3 , 	11 , 	23 , 	120 , 	60 , 	202 , 	164 , 	29 , 	24 , 	12 , 	12 , 	10 , 	2 , 	12 , 	32 , 	3 , 	20 , 	2 , 	6 , 	18 , 	7 , 	29 ," 	1,865 ",,,FT/ED line," 	10,800 "," 	2,537 "," 	1,924 "," 	2,380 "," 	1,469 "," 	9,346 ", 	650 ," 	29,105 "
SH, 	7 , 	15 , 	6 , 	6 , 	25 , 	14 , 	16 , 	15 , 	25 , 	29 , 	45 , 	91 , 	27 , 	57 , 	48 , 	6 , 	30 , 	64 , 	6 , 	2 , 	4 , 	1 , 	1 , 	3 , 	5 , 	77 , 	44 , 	158 , 	127 , 	24 , 	19 , 	10 , 	12 , 	9 , 	4 , 	8 , 	17 , 	2 , 	13 , 	3 , 	4 , 	11 , 	2 , 	14 ," 	1,107 ",,,SFIA," 	5,804 ", 	419 ," 	1,950 ", 	599 , 	764 , 	497 ," 	1,115 "," 	11,149 "
UC, 	10 , 	14 , 	6 , 	10 , 	49 , 	16 , 	18 , 	16 , 	27 , 	38 , 	40 , 	174 , 	37 , 	72 , 	63 , 	28 , 	11 , 	75 , 	9 , 	4 , 	7 , 	3 , 	2 , 	5 , 	6 , 	144 , 	89 , 	233 , 	169 , 	31 , 	15 , 	8 , 	14 , 	13 , 	4 , 	12 , 	25 , 	2 , 	15 , 	4 , 	4 , 	18 , 	8 , 	13 ," 	1,561 ",,,Entries," 	55,976 "," 	16,673 "," 	27,859 "," 	18,164 "," 	14,885 "," 	29,293 "," 	12,907 "," 	175,758 "
FM, 	20 , 	33 , 	28 , 	28 , 	164 , 	29 , 	41 , 	36 , 	58 , 	55 , 	82 , 	421 , 	50 , 	105 , 	99 , 	70 , 	68 , 	32 , 	16 , 	15 , 	15 , 	6 , 	4 , 	16 , 	12 , 	290 , 	177 , 	496 , 	383 , 	63 , 	33 , 	19 , 	27 , 	30 , 	5 , 	17 , 	46 , 	4 , 	28 , 	4 , 	5 , 	52 , 	4 , 	23 ," 	3,207 ",,,,,,,,,,,
CN, 	16 , 	20 , 	9 , 	11 , 	35 , 	12 , 	34 , 	39 , 	49 , 	10 , 	24 , 	124 , 	12 , 	13 , 	12 , 	8 , 	8 , 	17 , 	17 , 	52 , 	133 , 	54 , 	24 , 	34 , 	9 , 	206 , 	108 , 	323 , 	275 , 	33 , 	41 , 	23 , 	24 , 	27 , 	14 , 	4 , 	9 , 	18 , 	172 , 	8 , 	12 , 	78 , 	14 , 	3 ," 	2,169 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	2 , 	9 , 	7 , 	7 , 	45 , 	13 , 	26 , 	25 , 	32 , 	7 , 	10 , 	133 , 	6 , 	6 , 	7 , 	3 , 	4 , 	16 , 	48 , 	18 , 	76 , 	27 , 	15 , 	43 , 	6 , 	266 , 	149 , 	310 , 	248 , 	44 , 	27 , 	21 , 	9 , 	20 , 	7 , 	3 , 	4 , 	10 , 	46 , 	6 , 	8 , 	144 , 	15 , 	3 ," 	1,932 ",,,Dtwn SF," 	2,436 ",,,,,,,
WC, 	14 , 	19 , 	11 , 	18 , 	67 , 	14 , 	45 , 	35 , 	39 , 	11 , 	20 , 	135 , 	11 , 	9 , 	7 , 	2 , 	4 , 	16 , 	145 , 	71 , 	15 , 	33 , 	15 , 	65 , 	15 , 	359 , 	204 , 	394 , 	323 , 	61 , 	37 , 	18 , 	14 , 	26 , 	6 , 	4 , 	6 , 	17 , 	89 , 	5 , 	5 , 	145 , 	19 , 	3 ," 	2,572 ",,,OAK," 	15,517 ", 	856 ,,,,,,
LF, 	5 , 	8 , 	4 , 	13 , 	44 , 	10 , 	23 , 	21 , 	26 , 	6 , 	8 , 	110 , 	4 , 	6 , 	5 , 	1 , 	3 , 	7 , 	61 , 	21 , 	32 , 	11 , 	10 , 	50 , 	4 , 	244 , 	114 , 	215 , 	218 , 	36 , 	26 , 	13 , 	5 , 	14 , 	1 , 	1 , 	3 , 	5 , 	20 , 	3 , 	3 , 	91 , 	10 , 	2 ," 	1,518 ",,,CM line," 	28,272 "," 	4,252 "," 	4,518 ",,,,,
OR, 	5 , 	4 , 	4 , 	5 , 	22 , 	5 , 	19 , 	12 , 	23 , 	8 , 	8 , 	76 , 	4 , 	5 , 	2 , 	1 , 	3 , 	4 , 	24 , 	20 , 	17 , 	9 , 	7 , 	35 , 	4 , 	188 , 	90 , 	183 , 	187 , 	34 , 	20 , 	11 , 	4 , 	10 , 	3 , 	1 , 	2 , 	3 , 	16 , 	1 , 	2 , 	70 , 	10 , 	1 ," 	1,159 ",,,RM line," 	15,380 "," 	3,834 "," 	3,535 "," 	3,197 ",,,,
RR, 	13 , 	10 , 	23 , 	19 , 	33 , 	12 , 	44 , 	68 , 	53 , 	18 , 	28 , 	129 , 	11 , 	10 , 	11 , 	4 , 	4 , 	12 , 	34 , 	48 , 	68 , 	42 , 	37 , 	19 , 	19 , 	341 , 	196 , 	457 , 	550 , 	171 , 	96 , 	39 , 	16 , 	20 , 	4 , 	5 , 	5 , 	10 , 	25 , 	5 , 	6 , 	140 , 	22 , 	2 ," 	2,881 ",,,WP line," 	15,155 "," 	1,784 "," 	2,350 "," 	1,400 "," 	2,425 ",,,
OW, 	15 , 	24 , 	12 , 	11 , 	48 , 	29 , 	50 , 	36 , 	46 , 	23 , 	60 , 	97 , 	26 , 	23 , 	17 , 	5 , 	4 , 	10 , 	6 , 	5 , 	13 , 	6 , 	3 , 	15 , 	34 , 	467 , 	288 , 	788 , 	607 , 	220 , 	134 , 	28 , 	32 , 	22 , 	7 , 	7 , 	13 , 	2 , 	23 , 	5 , 	13 , 	59 , 	11 , 	7 ," 	3,351 ",,,FT/ED line," 	21,806 "," 	5,076 "," 	3,768 "," 	4,934 "," 	2,975 "," 	9,346 ",,
EM, 	149 , 	328 , 	219 , 	346 , 	815 , 	267 , 	427 , 	335 , 	370 , 	304 , 	367 , 	455 , 	236 , 	218 , 	154 , 	95 , 	182 , 	418 , 	263 , 	339 , 	463 , 	291 , 	240 , 	449 , 	616 , 	104 , 	30 , 	274 , 	300 , 	397 , 	558 , 	330 , 	405 , 	340 , 	117 , 	176 , 	818 , 	150 , 	239 , 	89 , 	106 , 	499 , 	348 , 	224 ," 	13,851 ",,,SFIA," 	12,115 "," 	1,002 "," 	4,317 "," 	1,482 "," 	1,763 "," 	1,147 "," 	1,115 "," 	175,758 "
MT, 	89 , 	229 , 	132 , 	192 , 	342 , 	153 , 	236 , 	215 , 	245 , 	239 , 	250 , 	251 , 	160 , 	154 , 	80 , 	73 , 	135 , 	214 , 	123 , 	153 , 	196 , 	114 , 	93 , 	223 , 	339 , 	28 , 	48 , 	55 , 	126 , 	359 , 	427 , 	315 , 	695 , 	299 , 	102 , 	91 , 	298 , 	72 , 	136 , 	78 , 	78 , 	425 , 	197 , 	102 ," 	8,561 ",,,,,,,,,,,
PL, 	211 , 	498 , 	228 , 	297 , 	886 , 	283 , 	487 , 	421 , 	462 , 	460 , 	593 , 	595 , 	332 , 	336 , 	181 , 	143 , 	201 , 	407 , 	263 , 	276 , 	336 , 	183 , 	169 , 	399 , 	730 , 	258 , 	46 , 	168 , 	270 ," 	1,228 "," 	1,311 ", 	786 ," 	1,465 "," 	1,014 ", 	316 , 	174 , 	540 , 	134 , 	317 , 	251 , 	237 ," 	1,462 ", 	621 , 	177 ," 	20,151 ",,,,,,,,,,,
CC, 	155 , 	386 , 	241 , 	283 , 	696 , 	298 , 	460 , 	349 , 	309 , 	306 , 	519 , 	382 , 	224 , 	248 , 	155 , 	107 , 	139 , 	342 , 	243 , 	223 , 	293 , 	188 , 	149 , 	449 , 	569 , 	217 , 	144 , 	265 , 	104 , 	711 , 	913 , 	541 , 	707 , 	662 , 	199 , 	142 , 	421 , 	111 , 	314 , 	195 , 	257 , 	660 , 	807 , 	118 ," 	15,199 ",,,,,,,,,,,
16, 	67 , 	77 , 	46 , 	95 , 	212 , 	156 , 	219 , 	171 , 	123 , 	144 , 	131 , 	107 , 	48 , 	32 , 	24 , 	22 , 	21 , 	50 , 	30 , 	39 , 	48 , 	26 , 	34 , 	131 , 	206 , 	376 , 	286 ," 	1,318 ", 	771 , 	44 , 	202 , 	231 , 	363 , 	196 , 	84 , 	25 , 	62 , 	14 , 	43 , 	52 , 	86 , 	292 , 	177 , 	19 ," 	6,900 ",,,,,,,,,,,
