Exit stations,Entry stations->,,SATURDAY,,,Nov 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	12 , 	60 , 	77 , 	40 , 	268 , 	62 , 	70 , 	50 , 	65 , 	23 , 	72 , 	46 , 	21 , 	20 , 	16 , 	12 , 	13 , 	23 , 	16 , 	4 , 	12 , 	3 , 	6 , 	17 , 	20 , 	135 , 	115 , 	366 , 	119 , 	96 , 	107 , 	20 , 	45 , 	29 , 	7 , 	3 , 	9 , 	2 , 	28 , 	13 , 	16 , 	32 , 	14 , 	1 , 	9 , 	-   ," 	2,189 ",,,Eastbay," 	45,175 ",,SF CBD," 	118,208 ",60.1%,,,
EN, 	72 , 	12 , 	68 , 	54 , 	611 , 	109 , 	134 , 	110 , 	163 , 	36 , 	88 , 	112 , 	33 , 	35 , 	30 , 	16 , 	20 , 	44 , 	21 , 	12 , 	21 , 	12 , 	6 , 	27 , 	32 , 	302 , 	271 , 	791 , 	238 , 	122 , 	115 , 	38 , 	57 , 	50 , 	18 , 	8 , 	13 , 	2 , 	28 , 	12 , 	18 , 	79 , 	22 , 	6 , 	32 , 	-   ," 	4,096 ",,,Westbay," 	56,536 ",,non-CBD," 	71,637 ",36.4%,,,
EP, 	80 , 	65 , 	10 , 	52 , 	511 , 	66 , 	61 , 	99 , 	121 , 	30 , 	37 , 	44 , 	18 , 	14 , 	11 , 	7 , 	10 , 	33 , 	10 , 	10 , 	17 , 	5 , 	8 , 	23 , 	12 , 	197 , 	137 , 	367 , 	145 , 	78 , 	51 , 	29 , 	18 , 	19 , 	4 , 	7 , 	9 , 	3 , 	10 , 	1 , 	7 , 	66 , 	15 , 	6 , 	26 , 	-   ," 	2,543 ",,,Transbay," 	100,296 ",,,,,,,
NB, 	43 , 	50 , 	46 , 	10 , 	201 , 	46 , 	52 , 	96 , 	134 , 	39 , 	53 , 	34 , 	22 , 	16 , 	17 , 	4 , 	11 , 	36 , 	12 , 	11 , 	18 , 	9 , 	4 , 	13 , 	11 , 	232 , 	190 , 	395 , 	235 , 	127 , 	88 , 	36 , 	23 , 	22 , 	7 , 	5 , 	8 , 	3 , 	12 , 	3 , 	4 , 	90 , 	14 , 	3 , 	39 , 	-   ," 	2,518 ",,,,,,,,,,,
BK, 	291 , 	630 , 	542 , 	227 , 	44 , 	270 , 	291 , 	346 , 	350 , 	131 , 	223 , 	133 , 	136 , 	134 , 	111 , 	40 , 	105 , 	324 , 	101 , 	125 , 	160 , 	96 , 	80 , 	63 , 	84 , 	768 , 	455 ," 	1,230 ", 	587 , 	315 , 	226 , 	121 , 	69 , 	135 , 	21 , 	52 , 	142 , 	29 , 	97 , 	26 , 	25 , 	201 , 	150 , 	52 , 	165 , 	-   ," 	9,903 ",,,,,,,,,,,
AS, 	74 , 	100 , 	61 , 	52 , 	237 , 	19 , 	78 , 	136 , 	153 , 	42 , 	73 , 	68 , 	35 , 	25 , 	22 , 	7 , 	9 , 	36 , 	15 , 	9 , 	18 , 	7 , 	4 , 	12 , 	34 , 	236 , 	157 , 	367 , 	257 , 	179 , 	116 , 	34 , 	24 , 	17 , 	7 , 	8 , 	15 , 	5 , 	18 , 	3 , 	7 , 	81 , 	21 , 	5 , 	35 , 	-   ," 	2,910 ",,,,,,,,,,,
MA, 	92 , 	122 , 	53 , 	56 , 	264 , 	82 , 	20 , 	95 , 	121 , 	36 , 	102 , 	116 , 	38 , 	50 , 	45 , 	14 , 	23 , 	42 , 	52 , 	41 , 	48 , 	24 , 	19 , 	50 , 	49 , 	361 , 	289 , 	624 , 	426 , 	287 , 	200 , 	45 , 	48 , 	27 , 	12 , 	10 , 	20 , 	9 , 	69 , 	7 , 	16 , 	104 , 	22 , 	9 , 	35 , 	-   ," 	4,268 ",,,,,,,,,,,
19, 	54 , 	123 , 	93 , 	103 , 	349 , 	155 , 	86 , 	28 , 	24 , 	14 , 	89 , 	105 , 	65 , 	60 , 	48 , 	26 , 	35 , 	70 , 	40 , 	54 , 	68 , 	49 , 	24 , 	112 , 	53 , 	374 , 	308 , 	585 , 	493 , 	300 , 	201 , 	81 , 	68 , 	62 , 	16 , 	18 , 	32 , 	9 , 	42 , 	14 , 	15 , 	84 , 	39 , 	13 , 	31 , 	-   ," 	4,709 ",,,,,,,,,,,
12, 	66 , 	152 , 	112 , 	111 , 	274 , 	146 , 	105 , 	26 , 	24 , 	18 , 	101 , 	153 , 	92 , 	94 , 	78 , 	34 , 	44 , 	91 , 	77 , 	57 , 	75 , 	38 , 	31 , 	81 , 	69 , 	348 , 	293 , 	687 , 	373 , 	205 , 	157 , 	61 , 	66 , 	51 , 	23 , 	16 , 	26 , 	22 , 	69 , 	16 , 	23 , 	88 , 	51 , 	10 , 	44 , 	-   ," 	4,773 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	50 , 	39 , 	66 , 	151 , 	56 , 	49 , 	13 , 	24 , 	19 , 	113 , 	172 , 	130 , 	155 , 	62 , 	27 , 	45 , 	85 , 	9 , 	13 , 	17 , 	12 , 	6 , 	29 , 	31 , 	309 , 	259 , 	653 , 	287 , 	193 , 	137 , 	44 , 	54 , 	45 , 	6 , 	69 , 	78 , 	4 , 	16 , 	2 , 	8 , 	30 , 	16 , 	44 , 	34 , 	-   ," 	3,681 ",,,Dtwn SF," 	2,537 "," 	9,783 "," 	16,334 "," 	8,679 "," 	8,056 "," 	11,020 "," 	5,468 "," 	61,876 "
FV, 	75 , 	88 , 	39 , 	51 , 	215 , 	83 , 	108 , 	106 , 	109 , 	72 , 	21 , 	185 , 	130 , 	193 , 	117 , 	52 , 	50 , 	103 , 	35 , 	20 , 	24 , 	16 , 	15 , 	33 , 	87 , 	375 , 	300 , 	824 , 	360 , 	186 , 	162 , 	40 , 	59 , 	43 , 	8 , 	37 , 	74 , 	8 , 	41 , 	9 , 	18 , 	57 , 	20 , 	56 , 	16 , 	-   ," 	4,714 ",,,OAK," 	9,199 "," 	1,118 "," 	2,976 "," 	2,961 "," 	1,349 "," 	2,944 ", 	642 ," 	21,188 "
CL, 	51 , 	121 , 	46 , 	40 , 	127 , 	72 , 	122 , 	119 , 	183 , 	160 , 	186 , 	20 , 	155 , 	191 , 	135 , 	80 , 	124 , 	239 , 	32 , 	42 , 	51 , 	34 , 	18 , 	43 , 	65 , 	313 , 	219 , 	550 , 	231 , 	97 , 	103 , 	74 , 	67 , 	130 , 	18 , 	71 , 	165 , 	14 , 	73 , 	19 , 	27 , 	27 , 	30 , 	81 , 	27 , 	-   ," 	4,783 ",,,CM line," 	15,729 "," 	2,942 "," 	5,760 "," 	2,436 "," 	1,476 "," 	2,283 "," 	2,564 "," 	33,189 "
SL, 	27 , 	37 , 	20 , 	21 , 	132 , 	37 , 	43 , 	74 , 	113 , 	136 , 	139 , 	153 , 	13 , 	96 , 	91 , 	36 , 	36 , 	53 , 	15 , 	11 , 	8 , 	4 , 	7 , 	29 , 	27 , 	216 , 	151 , 	496 , 	157 , 	72 , 	66 , 	18 , 	34 , 	28 , 	7 , 	34 , 	44 , 	3 , 	26 , 	11 , 	5 , 	29 , 	12 , 	39 , 	5 , 	-   ," 	2,803 ",,,RM line," 	8,289 "," 	3,001 "," 	2,467 "," 	5,170 "," 	1,214 "," 	2,722 ", 	919 ," 	23,781 "
BF, 	14 , 	39 , 	14 , 	12 , 	133 , 	21 , 	57 , 	70 , 	109 , 	141 , 	208 , 	186 , 	92 , 	11 , 	117 , 	70 , 	83 , 	155 , 	16 , 	7 , 	8 , 	4 , 	6 , 	15 , 	28 , 	191 , 	167 , 	494 , 	139 , 	55 , 	52 , 	19 , 	29 , 	31 , 	8 , 	54 , 	115 , 	3 , 	21 , 	5 , 	13 , 	25 , 	8 , 	117 , 	7 , 	-   ," 	3,163 ",,,WP line," 	7,678 "," 	1,384 "," 	1,497 "," 	1,233 "," 	3,219 "," 	1,014 "," 	1,026 "," 	17,050 "
HY, 	21 , 	31 , 	12 , 	19 , 	113 , 	25 , 	45 , 	55 , 	68 , 	51 , 	120 , 	140 , 	95 , 	130 , 	13 , 	67 , 	92 , 	152 , 	10 , 	6 , 	9 , 	5 , 	4 , 	10 , 	23 , 	149 , 	84 , 	300 , 	81 , 	44 , 	31 , 	10 , 	17 , 	21 , 	7 , 	23 , 	42 , 	3 , 	33 , 	6 , 	12 , 	19 , 	6 , 	49 , 	13 , 	-   ," 	2,259 ",,,FT/ED line," 	10,705 "," 	3,032 "," 	2,318 "," 	2,795 "," 	1,018 "," 	8,187 ", 	659 ," 	28,713 "
SH, 	13 , 	17 , 	5 , 	5 , 	40 , 	7 , 	15 , 	19 , 	35 , 	29 , 	56 , 	74 , 	34 , 	74 , 	64 , 	6 , 	49 , 	90 , 	6 , 	3 , 	5 , 	1 , 	1 , 	7 , 	12 , 	74 , 	57 , 	186 , 	53 , 	25 , 	29 , 	11 , 	16 , 	12 , 	6 , 	13 , 	25 , 	2 , 	9 , 	3 , 	5 , 	9 , 	4 , 	21 , 	7 , 	-   ," 	1,228 ",,,SFIA," 	4,733 ", 	560 ," 	2,312 ", 	809 , 	893 , 	551 ," 	1,101 "," 	10,958 "
UC, 	10 , 	19 , 	11 , 	11 , 	96 , 	15 , 	23 , 	38 , 	54 , 	41 , 	54 , 	120 , 	37 , 	95 , 	99 , 	49 , 	20 , 	106 , 	10 , 	5 , 	6 , 	2 , 	1 , 	6 , 	6 , 	179 , 	110 , 	303 , 	78 , 	32 , 	22 , 	10 , 	17 , 	22 , 	2 , 	17 , 	28 , 	2 , 	8 , 	2 , 	6 , 	29 , 	3 , 	19 , 	11 , 	-   ," 	1,827 ",,,Entries," 	58,869 "," 	21,820 "," 	33,662 "," 	24,082 "," 	17,224 "," 	28,720 "," 	12,377 "," 	196,754 "
FM, 	21 , 	46 , 	34 , 	36 , 	352 , 	34 , 	50 , 	82 , 	99 , 	69 , 	113 , 	236 , 	60 , 	141 , 	167 , 	89 , 	125 , 	27 , 	20 , 	21 , 	15 , 	9 , 	7 , 	25 , 	15 , 	361 , 	200 , 	616 , 	182 , 	67 , 	47 , 	21 , 	36 , 	45 , 	8 , 	31 , 	76 , 	4 , 	21 , 	5 , 	10 , 	48 , 	6 , 	37 , 	23 , 	-   ," 	3,734 ",,,,,,,,,,,
CN, 	17 , 	22 , 	9 , 	11 , 	96 , 	14 , 	44 , 	46 , 	79 , 	10 , 	30 , 	34 , 	11 , 	15 , 	11 , 	5 , 	9 , 	21 , 	11 , 	65 , 	187 , 	68 , 	25 , 	52 , 	12 , 	180 , 	127 , 	378 , 	131 , 	59 , 	46 , 	28 , 	22 , 	20 , 	9 , 	6 , 	6 , 	26 , 	217 , 	8 , 	9 , 	72 , 	16 , 	4 , 	22 , 	-   ," 	2,282 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
