Exit stations,Entry stations->,,SUNDAY,,,Nov 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
CV, 	4 , 	6 , 	3 , 	6 , 	25 , 	6 , 	9 , 	7 , 	10 , 	50 , 	45 , 	179 , 	29 , 	42 , 	18 , 	8 , 	10 , 	22 , 	3 , 	1 , 	1 , 	0 , 	0 , 	4 , 	9 , 	89 , 	63 , 	182 , 	67 , 	18 , 	18 , 	8 , 	8 , 	13 , 	4 , 	4 , 	41 , 	2 , 	3 , 	1 , 	3 , 	23 , 	3 , 	64 , 	13 , 	-   ," 	1,123 ",,,,,,,,,,,
ED, 	6 , 	11 , 	8 , 	7 , 	44 , 	13 , 	16 , 	14 , 	18 , 	52 , 	62 , 	789 , 	29 , 	102 , 	30 , 	14 , 	23 , 	70 , 	5 , 	4 , 	2 , 	2 , 	1 , 	5 , 	13 , 	252 , 	144 , 	476 , 	165 , 	51 , 	35 , 	28 , 	31 , 	36 , 	4 , 	47 , 	20 , 	2 , 	9 , 	4 , 	4 , 	125 , 	10 , 	21 , 	72 , 	-   ," 	2,876 ",,,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	1 , 	7 , 	2 , 	9 , 	8 , 	11 , 	3 , 	4 , 	47 , 	1 , 	1 , 	2 , 	1 , 	0 , 	4 , 	17 , 	7 , 	15 , 	3 , 	1 , 	6 , 	1 , 	45 , 	38 , 	109 , 	30 , 	12 , 	10 , 	7 , 	3 , 	6 , 	1 , 	1 , 	1 , 	1 , 	18 , 	2 , 	2 , 	30 , 	2 , 	1 , 	7 , 	-   , 	486 ,,,,,,,,,,,
WP, 	24 , 	26 , 	8 , 	10 , 	28 , 	12 , 	70 , 	38 , 	53 , 	10 , 	47 , 	148 , 	15 , 	18 , 	19 , 	10 , 	11 , 	27 , 	148 , 	52 , 	98 , 	21 , 	11 , 	31 , 	21 , 	136 , 	74 , 	304 , 	98 , 	39 , 	47 , 	21 , 	33 , 	28 , 	13 , 	4 , 	12 , 	24 , 	12 , 	13 , 	14 , 	99 , 	20 , 	5 , 	24 , 	-   ," 	1,975 ",,,,,,,,,,,
SS, 	6 , 	9 , 	3 , 	2 , 	11 , 	4 , 	9 , 	7 , 	10 , 	3 , 	10 , 	15 , 	6 , 	4 , 	3 , 	2 , 	3 , 	5 , 	9 , 	7 , 	5 , 	2 , 	3 , 	3 , 	6 , 	64 , 	52 , 	218 , 	90 , 	52 , 	40 , 	18 , 	23 , 	29 , 	7 , 	2 , 	5 , 	3 , 	11 , 	7 , 	23 , 	45 , 	18 , 	1 , 	2 , 	-   , 	852 ,,,,,,,,,,,
SB, 	10 , 	11 , 	4 , 	5 , 	13 , 	4 , 	9 , 	10 , 	14 , 	7 , 	15 , 	19 , 	4 , 	12 , 	5 , 	4 , 	5 , 	10 , 	8 , 	6 , 	6 , 	3 , 	1 , 	8 , 	13 , 	70 , 	53 , 	253 , 	109 , 	70 , 	102 , 	47 , 	111 , 	93 , 	35 , 	2 , 	6 , 	2 , 	10 , 	22 , 	9 , 	59 , 	20 , 	1 , 	3 , 	-   ," 	1,283 ",,,,,,,,,,,
SO, 	26 , 	49 , 	40 , 	68 , 	144 , 	40 , 	77 , 	42 , 	67 , 	19 , 	29 , 	52 , 	17 , 	12 , 	6 , 	8 , 	17 , 	23 , 	58 , 	88 , 	113 , 	73 , 	51 , 	96 , 	67 , 	262 , 	245 ," 	1,026 ", 	320 , 	186 , 	120 , 	58 , 	61 , 	122 , 	69 , 	13 , 	78 , 	27 , 	71 , 	24 , 	30 , 	41 , 	236 , 	21 , 	22 , 	-   ," 	4,315 ",,,,,,,,,,,
MB, 	11 , 	19 , 	15 , 	16 , 	85 , 	19 , 	17 , 	29 , 	37 , 	11 , 	16 , 	28 , 	5 , 	8 , 	5 , 	3 , 	2 , 	4 , 	13 , 	12 , 	16 , 	9 , 	6 , 	22 , 	15 , 	135 , 	107 , 	465 , 	242 , 	135 , 	107 , 	47 , 	82 , 	106 , 	30 , 	4 , 	11 , 	4 , 	24 , 	14 , 	16 , 	487 , 	25 , 	1 , 	11 , 	-   ," 	2,475 ",,,,,,,,,,,
WD, 	1 , 	7 , 	6 , 	2 , 	18 , 	5 , 	7 , 	7 , 	8 , 	37 , 	48 , 	232 , 	27 , 	102 , 	34 , 	11 , 	15 , 	36 , 	2 , 	1 , 	2 , 	0 , 	2 , 	3 , 	8 , 	112 , 	63 , 	210 , 	70 , 	16 , 	14 , 	9 , 	9 , 	17 , 	2 , 	74 , 	18 , 	1 , 	2 , 	0 , 	1 , 	49 , 	3 , 	12 , 	38 , 	-   ," 	1,343 ",,,,,,,,,,,
OA, 	5 , 	16 , 	12 , 	21 , 	80 , 	15 , 	17 , 	14 , 	22 , 	11 , 	8 , 	195 , 	4 , 	4 , 	4 , 	2 , 	6 , 	12 , 	13 , 	23 , 	19 , 	11 , 	7 , 	13 , 	3 , 	77 , 	54 , 	120 , 	42 , 	19 , 	14 , 	8 , 	5 , 	9 , 	1 , 	5 , 	36 , 	3 , 	14 , 	0 , 	1 , 	23 , 	3 , 	11 , 	7 , 	-   , 	990 ,,,,,,,,,,,
