Exit stations,Entry stations->,,WEEKDAY,,,Nov 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	14 , 	138 , 	111 , 	98 , 	489 , 	108 , 	165 , 	161 , 	215 , 	62 , 	105 , 	76 , 	51 , 	36 , 	50 , 	27 , 	22 , 	38 , 	30 , 	14 , 	28 , 	7 , 	8 , 	22 , 	27 , 	343 , 	403 , 	508 , 	376 , 	204 , 	189 , 	45 , 	80 , 	90 , 	17 , 	6 , 	12 , 	7 , 	39 , 	17 , 	30 , 	53 , 	31 , 	5 , 	10 , 	-   ," 	4,565 ",,,Eastbay," 	90,404 ",,SF CBD," 	278,735 ",65.6%,,,
EN, 	156 , 	24 , 	115 , 	104 ," 	1,046 ", 	169 , 	305 , 	494 , 	641 , 	126 , 	145 , 	147 , 	71 , 	58 , 	93 , 	35 , 	39 , 	88 , 	42 , 	21 , 	38 , 	11 , 	10 , 	39 , 	45 , 	918 ," 	1,130 "," 	1,051 ", 	832 , 	277 , 	206 , 	85 , 	133 , 	161 , 	34 , 	10 , 	36 , 	5 , 	49 , 	32 , 	51 , 	114 , 	67 , 	16 , 	38 , 	-   ," 	9,305 ",,,Westbay," 	113,666 ",,non-CBD," 	136,051 ",32.0%,,,
EP, 	118 , 	105 , 	14 , 	60 , 	803 , 	89 , 	133 , 	309 , 	343 , 	97 , 	60 , 	54 , 	31 , 	21 , 	28 , 	10 , 	15 , 	52 , 	20 , 	18 , 	24 , 	10 , 	10 , 	43 , 	14 , 	542 , 	696 , 	465 , 	445 , 	127 , 	68 , 	38 , 	39 , 	62 , 	8 , 	6 , 	24 , 	4 , 	16 , 	9 , 	15 , 	74 , 	35 , 	10 , 	30 , 	-   ," 	5,194 ",,,Transbay," 	231,326 ",,,,,,,
NB, 	103 , 	99 , 	60 , 	16 , 	218 , 	79 , 	93 , 	259 , 	257 , 	76 , 	71 , 	59 , 	36 , 	25 , 	31 , 	9 , 	19 , 	44 , 	24 , 	21 , 	26 , 	10 , 	10 , 	24 , 	19 , 	689 , 	794 , 	478 , 	578 , 	167 , 	113 , 	41 , 	32 , 	45 , 	8 , 	10 , 	18 , 	8 , 	22 , 	7 , 	13 , 	102 , 	46 , 	7 , 	45 , 	-   ," 	4,910 ",,,,,,,,,,,
BK, 	531 ," 	1,090 ", 	805 , 	250 , 	45 , 	447 , 	486 , 	619 , 	648 , 	319 , 	359 , 	217 , 	206 , 	156 , 	174 , 	93 , 	165 , 	306 , 	152 , 	199 , 	150 , 	99 , 	69 , 	65 , 	118 ," 	1,063 "," 	1,092 "," 	1,021 ", 	882 , 	411 , 	313 , 	138 , 	147 , 	152 , 	39 , 	59 , 	123 , 	46 , 	123 , 	35 , 	44 , 	190 , 	166 , 	64 , 	117 , 	-   ," 	13,994 ",,,,,,,,,,,
AS, 	116 , 	150 , 	80 , 	75 , 	406 , 	21 , 	103 , 	262 , 	287 , 	86 , 	116 , 	83 , 	53 , 	41 , 	44 , 	23 , 	36 , 	65 , 	30 , 	20 , 	28 , 	12 , 	6 , 	18 , 	36 , 	724 , 	811 , 	556 , 	591 , 	268 , 	150 , 	40 , 	49 , 	54 , 	14 , 	11 , 	24 , 	6 , 	31 , 	10 , 	18 , 	66 , 	45 , 	12 , 	33 , 	-   ," 	5,708 ",,,,,,,,,,,
MA, 	171 , 	310 , 	120 , 	102 , 	451 , 	114 , 	27 , 	208 , 	262 , 	89 , 	184 , 	190 , 	125 , 	106 , 	123 , 	74 , 	87 , 	156 , 	164 , 	160 , 	135 , 	54 , 	34 , 	75 , 	65 ," 	1,052 "," 	1,280 ", 	943 , 	969 , 	421 , 	253 , 	87 , 	93 , 	108 , 	25 , 	26 , 	67 , 	62 , 	251 , 	24 , 	44 , 	123 , 	73 , 	31 , 	42 , 	-   ," 	9,557 ",,,,,,,,,,,
19, 	173 , 	507 , 	316 , 	277 , 	588 , 	267 , 	209 , 	34 , 	56 , 	42 , 	189 , 	193 , 	202 , 	183 , 	198 , 	168 , 	214 , 	366 , 	311 , 	368 , 	289 , 	148 , 	105 , 	180 , 	75 ," 	1,287 "," 	1,522 "," 	1,012 "," 	1,072 ", 	486 , 	347 , 	178 , 	146 , 	165 , 	71 , 	78 , 	205 , 	177 , 	275 , 	77 , 	62 , 	92 , 	142 , 	90 , 	45 , 	-   ," 	13,190 ",,,,,,,,,,,
12, 	237 , 	659 , 	343 , 	267 , 	561 , 	278 , 	246 , 	62 , 	41 , 	58 , 	254 , 	352 , 	345 , 	360 , 	319 , 	172 , 	241 , 	409 , 	364 , 	356 , 	280 , 	152 , 	119 , 	178 , 	99 ," 	1,249 "," 	1,310 "," 	1,057 "," 	1,017 ", 	358 , 	337 , 	187 , 	188 , 	199 , 	122 , 	118 , 	232 , 	186 , 	387 , 	85 , 	99 , 	137 , 	167 , 	125 , 	65 , 	-   ," 	14,377 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	70 , 	127 , 	96 , 	73 , 	311 , 	79 , 	87 , 	47 , 	55 , 	25 , 	205 , 	299 , 	321 , 	274 , 	188 , 	103 , 	132 , 	185 , 	38 , 	29 , 	31 , 	13 , 	10 , 	37 , 	51 , 	837 , 	974 , 	784 , 	655 , 	285 , 	157 , 	71 , 	93 , 	135 , 	18 , 	123 , 	196 , 	22 , 	61 , 	11 , 	19 , 	39 , 	26 , 	72 , 	30 , 	-   ," 	7,495 ",,,Dtwn SF,"5,813","22,192","34,655","16,288","24,096","28,383","11,506","142,931"
