Exit stations,Entry stations->,,TOTAL,,,Aug 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	646 ," 	1,956 "," 	1,808 "," 	1,065 "," 	6,651 "," 	1,397 "," 	2,266 "," 	1,739 "," 	2,026 ", 	567 ," 	1,475 "," 	1,244 ", 	684 , 	245 , 	447 , 	312 , 	152 , 	215 , 	394 , 	181 , 	342 , 	218 , 	152 , 	361 , 	497 ," 	5,420 "," 	4,029 "," 	7,015 "," 	3,921 "," 	2,758 "," 	3,056 ", 	800 , 	801 ," 	1,073 ", 	328 , 	103 , 	167 , 	80 , 	195 , 	202 , 	320 ," 	1,173 ", 	370 , 	44 , 	282 , 	327 , 	160 , 	276 , 	173 , 	252 ," 	60,365 ",,,,,,,,,,,,,
EN," 	2,168 ", 	577 ," 	1,699 "," 	1,146 "," 	10,266 "," 	1,777 "," 	3,151 "," 	3,610 "," 	5,173 "," 	1,081 "," 	2,158 "," 	1,854 "," 	1,004 ", 	672 , 	763 , 	287 , 	449 , 	488 , 	472 , 	293 , 	569 , 	191 , 	148 , 	524 , 	557 ," 	10,855 "," 	8,471 "," 	12,046 "," 	8,039 "," 	3,585 "," 	2,812 ", 	959 ," 	1,151 "," 	1,934 ", 	277 , 	134 , 	322 , 	70 , 	211 , 	338 , 	465 ," 	1,823 ", 	680 , 	197 , 	687 , 	655 , 	365 , 	506 , 	93 , 	244 ," 	97,996 ",,,,,,,,,,,,,
EP," 	1,898 "," 	1,529 ", 	290 , 	900 ," 	7,743 "," 	1,282 "," 	1,833 "," 	2,423 "," 	2,720 ", 	694 , 	750 , 	961 , 	468 , 	289 , 	275 , 	164 , 	210 , 	212 , 	277 , 	203 , 	334 , 	152 , 	111 , 	397 , 	163 ," 	6,865 "," 	5,264 "," 	4,735 "," 	3,758 "," 	1,474 "," 	1,058 ", 	497 , 	350 , 	655 , 	86 , 	73 , 	132 , 	48 , 	128 , 	145 , 	161 ," 	1,429 ", 	341 , 	90 , 	510 , 	178 , 	216 , 	210 , 	60 , 	108 ," 	54,849 ",,,,,,,,,,,,,
NB," 	1,219 "," 	1,133 ", 	852 , 	331 ," 	1,985 ", 	802 ," 	1,204 "," 	1,903 "," 	2,007 ", 	516 ," 	1,079 "," 	1,048 ", 	451 , 	222 , 	283 , 	148 , 	208 , 	261 , 	259 , 	208 , 	340 , 	119 , 	86 , 	208 , 	224 ," 	7,532 "," 	5,526 "," 	4,175 "," 	4,224 "," 	2,065 "," 	1,158 ", 	455 , 	467 , 	345 , 	132 , 	31 , 	195 , 	33 , 	91 , 	90 , 	127 ," 	1,896 ", 	376 , 	80 , 	557 , 	216 , 	246 , 	280 , 	43 , 	60 ," 	47,496 ",,,,,,,,,,,,,
BK," 	7,667 "," 	10,683 "," 	8,013 "," 	2,440 "," 	1,337 "," 	4,206 "," 	4,319 "," 	5,800 "," 	6,379 "," 	2,428 "," 	3,692 "," 	2,842 "," 	2,156 "," 	1,682 "," 	1,666 "," 	1,180 "," 	1,855 "," 	1,721 "," 	1,139 "," 	1,181 "," 	1,296 ", 	699 , 	504 , 	397 ," 	1,118 "," 	12,244 "," 	10,958 "," 	10,456 "," 	7,452 "," 	4,432 "," 	3,476 "," 	1,982 "," 	1,294 "," 	1,430 ", 	448 , 	539 ," 	1,412 ", 	189 , 	766 , 	445 , 	399 ," 	3,371 "," 	1,827 ", 	540 ," 	1,191 ", 	770 ," 	1,655 "," 	2,154 ", 	266 , 	617 ," 	146,713 ",,,,,,,,,,,,,
AS," 	1,455 "," 	1,838 "," 	1,368 ", 	806 ," 	3,727 ", 	338 ," 	1,145 "," 	1,956 "," 	2,443 ", 	727 ," 	1,627 "," 	1,182 ", 	609 , 	407 , 	401 , 	263 , 	280 , 	265 , 	256 , 	226 , 	225 , 	128 , 	51 , 	177 , 	331 ," 	6,622 "," 	5,212 "," 	4,634 "," 	4,463 "," 	2,535 "," 	1,461 ", 	516 , 	420 , 	461 , 	77 , 	95 , 	196 , 	65 , 	176 , 	110 , 	177 ," 	1,270 ", 	364 , 	65 , 	395 , 	222 , 	272 , 	333 , 	101 , 	114 ," 	52,587 ",,,,,,,,,,,,,
MA," 	2,792 "," 	3,076 "," 	1,703 "," 	1,160 "," 	4,236 "," 	1,150 ", 	604 ," 	2,150 "," 	2,543 ", 	771 ," 	2,794 "," 	2,402 "," 	1,656 ", 	929 , 	970 , 	661 , 	759 , 	697 ," 	1,916 "," 	1,362 "," 	1,679 ", 	678 , 	550 ," 	1,130 ", 	860 ," 	11,369 "," 	8,965 "," 	8,658 "," 	8,031 "," 	4,942 "," 	2,847 ", 	969 , 	974 , 	905 , 	236 , 	189 , 	608 , 	293 ," 	1,350 ", 	293 , 	275 ," 	2,157 ", 	581 , 	243 , 	459 , 	489 , 	728 , 	708 , 	542 ," 	1,682 "," 	97,721 ",,,,,,,,,,,,,
19," 	1,831 "," 	3,772 "," 	2,391 "," 	2,123 "," 	5,327 "," 	2,119 "," 	2,302 ", 	693 , 	587 , 	455 ," 	1,664 "," 	2,280 "," 	2,164 "," 	1,559 "," 	1,642 "," 	1,018 "," 	1,267 "," 	1,327 "," 	2,051 "," 	2,135 "," 	2,337 "," 	1,293 ", 	913 ," 	1,655 "," 	1,038 "," 	14,555 "," 	10,997 "," 	10,033 "," 	9,296 "," 	5,287 "," 	3,638 "," 	1,867 "," 	1,406 "," 	1,526 ", 	476 , 	402 ," 	1,500 ", 	435 ," 	1,073 ", 	512 , 	420 ," 	1,756 ", 	950 , 	594 , 	447 , 	810 , 	812 ," 	1,123 ", 	446 ," 	1,363 "," 	117,667 ",,,,,,,,,,,,,
12," 	2,040 "," 	5,135 "," 	2,629 "," 	1,965 "," 	5,730 "," 	2,345 "," 	2,553 ", 	494 , 	787 , 	365 ," 	1,836 "," 	2,541 "," 	2,946 "," 	2,403 "," 	2,080 "," 	1,325 "," 	1,789 "," 	1,545 "," 	2,270 "," 	2,337 "," 	2,618 "," 	1,172 "," 	1,048 "," 	1,770 "," 	1,166 "," 	13,413 "," 	9,564 "," 	11,455 "," 	8,281 "," 	4,285 "," 	3,281 "," 	1,803 "," 	1,763 "," 	1,994 ", 	787 , 	381 ," 	1,831 ", 	619 ," 	1,799 ", 	796 , 	785 ," 	2,561 "," 	1,048 ", 	526 , 	600 , 	737 , 	845 ," 	1,031 ", 	546 ," 	2,095 "," 	125,715 ",,,,,,,,,,,,,
LM, 	512 ," 	1,035 ", 	634 , 	567 ," 	2,273 ", 	796 , 	728 , 	436 , 	390 , 	410 ," 	2,447 "," 	3,705 "," 	4,144 "," 	3,285 "," 	1,965 "," 	1,387 "," 	1,160 "," 	1,203 ", 	289 , 	169 , 	355 , 	111 , 	123 , 	294 , 	480 ," 	9,701 "," 	7,485 "," 	7,687 "," 	6,816 "," 	3,283 "," 	2,118 ", 	900 , 	897 , 	917 , 	147 ," 	1,388 "," 	2,352 ", 	86 , 	234 , 	175 , 	148 , 	444 , 	158 ," 	1,094 ", 	475 ," 	1,039 ", 	694 , 	865 , 	137 , 	455 ," 	78,593 ",,,,,,,,,,,,,
FV," 	1,505 "," 	1,999 ", 	742 , 	953 ," 	3,553 "," 	1,606 "," 	2,566 "," 	1,832 "," 	1,799 "," 	2,217 ", 	808 ," 	3,863 "," 	3,863 "," 	3,842 "," 	3,440 "," 	1,596 "," 	1,351 "," 	1,430 ", 	536 , 	277 , 	469 , 	279 , 	365 , 	608 ," 	1,907 "," 	9,559 "," 	7,727 "," 	10,495 "," 	8,519 "," 	4,122 "," 	3,261 "," 	1,131 "," 	1,244 "," 	1,685 ", 	170 , 	926 ," 	2,194 ", 	133 , 	252 , 	165 , 	263 , 	935 , 	239 ," 	1,053 ", 	264 ," 	1,242 ", 	809 , 	942 , 	152 , 	378 ," 	101,266 ",,,,,,,,,,,,,
CL," 	1,353 "," 	1,896 ", 	913 ," 	1,049 "," 	2,625 "," 	1,207 "," 	2,664 "," 	2,448 "," 	2,535 "," 	3,012 "," 	3,858 ", 	570 ," 	3,209 "," 	2,594 "," 	2,419 "," 	1,320 "," 	1,590 "," 	1,315 ", 	870 , 	791 , 	929 , 	625 , 	497 , 	927 ," 	1,171 "," 	5,499 "," 	3,936 "," 	6,183 "," 	4,266 "," 	1,883 "," 	1,858 ", 	871 , 	774 ," 	1,317 ", 	193 ," 	1,291 "," 	4,133 ", 	371 , 	588 , 	257 , 	300 , 	515 , 	387 ," 	1,440 ", 	586 ," 	1,063 "," 	1,022 "," 	1,640 ", 	195 , 	841 ," 	83,796 ",,,,,,,,,,,,,
SL, 	725 , 	967 , 	369 , 	498 ," 	2,097 ", 	624 ," 	1,759 "," 	2,245 "," 	3,264 "," 	4,224 "," 	4,078 "," 	3,432 ", 	528 ," 	2,326 "," 	3,159 "," 	1,610 "," 	1,537 "," 	1,647 ", 	480 , 	360 , 	320 , 	69 , 	119 , 	416 , 	690 ," 	8,613 "," 	7,794 "," 	8,310 "," 	6,207 "," 	2,141 "," 	1,459 ", 	596 , 	927 ," 	1,234 ", 	155 , 	765 ," 	2,266 ", 	67 , 	256 , 	189 , 	179 , 	564 , 	134 , 	964 , 	213 ," 	1,157 ", 	828 , 	861 , 	129 , 	357 ," 	83,908 ",,,,,,,,,,,,,
BF, 	278 , 	584 , 	234 , 	278 ," 	1,585 ", 	379 ," 	1,049 "," 	1,751 "," 	2,614 "," 	3,175 "," 	3,913 "," 	2,492 "," 	2,309 ", 	533 ," 	1,804 "," 	1,201 "," 	1,264 "," 	1,450 ", 	385 , 	133 , 	245 , 	94 , 	46 , 	168 , 	631 ," 	7,287 "," 	6,360 "," 	8,562 "," 	5,031 "," 	1,693 "," 	1,062 ", 	464 , 	590 , 	794 , 	148 , 	721 ," 	1,815 ", 	28 , 	150 , 	251 , 	188 , 	310 , 	161 , 	977 , 	181 ," 	1,269 ", 	790 , 	700 , 	87 , 	128 ," 	68,342 ",,,,,,,,,,,,,
HY, 	457 , 	850 , 	280 , 	308 ," 	1,610 ", 	468 ," 	1,085 "," 	1,703 "," 	2,063 "," 	1,818 "," 	3,387 "," 	2,349 "," 	3,096 "," 	1,733 ", 	433 ," 	1,438 "," 	2,904 "," 	3,159 ", 	363 , 	154 , 	217 , 	111 , 	64 , 	189 , 	533 ," 	4,253 "," 	3,397 "," 	3,622 "," 	2,736 ", 	908 , 	679 , 	312 , 	420 , 	604 , 	134 , 	315 ," 	1,034 ", 	45 , 	271 , 	97 , 	180 , 	237 , 	133 , 	633 , 	178 ," 	1,816 "," 	1,327 "," 	1,398 ", 	137 , 	310 ," 	55,948 ",,,,,,,,,,,,,
