Exit stations,Entry stations->,,SATURDAY,,,Jun 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	9 , 	76 , 	80 , 	45 , 	246 , 	88 , 	103 , 	54 , 	75 , 	20 , 	82 , 	74 , 	29 , 	33 , 	25 , 	12 , 	12 , 	20 , 	25 , 	6 , 	13 , 	9 , 	5 , 	14 , 	21 , 	136 , 	90 , 	316 , 	149 , 	91 , 	97 , 	23 , 	42 , 	27 , 	11 , 	5 , 	11 , 	5 , 	34 , 	9 , 	13 , 	23 , 	13 , 	3 ," 	2,277 ",,,Eastbay," 	46,059 ",,SF CBD," 	123,247 ",59.9%,,,
EN, 	82 , 	16 , 	77 , 	60 , 	405 , 	128 , 	131 , 	88 , 	142 , 	30 , 	112 , 	191 , 	39 , 	48 , 	37 , 	16 , 	24 , 	55 , 	31 , 	15 , 	29 , 	7 , 	6 , 	27 , 	36 , 	324 , 	237 , 	712 , 	314 , 	141 , 	114 , 	39 , 	65 , 	54 , 	24 , 	8 , 	21 , 	2 , 	40 , 	13 , 	14 , 	69 , 	25 , 	9 ," 	4,059 ",,,Westbay," 	62,196 ",,non-CBD," 	76,045 ",37.0%,,,
EP, 	84 , 	78 , 	7 , 	49 , 	352 , 	71 , 	75 , 	78 , 	107 , 	29 , 	51 , 	85 , 	17 , 	19 , 	10 , 	6 , 	8 , 	29 , 	14 , 	9 , 	14 , 	12 , 	8 , 	28 , 	14 , 	201 , 	143 , 	359 , 	173 , 	113 , 	57 , 	18 , 	16 , 	18 , 	4 , 	7 , 	7 , 	2 , 	12 , 	4 , 	4 , 	51 , 	17 , 	10 ," 	2,468 ",,,Transbay," 	100,452 ",,,,,,,
NB, 	60 , 	62 , 	48 , 	12 , 	123 , 	57 , 	69 , 	81 , 	88 , 	30 , 	57 , 	101 , 	17 , 	24 , 	17 , 	7 , 	15 , 	28 , 	16 , 	12 , 	17 , 	8 , 	7 , 	20 , 	16 , 	315 , 	206 , 	409 , 	272 , 	215 , 	110 , 	28 , 	21 , 	18 , 	5 , 	6 , 	12 , 	2 , 	9 , 	3 , 	4 , 	81 , 	23 , 	9 ," 	2,739 ",,,,,,,,,,,
BK, 	256 , 	401 , 	384 , 	140 , 	36 , 	273 , 	299 , 	273 , 	265 , 	106 , 	178 , 	226 , 	81 , 	85 , 	70 , 	48 , 	60 , 	211 , 	61 , 	58 , 	97 , 	51 , 	40 , 	44 , 	82 , 	858 , 	486 ," 	1,247 ", 	676 , 	489 , 	250 , 	91 , 	62 , 	89 , 	13 , 	30 , 	78 , 	16 , 	64 , 	14 , 	22 , 	190 , 	120 , 	29 ," 	8,648 ",,,,,,,,,,,
AS, 	97 , 	123 , 	66 , 	52 , 	229 , 	14 , 	110 , 	137 , 	142 , 	48 , 	109 , 	117 , 	36 , 	36 , 	31 , 	18 , 	15 , 	41 , 	22 , 	13 , 	19 , 	12 , 	10 , 	16 , 	46 , 	264 , 	174 , 	385 , 	283 , 	280 , 	138 , 	26 , 	22 , 	15 , 	5 , 	5 , 	14 , 	2 , 	25 , 	4 , 	7 , 	44 , 	13 , 	6 ," 	3,269 ",,,,,,,,,,,
MA, 	105 , 	144 , 	77 , 	58 , 	274 , 	108 , 	19 , 	94 , 	109 , 	26 , 	128 , 	196 , 	48 , 	67 , 	45 , 	27 , 	27 , 	45 , 	58 , 	35 , 	48 , 	24 , 	23 , 	51 , 	60 , 	417 , 	303 , 	717 , 	476 , 	451 , 	205 , 	37 , 	43 , 	35 , 	12 , 	13 , 	18 , 	11 , 	90 , 	9 , 	11 , 	84 , 	29 , 	10 ," 	4,869 ",,,,,,,,,,,
19, 	56 , 	102 , 	69 , 	74 , 	249 , 	159 , 	95 , 	14 , 	19 , 	16 , 	86 , 	136 , 	51 , 	67 , 	48 , 	24 , 	27 , 	37 , 	41 , 	34 , 	46 , 	25 , 	24 , 	76 , 	48 , 	268 , 	228 , 	503 , 	358 , 	283 , 	165 , 	41 , 	38 , 	29 , 	12 , 	14 , 	20 , 	12 , 	48 , 	7 , 	9 , 	40 , 	20 , 	4 ," 	3,721 ",,,,,,,,,,,
12, 	72 , 	141 , 	97 , 	82 , 	242 , 	142 , 	101 , 	21 , 	19 , 	16 , 	114 , 	194 , 	80 , 	110 , 	78 , 	39 , 	49 , 	66 , 	63 , 	52 , 	61 , 	24 , 	28 , 	66 , 	81 , 	366 , 	301 , 	738 , 	388 , 	223 , 	134 , 	39 , 	66 , 	46 , 	21 , 	15 , 	26 , 	16 , 	68 , 	10 , 	20 , 	72 , 	39 , 	9 ," 	4,631 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	30 , 	22 , 	29 , 	96 , 	47 , 	31 , 	10 , 	15 , 	12 , 	83 , 	190 , 	134 , 	146 , 	54 , 	30 , 	37 , 	73 , 	7 , 	8 , 	12 , 	8 , 	5 , 	15 , 	29 , 	293 , 	243 , 	563 , 	299 , 	209 , 	107 , 	29 , 	47 , 	35 , 	4 , 	66 , 	75 , 	6 , 	10 , 	4 , 	5 , 	25 , 	10 , 	40 ," 	3,203 ",,,Dtwn SF," 	2,597 "," 	9,410 "," 	17,852 "," 	9,277 "," 	8,083 "," 	11,087 "," 	6,370 "," 	64,676 "
