Exit stations,Entry stations->,,SUNDAY,,,Jun 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	51 , 	64 , 	43 , 	142 , 	68 , 	68 , 	35 , 	50 , 	22 , 	59 , 	73 , 	18 , 	19 , 	17 , 	14 , 	6 , 	21 , 	19 , 	3 , 	10 , 	6 , 	3 , 	9 , 	17 , 	122 , 	64 , 	240 , 	191 , 	60 , 	63 , 	18 , 	26 , 	20 , 	8 , 	4 , 	10 , 	1 , 	30 , 	6 , 	7 , 	27 , 	11 , 	1 ," 	1,753 ",,,Eastbay," 	34,251 ",,SF CBD," 	111,745 ",64.7%,,,
EN, 	53 , 	19 , 	55 , 	49 , 	224 , 	99 , 	86 , 	55 , 	81 , 	36 , 	65 , 	159 , 	23 , 	33 , 	31 , 	16 , 	18 , 	44 , 	20 , 	11 , 	20 , 	4 , 	5 , 	20 , 	24 , 	242 , 	162 , 	561 , 	382 , 	93 , 	65 , 	28 , 	44 , 	32 , 	17 , 	5 , 	14 , 	2 , 	30 , 	5 , 	10 , 	59 , 	21 , 	6 ," 	3,029 ",,,Westbay," 	54,232 ",,non-CBD," 	54,816 ",31.7%,,,
EP, 	62 , 	54 , 	8 , 	41 , 	236 , 	57 , 	51 , 	49 , 	62 , 	32 , 	31 , 	94 , 	10 , 	13 , 	9 , 	5 , 	11 , 	29 , 	13 , 	6 , 	15 , 	9 , 	7 , 	20 , 	8 , 	151 , 	102 , 	313 , 	257 , 	59 , 	37 , 	14 , 	10 , 	11 , 	5 , 	3 , 	9 , 	2 , 	9 , 	2 , 	3 , 	41 , 	13 , 	6 ," 	1,977 ",,,Transbay," 	86,767 ",,,,,,,
NB, 	47 , 	50 , 	40 , 	13 , 	68 , 	52 , 	44 , 	67 , 	67 , 	42 , 	40 , 	111 , 	15 , 	20 , 	13 , 	5 , 	10 , 	27 , 	10 , 	10 , 	18 , 	9 , 	6 , 	12 , 	9 , 	279 , 	163 , 	377 , 	349 , 	117 , 	81 , 	22 , 	17 , 	16 , 	6 , 	3 , 	6 , 	2 , 	9 , 	6 , 	4 , 	91 , 	19 , 	3 ," 	2,374 ",,,,,,,,,,,
BK, 	152 , 	213 , 	237 , 	73 , 	36 , 	160 , 	179 , 	188 , 	180 , 	79 , 	118 , 	270 , 	50 , 	55 , 	42 , 	27 , 	40 , 	172 , 	31 , 	29 , 	54 , 	31 , 	24 , 	26 , 	55 , 	614 , 	301 ," 	1,042 ", 	696 , 	243 , 	131 , 	47 , 	50 , 	53 , 	8 , 	14 , 	56 , 	5 , 	27 , 	6 , 	12 , 	272 , 	96 , 	19 ," 	6,215 ",,,,,,,,,,,
AS, 	76 , 	97 , 	58 , 	47 , 	137 , 	15 , 	82 , 	112 , 	98 , 	62 , 	86 , 	137 , 	30 , 	29 , 	27 , 	13 , 	14 , 	32 , 	11 , 	9 , 	19 , 	7 , 	7 , 	12 , 	36 , 	191 , 	137 , 	337 , 	363 , 	164 , 	98 , 	27 , 	18 , 	16 , 	5 , 	6 , 	12 , 	2 , 	20 , 	5 , 	4 , 	62 , 	13 , 	4 ," 	2,739 ",,,,,,,,,,,
MA, 	70 , 	77 , 	46 , 	49 , 	159 , 	89 , 	18 , 	78 , 	77 , 	39 , 	79 , 	175 , 	36 , 	38 , 	36 , 	18 , 	17 , 	38 , 	36 , 	23 , 	34 , 	15 , 	15 , 	41 , 	51 , 	372 , 	216 , 	605 , 	583 , 	269 , 	154 , 	37 , 	34 , 	29 , 	10 , 	8 , 	15 , 	9 , 	66 , 	5 , 	15 , 	112 , 	21 , 	8 ," 	3,920 ",,,,,,,,,,,
19, 	37 , 	48 , 	52 , 	61 , 	160 , 	100 , 	71 , 	11 , 	16 , 	14 , 	57 , 	109 , 	35 , 	38 , 	32 , 	22 , 	16 , 	43 , 	30 , 	22 , 	39 , 	22 , 	16 , 	59 , 	35 , 	236 , 	180 , 	421 , 	390 , 	194 , 	126 , 	34 , 	27 , 	26 , 	5 , 	9 , 	23 , 	9 , 	35 , 	5 , 	9 , 	71 , 	21 , 	8 ," 	2,975 ",,,,,,,,,,,
12, 	44 , 	68 , 	49 , 	60 , 	153 , 	80 , 	66 , 	17 , 	20 , 	15 , 	69 , 	155 , 	42 , 	73 , 	49 , 	25 , 	21 , 	49 , 	37 , 	29 , 	36 , 	16 , 	17 , 	49 , 	57 , 	291 , 	209 , 	570 , 	357 , 	138 , 	88 , 	30 , 	41 , 	33 , 	12 , 	7 , 	17 , 	11 , 	39 , 	9 , 	14 , 	96 , 	27 , 	6 ," 	3,285 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	29 , 	45 , 	32 , 	43 , 	76 , 	65 , 	46 , 	20 , 	17 , 	10 , 	120 , 	175 , 	108 , 	97 , 	61 , 	31 , 	45 , 	58 , 	9 , 	8 , 	16 , 	7 , 	9 , 	26 , 	28 , 	234 , 	196 , 	511 , 	366 , 	146 , 	117 , 	30 , 	37 , 	35 , 	5 , 	46 , 	58 , 	3 , 	13 , 	4 , 	5 , 	36 , 	11 , 	33 ," 	3,065 ",,,Dtwn SF," 	2,537 "," 	8,197 "," 	14,718 "," 	7,869 "," 	7,538 "," 	10,323 "," 	6,494 "," 	57,675 "
