Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Mar 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	96 , 	89 , 	42 , 	54 , 	191 , 	90 , 	81 , 	71 , 	139 , 	102 , 	14 , 	161 , 	144 , 	206 , 	187 , 	62 , 	72 , 	91 , 	33 , 	21 , 	28 , 	17 , 	22 , 	30 , 	90 , 	168 , 	197 , 	615 , 	226 , 	128 , 	184 , 	34 , 	57 , 	38 , 	23 , 	37 , 	100 , 	6 , 	32 ," 	3,980 ",,,CM line," 	14,777 "," 	1,328 "," 	5,262 "," 	1,660 "," 	1,100 "," 	1,723 "," 	25,850 "
CL, 	171 , 	83 , 	40 , 	34 , 	205 , 	59 , 	71 , 	54 , 	147 , 	68 , 	481 , 	5 , 	76 , 	110 , 	105 , 	48 , 	68 , 	94 , 	33 , 	27 , 	23 , 	20 , 	16 , 	21 , 	47 , 	585 , 	83 , 	285 , 	141 , 	54 , 	73 , 	32 , 	30 , 	45 , 	21 , 	42 , 	127 , 	13 , 	37 ," 	3,671 ",,,RM line," 	5,553 "," 	2,270 "," 	1,712 "," 	4,221 ", 	642 ," 	2,257 "," 	16,655 "
SL, 	25 , 	38 , 	13 , 	10 , 	79 , 	26 , 	33 , 	42 , 	112 , 	106 , 	141 , 	99 , 	8 , 	99 , 	93 , 	35 , 	31 , 	50 , 	10 , 	7 , 	7 , 	6 , 	3 , 	10 , 	18 , 	99 , 	116 , 	331 , 	104 , 	30 , 	48 , 	15 , 	20 , 	18 , 	15 , 	28 , 	43 , 	2 , 	14 ," 	1,985 ",,,WP line," 	5,133 ", 	873 ," 	1,117 ", 	699 ," 	2,913 ", 	850 ," 	11,585 "
BF, 	23 , 	31 , 	13 , 	10 , 	80 , 	28 , 	39 , 	41 , 	114 , 	93 , 	203 , 	165 , 	101 , 	6 , 	111 , 	79 , 	91 , 	111 , 	12 , 	6 , 	5 , 	2 , 	1 , 	8 , 	29 , 	92 , 	93 , 	281 , 	101 , 	24 , 	35 , 	17 , 	22 , 	22 , 	10 , 	46 , 	114 , 	2 , 	14 ," 	2,278 ",,,FT/ED line," 	7,180 "," 	2,404 "," 	1,630 "," 	2,409 ", 	757 ," 	7,695 "," 	22,075 "
HY, 	21 , 	30 , 	12 , 	17 , 	71 , 	23 , 	31 , 	40 , 	84 , 	40 , 	168 , 	126 , 	93 , 	128 , 	8 , 	95 , 	104 , 	147 , 	10 , 	7 , 	7 , 	5 , 	2 , 	7 , 	18 , 	57 , 	55 , 	167 , 	69 , 	26 , 	37 , 	9 , 	18 , 	18 , 	12 , 	19 , 	46 , 	4 , 	14 ," 	1,845 ",,,Entries," 	39,455 "," 	12,919 "," 	26,582 "," 	17,395 "," 	11,512 "," 	22,366 "," 	130,230 "
SH, 	10 , 	13 , 	4 , 	5 , 	46 , 	14 , 	13 , 	18 , 	42 , 	25 , 	67 , 	78 , 	32 , 	68 , 	94 , 	17 , 	50 , 	79 , 	7 , 	3 , 	2 , 	0 , 	0 , 	3 , 	8 , 	63 , 	50 , 	121 , 	36 , 	14 , 	29 , 	5 , 	10 , 	13 , 	5 , 	8 , 	20 , 	1 , 	8 ," 	1,084 ",,,,,,,,,,
UC, 	9 , 	24 , 	9 , 	14 , 	77 , 	19 , 	18 , 	29 , 	71 , 	39 , 	70 , 	85 , 	36 , 	99 , 	114 , 	61 , 	10 , 	115 , 	12 , 	4 , 	6 , 	3 , 	2 , 	7 , 	8 , 	69 , 	88 , 	255 , 	66 , 	13 , 	23 , 	7 , 	15 , 	20 , 	9 , 	5 , 	20 , 	2 , 	9 ," 	1,540 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	16 , 	43 , 	22 , 	23 , 	178 , 	29 , 	36 , 	43 , 	87 , 	64 , 	80 , 	133 , 	64 , 	111 , 	152 , 	91 , 	107 , 	22 , 	19 , 	16 , 	18 , 	4 , 	6 , 	10 , 	8 , 	158 , 	154 , 	485 , 	132 , 	21 , 	30 , 	16 , 	24 , 	32 , 	16 , 	12 , 	39 , 	3 , 	19 ," 	2,526 ",,,Dtwn SF," 	1,640 ",,,,,,
CN, 	15 , 	29 , 	18 , 	20 , 	38 , 	17 , 	40 , 	38 , 	80 , 	7 , 	29 , 	52 , 	14 , 	13 , 	16 , 	6 , 	12 , 	21 , 	19 , 	64 , 	260 , 	61 , 	35 , 	32 , 	9 , 	130 , 	111 , 	292 , 	117 , 	40 , 	57 , 	28 , 	32 , 	32 , 	37 , 	2 , 	11 , 	22 , 	177 ," 	2,033 ",,,OAK," 	10,461 ", 	756 ,,,,,
PH, 	9 , 	6 , 	6 , 	7 , 	49 , 	9 , 	16 , 	20 , 	49 , 	7 , 	17 , 	29 , 	5 , 	5 , 	6 , 	4 , 	6 , 	13 , 	83 , 	10 , 	82 , 	20 , 	18 , 	49 , 	4 , 	153 , 	134 , 	313 , 	115 , 	18 , 	30 , 	13 , 	25 , 	20 , 	23 , 	3 , 	3 , 	15 , 	56 ," 	1,451 ",,,CM line," 	30,332 "," 	2,634 "," 	5,262 ",,,,
WC, 	13 , 	13 , 	11 , 	13 , 	57 , 	18 , 	32 , 	28 , 	65 , 	12 , 	22 , 	43 , 	10 , 	6 , 	6 , 	3 , 	6 , 	14 , 	385 , 	103 , 	7 , 	49 , 	19 , 	55 , 	2 , 	182 , 	153 , 	401 , 	164 , 	25 , 	27 , 	17 , 	16 , 	25 , 	32 , 	3 , 	5 , 	35 , 	81 ," 	2,157 ",,,RM line," 	11,819 "," 	4,409 "," 	3,372 "," 	4,221 ",,,
LF, 	5 , 	8 , 	5 , 	5 , 	28 , 	5 , 	12 , 	17 , 	32 , 	6 , 	18 , 	22 , 	5 , 	2 , 	4 , 	1 , 	3 , 	3 , 	79 , 	26 , 	49 , 	4 , 	9 , 	36 , 	2 , 	87 , 	62 , 	231 , 	91 , 	13 , 	15 , 	11 , 	5 , 	8 , 	11 , 	1 , 	1 , 	6 , 	15 , 	942 ,,,WP line," 	10,404 "," 	1,701 "," 	2,217 "," 	1,342 "," 	2,913 ",,
OR, 	6 , 	5 , 	5 , 	6 , 	28 , 	6 , 	10 , 	11 , 	33 , 	5 , 	17 , 	22 , 	2 , 	2 , 	2 , 	1 , 	2 , 	5 , 	31 , 	15 , 	21 , 	9 , 	2 , 	35 , 	2 , 	85 , 	71 , 	219 , 	77 , 	13 , 	16 , 	7 , 	10 , 	5 , 	12 , 	1 , 	1 , 	4 , 	6 , 	808 ,,,FT/ED line," 	14,637 "," 	4,788 "," 	3,353 "," 	4,666 "," 	1,608 "," 	7,695 "," 	130,230 "
RR, 	21 , 	18 , 	17 , 	22 , 	26 , 	10 , 	15 , 	30 , 	67 , 	15 , 	31 , 	35 , 	14 , 	13 , 	4 , 	3 , 	3 , 	11 , 	44 , 	36 , 	49 , 	27 , 	28 , 	10 , 	11 , 	212 , 	232 , 	503 , 	247 , 	65 , 	50 , 	18 , 	10 , 	18 , 	14 , 	2 , 	6 , 	7 , 	19 ," 	1,965 ",,,,,,,,,,
OW, 	36 , 	31 , 	4 , 	8 , 	56 , 	23 , 	38 , 	25 , 	60 , 	17 , 	78 , 	58 , 	14 , 	29 , 	15 , 	7 , 	7 , 	10 , 	7 , 	5 , 	2 , 	3 , 	1 , 	6 , 	3 , 	199 , 	230 , 	556 , 	138 , 	62 , 	65 , 	14 , 	22 , 	9 , 	10 , 	4 , 	11 , 	1 , 	11 ," 	1,873 ",,,,,,,,,,
EM, 	74 , 	181 , 	103 , 	152 , 	416 , 	120 , 	161 , 	166 , 	296 , 	131 , 	179 , 	188 , 	124 , 	110 , 	73 , 	61 , 	82 , 	190 , 	136 , 	185 , 	203 , 	97 , 	96 , 	233 , 	207 , 	51 , 	48 , 	171 , 	99 , 	306 , 	422 , 	202 , 	285 , 	183 , 	149 , 	72 , 	328 , 	45 , 	121 ," 	6,444 ",,,,,,,,,,
MT, 	165 , 	251 , 	141 , 	183 , 	393 , 	137 , 	220 , 	175 , 	279 , 	152 , 	244 , 	138 , 	147 , 	125 , 	70 , 	57 , 	125 , 	201 , 	102 , 	151 , 	166 , 	78 , 	81 , 	208 , 	230 , 	93 , 	38 , 	82 , 	84 , 	502 , 	683 , 	534 ," 	1,410 ", 	259 , 	215 , 	82 , 	191 , 	37 , 	84 ," 	8,517 ",,,,,,,,,,
PL, 	193 , 	535 , 	273 , 	342 ," 	1,054 ", 	311 , 	454 , 	322 , 	638 , 	375 , 	571 , 	450 , 	325 , 	262 , 	153 , 	130 , 	233 , 	461 , 	261 , 	345 , 	415 , 	263 , 	229 , 	515 , 	600 , 	179 , 	83 , 	117 , 	230 ," 	1,212 "," 	1,776 "," 	1,006 "," 	1,821 ", 	892 , 	651 , 	177 , 	723 , 	106 , 	256 ," 	18,937 ",,,,,,,,,,
CC, 	88 , 	173 , 	143 , 	200 , 	475 , 	166 , 	211 , 	175 , 	205 , 	144 , 	252 , 	189 , 	97 , 	98 , 	67 , 	37 , 	62 , 	127 , 	96 , 	118 , 	151 , 	92 , 	73 , 	221 , 	147 , 	62 , 	64 , 	169 , 	69 , 	571 , 	818 , 	324 , 	753 , 	299 , 	281 , 	53 , 	203 , 	36 , 	73 ," 	7,580 ",,,,,,,,,,
16, 	69 , 	65 , 	35 , 	51 , 	146 , 	80 , 	102 , 	65 , 	91 , 	57 , 	98 , 	69 , 	29 , 	25 , 	19 , 	13 , 	13 , 	28 , 	35 , 	21 , 	28 , 	17 , 	10 , 	74 , 	63 , 	241 , 	330 ," 	1,206 ", 	627 , 	40 , 	261 , 	208 , 	408 , 	154 , 	108 , 	13 , 	35 , 	3 , 	34 ," 	4,975 ",,,,,,,,,,
24, 	124 , 	93 , 	34 , 	57 , 	140 , 	82 , 	86 , 	63 , 	113 , 	55 , 	173 , 	101 , 	47 , 	38 , 	38 , 	23 , 	26 , 	28 , 	54 , 	29 , 	29 , 	14 , 	18 , 	66 , 	71 , 	322 , 	428 ," 	1,808 ", 	863 , 	251 , 	51 , 	199 , 	417 , 	232 , 	197 , 	11 , 	36 , 	13 , 	62 ," 	6,493 ",,,,,,,,,,
GP, 	18 , 	26 , 	13 , 	16 , 	69 , 	15 , 	24 , 	22 , 	40 , 	22 , 	31 , 	49 , 	20 , 	15 , 	9 , 	4 , 	7 , 	16 , 	19 , 	15 , 	13 , 	6 , 	9 , 	21 , 	21 , 	178 , 	263 ," 	1,235 ", 	313 , 	167 , 	170 , 	24 , 	73 , 	41 , 	56 , 	8 , 	14 , 	6 , 	22 ," 	3,091 ",,,,,,,,,,
BP, 	33 , 	41 , 	12 , 	19 , 	52 , 	17 , 	27 , 	26 , 	59 , 	27 , 	55 , 	51 , 	21 , 	18 , 	17 , 	9 , 	14 , 	24 , 	26 , 	23 , 	13 , 	5 , 	8 , 	17 , 	26 , 	246 , 	405 ," 	2,680 ", 	679 , 	391 , 	460 , 	70 , 	42 , 	58 , 	100 , 	8 , 	24 , 	7 , 	41 ," 	5,852 ",,,,,,,,,,
DC, 	22 , 	43 , 	14 , 	16 , 	75 , 	16 , 	19 , 	25 , 	63 , 	23 , 	39 , 	69 , 	22 , 	25 , 	19 , 	14 , 	14 , 	36 , 	30 , 	23 , 	25 , 	10 , 	6 , 	14 , 	17 , 	170 , 	247 , 	974 , 	311 , 	151 , 	240 , 	42 , 	73 , 	11 , 	39 , 	10 , 	38 , 	5 , 	35 ," 	3,027 ",,,,,,,,,,
CM, 	26 , 	36 , 	11 , 	11 , 	62 , 	20 , 	19 , 	23 , 	58 , 	10 , 	23 , 	43 , 	10 , 	13 , 	14 , 	6 , 	9 , 	17 , 	34 , 	25 , 	31 , 	12 , 	11 , 	20 , 	11 , 	122 , 	174 , 	670 , 	285 , 	100 , 	190 , 	61 , 	116 , 	46 , 	13 , 	4 , 	17 , 	11 , 	49 ," 	2,411 ",,,,,,,,,,
CV, 	4 , 	2 , 	3 , 	3 , 	22 , 	3 , 	5 , 	7 , 	18 , 	28 , 	35 , 	47 , 	32 , 	51 , 	20 , 	9 , 	9 , 	14 , 	2 , 	2 , 	2 , 	0 , 	0 , 	2 , 	4 , 	67 , 	67 , 	163 , 	58 , 	13 , 	11 , 	7 , 	8 , 	9 , 	7 , 	4 , 	62 , 	1 , 	3 , 	806 ,,,,,,,,,,
ED, 	12 , 	14 , 	9 , 	9 , 	58 , 	10 , 	18 , 	14 , 	37 , 	43 , 	94 , 	180 , 	53 , 	121 , 	47 , 	21 , 	25 , 	41 , 	7 , 	3 , 	4 , 	2 , 	1 , 	7 , 	13 , 	268 , 	184 , 	626 , 	203 , 	31 , 	30 , 	22 , 	17 , 	38 , 	17 , 	59 , 	13 , 	1 , 	6 ," 	2,361 ",,,,,,,,,,
NC, 	4 , 	5 , 	2 , 	1 , 	7 , 	2 , 	6 , 	6 , 	12 , 	1 , 	5 , 	18 , 	1 , 	4 , 	3 , 	2 , 	2 , 	4 , 	27 , 	12 , 	27 , 	6 , 	4 , 	6 , 	0 , 	41 , 	28 , 	98 , 	40 , 	6 , 	13 , 	3 , 	7 , 	8 , 	11 , 	0 , 	2 , 	3 , 	35 , 	461 ,,,,,,,,,,
WP, 	22 , 	29 , 	3 , 	7 , 	35 , 	12 , 	46 , 	31 , 	67 , 	10 , 	33 , 	57 , 	15 , 	15 , 	13 , 	11 , 	12 , 	23 , 	240 , 	60 , 	83 , 	15 , 	9 , 	25 , 	15 , 	102 , 	90 , 	262 , 	90 , 	30 , 	72 , 	34 , 	41 , 	35 , 	58 , 	2 , 	7 , 	43 , 	12 ," 	1,766 ",,,,,,,,,,
Entries," 	2,158 "," 	3,132 "," 	1,776 "," 	1,822 "," 	6,280 "," 	2,227 "," 	2,497 "," 	2,232 "," 	4,148 "," 	2,048 "," 	4,157 "," 	3,763 "," 	2,022 "," 	2,284 "," 	1,851 "," 	1,092 "," 	1,477 "," 	2,459 "," 	2,099 "," 	1,554 "," 	2,006 ", 	962 , 	832 ," 	1,989 "," 	1,993 "," 	5,880 "," 	5,903 "," 	19,866 "," 	7,806 "," 	5,105 "," 	6,777 "," 	3,256 "," 	6,131 "," 	2,898 "," 	2,415 ", 	809 ," 	2,453 ", 	487 ," 	1,583 "," 	130,230 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
