Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Mar 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	7 , 	67 , 	44 , 	35 , 	165 , 	52 , 	51 , 	27 , 	46 , 	17 , 	66 , 	63 , 	10 , 	15 , 	18 , 	7 , 	7 , 	12 , 	13 , 	3 , 	7 , 	2 , 	2 , 	9 , 	18 , 	43 , 	39 , 	133 , 	77 , 	57 , 	83 , 	13 , 	29 , 	19 , 	19 , 	1 , 	4 , 	2 , 	13 ," 	1,292 ",,,Eastbay," 	21,273 ",,SF CBD," 	50,176 ",60.6%,,
EN, 	66 , 	7 , 	42 , 	31 , 	212 , 	77 , 	63 , 	42 , 	90 , 	20 , 	46 , 	69 , 	17 , 	20 , 	16 , 	9 , 	13 , 	28 , 	13 , 	6 , 	11 , 	4 , 	3 , 	6 , 	10 , 	79 , 	70 , 	256 , 	92 , 	42 , 	56 , 	16 , 	31 , 	21 , 	26 , 	2 , 	5 , 	1 , 	11 ," 	1,628 ",,,Westbay," 	24,279 ",,non-CBD," 	32,587 ",39.4%,,
EP, 	53 , 	36 , 	6 , 	20 , 	196 , 	40 , 	22 , 	25 , 	42 , 	13 , 	22 , 	37 , 	7 , 	5 , 	7 , 	4 , 	9 , 	18 , 	5 , 	5 , 	8 , 	2 , 	2 , 	10 , 	3 , 	50 , 	50 , 	153 , 	89 , 	24 , 	17 , 	10 , 	6 , 	8 , 	11 , 	4 , 	7 , 	2 , 	4 ," 	1,032 ",,,Transbay," 	37,211 ",,,,,,
NB, 	43 , 	33 , 	19 , 	5 , 	63 , 	32 , 	21 , 	28 , 	57 , 	18 , 	34 , 	45 , 	10 , 	6 , 	10 , 	4 , 	6 , 	17 , 	6 , 	6 , 	8 , 	3 , 	4 , 	6 , 	7 , 	81 , 	76 , 	173 , 	130 , 	38 , 	42 , 	13 , 	7 , 	8 , 	13 , 	2 , 	6 , 	1 , 	5 ," 	1,086 ",,,,,,,,,,
BK, 	189 , 	232 , 	184 , 	57 , 	14 , 	171 , 	97 , 	134 , 	192 , 	52 , 	97 , 	300 , 	43 , 	34 , 	37 , 	40 , 	41 , 	150 , 	21 , 	28 , 	27 , 	15 , 	16 , 	20 , 	47 , 	194 , 	190 , 	532 , 	281 , 	99 , 	83 , 	40 , 	26 , 	46 , 	64 , 	12 , 	35 , 	4 , 	16 ," 	3,855 ",,,Extensions," 	9,925 ",,,,,,
AS, 	57 , 	65 , 	41 , 	28 , 	131 , 	8 , 	47 , 	50 , 	78 , 	39 , 	68 , 	69 , 	20 , 	18 , 	16 , 	11 , 	11 , 	21 , 	7 , 	4 , 	8 , 	4 , 	3 , 	7 , 	23 , 	64 , 	72 , 	172 , 	125 , 	54 , 	45 , 	12 , 	12 , 	13 , 	15 , 	4 , 	9 , 	1 , 	6 ," 	1,437 ",,,,,,,,,,
MA, 	47 , 	57 , 	23 , 	24 , 	85 , 	42 , 	6 , 	30 , 	48 , 	20 , 	58 , 	85 , 	22 , 	33 , 	21 , 	11 , 	12 , 	27 , 	25 , 	13 , 	12 , 	9 , 	7 , 	18 , 	32 , 	90 , 	111 , 	298 , 	196 , 	75 , 	65 , 	18 , 	17 , 	17 , 	20 , 	2 , 	11 , 	4 , 	29 ," 	1,724 ",,,,,,,,,,
19, 	23 , 	39 , 	18 , 	25 , 	121 , 	44 , 	21 , 	3 , 	18 , 	6 , 	43 , 	46 , 	19 , 	20 , 	25 , 	8 , 	16 , 	22 , 	16 , 	10 , 	16 , 	11 , 	7 , 	26 , 	16 , 	65 , 	72 , 	184 , 	120 , 	45 , 	36 , 	11 , 	11 , 	13 , 	18 , 	2 , 	6 , 	3 , 	18 ," 	1,222 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	49 , 	71 , 	40 , 	50 , 	157 , 	73 , 	40 , 	15 , 	13 , 	20 , 	62 , 	104 , 	59 , 	55 , 	46 , 	16 , 	39 , 	57 , 	36 , 	26 , 	37 , 	18 , 	13 , 	33 , 	30 , 	153 , 	173 , 	472 , 	203 , 	61 , 	61 , 	26 , 	42 , 	40 , 	44 , 	3 , 	19 , 	7 , 	38 ," 	2,501 ",,,Dtwn SF," 	1,141 "," 	3,522 "," 	9,883 "," 	3,610 "," 	3,279 "," 	4,735 "," 	26,171 "
LM, 	15 , 	25 , 	15 , 	19 , 	57 , 	33 , 	22 , 	5 , 	22 , 	6 , 	70 , 	65 , 	68 , 	58 , 	24 , 	12 , 	33 , 	45 , 	7 , 	3 , 	5 , 	4 , 	4 , 	11 , 	18 , 	94 , 	104 , 	247 , 	116 , 	46 , 	48 , 	13 , 	21 , 	16 , 	4 , 	18 , 	28 , 	1 , 	5 ," 	1,406 ",,,OAK," 	3,293 ", 	488 , 	884 ," 	1,286 ", 	496 ," 	1,512 "," 	7,959 "
