Exit stations,Entry stations->,,SUNDAY,,,Sep 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	7 , 	48 , 	49 , 	27 , 	154 , 	43 , 	56 , 	40 , 	41 , 	24 , 	51 , 	81 , 	14 , 	12 , 	10 , 	10 , 	6 , 	11 , 	12 , 	2 , 	8 , 	2 , 	3 , 	6 , 	12 , 	122 , 	86 , 	208 , 	76 , 	64 , 	72 , 	25 , 	12 , 	9 , 	4 , 	3 , 	7 , 	2 , 	19 , 	2 , 	8 , 	43 , 	7 , 	2 , 	13 , 	-   ," 	1,509 ",,,,,,,,,,,
EN, 	53 , 	18 , 	49 , 	44 , 	282 , 	66 , 	94 , 	82 , 	82 , 	35 , 	62 , 	225 , 	25 , 	30 , 	19 , 	8 , 	9 , 	45 , 	16 , 	5 , 	15 , 	10 , 	5 , 	20 , 	20 , 	266 , 	190 , 	432 , 	174 , 	90 , 	71 , 	44 , 	19 , 	14 , 	12 , 	4 , 	9 , 	3 , 	20 , 	5 , 	12 , 	87 , 	16 , 	4 , 	40 , 	-   ," 	2,826 ",,,,,,,,,,,
EP, 	60 , 	44 , 	8 , 	37 , 	252 , 	51 , 	50 , 	73 , 	77 , 	28 , 	41 , 	101 , 	12 , 	13 , 	11 , 	2 , 	10 , 	24 , 	8 , 	9 , 	11 , 	6 , 	8 , 	18 , 	7 , 	169 , 	115 , 	233 , 	148 , 	67 , 	28 , 	20 , 	3 , 	6 , 	4 , 	3 , 	10 , 	1 , 	8 , 	3 , 	6 , 	59 , 	9 , 	6 , 	35 , 	-   ," 	1,890 ",,,,,,,,,,,
NB, 	34 , 	39 , 	37 , 	15 , 	79 , 	43 , 	38 , 	80 , 	62 , 	31 , 	38 , 	97 , 	14 , 	20 , 	13 , 	4 , 	12 , 	31 , 	11 , 	11 , 	17 , 	8 , 	6 , 	13 , 	8 , 	247 , 	142 , 	260 , 	229 , 	95 , 	74 , 	35 , 	6 , 	8 , 	3 , 	5 , 	11 , 	2 , 	8 , 	5 , 	4 , 	72 , 	14 , 	5 , 	39 , 	-   ," 	2,021 ",,,,,,,,,,,
BK, 	160 , 	268 , 	263 , 	81 , 	44 , 	151 , 	140 , 	211 , 	182 , 	80 , 	122 , 	129 , 	53 , 	47 , 	50 , 	22 , 	58 , 	244 , 	42 , 	31 , 	58 , 	32 , 	21 , 	26 , 	46 , 	507 , 	263 , 	683 , 	441 , 	239 , 	160 , 	95 , 	20 , 	35 , 	7 , 	17 , 	51 , 	11 , 	27 , 	10 , 	14 , 	159 , 	58 , 	18 , 	84 , 	-   ," 	5,455 ",,,,,,,,,,,
AS, 	55 , 	75 , 	44 , 	41 , 	130 , 	18 , 	48 , 	104 , 	63 , 	35 , 	52 , 	80 , 	18 , 	21 , 	12 , 	9 , 	13 , 	27 , 	14 , 	9 , 	12 , 	5 , 	6 , 	8 , 	19 , 	182 , 	119 , 	230 , 	238 , 	133 , 	85 , 	31 , 	9 , 	9 , 	4 , 	4 , 	10 , 	2 , 	9 , 	3 , 	3 , 	78 , 	8 , 	4 , 	36 , 	-   ," 	2,109 ",,,,,,,,,,,
MA, 	66 , 	97 , 	41 , 	43 , 	137 , 	55 , 	15 , 	93 , 	74 , 	35 , 	75 , 	159 , 	30 , 	33 , 	23 , 	10 , 	12 , 	33 , 	41 , 	25 , 	42 , 	20 , 	13 , 	39 , 	33 , 	326 , 	205 , 	404 , 	375 , 	217 , 	134 , 	52 , 	13 , 	12 , 	2 , 	6 , 	16 , 	8 , 	67 , 	5 , 	7 , 	115 , 	13 , 	8 , 	39 , 	-   ," 	3,260 ",,,,,,,,,,,
19, 	41 , 	79 , 	66 , 	80 , 	181 , 	99 , 	73 , 	24 , 	20 , 	20 , 	85 , 	130 , 	59 , 	50 , 	48 , 	17 , 	19 , 	54 , 	44 , 	37 , 	45 , 	27 , 	26 , 	64 , 	49 , 	289 , 	217 , 	413 , 	402 , 	216 , 	163 , 	71 , 	25 , 	27 , 	5 , 	8 , 	16 , 	12 , 	37 , 	7 , 	10 , 	97 , 	20 , 	7 , 	27 , 	-   ," 	3,499 ",,,,,,,,,,,
12, 	45 , 	81 , 	69 , 	62 , 	164 , 	68 , 	68 , 	17 , 	19 , 	17 , 	70 , 	167 , 	56 , 	67 , 	43 , 	24 , 	27 , 	58 , 	42 , 	35 , 	44 , 	28 , 	17 , 	58 , 	42 , 	314 , 	229 , 	488 , 	303 , 	147 , 	94 , 	64 , 	22 , 	24 , 	10 , 	8 , 	13 , 	11 , 	40 , 	12 , 	10 , 	101 , 	18 , 	6 , 	30 , 	-   ," 	3,323 ",,,,,,,,,,,
LM, 	27 , 	38 , 	32 , 	29 , 	77 , 	39 , 	36 , 	28 , 	18 , 	15 , 	127 , 	230 , 	101 , 	106 , 	40 , 	26 , 	29 , 	71 , 	8 , 	9 , 	13 , 	4 , 	7 , 	18 , 	30 , 	297 , 	237 , 	467 , 	313 , 	167 , 	141 , 	46 , 	18 , 	20 , 	3 , 	49 , 	59 , 	1 , 	9 , 	4 , 	6 , 	54 , 	10 , 	34 , 	32 , 	-   ," 	3,121 ",,,,,,,,,,,
FV, 	53 , 	58 , 	37 , 	47 , 	132 , 	56 , 	72 , 	108 , 	68 , 	111 , 	26 , 	298 , 	100 , 	136 , 	89 , 	36 , 	33 , 	69 , 	27 , 	12 , 	23 , 	10 , 	6 , 	27 , 	57 , 	295 , 	198 , 	527 , 	344 , 	166 , 	132 , 	50 , 	18 , 	14 , 	4 , 	32 , 	52 , 	4 , 	37 , 	6 , 	10 , 	59 , 	10 , 	32 , 	12 , 	-   ," 	3,688 ",,,,,,,,,,,
CL, 	93 , 	268 , 	110 , 	107 , 	107 , 	87 , 	175 , 	110 , 	159 , 	197 , 	286 , 	21 , 	396 , 	378 , 	246 , 	132 , 	203 , 	583 , 	98 , 	150 , 	124 , 	79 , 	77 , 	76 , 	80 , 	303 , 	170 , 	475 , 	247 , 	107 , 	98 , 	83 , 	6 , 	20 , 	5 , 	201 , 	576 , 	56 , 	142 , 	10 , 	14 , 	41 , 	23 , 	242 , 	162 , 	-   ," 	7,318 ",,,,,,,,,,,
SL, 	19 , 	23 , 	14 , 	17 , 	61 , 	25 , 	30 , 	65 , 	71 , 	95 , 	93 , 	393 , 	10 , 	82 , 	71 , 	21 , 	24 , 	44 , 	13 , 	5 , 	10 , 	4 , 	4 , 	13 , 	19 , 	217 , 	135 , 	328 , 	148 , 	49 , 	48 , 	28 , 	12 , 	9 , 	2 , 	24 , 	26 , 	4 , 	20 , 	4 , 	5 , 	36 , 	5 , 	26 , 	13 , 	-   ," 	2,359 ",,,,,,,,,,,
BF, 	13 , 	29 , 	14 , 	16 , 	44 , 	21 , 	39 , 	60 , 	69 , 	98 , 	145 , 	365 , 	80 , 	11 , 	83 , 	36 , 	51 , 	97 , 	10 , 	7 , 	5 , 	4 , 	1 , 	8 , 	16 , 	219 , 	147 , 	329 , 	125 , 	45 , 	40 , 	26 , 	8 , 	11 , 	5 , 	33 , 	65 , 	3 , 	15 , 	3 , 	7 , 	22 , 	4 , 	67 , 	15 , 	-   ," 	2,505 ",,,,,,,,,,,
HY, 	18 , 	25 , 	10 , 	10 , 	48 , 	13 , 	30 , 	44 , 	49 , 	44 , 	76 , 	230 , 	60 , 	87 , 	8 , 	31 , 	47 , 	108 , 	9 , 	4 , 	8 , 	4 , 	2 , 	9 , 	12 , 	108 , 	62 , 	147 , 	53 , 	26 , 	18 , 	15 , 	5 , 	9 , 	2 , 	10 , 	23 , 	2 , 	15 , 	2 , 	5 , 	17 , 	3 , 	26 , 	21 , 	-   ," 	1,551 ",,,,,,,,,,,
SH, 	6 , 	10 , 	1 , 	5 , 	21 , 	9 , 	9 , 	25 , 	21 , 	27 , 	32 , 	117 , 	22 , 	36 , 	36 , 	7 , 	14 , 	49 , 	6 , 	1 , 	5 , 	2 , 	2 , 	2 , 	4 , 	74 , 	41 , 	109 , 	34 , 	23 , 	17 , 	11 , 	3 , 	5 , 	2 , 	9 , 	18 , 	1 , 	8 , 	1 , 	5 , 	12 , 	2 , 	11 , 	8 , 	-   , 	855 ,,,,,,,,,,,
UC, 	10 , 	14 , 	10 , 	7 , 	50 , 	11 , 	17 , 	25 , 	30 , 	31 , 	36 , 	183 , 	24 , 	51 , 	53 , 	19 , 	13 , 	61 , 	9 , 	3 , 	6 , 	2 , 	3 , 	7 , 	3 , 	169 , 	72 , 	177 , 	67 , 	19 , 	15 , 	12 , 	5 , 	8 , 	3 , 	9 , 	19 , 	1 , 	9 , 	1 , 	2 , 	19 , 	3 , 	12 , 	13 , 	-   ," 	1,307 ",,,,,,,,,,,
FM, 	13 , 	42 , 	25 , 	26 , 	213 , 	29 , 	34 , 	58 , 	50 , 	63 , 	70 , 	518 , 	46 , 	99 , 	100 , 	46 , 	66 , 	34 , 	18 , 	15 , 	14 , 	7 , 	5 , 	16 , 	15 , 	338 , 	169 , 	374 , 	195 , 	54 , 	40 , 	24 , 	12 , 	14 , 	3 , 	18 , 	48 , 	2 , 	23 , 	3 , 	5 , 	52 , 	5 , 	18 , 	32 , 	-   ," 	3,046 ",,,,,,,,,,,
