Exit stations,Entry stations->,,SATURDAY,,,Sep 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	59 , 	89 , 	44 , 	252 , 	67 , 	80 , 	45 , 	62 , 	17 , 	74 , 	63 , 	23 , 	27 , 	20 , 	9 , 	7 , 	22 , 	22 , 	9 , 	11 , 	5 , 	9 , 	14 , 	22 , 	149 , 	79 , 	271 , 	127 , 	93 , 	123 , 	28 , 	37 , 	27 , 	10 , 	8 , 	10 , 	3 , 	36 , 	8 , 	11 , 	26 , 	19 ," 	2,121 ",,,Eastbay," 	41,351 ",,SF CBD," 	118,115 ",61.1%,,,
EN, 	83 , 	18 , 	82 , 	54 , 	664 , 	103 , 	121 , 	60 , 	136 , 	36 , 	102 , 	120 , 	28 , 	43 , 	34 , 	13 , 	21 , 	47 , 	19 , 	13 , 	17 , 	9 , 	8 , 	14 , 	27 , 	327 , 	229 , 	742 , 	247 , 	95 , 	145 , 	55 , 	79 , 	83 , 	24 , 	10 , 	16 , 	3 , 	37 , 	19 , 	23 , 	54 , 	32 ," 	4,087 ",,,Westbay," 	56,771 ",,non-CBD," 	69,896 ",36.1%,,,
EP, 	81 , 	71 , 	10 , 	52 , 	555 , 	57 , 	60 , 	62 , 	85 , 	27 , 	35 , 	57 , 	13 , 	14 , 	12 , 	5 , 	11 , 	24 , 	14 , 	8 , 	16 , 	8 , 	4 , 	23 , 	10 , 	183 , 	145 , 	373 , 	161 , 	52 , 	42 , 	20 , 	21 , 	22 , 	4 , 	7 , 	11 , 	3 , 	4 , 	7 , 	5 , 	57 , 	13 ," 	2,438 ",,,Transbay," 	95,284 ",,,,,,,
NB, 	44 , 	53 , 	47 , 	9 , 	204 , 	44 , 	56 , 	57 , 	72 , 	24 , 	57 , 	58 , 	15 , 	22 , 	14 , 	6 , 	10 , 	25 , 	11 , 	10 , 	14 , 	10 , 	11 , 	8 , 	13 , 	277 , 	209 , 	426 , 	280 , 	111 , 	107 , 	30 , 	23 , 	23 , 	5 , 	6 , 	11 , 	3 , 	9 , 	4 , 	5 , 	61 , 	18 ," 	2,500 ",,,,,,,,,,,
BK, 	258 , 	679 , 	556 , 	232 , 	27 , 	254 , 	356 , 	242 , 	290 , 	144 , 	217 , 	223 , 	143 , 	190 , 	140 , 	48 , 	123 , 	400 , 	100 , 	128 , 	233 , 	159 , 	116 , 	48 , 	67 ," 	1,003 ", 	537 ," 	1,638 ", 	818 , 	304 , 	309 , 	166 , 	89 , 	237 , 	38 , 	67 , 	237 , 	30 , 	75 , 	49 , 	38 , 	164 , 	166 ," 	11,332 ",,,,,,,,,,,
AS, 	65 , 	91 , 	56 , 	35 , 	194 , 	6 , 	87 , 	88 , 	97 , 	36 , 	82 , 	69 , 	26 , 	32 , 	27 , 	8 , 	15 , 	31 , 	16 , 	12 , 	14 , 	11 , 	6 , 	13 , 	34 , 	211 , 	147 , 	343 , 	261 , 	175 , 	114 , 	31 , 	25 , 	31 , 	7 , 	8 , 	20 , 	3 , 	19 , 	2 , 	5 , 	38 , 	18 ," 	2,601 ",,,,,,,,,,,
MA, 	82 , 	114 , 	58 , 	56 , 	339 , 	84 , 	14 , 	53 , 	71 , 	36 , 	90 , 	124 , 	51 , 	66 , 	42 , 	19 , 	21 , 	42 , 	53 , 	30 , 	36 , 	20 , 	17 , 	36 , 	54 , 	499 , 	319 , 	867 , 	475 , 	281 , 	256 , 	61 , 	49 , 	52 , 	11 , 	10 , 	24 , 	8 , 	73 , 	7 , 	14 , 	76 , 	21 ," 	4,705 ",,,,,,,,,,,
19, 	40 , 	62 , 	55 , 	54 , 	202 , 	94 , 	60 , 	8 , 	22 , 	13 , 	54 , 	62 , 	38 , 	52 , 	40 , 	20 , 	23 , 	43 , 	29 , 	35 , 	28 , 	18 , 	20 , 	54 , 	26 , 	235 , 	171 , 	427 , 	296 , 	154 , 	115 , 	41 , 	39 , 	36 , 	6 , 	10 , 	23 , 	7 , 	33 , 	12 , 	8 , 	33 , 	22 ," 	2,815 ",,,,,,,,,,,
12, 	58 , 	128 , 	73 , 	69 , 	259 , 	100 , 	74 , 	20 , 	8 , 	15 , 	95 , 	134 , 	85 , 	106 , 	62 , 	28 , 	44 , 	81 , 	51 , 	38 , 	59 , 	26 , 	41 , 	47 , 	60 , 	341 , 	258 , 	714 , 	299 , 	122 , 	127 , 	60 , 	64 , 	47 , 	24 , 	11 , 	38 , 	11 , 	53 , 	14 , 	13 , 	69 , 	35 ," 	4,056 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	40 , 	26 , 	26 , 	141 , 	37 , 	41 , 	13 , 	21 , 	7 , 	72 , 	105 , 	117 , 	113 , 	55 , 	31 , 	42 , 	69 , 	11 , 	10 , 	12 , 	5 , 	7 , 	14 , 	27 , 	265 , 	244 , 	597 , 	263 , 	112 , 	100 , 	37 , 	46 , 	45 , 	10 , 	50 , 	67 , 	0 , 	13 , 	7 , 	6 , 	23 , 	18 ," 	2,958 ",,,Dtwn SF," 	2,551 "," 	8,594 "," 	16,652 "," 	9,290 "," 	8,543 "," 	10,093 "," 	5,625 "," 	61,348 "
