Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Feb 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	66 , 	61 , 	26 , 	25 , 	113 , 	69 , 	58 , 	46 , 	82 , 	63 , 	14 , 	112 , 	99 , 	157 , 	107 , 	41 , 	43 , 	54 , 	27 , 	13 , 	21 , 	5 , 	10 , 	18 , 	63 , 	118 , 	110 , 	382 , 	150 , 	90 , 	130 , 	23 , 	39 , 	26 , 	20 , 	23 , 	47 , 	5 , 	30 ," 	2,586 ",,,CM line," 	9,994 ", 	885 ," 	3,537 "," 	1,036 ", 	769 ," 	1,271 "," 	17,492 "
CL, 	207 , 	35 , 	13 , 	19 , 	66 , 	47 , 	49 , 	27 , 	120 , 	28 , 	386 , 	5 , 	30 , 	56 , 	60 , 	36 , 	27 , 	53 , 	18 , 	11 , 	14 , 	10 , 	5 , 	5 , 	23 , 	616 , 	83 , 	249 , 	99 , 	36 , 	49 , 	24 , 	24 , 	20 , 	13 , 	15 , 	60 , 	4 , 	17 ," 	2,658 ",,,RM line," 	3,430 "," 	1,570 "," 	1,157 "," 	2,773 ", 	438 ," 	1,629 "," 	10,996 "
SL, 	32 , 	50 , 	7 , 	10 , 	49 , 	19 , 	24 , 	24 , 	47 , 	44 , 	81 , 	55 , 	4 , 	70 , 	61 , 	21 , 	20 , 	39 , 	7 , 	7 , 	7 , 	2 , 	2 , 	6 , 	7 , 	71 , 	70 , 	201 , 	69 , 	18 , 	28 , 	13 , 	17 , 	8 , 	9 , 	18 , 	29 , 	3 , 	12 ," 	1,259 ",,,WP line," 	3,123 ", 	561 , 	763 , 	467 ," 	1,905 ", 	582 ," 	7,400 "
BF, 	22 , 	18 , 	7 , 	8 , 	32 , 	25 , 	26 , 	31 , 	77 , 	64 , 	153 , 	102 , 	77 , 	5 , 	70 , 	65 , 	50 , 	80 , 	9 , 	5 , 	3 , 	2 , 	2 , 	7 , 	23 , 	57 , 	48 , 	180 , 	61 , 	16 , 	29 , 	11 , 	14 , 	16 , 	8 , 	32 , 	73 , 	2 , 	9 ," 	1,515 ",,,FT/ED line," 	4,910 "," 	1,500 "," 	1,106 "," 	1,583 ", 	493 ," 	5,101 "," 	14,692 "
HY, 	19 , 	16 , 	11 , 	9 , 	41 , 	12 , 	24 , 	24 , 	50 , 	27 , 	107 , 	97 , 	60 , 	80 , 	4 , 	65 , 	72 , 	99 , 	8 , 	6 , 	5 , 	1 , 	3 , 	3 , 	6 , 	39 , 	20 , 	104 , 	41 , 	15 , 	22 , 	13 , 	11 , 	9 , 	7 , 	10 , 	35 , 	2 , 	9 ," 	1,180 ",,,Entries," 	25,955 "," 	8,667 "," 	17,940 "," 	10,953 "," 	7,423 "," 	15,046 "," 	85,985 "
SH, 	7 , 	12 , 	5 , 	2 , 	19 , 	9 , 	10 , 	12 , 	22 , 	13 , 	40 , 	67 , 	23 , 	67 , 	67 , 	5 , 	42 , 	69 , 	5 , 	2 , 	0 , 	2 , 	1 , 	4 , 	5 , 	24 , 	28 , 	87 , 	31 , 	12 , 	16 , 	5 , 	7 , 	6 , 	7 , 	9 , 	16 , 	2 , 	10 , 	765 ,,,,,,,,,,
UC, 	13 , 	15 , 	8 , 	9 , 	37 , 	6 , 	14 , 	13 , 	46 , 	39 , 	40 , 	47 , 	28 , 	62 , 	70 , 	44 , 	8 , 	74 , 	9 , 	6 , 	4 , 	2 , 	0 , 	3 , 	4 , 	54 , 	49 , 	154 , 	42 , 	9 , 	12 , 	6 , 	5 , 	8 , 	8 , 	5 , 	14 , 	1 , 	10 , 	973 ,,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	14 , 	38 , 	22 , 	19 , 	99 , 	25 , 	25 , 	23 , 	61 , 	48 , 	59 , 	91 , 	47 , 	75 , 	116 , 	61 , 	70 , 	15 , 	12 , 	12 , 	9 , 	6 , 	3 , 	12 , 	7 , 	97 , 	91 , 	312 , 	79 , 	21 , 	20 , 	10 , 	17 , 	20 , 	14 , 	8 , 	26 , 	3 , 	16 ," 	1,696 ",,,Dtwn SF," 	1,166 ",,,,,,
CN, 	15 , 	12 , 	6 , 	14 , 	28 , 	17 , 	32 , 	20 , 	50 , 	2 , 	18 , 	34 , 	8 , 	8 , 	8 , 	6 , 	7 , 	12 , 	8 , 	50 , 	204 , 	37 , 	29 , 	26 , 	3 , 	73 , 	57 , 	150 , 	68 , 	20 , 	43 , 	13 , 	18 , 	21 , 	21 , 	7 , 	6 , 	18 , 	131 ," 	1,303 ",,,OAK," 	6,996 ", 	490 ,,,,,
PH, 	5 , 	9 , 	6 , 	7 , 	24 , 	8 , 	14 , 	11 , 	26 , 	2 , 	11 , 	42 , 	3 , 	3 , 	2 , 	2 , 	3 , 	13 , 	58 , 	5 , 	44 , 	11 , 	12 , 	35 , 	3 , 	97 , 	68 , 	198 , 	68 , 	14 , 	13 , 	11 , 	10 , 	23 , 	26 , 	1 , 	2 , 	5 , 	26 , 	917 ,,,CM line," 	20,524 "," 	1,732 "," 	3,537 ",,,,
WC, 	10 , 	7 , 	10 , 	6 , 	39 , 	6 , 	17 , 	23 , 	43 , 	4 , 	16 , 	28 , 	8 , 	6 , 	6 , 	3 , 	2 , 	12 , 	258 , 	42 , 	3 , 	31 , 	11 , 	44 , 	1 , 	109 , 	105 , 	248 , 	108 , 	15 , 	21 , 	11 , 	13 , 	17 , 	19 , 	2 , 	3 , 	14 , 	53 ," 	1,366 ",,,RM line," 	7,046 "," 	3,048 "," 	2,193 "," 	2,773 ",,,
LF, 	4 , 	5 , 	4 , 	4 , 	17 , 	5 , 	10 , 	14 , 	23 , 	4 , 	8 , 	17 , 	4 , 	2 , 	2 , 	1 , 	2 , 	4 , 	50 , 	12 , 	31 , 	4 , 	6 , 	23 , 	1 , 	47 , 	36 , 	132 , 	66 , 	5 , 	10 , 	5 , 	3 , 	7 , 	7 , 	1 , 	1 , 	5 , 	8 , 	585 ,,,WP line," 	6,428 "," 	1,074 "," 	1,532 ", 	905 ," 	1,905 ",,
OR, 	2 , 	2 , 	4 , 	4 , 	18 , 	3 , 	7 , 	6 , 	22 , 	3 , 	9 , 	11 , 	2 , 	3 , 	3 , 	1 , 	1 , 	1 , 	23 , 	7 , 	12 , 	6 , 	2 , 	22 , 	3 , 	43 , 	44 , 	131 , 	60 , 	8 , 	13 , 	6 , 	4 , 	7 , 	6 , 	-   , 	0 , 	3 , 	4 , 	501 ,,,FT/ED line," 	9,822 "," 	3,051 "," 	2,377 "," 	3,211 "," 	1,075 "," 	5,101 "," 	85,985 "
RR, 	19 , 	11 , 	11 , 	18 , 	18 , 	10 , 	14 , 	18 , 	42 , 	9 , 	19 , 	18 , 	7 , 	8 , 	2 , 	4 , 	2 , 	7 , 	32 , 	24 , 	41 , 	17 , 	21 , 	7 , 	8 , 	189 , 	151 , 	276 , 	151 , 	51 , 	37 , 	9 , 	3 , 	13 , 	13 , 	3 , 	3 , 	3 , 	10 ," 	1,298 ",,,,,,,,,,
OW, 	33 , 	16 , 	3 , 	8 , 	55 , 	28 , 	28 , 	14 , 	27 , 	10 , 	61 , 	39 , 	10 , 	20 , 	7 , 	5 , 	5 , 	4 , 	5 , 	3 , 	1 , 	1 , 	1 , 	5 , 	3 , 	94 , 	89 , 	298 , 	91 , 	38 , 	36 , 	6 , 	15 , 	2 , 	7 , 	1 , 	8 , 	2 , 	9 ," 	1,083 ",,,,,,,,,,
EM, 	71 , 	103 , 	73 , 	96 , 	246 , 	83 , 	105 , 	97 , 	223 , 	95 , 	131 , 	192 , 	72 , 	69 , 	38 , 	28 , 	49 , 	103 , 	89 , 	90 , 	120 , 	49 , 	49 , 	139 , 	96 , 	77 , 	74 , 	111 , 	64 , 	192 , 	204 , 	112 , 	148 , 	92 , 	68 , 	43 , 	190 , 	29 , 	82 ," 	3,986 ",,,,,,,,,,
MT, 	104 , 	125 , 	71 , 	99 , 	196 , 	84 , 	141 , 	116 , 	237 , 	114 , 	126 , 	117 , 	90 , 	68 , 	33 , 	31 , 	62 , 	115 , 	52 , 	72 , 	110 , 	38 , 	56 , 	93 , 	88 , 	53 , 	30 , 	55 , 	39 , 	291 , 	368 , 	347 , 	976 , 	117 , 	129 , 	37 , 	117 , 	17 , 	64 ," 	5,074 ",,,,,,,,,,
PL, 	142 , 	285 , 	154 , 	231 , 	609 , 	202 , 	361 , 	226 , 	495 , 	280 , 	404 , 	333 , 	217 , 	190 , 	103 , 	87 , 	158 , 	329 , 	167 , 	240 , 	275 , 	148 , 	155 , 	330 , 	357 , 	105 , 	41 , 	110 , 	148 , 	926 ," 	1,283 ", 	708 ," 	1,220 ", 	575 , 	422 , 	116 , 	520 , 	65 , 	176 ," 	12,890 ",,,,,,,,,,
CC, 	53 , 	86 , 	60 , 	107 , 	228 , 	110 , 	155 , 	117 , 	161 , 	102 , 	124 , 	153 , 	69 , 	64 , 	35 , 	26 , 	34 , 	71 , 	63 , 	74 , 	102 , 	64 , 	58 , 	159 , 	98 , 	37 , 	31 , 	128 , 	63 , 	477 , 	657 , 	259 , 	560 , 	200 , 	203 , 	43 , 	127 , 	22 , 	62 ," 	5,242 ",,,,,,,,,,
16, 	49 , 	36 , 	27 , 	34 , 	96 , 	44 , 	79 , 	44 , 	57 , 	41 , 	79 , 	80 , 	19 , 	16 , 	13 , 	13 , 	11 , 	19 , 	21 , 	12 , 	17 , 	7 , 	5 , 	54 , 	33 , 	172 , 	183 , 	854 , 	476 , 	49 , 	182 , 	125 , 	245 , 	96 , 	80 , 	6 , 	23 , 	4 , 	23 ," 	3,420 ",,,,,,,,,,
24, 	78 , 	52 , 	16 , 	36 , 	87 , 	54 , 	73 , 	44 , 	64 , 	42 , 	125 , 	98 , 	28 , 	31 , 	22 , 	17 , 	11 , 	20 , 	41 , 	17 , 	25 , 	8 , 	10 , 	48 , 	43 , 	207 , 	252 ," 	1,227 ", 	639 , 	150 , 	55 , 	108 , 	286 , 	141 , 	138 , 	6 , 	33 , 	9 , 	43 ," 	4,377 ",,,,,,,,,,
GP, 	16 , 	21 , 	8 , 	10 , 	39 , 	13 , 	17 , 	11 , 	21 , 	13 , 	23 , 	44 , 	11 , 	10 , 	13 , 	4 , 	6 , 	11 , 	13 , 	12 , 	9 , 	9 , 	6 , 	17 , 	10 , 	113 , 	139 , 	867 , 	237 , 	109 , 	102 , 	23 , 	44 , 	27 , 	48 , 	6 , 	14 , 	7 , 	17 ," 	2,116 ",,,,,,,,,,
BP, 	18 , 	29 , 	7 , 	7 , 	20 , 	12 , 	14 , 	15 , 	40 , 	17 , 	37 , 	36 , 	14 , 	13 , 	11 , 	7 , 	7 , 	15 , 	18 , 	12 , 	10 , 	2 , 	5 , 	9 , 	25 , 	173 , 	268 ," 	1,955 ", 	434 , 	247 , 	300 , 	42 , 	38 , 	33 , 	87 , 	8 , 	12 , 	5 , 	31 ," 	4,028 ",,,,,,,,,,
DC, 	17 , 	26 , 	11 , 	8 , 	47 , 	10 , 	17 , 	11 , 	43 , 	18 , 	24 , 	51 , 	15 , 	15 , 	14 , 	12 , 	8 , 	26 , 	21 , 	18 , 	18 , 	10 , 	6 , 	13 , 	10 , 	97 , 	114 , 	578 , 	197 , 	117 , 	167 , 	31 , 	38 , 	14 , 	38 , 	8 , 	34 , 	5 , 	26 ," 	1,928 ",,,,,,,,,,
CM, 	22 , 	25 , 	7 , 	7 , 	40 , 	11 , 	14 , 	14 , 	44 , 	7 , 	20 , 	20 , 	8 , 	7 , 	8 , 	4 , 	6 , 	9 , 	26 , 	15 , 	15 , 	7 , 	8 , 	11 , 	5 , 	73 , 	97 , 	441 , 	204 , 	79 , 	137 , 	47 , 	81 , 	32 , 	8 , 	6 , 	15 , 	9 , 	42 ," 	1,624 ",,,,,,,,,,
CV, 	2 , 	3 , 	2 , 	1 , 	17 , 	4 , 	5 , 	4 , 	9 , 	19 , 	22 , 	22 , 	19 , 	37 , 	11 , 	10 , 	6 , 	11 , 	2 , 	2 , 	1 , 	1 , 	0 , 	3 , 	2 , 	56 , 	36 , 	108 , 	45 , 	8 , 	6 , 	4 , 	7 , 	7 , 	4 , 	1 , 	40 , 	1 , 	3 , 	537 ,,,,,,,,,,
ED, 	4 , 	9 , 	5 , 	6 , 	34 , 	11 , 	10 , 	7 , 	21 , 	22 , 	49 , 	106 , 	33 , 	75 , 	29 , 	15 , 	18 , 	27 , 	5 , 	3 , 	3 , 	1 , 	1 , 	5 , 	7 , 	173 , 	94 , 	463 , 	123 , 	18 , 	28 , 	12 , 	11 , 	32 , 	11 , 	44 , 	12 , 	1 , 	3 ," 	1,524 ",,,,,,,,,,
NC, 	3 , 	3 , 	1 , 	1 , 	5 , 	1 , 	2 , 	4 , 	10 , 	1 , 	4 , 	8 , 	2 , 	1 , 	2 , 	0 , 	1 , 	2 , 	21 , 	5 , 	15 , 	3 , 	2 , 	5 , 	-   , 	21 , 	14 , 	55 , 	21 , 	3 , 	6 , 	7 , 	3 , 	5 , 	8 , 	1 , 	1 , 	2 , 	25 , 	271 ,,,,,,,,,,
WP, 	23 , 	14 , 	4 , 	6 , 	17 , 	6 , 	40 , 	19 , 	43 , 	8 , 	28 , 	38 , 	8 , 	11 , 	12 , 	6 , 	9 , 	17 , 	150 , 	29 , 	52 , 	9 , 	5 , 	21 , 	6 , 	64 , 	52 , 	165 , 	56 , 	25 , 	49 , 	21 , 	34 , 	28 , 	43 , 	3 , 	6 , 	28 , 	11 ," 	1,160 ",,,,,,,,,,
Entries," 	1,627 "," 	1,841 "," 	1,074 "," 	1,153 "," 	3,686 "," 	1,571 "," 	1,821 "," 	1,423 "," 	2,872 "," 	1,378 "," 	2,803 "," 	2,773 "," 	1,304 "," 	1,509 "," 	1,146 ", 	739 , 	949 ," 	1,720 "," 	1,372 ", 	900 ," 	1,323 ", 	570 , 	535 ," 	1,286 "," 	1,172 "," 	4,072 "," 	3,467 "," 	13,072 "," 	5,345 "," 	3,607 "," 	4,575 "," 	2,180 "," 	4,095 "," 	1,812 "," 	1,669 ", 	516 ," 	1,588 ", 	303 ," 	1,134 "," 	85,985 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
