Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Feb 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	92 , 	98 , 	32 , 	52 , 	211 , 	75 , 	84 , 	74 , 	124 , 	98 , 	13 , 	192 , 	143 , 	201 , 	178 , 	61 , 	74 , 	74 , 	30 , 	16 , 	25 , 	15 , 	19 , 	33 , 	89 , 	178 , 	273 , 	683 , 	221 , 	110 , 	192 , 	28 , 	66 , 	42 , 	24 , 	34 , 	96 , 	3 , 	30 ," 	4,084 ",,,CM line," 	16,070 "," 	1,383 "," 	5,290 "," 	1,677 "," 	1,029 "," 	1,675 "," 	27,125 "
CL, 	250 , 	70 , 	25 , 	27 , 	91 , 	54 , 	69 , 	51 , 	156 , 	52 , 	486 , 	6 , 	66 , 	109 , 	90 , 	38 , 	42 , 	65 , 	28 , 	16 , 	22 , 	10 , 	9 , 	17 , 	37 , 	563 , 	78 , 	229 , 	116 , 	44 , 	73 , 	21 , 	27 , 	31 , 	13 , 	26 , 	105 , 	11 , 	41 ," 	3,263 ",,,RM line," 	6,476 "," 	2,478 "," 	1,781 "," 	4,659 ", 	726 ," 	2,242 "," 	18,363 "
SL, 	69 , 	80 , 	12 , 	14 , 	80 , 	33 , 	42 , 	55 , 	82 , 	64 , 	132 , 	90 , 	8 , 	91 , 	102 , 	42 , 	36 , 	60 , 	9 , 	7 , 	10 , 	5 , 	5 , 	6 , 	13 , 	121 , 	165 , 	349 , 	109 , 	32 , 	56 , 	13 , 	23 , 	10 , 	14 , 	27 , 	39 , 	1 , 	11 ," 	2,114 ",,,WP line," 	5,877 ", 	956 ," 	1,015 ", 	807 ," 	2,920 ", 	791 ," 	12,367 "
BF, 	26 , 	33 , 	13 , 	9 , 	82 , 	30 , 	51 , 	56 , 	113 , 	104 , 	209 , 	193 , 	110 , 	6 , 	119 , 	85 , 	72 , 	96 , 	15 , 	8 , 	5 , 	2 , 	2 , 	8 , 	35 , 	90 , 	142 , 	307 , 	87 , 	20 , 	40 , 	17 , 	23 , 	23 , 	13 , 	39 , 	97 , 	4 , 	15 ," 	2,394 ",,,FT/ED line," 	8,266 "," 	2,410 "," 	1,589 "," 	2,524 ", 	701 ," 	7,390 "," 	22,881 "
HY, 	32 , 	30 , 	14 , 	14 , 	84 , 	21 , 	37 , 	44 , 	83 , 	29 , 	160 , 	139 , 	98 , 	120 , 	12 , 	93 , 	104 , 	139 , 	10 , 	7 , 	8 , 	2 , 	3 , 	7 , 	12 , 	76 , 	104 , 	218 , 	70 , 	19 , 	39 , 	6 , 	20 , 	18 , 	12 , 	17 , 	38 , 	3 , 	10 ," 	1,948 ",,,Entries," 	44,752 "," 	14,233 "," 	27,647 "," 	18,981 "," 	12,429 "," 	23,243 "," 	141,284 "
SH, 	11 , 	13 , 	4 , 	5 , 	48 , 	13 , 	17 , 	22 , 	49 , 	24 , 	54 , 	53 , 	36 , 	85 , 	96 , 	8 , 	57 , 	91 , 	6 , 	4 , 	5 , 	1 , 	2 , 	5 , 	10 , 	43 , 	56 , 	147 , 	35 , 	15 , 	29 , 	6 , 	12 , 	14 , 	11 , 	11 , 	23 , 	2 , 	11 ," 	1,127 ",,,,,,,,,,
UC, 	12 , 	22 , 	8 , 	18 , 	105 , 	14 , 	21 , 	24 , 	77 , 	48 , 	82 , 	70 , 	43 , 	87 , 	107 , 	70 , 	8 , 	89 , 	13 , 	4 , 	5 , 	2 , 	2 , 	4 , 	8 , 	89 , 	148 , 	291 , 	67 , 	15 , 	29 , 	8 , 	23 , 	15 , 	12 , 	8 , 	19 , 	1 , 	8 ," 	1,670 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	14 , 	45 , 	20 , 	25 , 	202 , 	27 , 	33 , 	46 , 	107 , 	59 , 	70 , 	103 , 	63 , 	109 , 	151 , 	94 , 	92 , 	27 , 	20 , 	16 , 	14 , 	5 , 	6 , 	20 , 	10 , 	186 , 	330 , 	573 , 	122 , 	28 , 	30 , 	15 , 	28 , 	30 , 	17 , 	10 , 	35 , 	4 , 	24 ," 	2,804 ",,,Dtwn SF," 	2,096 ",,,,,,
CN, 	33 , 	28 , 	13 , 	16 , 	57 , 	28 , 	49 , 	32 , 	87 , 	11 , 	24 , 	35 , 	8 , 	15 , 	13 , 	3 , 	10 , 	14 , 	22 , 	62 , 	291 , 	66 , 	32 , 	31 , 	7 , 	159 , 	131 , 	270 , 	90 , 	31 , 	54 , 	22 , 	28 , 	26 , 	29 , 	13 , 	10 , 	31 , 	201 ," 	2,082 ",,,OAK," 	12,141 ", 	831 ,,,,,
PH, 	9 , 	6 , 	8 , 	5 , 	54 , 	10 , 	21 , 	21 , 	60 , 	4 , 	16 , 	36 , 	8 , 	7 , 	7 , 	3 , 	5 , 	11 , 	74 , 	12 , 	80 , 	26 , 	13 , 	46 , 	3 , 	158 , 	201 , 	365 , 	122 , 	18 , 	28 , 	17 , 	17 , 	26 , 	34 , 	3 , 	2 , 	11 , 	46 ," 	1,587 ",,,CM line," 	32,706 "," 	2,719 "," 	5,290 ",,,,
WC, 	13 , 	16 , 	14 , 	13 , 	77 , 	14 , 	27 , 	33 , 	71 , 	11 , 	26 , 	35 , 	10 , 	4 , 	7 , 	4 , 	6 , 	8 , 	377 , 	92 , 	8 , 	45 , 	22 , 	68 , 	4 , 	194 , 	234 , 	443 , 	160 , 	28 , 	26 , 	17 , 	13 , 	23 , 	29 , 	4 , 	4 , 	29 , 	78 ," 	2,282 ",,,RM line," 	13,437 "," 	4,830 "," 	3,458 "," 	4,659 ",,,
LF, 	5 , 	8 , 	3 , 	4 , 	47 , 	4 , 	11 , 	19 , 	49 , 	3 , 	18 , 	17 , 	5 , 	2 , 	3 , 	1 , 	2 , 	6 , 	85 , 	30 , 	49 , 	3 , 	7 , 	41 , 	1 , 	97 , 	133 , 	283 , 	102 , 	8 , 	16 , 	8 , 	4 , 	9 , 	8 , 	1 , 	1 , 	8 , 	16 ," 	1,112 ",,,WP line," 	12,047 "," 	1,839 "," 	2,045 "," 	1,533 "," 	2,920 ",,
OR, 	5 , 	7 , 	7 , 	5 , 	35 , 	7 , 	9 , 	11 , 	29 , 	4 , 	17 , 	14 , 	3 , 	1 , 	3 , 	3 , 	1 , 	6 , 	34 , 	13 , 	20 , 	8 , 	4 , 	41 , 	3 , 	101 , 	151 , 	250 , 	83 , 	12 , 	16 , 	7 , 	8 , 	6 , 	9 , 	1 , 	1 , 	4 , 	7 , 	939 ,,,FT/ED line," 	16,873 "," 	4,947 "," 	3,265 "," 	4,767 "," 	1,492 "," 	7,390 "," 	141,284 "
RR, 	25 , 	17 , 	19 , 	22 , 	29 , 	13 , 	19 , 	31 , 	75 , 	21 , 	36 , 	27 , 	17 , 	15 , 	6 , 	4 , 	5 , 	13 , 	45 , 	36 , 	60 , 	31 , 	25 , 	6 , 	11 , 	282 , 	347 , 	508 , 	222 , 	60 , 	54 , 	15 , 	10 , 	16 , 	13 , 	2 , 	4 , 	8 , 	15 ," 	2,163 ",,,,,,,,,,
OW, 	31 , 	26 , 	6 , 	12 , 	71 , 	34 , 	46 , 	27 , 	61 , 	20 , 	70 , 	49 , 	17 , 	28 , 	19 , 	10 , 	7 , 	9 , 	8 , 	4 , 	2 , 	1 , 	2 , 	6 , 	2 , 	239 , 	345 , 	607 , 	157 , 	79 , 	81 , 	15 , 	27 , 	9 , 	10 , 	4 , 	11 , 	1 , 	9 ," 	2,156 ",,,,,,,,,,
EM, 	109 , 	219 , 	149 , 	188 , 	423 , 	141 , 	208 , 	152 , 	315 , 	145 , 	199 , 	175 , 	148 , 	117 , 	84 , 	53 , 	111 , 	193 , 	144 , 	181 , 	205 , 	105 , 	97 , 	262 , 	239 , 	112 , 	113 , 	234 , 	122 , 	274 , 	352 , 	208 , 	277 , 	183 , 	156 , 	99 , 	335 , 	52 , 	130 ," 	7,005 ",,,,,,,,,,
MT, 	177 , 	322 , 	208 , 	296 , 	518 , 	205 , 	326 , 	197 , 	382 , 	238 , 	300 , 	142 , 	187 , 	164 , 	99 , 	57 , 	172 , 	359 , 	148 , 	228 , 	245 , 	159 , 	172 , 	289 , 	290 , 	121 , 	43 , 	108 , 	101 , 	543 , 	706 , 	643 ," 	1,420 ", 	412 , 	319 , 	116 , 	313 , 	64 , 	124 ," 	10,907 ",,,,,,,,,,
PL, 	202 , 	595 , 	282 , 	397 ," 	1,173 ", 	308 , 	589 , 	360 , 	739 , 	454 , 	614 , 	441 , 	364 , 	288 , 	226 , 	142 , 	279 , 	599 , 	288 , 	396 , 	492 , 	303 , 	269 , 	585 , 	645 , 	196 , 	120 , 	122 , 	237 ," 	1,290 "," 	1,835 "," 	1,137 "," 	1,835 "," 	1,084 ", 	748 , 	220 , 	939 , 	114 , 	292 ," 	21,198 ",,,,,,,,,,
CC, 	68 , 	171 , 	100 , 	180 , 	382 , 	149 , 	223 , 	143 , 	224 , 	133 , 	197 , 	153 , 	102 , 	86 , 	53 , 	37 , 	60 , 	120 , 	77 , 	109 , 	154 , 	95 , 	75 , 	220 , 	172 , 	77 , 	97 , 	228 , 	67 , 	596 , 	855 , 	365 , 	784 , 	312 , 	301 , 	69 , 	198 , 	25 , 	73 ," 	7,533 ",,,,,,,,,,
16, 	60 , 	47 , 	32 , 	62 , 	148 , 	71 , 	110 , 	73 , 	90 , 	59 , 	104 , 	65 , 	24 , 	23 , 	26 , 	16 , 	16 , 	24 , 	32 , 	21 , 	21 , 	9 , 	14 , 	78 , 	79 , 	246 , 	394 ," 	1,295 ", 	598 , 	42 , 	274 , 	192 , 	402 , 	157 , 	118 , 	13 , 	33 , 	4 , 	28 ," 	5,099 ",,,,,,,,,,
24, 	139 , 	107 , 	29 , 	55 , 	141 , 	75 , 	105 , 	68 , 	109 , 	62 , 	187 , 	105 , 	58 , 	47 , 	39 , 	27 , 	28 , 	29 , 	52 , 	26 , 	25 , 	16 , 	15 , 	62 , 	86 , 	317 , 	522 ," 	1,819 ", 	833 , 	254 , 	59 , 	189 , 	447 , 	234 , 	189 , 	9 , 	30 , 	9 , 	67 ," 	6,664 ",,,,,,,,,,
GP, 	21 , 	33 , 	16 , 	16 , 	85 , 	16 , 	29 , 	18 , 	39 , 	19 , 	30 , 	33 , 	12 , 	11 , 	5 , 	5 , 	7 , 	11 , 	18 , 	15 , 	15 , 	7 , 	9 , 	23 , 	15 , 	199 , 	381 ," 	1,324 ", 	323 , 	173 , 	162 , 	22 , 	78 , 	42 , 	57 , 	6 , 	14 , 	4 , 	20 ," 	3,314 ",,,,,,,,,,
BP, 	29 , 	43 , 	13 , 	13 , 	54 , 	18 , 	26 , 	22 , 	55 , 	23 , 	59 , 	44 , 	20 , 	27 , 	17 , 	10 , 	17 , 	21 , 	24 , 	12 , 	9 , 	1 , 	5 , 	14 , 	27 , 	344 , 	575 ," 	2,693 ", 	693 , 	373 , 	442 , 	73 , 	44 , 	59 , 	97 , 	4 , 	17 , 	4 , 	32 ," 	6,056 ",,,,,,,,,,
DC, 	20 , 	43 , 	16 , 	16 , 	90 , 	19 , 	29 , 	26 , 	59 , 	20 , 	49 , 	42 , 	22 , 	18 , 	20 , 	13 , 	20 , 	30 , 	32 , 	23 , 	23 , 	10 , 	6 , 	19 , 	18 , 	192 , 	443 ," 	1,115 ", 	294 , 	160 , 	228 , 	39 , 	68 , 	12 , 	42 , 	8 , 	40 , 	6 , 	35 ," 	3,360 ",,,,,,,,,,
CM, 	22 , 	39 , 	10 , 	10 , 	58 , 	12 , 	28 , 	21 , 	51 , 	9 , 	24 , 	26 , 	12 , 	16 , 	13 , 	8 , 	10 , 	14 , 	35 , 	33 , 	27 , 	9 , 	9 , 	17 , 	12 , 	131 , 	304 , 	764 , 	272 , 	117 , 	197 , 	66 , 	117 , 	57 , 	9 , 	7 , 	14 , 	6 , 	50 ," 	2,633 ",,,,,,,,,,
CV, 	4 , 	4 , 	1 , 	3 , 	32 , 	4 , 	6 , 	9 , 	16 , 	31 , 	31 , 	37 , 	35 , 	47 , 	17 , 	10 , 	11 , 	14 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	3 , 	68 , 	116 , 	210 , 	61 , 	8 , 	10 , 	5 , 	6 , 	14 , 	8 , 	4 , 	67 , 	1 , 	2 , 	900 ,,,,,,,,,,
ED, 	11 , 	16 , 	8 , 	6 , 	70 , 	13 , 	20 , 	19 , 	45 , 	48 , 	84 , 	154 , 	46 , 	112 , 	43 , 	23 , 	25 , 	34 , 	8 , 	4 , 	4 , 	1 , 	0 , 	4 , 	11 , 	279 , 	288 , 	801 , 	180 , 	23 , 	32 , 	17 , 	16 , 	39 , 	15 , 	62 , 	16 , 	1 , 	4 ," 	2,578 ",,,,,,,,,,
NC, 	5 , 	4 , 	1 , 	1 , 	15 , 	6 , 	6 , 	5 , 	11 , 	1 , 	6 , 	13 , 	2 , 	1 , 	4 , 	1 , 	2 , 	5 , 	30 , 	9 , 	22 , 	6 , 	2 , 	7 , 	1 , 	47 , 	41 , 	104 , 	27 , 	3 , 	13 , 	4 , 	4 , 	5 , 	8 , 	1 , 	1 , 	5 , 	38 , 	462 ,,,,,,,,,,
WP, 	18 , 	31 , 	6 , 	5 , 	36 , 	8 , 	62 , 	36 , 	73 , 	11 , 	29 , 	55 , 	14 , 	14 , 	13 , 	11 , 	12 , 	21 , 	223 , 	52 , 	77 , 	14 , 	8 , 	19 , 	14 , 	120 , 	114 , 	261 , 	80 , 	29 , 	68 , 	28 , 	35 , 	34 , 	46 , 	3 , 	7 , 	45 , 	12 ," 	1,739 ",,,,,,,,,,
Entries," 	2,376 "," 	3,436 "," 	1,854 "," 	2,070 "," 	6,854 "," 	2,391 "," 	3,021 "," 	2,334 "," 	4,488 "," 	2,189 "," 	4,249 "," 	3,407 "," 	2,199 "," 	2,345 "," 	1,957 "," 	1,140 "," 	1,589 "," 	2,695 "," 	2,153 "," 	1,645 "," 	2,211 "," 	1,093 ", 	953 ," 	2,168 "," 	2,200 "," 	6,575 "," 	8,790 "," 	21,657 "," 	7,729 "," 	5,159 "," 	6,937 "," 	3,481 "," 	6,196 "," 	3,264 "," 	2,610 ", 	911 ," 	2,751 ", 	521 ," 	1,685 "," 	141,284 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
