Exit stations,Entry stations->,,SUNDAY,,,Jun 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	14 , 	29 , 	29 , 	13 , 	91 , 	14 , 	23 , 	17 , 	16 , 	12 , 	25 , 	17 , 	9 , 	7 , 	6 , 	2 , 	1 , 	4 , 	6 , 	3 , 	3 , 	4 , 	2 , 	5 , 	4 , 	87 , 	45 , 	138 , 	80 , 	44 , 	33 , 	8 , 	9 , 	8 , 	4 , 	2 , 	5 , 	1 , 	1 , 	3 , 	9 , 	29 , 	6 , 	1 , 	3 , 	7 , 	3 , 	6 , 	3 , 	5 , 	893 ,,,,,,,,,,,
SB, 	5 , 	5 , 	2 , 	2 , 	7 , 	2 , 	6 , 	6 , 	10 , 	3 , 	3 , 	5 , 	2 , 	5 , 	2 , 	2 , 	1 , 	1 , 	5 , 	6 , 	5 , 	2 , 	1 , 	5 , 	5 , 	45 , 	41 , 	137 , 	134 , 	60 , 	48 , 	18 , 	34 , 	40 , 	10 , 	2 , 	1 , 	0 , 	5 , 	10 , 	13 , 	53 , 	9 , 	2 , 	1 , 	1 , 	-   , 	-   , 	1 , 	3 , 	759 ,,,,,,,,,,,
SO, 	22 , 	28 , 	27 , 	29 , 	61 , 	23 , 	39 , 	29 , 	40 , 	6 , 	14 , 	11 , 	8 , 	10 , 	3 , 	6 , 	3 , 	5 , 	39 , 	53 , 	45 , 	34 , 	24 , 	36 , 	42 , 	158 , 	159 , 	630 , 	147 , 	98 , 	61 , 	27 , 	46 , 	60 , 	57 , 	3 , 	32 , 	15 , 	34 , 	17 , 	20 , 	74 , 	108 , 	9 , 	19 , 	3 , 	2 , 	0 , 	5 , 	31 ," 	2,447 ",,,,,,,,,,,
MB, 	5 , 	9 , 	1 , 	8 , 	31 , 	7 , 	9 , 	9 , 	15 , 	2 , 	5 , 	4 , 	1 , 	4 , 	2 , 	0 , 	1 , 	1 , 	4 , 	3 , 	6 , 	2 , 	1 , 	5 , 	6 , 	70 , 	69 , 	222 , 	365 , 	107 , 	44 , 	17 , 	26 , 	41 , 	10 , 	1 , 	5 , 	2 , 	1 , 	6 , 	9 , 	228 , 	47 , 	0 , 	2 , 	-   , 	-   , 	1 , 	-   , 	3 ," 	1,411 ",,,,,,,,,,,
WD, 	1 , 	2 , 	2 , 	1 , 	13 , 	2 , 	4 , 	3 , 	3 , 	17 , 	17 , 	37 , 	13 , 	22 , 	10 , 	5 , 	4 , 	4 , 	1 , 	0 , 	-   , 	0 , 	-   , 	3 , 	4 , 	101 , 	45 , 	75 , 	87 , 	26 , 	7 , 	3 , 	3 , 	6 , 	1 , 	19 , 	13 , 	-   , 	-   , 	1 , 	2 , 	17 , 	1 , 	12 , 	10 , 	1 , 	4 , 	4 , 	-   , 	1 , 	602 ,,,,,,,,,,,
OA, 	4 , 	9 , 	6 , 	7 , 	23 , 	7 , 	9 , 	6 , 	12 , 	7 , 	3 , 	20 , 	2 , 	2 , 	2 , 	4 , 	2 , 	4 , 	13 , 	10 , 	11 , 	4 , 	3 , 	5 , 	3 , 	47 , 	33 , 	93 , 	20 , 	17 , 	10 , 	5 , 	3 , 	6 , 	1 , 	3 , 	17 , 	4 , 	7 , 	2 , 	2 , 	12 , 	2 , 	6 , 	13 , 	1 , 	5 , 	4 , 	1 , 	6 , 	490 ,,,,,,,,,,,
WS, 	7 , 	4 , 	1 , 	5 , 	13 , 	3 , 	4 , 	8 , 	6 , 	6 , 	13 , 	18 , 	9 , 	11 , 	13 , 	11 , 	17 , 	16 , 	2 , 	1 , 	2 , 	0 , 	1 , 	1 , 	1 , 	38 , 	22 , 	33 , 	30 , 	13 , 	7 , 	2 , 	2 , 	3 , 	-   , 	3 , 	5 , 	-   , 	3 , 	-   , 	-   , 	5 , 	1 , 	2 , 	4 , 	12 , 	17 , 	20 , 	1 , 	0 , 	390 ,,,,,,,,,,,
ML, 	6 , 	4 , 	3 , 	4 , 	33 , 	4 , 	8 , 	6 , 	8 , 	11 , 	8 , 	16 , 	8 , 	13 , 	15 , 	13 , 	24 , 	29 , 	2 , 	1 , 	3 , 	1 , 	0 , 	2 , 	4 , 	69 , 	39 , 	82 , 	84 , 	17 , 	9 , 	2 , 	3 , 	4 , 	1 , 	1 , 	9 , 	-   , 	3 , 	1 , 	1 , 	5 , 	0 , 	3 , 	13 , 	16 , 	20 , 	10 , 	1 , 	2 , 	611 ,,,,,,,,,,,
BE, 	6 , 	8 , 	6 , 	7 , 	42 , 	13 , 	14 , 	15 , 	16 , 	17 , 	21 , 	31 , 	13 , 	18 , 	22 , 	13 , 	20 , 	32 , 	6 , 	3 , 	3 , 	2 , 	2 , 	4 , 	4 , 	76 , 	43 , 	121 , 	143 , 	40 , 	12 , 	4 , 	5 , 	5 , 	0 , 	3 , 	9 , 	1 , 	3 , 	1 , 	0 , 	3 , 	-   , 	4 , 	10 , 	28 , 	10 , 	24 , 	0 , 	5 , 	885 ,,,,,,,,,,,
PC, 	2 , 	1 , 	1 , 	1 , 	3 , 	1 , 	7 , 	2 , 	2 , 	3 , 	2 , 	3 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	25 , 	7 , 	14 , 	4 , 	2 , 	3 , 	1 , 	12 , 	6 , 	22 , 	14 , 	7 , 	3 , 	1 , 	3 , 	3 , 	1 , 	1 , 	1 , 	5 , 	6 , 	-   , 	3 , 	3 , 	-   , 	0 , 	1 , 	-   , 	0 , 	1 , 	3 , 	11 , 	188 ,,,,,,,,,,,
AN, 	6 , 	4 , 	2 , 	2 , 	6 , 	3 , 	15 , 	9 , 	15 , 	3 , 	4 , 	18 , 	5 , 	4 , 	5 , 	1 , 	2 , 	3 , 	33 , 	14 , 	18 , 	6 , 	2 , 	9 , 	5 , 	75 , 	27 , 	89 , 	65 , 	23 , 	9 , 	10 , 	6 , 	5 , 	3 , 	1 , 	2 , 	3 , 	6 , 	4 , 	3 , 	40 , 	3 , 	1 , 	11 , 	2 , 	2 , 	6 , 	8 , 	19 , 	609 ,,,,,,,,,,,
Entries, 	966 ," 	1,278 ", 	820 , 	873 ," 	2,475 "," 	1,014 "," 	1,646 "," 	1,494 "," 	1,536 "," 	1,283 "," 	1,639 "," 	1,577 "," 	1,029 "," 	1,112 ", 	744 , 	575 , 	517 , 	703 ," 	1,038 ", 	881 ," 	1,146 ", 	611 , 	511 ," 	1,116 "," 	1,969 "," 	5,596 "," 	3,158 "," 	8,749 "," 	7,457 "," 	3,486 "," 	2,575 "," 	1,259 "," 	1,500 "," 	1,751 ", 	648 , 	490 ," 	1,809 ", 	282 , 	712 , 	462 , 	715 ," 	3,306 "," 	1,354 ", 	553 , 	808 , 	421 , 	668 , 	934 , 	189 , 	559 ," 	77,989 ",,,,,,,,,,,
