Exit stations,Entry stations->,,SATURDAY,,,Nov 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
CL, 	39 , 	85 , 	42 , 	34 , 	86 , 	50 , 	84 , 	80 , 	106 , 	144 , 	141 , 	13 , 	139 , 	138 , 	93 , 	57 , 	79 , 	101 , 	28 , 	41 , 	48 , 	28 , 	24 , 	30 , 	49 , 	269 , 	177 , 	428 , 	186 , 	81 , 	86 , 	67 , 	49 , 	100 , 	9 , 	57 , 	154 , 	12 , 	30 , 	15 , 	17 , 	33 , 	24 , 	73 , 	25 , 	143 , 	-   , 	-   , 	11 , 	26 ," 	3,827 ",,,,,,,,,,
SL, 	18 , 	28 , 	15 , 	19 , 	73 , 	20 , 	41 , 	64 , 	76 , 	130 , 	121 , 	153 , 	16 , 	89 , 	54 , 	40 , 	32 , 	30 , 	11 , 	7 , 	13 , 	3 , 	1 , 	11 , 	26 , 	193 , 	175 , 	409 , 	134 , 	51 , 	56 , 	27 , 	32 , 	32 , 	2 , 	23 , 	37 , 	1 , 	7 , 	5 , 	7 , 	38 , 	7 , 	35 , 	7 , 	28 , 	-   , 	-   , 	2 , 	9 ," 	2,401 ",,,,,,,,,,
BF, 	14 , 	22 , 	10 , 	10 , 	73 , 	21 , 	41 , 	50 , 	83 , 	113 , 	134 , 	149 , 	87 , 	12 , 	70 , 	43 , 	48 , 	46 , 	11 , 	6 , 	6 , 	2 , 	3 , 	11 , 	25 , 	163 , 	157 , 	379 , 	115 , 	55 , 	39 , 	14 , 	24 , 	20 , 	6 , 	38 , 	62 , 	3 , 	10 , 	8 , 	11 , 	17 , 	8 , 	58 , 	7 , 	38 , 	-   , 	-   , 	3 , 	5 ," 	2,322 ",,,,,,,,,,
HY, 	11 , 	28 , 	10 , 	10 , 	65 , 	14 , 	30 , 	36 , 	53 , 	47 , 	83 , 	98 , 	53 , 	69 , 	12 , 	49 , 	53 , 	71 , 	10 , 	3 , 	9 , 	3 , 	2 , 	7 , 	18 , 	100 , 	71 , 	200 , 	74 , 	25 , 	33 , 	9 , 	12 , 	19 , 	4 , 	14 , 	24 , 	2 , 	10 , 	4 , 	8 , 	14 , 	4 , 	24 , 	10 , 	48 , 	-   , 	-   , 	3 , 	8 ," 	1,558 ",,,,,,,,,,
SH, 	9 , 	13 , 	5 , 	4 , 	36 , 	10 , 	16 , 	16 , 	17 , 	26 , 	42 , 	52 , 	34 , 	41 , 	36 , 	11 , 	25 , 	35 , 	4 , 	5 , 	5 , 	2 , 	2 , 	4 , 	10 , 	75 , 	54 , 	143 , 	47 , 	22 , 	17 , 	6 , 	8 , 	18 , 	6 , 	6 , 	13 , 	1 , 	8 , 	1 , 	7 , 	8 , 	1 , 	16 , 	3 , 	34 , 	-   , 	-   , 	2 , 	5 , 	953 ,,,,,,,,,,
UC, 	12 , 	18 , 	6 , 	9 , 	62 , 	11 , 	19 , 	27 , 	40 , 	40 , 	36 , 	77 , 	27 , 	45 , 	53 , 	23 , 	12 , 	43 , 	7 , 	4 , 	5 , 	2 , 	2 , 	5 , 	6 , 	133 , 	85 , 	245 , 	75 , 	30 , 	23 , 	10 , 	10 , 	13 , 	4 , 	6 , 	23 , 	2 , 	5 , 	3 , 	4 , 	17 , 	1 , 	10 , 	13 , 	39 , 	-   , 	-   , 	1 , 	4 ," 	1,344 ",,,,,,,,,,
FM, 	12 , 	19 , 	13 , 	12 , 	95 , 	14 , 	26 , 	28 , 	38 , 	40 , 	48 , 	106 , 	34 , 	53 , 	71 , 	38 , 	35 , 	19 , 	7 , 	5 , 	10 , 	4 , 	2 , 	8 , 	6 , 	169 , 	108 , 	246 , 	93 , 	38 , 	20 , 	16 , 	17 , 	19 , 	5 , 	8 , 	26 , 	2 , 	8 , 	2 , 	6 , 	30 , 	3 , 	10 , 	17 , 	50 , 	-   , 	-   , 	2 , 	4 ," 	1,636 ",,,,,,,,,,
CN, 	11 , 	15 , 	11 , 	9 , 	45 , 	10 , 	34 , 	31 , 	38 , 	14 , 	22 , 	32 , 	5 , 	7 , 	10 , 	5 , 	5 , 	7 , 	15 , 	47 , 	124 , 	42 , 	17 , 	40 , 	9 , 	150 , 	108 , 	281 , 	93 , 	50 , 	31 , 	21 , 	21 , 	20 , 	9 , 	1 , 	5 , 	17 , 	103 , 	6 , 	9 , 	89 , 	12 , 	1 , 	17 , 	10 , 	-   , 	-   , 	39 , 	36 ," 	1,727 ",,,,,,,,,,
PH, 	3 , 	9 , 	5 , 	8 , 	56 , 	8 , 	29 , 	49 , 	32 , 	8 , 	13 , 	36 , 	7 , 	6 , 	2 , 	2 , 	4 , 	5 , 	43 , 	13 , 	65 , 	22 , 	10 , 	50 , 	6 , 	213 , 	143 , 	315 , 	102 , 	46 , 	27 , 	22 , 	12 , 	16 , 	7 , 	2 , 	5 , 	9 , 	39 , 	5 , 	8 , 	119 , 	12 , 	2 , 	33 , 	8 , 	-   , 	-   , 	12 , 	18 ," 	1,662 ",,,,,,,,,,
WC, 	13 , 	22 , 	10 , 	18 , 	68 , 	16 , 	48 , 	58 , 	49 , 	6 , 	18 , 	49 , 	12 , 	6 , 	10 , 	6 , 	4 , 	9 , 	155 , 	77 , 	13 , 	31 , 	20 , 	75 , 	8 , 	268 , 	194 , 	346 , 	175 , 	57 , 	37 , 	24 , 	13 , 	24 , 	7 , 	2 , 	5 , 	17 , 	72 , 	6 , 	7 , 	138 , 	14 , 	1 , 	31 , 	8 , 	-   , 	-   , 	23 , 	43 ," 	2,306 ",,,,,,,,,,
LF, 	5 , 	5 , 	5 , 	4 , 	42 , 	5 , 	17 , 	36 , 	21 , 	8 , 	9 , 	30 , 	3 , 	4 , 	2 , 	2 , 	3 , 	2 , 	46 , 	27 , 	33 , 	9 , 	6 , 	39 , 	4 , 	170 , 	98 , 	215 , 	102 , 	30 , 	25 , 	15 , 	6 , 	9 , 	4 , 	0 , 	1 , 	7 , 	10 , 	2 , 	2 , 	80 , 	7 , 	1 , 	15 , 	3 , 	-   , 	-   , 	11 , 	7 ," 	1,181 ",,,,,,,,,,
OR, 	5 , 	4 , 	4 , 	3 , 	35 , 	4 , 	11 , 	22 , 	26 , 	3 , 	5 , 	22 , 	2 , 	2 , 	2 , 	2 , 	2 , 	1 , 	15 , 	12 , 	23 , 	9 , 	5 , 	28 , 	1 , 	127 , 	101 , 	180 , 	66 , 	28 , 	25 , 	8 , 	7 , 	6 , 	1 , 	1 , 	3 , 	4 , 	6 , 	3 , 	2 , 	61 , 	6 , 	1 , 	9 , 	2 , 	-   , 	-   , 	5 , 	3 , 	897 ,,,,,,,,,,
RR, 	14 , 	20 , 	17 , 	10 , 	27 , 	5 , 	28 , 	69 , 	47 , 	10 , 	28 , 	32 , 	12 , 	8 , 	8 , 	4 , 	6 , 	5 , 	44 , 	46 , 	77 , 	41 , 	30 , 	19 , 	17 , 	252 , 	214 , 	412 , 	231 , 	117 , 	79 , 	28 , 	16 , 	15 , 	3 , 	3 , 	7 , 	11 , 	15 , 	5 , 	6 , 	132 , 	21 , 	3 , 	17 , 	8 , 	-   , 	-   , 	5 , 	14 ," 	2,232 ",,,,,,,,,,
OW, 	11 , 	22 , 	5 , 	7 , 	41 , 	16 , 	21 , 	33 , 	40 , 	14 , 	50 , 	46 , 	22 , 	25 , 	13 , 	9 , 	6 , 	6 , 	10 , 	8 , 	10 , 	3 , 	3 , 	12 , 	14 , 	503 , 	442 , 	906 , 	385 , 	236 , 	161 , 	39 , 	31 , 	31 , 	8 , 	9 , 	19 , 	1 , 	12 , 	8 , 	16 , 	80 , 	16 , 	6 , 	6 , 	10 , 	-   , 	-   , 	4 , 	6 ," 	3,373 ",,,,,,,,,,
EM, 	130 , 	302 , 	195 , 	226 , 	518 , 	218 , 	342 , 	344 , 	345 , 	278 , 	357 , 	290 , 	213 , 	185 , 	138 , 	80 , 	177 , 	204 , 	168 , 	266 , 	315 , 	203 , 	156 , 	325 , 	653 , 	76 , 	32 , 	269 , 	121 , 	326 , 	467 , 	271 , 	411 , 	317 , 	88 , 	126 , 	446 , 	70 , 	122 , 	76 , 	98 , 	296 , 	272 , 	160 , 	73 , 	163 , 	-   , 	-   , 	29 , 	104 ," 	11,034 ",,,,,,,,,,
MT, 	128 , 	234 , 	139 , 	170 , 	378 , 	172 , 	270 , 	288 , 	239 , 	272 , 	304 , 	208 , 	218 , 	194 , 	97 , 	73 , 	101 , 	139 , 	138 , 	165 , 	204 , 	118 , 	119 , 	251 , 	585 , 	28 , 	43 , 	52 , 	73 , 	315 , 	416 , 	315 , 	778 , 	367 , 	102 , 	114 , 	286 , 	49 , 	98 , 	92 , 	91 , 	216 , 	216 , 	100 , 	42 , 	102 , 	-   , 	-   , 	17 , 	68 ," 	9,180 ",,,,,,,,,,
PL, 	237 , 	473 , 	266 , 	243 , 	622 , 	227 , 	395 , 	393 , 	449 , 	381 , 	589 , 	414 , 	370 , 	333 , 	179 , 	130 , 	207 , 	231 , 	257 , 	306 , 	347 , 	216 , 	198 , 	368 , 	921 , 	280 , 	64 , 	112 , 	177 ," 	1,053 "," 	1,293 ", 	815 ," 	1,395 "," 	1,092 ", 	289 , 	191 , 	547 , 	106 , 	201 , 	260 , 	278 , 	884 , 	626 , 	213 , 	68 , 	175 , 	-   , 	-   , 	36 , 	148 ," 	19,048 ",,,,,,,,,,
CC, 	108 , 	164 , 	107 , 	169 , 	317 , 	136 , 	250 , 	258 , 	221 , 	173 , 	255 , 	152 , 	119 , 	101 , 	77 , 	50 , 	72 , 	86 , 	106 , 	114 , 	165 , 	98 , 	78 , 	225 , 	433 , 	112 , 	61 , 	173 , 	49 , 	365 , 	433 , 	227 , 	393 , 	333 , 	109 , 	66 , 	214 , 	41 , 	66 , 	84 , 	116 , 	335 , 	332 , 	69 , 	30 , 	88 , 	-   , 	-   , 	9 , 	52 ," 	7,785 ",,,,,,,,,,
16, 	65 , 	93 , 	65 , 	93 , 	200 , 	124 , 	189 , 	223 , 	122 , 	127 , 	169 , 	88 , 	54 , 	56 , 	25 , 	23 , 	34 , 	43 , 	46 , 	43 , 	50 , 	29 , 	29 , 	120 , 	274 , 	328 , 	286 ," 	1,063 ", 	418 , 	35 , 	154 , 	179 , 	272 , 	212 , 	78 , 	28 , 	60 , 	12 , 	37 , 	56 , 	84 , 	182 , 	193 , 	28 , 	22 , 	33 , 	-   , 	-   , 	8 , 	22 ," 	6,169 ",,,,,,,,,,
24, 	90 , 	109 , 	46 , 	76 , 	135 , 	85 , 	129 , 	147 , 	101 , 	103 , 	142 , 	90 , 	55 , 	39 , 	28 , 	17 , 	18 , 	23 , 	37 , 	34 , 	48 , 	28 , 	26 , 	87 , 	178 , 	393 , 	343 ," 	1,446 ", 	473 , 	142 , 	33 , 	162 , 	300 , 	215 , 	78 , 	14 , 	52 , 	12 , 	37 , 	57 , 	105 , 	163 , 	148 , 	17 , 	20 , 	24 , 	-   , 	-   , 	7 , 	14 ," 	6,120 ",,,,,,,,,,
GP, 	17 , 	31 , 	15 , 	21 , 	61 , 	21 , 	40 , 	52 , 	37 , 	28 , 	26 , 	60 , 	21 , 	16 , 	13 , 	6 , 	9 , 	11 , 	19 , 	23 , 	20 , 	13 , 	11 , 	35 , 	42 , 	220 , 	223 , 	907 , 	208 , 	164 , 	164 , 	19 , 	44 , 	37 , 	27 , 	7 , 	33 , 	3 , 	14 , 	19 , 	43 , 	93 , 	62 , 	8 , 	11 , 	8 , 	-   , 	-   , 	2 , 	10 ," 	2,968 ",,,,,,,,,,
BP, 	27 , 	29 , 	12 , 	10 , 	52 , 	13 , 	30 , 	34 , 	35 , 	29 , 	40 , 	58 , 	24 , 	17 , 	10 , 	6 , 	7 , 	16 , 	17 , 	11 , 	13 , 	5 , 	6 , 	15 , 	35 , 	322 , 	362 ," 	1,628 ", 	319 , 	221 , 	251 , 	44 , 	30 , 	37 , 	37 , 	8 , 	24 , 	5 , 	19 , 	21 , 	84 , 	97 , 	56 , 	8 , 	8 , 	15 , 	-   , 	-   , 	2 , 	15 ," 	4,156 ",,,,,,,,,,
DC, 	26 , 	41 , 	19 , 	12 , 	77 , 	15 , 	25 , 	39 , 	41 , 	32 , 	37 , 	95 , 	22 , 	24 , 	15 , 	11 , 	15 , 	19 , 	19 , 	16 , 	22 , 	7 , 	5 , 	17 , 	39 , 	288 , 	294 ," 	1,226 ", 	318 , 	191 , 	205 , 	42 , 	46 , 	24 , 	18 , 	11 , 	30 , 	6 , 	22 , 	22 , 	84 , 	189 , 	71 , 	11 , 	12 , 	17 , 	-   , 	-   , 	6 , 	14 ," 	3,833 ",,,,,,,,,,
CM, 	5 , 	15 , 	5 , 	5 , 	16 , 	2 , 	9 , 	9 , 	12 , 	4 , 	5 , 	8 , 	5 , 	5 , 	3 , 	3 , 	2 , 	2 , 	8 , 	7 , 	8 , 	2 , 	2 , 	3 , 	9 , 	61 , 	77 , 	300 , 	105 , 	62 , 	69 , 	21 , 	40 , 	17 , 	10 , 	1 , 	5 , 	1 , 	14 , 	9 , 	35 , 	114 , 	28 , 	1 , 	1 , 	1 , 	-   , 	-   , 	2 , 	6 ," 	1,129 ",,,,,,,,,,
CV, 	3 , 	4 , 	3 , 	3 , 	16 , 	7 , 	6 , 	12 , 	9 , 	51 , 	31 , 	66 , 	29 , 	39 , 	10 , 	7 , 	8 , 	7 , 	1 , 	2 , 	1 , 	1 , 	1 , 	4 , 	8 , 	109 , 	86 , 	205 , 	64 , 	26 , 	18 , 	8 , 	11 , 	18 , 	1 , 	8 , 	51 , 	1 , 	2 , 	2 , 	3 , 	21 , 	3 , 	54 , 	6 , 	9 , 	-   , 	-   , 	1 , 	1 ," 	1,028 ",,,,,,,,,,
ED, 	4 , 	12 , 	9 , 	7 , 	77 , 	9 , 	16 , 	23 , 	23 , 	65 , 	70 , 	154 , 	42 , 	64 , 	25 , 	15 , 	23 , 	28 , 	7 , 	5 , 	6 , 	2 , 	2 , 	7 , 	21 , 	372 , 	249 , 	553 , 	204 , 	52 , 	43 , 	29 , 	31 , 	35 , 	5 , 	45 , 	22 , 	-   , 	5 , 	2 , 	7 , 	99 , 	11 , 	31 , 	54 , 	21 , 	-   , 	-   , 	0 , 	2 ," 	2,580 ",,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	2 , 	9 , 	1 , 	5 , 	10 , 	9 , 	2 , 	4 , 	9 , 	2 , 	2 , 	1 , 	-   , 	2 , 	2 , 	12 , 	9 , 	16 , 	5 , 	3 , 	10 , 	4 , 	62 , 	48 , 	110 , 	31 , 	10 , 	12 , 	5 , 	6 , 	5 , 	1 , 	1 , 	1 , 	4 , 	11 , 	3 , 	4 , 	40 , 	4 , 	-   , 	7 , 	4 , 	-   , 	-   , 	4 , 	6 , 	498 ,,,,,,,,,,
WP, 	11 , 	8 , 	3 , 	2 , 	23 , 	6 , 	28 , 	18 , 	30 , 	2 , 	15 , 	30 , 	7 , 	10 , 	9 , 	7 , 	5 , 	6 , 	90 , 	38 , 	62 , 	10 , 	8 , 	13 , 	10 , 	104 , 	80 , 	228 , 	72 , 	36 , 	47 , 	13 , 	19 , 	23 , 	17 , 	1 , 	3 , 	10 , 	11 , 	8 , 	7 , 	69 , 	6 , 	2 , 	14 , 	9 , 	-   , 	-   , 	10 , 	10 ," 	1,243 ",,,,,,,,,,
SS, 	4 , 	11 , 	3 , 	2 , 	10 , 	3 , 	4 , 	8 , 	11 , 	5 , 	7 , 	14 , 	5 , 	6 , 	3 , 	4 , 	2 , 	2 , 	7 , 	7 , 	9 , 	3 , 	4 , 	5 , 	8 , 	70 , 	72 , 	270 , 	73 , 	47 , 	52 , 	21 , 	19 , 	21 , 	8 , 	2 , 	3 , 	3 , 	4 , 	8 , 	26 , 	48 , 	15 , 	1 , 	1 , 	2 , 	-   , 	-   , 	2 , 	5 , 	911 ,,,,,,,,,,
SB, 	9 , 	16 , 	4 , 	6 , 	20 , 	3 , 	14 , 	14 , 	19 , 	7 , 	16 , 	19 , 	7 , 	9 , 	5 , 	5 , 	4 , 	4 , 	10 , 	8 , 	6 , 	4 , 	1 , 	4 , 	20 , 	95 , 	86 , 	326 , 	125 , 	86 , 	108 , 	44 , 	79 , 	79 , 	37 , 	3 , 	6 , 	4 , 	10 , 	25 , 	13 , 	48 , 	19 , 	2 , 	2 , 	2 , 	-   , 	-   , 	2 , 	7 ," 	1,434 ",,,,,,,,,,
SO, 	27 , 	70 , 	46 , 	62 , 	108 , 	40 , 	67 , 	53 , 	65 , 	24 , 	41 , 	28 , 	20 , 	13 , 	13 , 	8 , 	10 , 	15 , 	81 , 	89 , 	124 , 	67 , 	48 , 	80 , 	79 , 	168 , 	157 , 	742 , 	228 , 	109 , 	100 , 	52 , 	84 , 	159 , 	99 , 	12 , 	68 , 	31 , 	80 , 	37 , 	40 , 	49 , 	166 , 	15 , 	12 , 	8 , 	-   , 	-   , 	6 , 	37 ," 	3,735 ",,,,,,,,,,
MB, 	13 , 	12 , 	10 , 	15 , 	92 , 	12 , 	21 , 	30 , 	30 , 	9 , 	17 , 	21 , 	8 , 	7 , 	5 , 	1 , 	1 , 	2 , 	15 , 	11 , 	16 , 	8 , 	5 , 	21 , 	16 , 	175 , 	178 , 	636 , 	285 , 	161 , 	134 , 	56 , 	62 , 	81 , 	27 , 	3 , 	9 , 	3 , 	8 , 	16 , 	18 , 	235 , 	29 , 	3 , 	3 , 	1 , 	-   , 	-   , 	2 , 	7 ," 	2,525 ",,,,,,,,,,
WD, 	3 , 	9 , 	5 , 	3 , 	28 , 	3 , 	8 , 	6 , 	13 , 	35 , 	46 , 	71 , 	42 , 	55 , 	22 , 	15 , 	11 , 	11 , 	1 , 	3 , 	0 , 	1 , 	1 , 	3 , 	7 , 	148 , 	89 , 	235 , 	84 , 	27 , 	14 , 	10 , 	11 , 	16 , 	1 , 	54 , 	37 , 	-   , 	3 , 	2 , 	2 , 	32 , 	6 , 	18 , 	17 , 	7 , 	-   , 	-   , 	1 , 	1 ," 	1,209 ",,,,,,,,,,
OA, 	6 , 	25 , 	17 , 	19 , 	44 , 	15 , 	13 , 	15 , 	11 , 	10 , 	6 , 	14 , 	6 , 	5 , 	6 , 	4 , 	8 , 	13 , 	17 , 	22 , 	17 , 	12 , 	5 , 	14 , 	4 , 	44 , 	28 , 	69 , 	32 , 	15 , 	12 , 	14 , 	5 , 	10 , 	1 , 	2 , 	37 , 	4 , 	7 , 	2 , 	1 , 	16 , 	4 , 	12 , 	3 , 	6 , 	-   , 	-   , 	2 , 	7 , 	655 ,,,,,,,,,,
WS, 	12 , 	29 , 	10 , 	14 , 	183 , 	27 , 	26 , 	43 , 	31 , 	38 , 	41 , 	142 , 	30 , 	36 , 	43 , 	24 , 	37 , 	57 , 	11 , 	10 , 	10 , 	4 , 	3 , 	14 , 	10 , 	136 , 	91 , 	217 , 	88 , 	30 , 	23 , 	10 , 	12 , 	12 , 	2 , 	9 , 	22 , 	3 , 	8 , 	2 , 	3 , 	14 , 	1 , 	6 , 	10 , 	12 , 	-   , 	-   , 	3 , 	6 ," 	1,597 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	4 , 	1 , 	1 , 	5 , 	3 , 	15 , 	6 , 	9 , 	2 , 	6 , 	8 , 	1 , 	5 , 	3 , 	1 , 	2 , 	2 , 	40 , 	14 , 	23 , 	8 , 	4 , 	6 , 	7 , 	21 , 	18 , 	48 , 	12 , 	9 , 	9 , 	6 , 	8 , 	6 , 	3 , 	0 , 	-   , 	7 , 	13 , 	3 , 	3 , 	9 , 	2 , 	2 , 	4 , 	3 , 	-   , 	-   , 	2 , 	16 , 	380 ,,,,,,,,,,
