Exit stations,Entry stations->,,SUNDAY,,,Oct 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	51 , 	57 , 	41 , 	144 , 	64 , 	78 , 	38 , 	49 , 	31 , 	73 , 	128 , 	16 , 	11 , 	19 , 	11 , 	10 , 	18 , 	16 , 	6 , 	10 , 	3 , 	2 , 	9 , 	17 , 	99 , 	55 , 	193 , 	90 , 	61 , 	62 , 	19 , 	32 , 	22 , 	7 , 	5 , 	7 , 	4 , 	31 , 	8 , 	8 , 	21 , 	12 , 	3 ," 	1,647 ",,,Eastbay," 	44,448 ",,SF CBD," 	82,399 ",54.1%,,,
EN, 	61 , 	14 , 	55 , 	45 , 	200 , 	81 , 	97 , 	59 , 	112 , 	40 , 	95 , 	432 , 	25 , 	33 , 	33 , 	14 , 	15 , 	38 , 	23 , 	8 , 	17 , 	7 , 	4 , 	19 , 	21 , 	233 , 	132 , 	434 , 	158 , 	69 , 	65 , 	23 , 	62 , 	29 , 	14 , 	4 , 	14 , 	3 , 	32 , 	9 , 	17 , 	56 , 	19 , 	5 ," 	2,926 ",,,Westbay," 	42,784 ",,non-CBD," 	63,990 ",42.0%,,,
EP, 	64 , 	46 , 	8 , 	43 , 	243 , 	64 , 	46 , 	43 , 	55 , 	36 , 	41 , 	156 , 	11 , 	11 , 	10 , 	6 , 	4 , 	23 , 	6 , 	6 , 	14 , 	6 , 	4 , 	24 , 	4 , 	146 , 	83 , 	209 , 	125 , 	45 , 	31 , 	14 , 	16 , 	10 , 	3 , 	4 , 	14 , 	2 , 	8 , 	2 , 	4 , 	48 , 	13 , 	3 ," 	1,754 ",,,Transbay," 	67,003 ",,,,,,,
NB, 	47 , 	44 , 	32 , 	10 , 	69 , 	37 , 	50 , 	47 , 	73 , 	30 , 	53 , 	137 , 	13 , 	14 , 	13 , 	5 , 	9 , 	20 , 	9 , 	7 , 	21 , 	7 , 	6 , 	16 , 	9 , 	212 , 	126 , 	317 , 	191 , 	99 , 	76 , 	27 , 	19 , 	13 , 	4 , 	4 , 	8 , 	3 , 	9 , 	3 , 	4 , 	83 , 	15 , 	1 ," 	1,994 ",,,,,,,,,,,
BK, 	159 , 	191 , 	236 , 	68 , 	26 , 	161 , 	169 , 	177 , 	195 , 	74 , 	133 , 	303 , 	54 , 	68 , 	44 , 	24 , 	59 , 	243 , 	33 , 	41 , 	54 , 	31 , 	17 , 	34 , 	42 , 	387 , 	244 , 	788 , 	429 , 	193 , 	141 , 	64 , 	51 , 	72 , 	13 , 	18 , 	55 , 	12 , 	24 , 	11 , 	16 , 	228 , 	104 , 	16 ," 	5,503 ",,,,,,,,,,,
AS, 	71 , 	77 , 	57 , 	34 , 	125 , 	10 , 	77 , 	75 , 	91 , 	47 , 	85 , 	149 , 	28 , 	32 , 	29 , 	11 , 	10 , 	26 , 	13 , 	10 , 	22 , 	6 , 	9 , 	11 , 	29 , 	170 , 	109 , 	260 , 	215 , 	130 , 	93 , 	22 , 	13 , 	12 , 	2 , 	8 , 	11 , 	4 , 	19 , 	2 , 	4 , 	56 , 	17 , 	5 ," 	2,284 ",,,,,,,,,,,
MA, 	77 , 	81 , 	53 , 	47 , 	155 , 	71 , 	18 , 	58 , 	81 , 	34 , 	113 , 	271 , 	34 , 	51 , 	39 , 	18 , 	16 , 	38 , 	39 , 	25 , 	28 , 	16 , 	15 , 	58 , 	37 , 	322 , 	193 , 	495 , 	388 , 	218 , 	134 , 	33 , 	34 , 	34 , 	8 , 	11 , 	17 , 	7 , 	66 , 	3 , 	9 , 	93 , 	21 , 	5 ," 	3,564 ",,,,,,,,,,,
19, 	38 , 	46 , 	41 , 	44 , 	142 , 	73 , 	48 , 	9 , 	17 , 	20 , 	62 , 	137 , 	35 , 	36 , 	34 , 	17 , 	16 , 	33 , 	30 , 	23 , 	29 , 	14 , 	12 , 	56 , 	25 , 	202 , 	144 , 	328 , 	240 , 	146 , 	109 , 	23 , 	18 , 	19 , 	9 , 	8 , 	11 , 	5 , 	27 , 	2 , 	9 , 	53 , 	22 , 	6 ," 	2,417 ",,,,,,,,,,,
12, 	49 , 	78 , 	53 , 	52 , 	165 , 	87 , 	73 , 	15 , 	15 , 	13 , 	78 , 	248 , 	54 , 	69 , 	46 , 	23 , 	31 , 	49 , 	39 , 	21 , 	38 , 	16 , 	18 , 	53 , 	48 , 	264 , 	188 , 	508 , 	244 , 	122 , 	85 , 	35 , 	48 , 	30 , 	15 , 	7 , 	11 , 	9 , 	42 , 	9 , 	13 , 	95 , 	26 , 	3 ," 	3,188 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	34 , 	45 , 	37 , 	29 , 	72 , 	43 , 	35 , 	19 , 	17 , 	6 , 	138 , 	262 , 	82 , 	100 , 	53 , 	28 , 	34 , 	53 , 	14 , 	9 , 	10 , 	11 , 	8 , 	18 , 	26 , 	184 , 	141 , 	391 , 	227 , 	127 , 	110 , 	30 , 	39 , 	31 , 	4 , 	39 , 	55 , 	3 , 	13 , 	4 , 	4 , 	26 , 	5 , 	18 ," 	2,635 ",,,Dtwn SF," 	1,459 "," 	5,906 "," 	11,181 "," 	5,173 "," 	5,262 "," 	7,496 "," 	4,699 "," 	41,175 "
