Exit stations,Entry stations->,,SATURDAY,,,Dec 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
HY, 	17 , 	26 , 	10 , 	13 , 	59 , 	12 , 	33 , 	39 , 	48 , 	44 , 	82 , 	67 , 	53 , 	77 , 	12 , 	49 , 	55 , 	66 , 	8 , 	5 , 	6 , 	2 , 	2 , 	6 , 	17 , 	100 , 	72 , 	221 , 	65 , 	28 , 	27 , 	10 , 	12 , 	17 , 	2 , 	13 , 	22 , 	2 , 	7 , 	3 , 	5 , 	12 , 	5 , 	23 , 	6 , 	38 , 	-   , 	-   , 	1 , 	7 ," 	1,504 ",,,,,,,,,,
SH, 	9 , 	14 , 	5 , 	4 , 	32 , 	7 , 	16 , 	16 , 	24 , 	21 , 	48 , 	40 , 	33 , 	50 , 	44 , 	9 , 	21 , 	38 , 	6 , 	3 , 	6 , 	2 , 	2 , 	3 , 	6 , 	70 , 	59 , 	185 , 	55 , 	20 , 	21 , 	7 , 	8 , 	22 , 	3 , 	6 , 	12 , 	1 , 	5 , 	2 , 	6 , 	9 , 	2 , 	19 , 	4 , 	32 , 	-   , 	-   , 	2 , 	6 ," 	1,014 ",,,,,,,,,,
UC, 	9 , 	16 , 	5 , 	11 , 	84 , 	9 , 	15 , 	29 , 	47 , 	35 , 	36 , 	56 , 	31 , 	43 , 	58 , 	20 , 	9 , 	37 , 	5 , 	4 , 	4 , 	1 , 	0 , 	6 , 	8 , 	131 , 	84 , 	302 , 	81 , 	29 , 	23 , 	11 , 	8 , 	18 , 	3 , 	8 , 	18 , 	2 , 	5 , 	3 , 	3 , 	16 , 	2 , 	13 , 	8 , 	40 , 	-   , 	-   , 	1 , 	4 ," 	1,387 ",,,,,,,,,,
FM, 	13 , 	21 , 	11 , 	11 , 	94 , 	16 , 	27 , 	36 , 	27 , 	43 , 	50 , 	61 , 	33 , 	46 , 	68 , 	46 , 	30 , 	23 , 	6 , 	6 , 	4 , 	3 , 	1 , 	7 , 	8 , 	180 , 	110 , 	338 , 	92 , 	31 , 	27 , 	12 , 	14 , 	22 , 	3 , 	10 , 	22 , 	1 , 	6 , 	2 , 	4 , 	25 , 	2 , 	13 , 	13 , 	52 , 	-   , 	-   , 	1 , 	4 ," 	1,676 ",,,,,,,,,,
CN, 	10 , 	18 , 	11 , 	11 , 	47 , 	10 , 	36 , 	33 , 	52 , 	8 , 	19 , 	25 , 	12 , 	8 , 	8 , 	5 , 	5 , 	6 , 	15 , 	52 , 	134 , 	40 , 	18 , 	41 , 	11 , 	148 , 	119 , 	342 , 	106 , 	44 , 	30 , 	26 , 	19 , 	25 , 	10 , 	2 , 	3 , 	15 , 	97 , 	8 , 	10 , 	85 , 	14 , 	2 , 	18 , 	10 , 	-   , 	-   , 	40 , 	43 ," 	1,851 ",,,,,,,,,,
PH, 	3 , 	9 , 	8 , 	8 , 	63 , 	10 , 	36 , 	45 , 	36 , 	8 , 	16 , 	18 , 	11 , 	5 , 	5 , 	2 , 	6 , 	6 , 	43 , 	13 , 	64 , 	22 , 	12 , 	51 , 	8 , 	241 , 	180 , 	413 , 	137 , 	52 , 	32 , 	20 , 	13 , 	20 , 	5 , 	1 , 	2 , 	9 , 	31 , 	6 , 	9 , 	115 , 	13 , 	1 , 	31 , 	5 , 	-   , 	-   , 	15 , 	14 ," 	1,873 ",,,,,,,,,,
WC, 	11 , 	20 , 	15 , 	16 , 	90 , 	12 , 	44 , 	56 , 	63 , 	7 , 	21 , 	21 , 	11 , 	6 , 	8 , 	4 , 	4 , 	5 , 	153 , 	74 , 	19 , 	35 , 	23 , 	81 , 	10 , 	308 , 	239 , 	529 , 	175 , 	62 , 	38 , 	29 , 	18 , 	24 , 	7 , 	1 , 	3 , 	21 , 	67 , 	8 , 	9 , 	131 , 	21 , 	1 , 	24 , 	9 , 	-   , 	-   , 	21 , 	40 ," 	2,591 ",,,,,,,,,,
LF, 	4 , 	4 , 	8 , 	7 , 	55 , 	7 , 	20 , 	36 , 	25 , 	4 , 	10 , 	15 , 	4 , 	2 , 	3 , 	2 , 	1 , 	3 , 	49 , 	26 , 	36 , 	10 , 	8 , 	51 , 	3 , 	186 , 	129 , 	306 , 	116 , 	36 , 	25 , 	10 , 	6 , 	10 , 	3 , 	0 , 	1 , 	6 , 	12 , 	1 , 	4 , 	68 , 	12 , 	0 , 	19 , 	3 , 	-   , 	-   , 	9 , 	6 ," 	1,362 ",,,,,,,,,,
OR, 	6 , 	5 , 	4 , 	3 , 	51 , 	3 , 	15 , 	27 , 	27 , 	4 , 	7 , 	13 , 	2 , 	2 , 	1 , 	2 , 	0 , 	2 , 	12 , 	9 , 	24 , 	8 , 	6 , 	33 , 	4 , 	152 , 	118 , 	290 , 	73 , 	31 , 	22 , 	12 , 	8 , 	7 , 	3 , 	1 , 	3 , 	1 , 	7 , 	3 , 	2 , 	59 , 	5 , 	0 , 	7 , 	4 , 	-   , 	-   , 	3 , 	4 ," 	1,084 ",,,,,,,,,,
RR, 	15 , 	25 , 	19 , 	11 , 	41 , 	6 , 	24 , 	69 , 	53 , 	9 , 	31 , 	21 , 	14 , 	8 , 	6 , 	2 , 	5 , 	5 , 	47 , 	47 , 	75 , 	46 , 	33 , 	25 , 	16 , 	284 , 	250 , 	511 , 	239 , 	122 , 	98 , 	39 , 	18 , 	22 , 	4 , 	6 , 	6 , 	11 , 	19 , 	3 , 	5 , 	116 , 	21 , 	3 , 	11 , 	11 , 	-   , 	-   , 	7 , 	14 ," 	2,471 ",,,,,,,,,,
OW, 	12 , 	23 , 	10 , 	10 , 	51 , 	17 , 	27 , 	38 , 	46 , 	15 , 	63 , 	34 , 	29 , 	22 , 	13 , 	7 , 	8 , 	9 , 	9 , 	10 , 	11 , 	3 , 	2 , 	16 , 	20 , 	533 , 	498 ," 	1,068 ", 	417 , 	242 , 	178 , 	48 , 	37 , 	31 , 	11 , 	8 , 	15 , 	2 , 	9 , 	8 , 	18 , 	78 , 	14 , 	8 , 	7 , 	7 , 	-   , 	-   , 	5 , 	8 ," 	3,753 ",,,,,,,,,,
EM, 	143 , 	325 , 	218 , 	249 , 	533 , 	215 , 	348 , 	365 , 	351 , 	300 , 	332 , 	232 , 	220 , 	205 , 	125 , 	84 , 	146 , 	201 , 	180 , 	275 , 	347 , 	226 , 	180 , 	373 , 	708 , 	79 , 	37 , 	345 , 	119 , 	356 , 	463 , 	312 , 	418 , 	324 , 	98 , 	155 , 	541 , 	81 , 	114 , 	82 , 	98 , 	284 , 	283 , 	170 , 	82 , 	172 , 	-   , 	-   , 	27 , 	97 ," 	11,619 ",,,,,,,,,,
MT, 	126 , 	252 , 	173 , 	186 , 	375 , 	175 , 	294 , 	330 , 	279 , 	279 , 	299 , 	164 , 	220 , 	205 , 	78 , 	69 , 	116 , 	150 , 	158 , 	236 , 	265 , 	163 , 	150 , 	282 , 	632 , 	41 , 	48 , 	57 , 	92 , 	368 , 	430 , 	328 , 	831 , 	377 , 	120 , 	119 , 	278 , 	46 , 	103 , 	100 , 	91 , 	238 , 	222 , 	103 , 	45 , 	112 , 	-   , 	-   , 	18 , 	58 ," 	9,881 ",,,,,,,,,,
PL, 	285 , 	616 , 	349 , 	302 , 	590 , 	276 , 	485 , 	472 , 	482 , 	485 , 	673 , 	359 , 	471 , 	423 , 	225 , 	181 , 	275 , 	316 , 	320 , 	424 , 	554 , 	325 , 	315 , 	508 ," 	1,171 ", 	380 , 	79 , 	121 , 	236 ," 	1,316 "," 	1,600 "," 	1,063 "," 	1,601 "," 	1,405 ", 	379 , 	306 , 	875 , 	158 , 	262 , 	329 , 	336 ," 	1,016 ", 	891 , 	314 , 	88 , 	281 , 	-   , 	-   , 	38 , 	144 ," 	24,104 ",,,,,,,,,,
CC, 	101 , 	180 , 	124 , 	178 , 	320 , 	171 , 	301 , 	299 , 	229 , 	201 , 	299 , 	123 , 	134 , 	133 , 	66 , 	61 , 	80 , 	96 , 	101 , 	133 , 	163 , 	121 , 	86 , 	228 , 	499 , 	105 , 	70 , 	237 , 	55 , 	369 , 	467 , 	251 , 	397 , 	317 , 	104 , 	79 , 	230 , 	40 , 	63 , 	86 , 	120 , 	275 , 	336 , 	83 , 	26 , 	89 , 	-   , 	-   , 	12 , 	41 ," 	8,277 ",,,,,,,,,,
16, 	63 , 	97 , 	62 , 	100 , 	185 , 	125 , 	222 , 	228 , 	138 , 	122 , 	166 , 	62 , 	64 , 	54 , 	27 , 	23 , 	31 , 	34 , 	41 , 	53 , 	58 , 	37 , 	35 , 	129 , 	293 , 	326 , 	327 ," 	1,318 ", 	411 , 	34 , 	178 , 	214 , 	307 , 	214 , 	67 , 	32 , 	71 , 	17 , 	34 , 	59 , 	84 , 	132 , 	192 , 	25 , 	15 , 	38 , 	-   , 	-   , 	8 , 	16 ," 	6,567 ",,,,,,,,,,
24, 	98 , 	105 , 	50 , 	86 , 	162 , 	89 , 	151 , 	167 , 	106 , 	101 , 	152 , 	74 , 	60 , 	40 , 	28 , 	20 , 	23 , 	24 , 	27 , 	40 , 	44 , 	30 , 	28 , 	100 , 	197 , 	397 , 	352 ," 	1,728 ", 	521 , 	160 , 	35 , 	171 , 	312 , 	207 , 	81 , 	14 , 	46 , 	12 , 	37 , 	57 , 	100 , 	119 , 	144 , 	20 , 	22 , 	18 , 	-   , 	-   , 	9 , 	23 ," 	6,587 ",,,,,,,,,,
GP, 	21 , 	31 , 	20 , 	25 , 	86 , 	30 , 	37 , 	56 , 	43 , 	33 , 	42 , 	28 , 	22 , 	14 , 	15 , 	7 , 	12 , 	10 , 	29 , 	25 , 	30 , 	9 , 	11 , 	46 , 	51 , 	231 , 	251 ," 	1,137 ", 	209 , 	189 , 	178 , 	20 , 	51 , 	35 , 	26 , 	9 , 	32 , 	8 , 	15 , 	17 , 	44 , 	77 , 	53 , 	12 , 	11 , 	10 , 	-   , 	-   , 	5 , 	8 ," 	3,358 ",,,,,,,,,,
BP, 	24 , 	35 , 	13 , 	13 , 	51 , 	14 , 	28 , 	32 , 	41 , 	28 , 	42 , 	26 , 	24 , 	21 , 	11 , 	5 , 	10 , 	9 , 	17 , 	11 , 	13 , 	5 , 	7 , 	16 , 	39 , 	315 , 	391 ," 	1,819 ", 	337 , 	262 , 	250 , 	42 , 	26 , 	38 , 	40 , 	8 , 	21 , 	3 , 	11 , 	21 , 	80 , 	91 , 	54 , 	6 , 	6 , 	13 , 	-   , 	-   , 	3 , 	11 ," 	4,383 ",,,,,,,,,,
DC, 	31 , 	42 , 	23 , 	16 , 	99 , 	19 , 	25 , 	42 , 	47 , 	37 , 	47 , 	49 , 	34 , 	31 , 	15 , 	17 , 	18 , 	22 , 	20 , 	18 , 	25 , 	10 , 	7 , 	19 , 	41 , 	278 , 	305 ," 	1,499 ", 	319 , 	218 , 	193 , 	35 , 	45 , 	24 , 	20 , 	11 , 	40 , 	9 , 	29 , 	26 , 	90 , 	175 , 	80 , 	17 , 	11 , 	19 , 	-   , 	-   , 	6 , 	15 ," 	4,219 ",,,,,,,,,,
CM, 	8 , 	17 , 	5 , 	5 , 	17 , 	6 , 	10 , 	11 , 	15 , 	5 , 	8 , 	5 , 	5 , 	7 , 	2 , 	3 , 	3 , 	1 , 	7 , 	7 , 	7 , 	3 , 	4 , 	6 , 	8 , 	71 , 	86 , 	402 , 	94 , 	57 , 	67 , 	27 , 	41 , 	19 , 	10 , 	2 , 	5 , 	3 , 	14 , 	6 , 	39 , 	108 , 	24 , 	0 , 	1 , 	1 , 	-   , 	-   , 	3 , 	4 ," 	1,256 ",,,,,,,,,,
CV, 	3 , 	5 , 	4 , 	2 , 	30 , 	5 , 	6 , 	12 , 	7 , 	53 , 	30 , 	30 , 	26 , 	38 , 	13 , 	7 , 	11 , 	7 , 	1 , 	1 , 	1 , 	0 , 	1 , 	5 , 	11 , 	134 , 	95 , 	311 , 	82 , 	34 , 	13 , 	9 , 	11 , 	13 , 	3 , 	8 , 	47 , 	0 , 	1 , 	0 , 	2 , 	17 , 	2 , 	53 , 	5 , 	5 , 	-   , 	-   , 	-   , 	1 ," 	1,157 ",,,,,,,,,,
ED, 	6 , 	16 , 	7 , 	7 , 	82 , 	9 , 	19 , 	26 , 	21 , 	54 , 	69 , 	81 , 	41 , 	58 , 	26 , 	14 , 	18 , 	24 , 	6 , 	2 , 	4 , 	1 , 	2 , 	7 , 	16 , 	449 , 	280 , 	849 , 	233 , 	67 , 	39 , 	33 , 	28 , 	45 , 	5 , 	43 , 	23 , 	0 , 	4 , 	3 , 	8 , 	97 , 	10 , 	31 , 	38 , 	26 , 	-   , 	-   , 	-   , 	3 ," 	2,933 ",,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	1 , 	15 , 	3 , 	8 , 	12 , 	8 , 	1 , 	5 , 	7 , 	3 , 	2 , 	2 , 	1 , 	1 , 	2 , 	11 , 	8 , 	20 , 	5 , 	2 , 	10 , 	3 , 	69 , 	50 , 	153 , 	37 , 	14 , 	13 , 	8 , 	7 , 	11 , 	2 , 	-   , 	1 , 	5 , 	9 , 	2 , 	5 , 	38 , 	3 , 	-   , 	6 , 	3 , 	-   , 	-   , 	6 , 	5 , 	578 ,,,,,,,,,,
WP, 	11 , 	13 , 	3 , 	4 , 	20 , 	3 , 	32 , 	18 , 	26 , 	2 , 	17 , 	19 , 	9 , 	10 , 	7 , 	5 , 	4 , 	5 , 	84 , 	28 , 	63 , 	13 , 	7 , 	20 , 	10 , 	102 , 	85 , 	278 , 	72 , 	32 , 	41 , 	13 , 	21 , 	28 , 	12 , 	1 , 	2 , 	9 , 	12 , 	6 , 	10 , 	62 , 	8 , 	2 , 	14 , 	10 , 	-   , 	-   , 	10 , 	12 ," 	1,277 ",,,,,,,,,,
SS, 	5 , 	14 , 	3 , 	3 , 	17 , 	4 , 	6 , 	7 , 	11 , 	3 , 	7 , 	9 , 	5 , 	6 , 	2 , 	4 , 	2 , 	1 , 	9 , 	8 , 	9 , 	2 , 	3 , 	3 , 	8 , 	68 , 	78 , 	355 , 	82 , 	49 , 	51 , 	16 , 	22 , 	26 , 	7 , 	1 , 	3 , 	2 , 	9 , 	9 , 	26 , 	41 , 	18 , 	2 , 	1 , 	2 , 	-   , 	-   , 	2 , 	7 ," 	1,027 ",,,,,,,,,,
SB, 	10 , 	23 , 	6 , 	4 , 	24 , 	3 , 	10 , 	14 , 	19 , 	7 , 	15 , 	9 , 	6 , 	7 , 	4 , 	6 , 	3 , 	2 , 	13 , 	9 , 	9 , 	5 , 	2 , 	4 , 	16 , 	92 , 	77 , 	382 , 	114 , 	86 , 	112 , 	42 , 	85 , 	87 , 	36 , 	4 , 	5 , 	4 , 	10 , 	28 , 	16 , 	52 , 	17 , 	2 , 	1 , 	1 , 	-   , 	-   , 	4 , 	9 ," 	1,496 ",,,,,,,,,,
SO, 	45 , 	78 , 	45 , 	66 , 	233 , 	46 , 	83 , 	64 , 	66 , 	29 , 	36 , 	22 , 	23 , 	15 , 	13 , 	9 , 	10 , 	17 , 	79 , 	98 , 	99 , 	66 , 	50 , 	106 , 	97 , 	170 , 	152 , 	679 , 	212 , 	114 , 	109 , 	58 , 	82 , 	159 , 	107 , 	10 , 	76 , 	34 , 	69 , 	38 , 	38 , 	52 , 	184 , 	17 , 	10 , 	7 , 	-   , 	-   , 	7 , 	45 ," 	3,925 ",,,,,,,,,,
MB, 	11 , 	11 , 	15 , 	13 , 	99 , 	13 , 	20 , 	24 , 	28 , 	9 , 	15 , 	15 , 	9 , 	5 , 	6 , 	3 , 	1 , 	3 , 	14 , 	13 , 	16 , 	8 , 	6 , 	23 , 	18 , 	204 , 	186 , 	795 , 	301 , 	158 , 	123 , 	52 , 	63 , 	91 , 	24 , 	2 , 	9 , 	3 , 	6 , 	14 , 	18 , 	168 , 	30 , 	2 , 	3 , 	1 , 	-   , 	-   , 	2 , 	7 ," 	2,658 ",,,,,,,,,,
WD, 	2 , 	7 , 	5 , 	6 , 	35 , 	6 , 	10 , 	11 , 	6 , 	39 , 	50 , 	42 , 	42 , 	51 , 	24 , 	18 , 	16 , 	13 , 	2 , 	1 , 	0 , 	1 , 	0 , 	3 , 	9 , 	173 , 	94 , 	325 , 	84 , 	22 , 	20 , 	13 , 	9 , 	17 , 	1 , 	63 , 	28 , 	0 , 	2 , 	0 , 	2 , 	29 , 	3 , 	13 , 	20 , 	10 , 	-   , 	-   , 	0 , 	1 ," 	1,329 ",,,,,,,,,,
OA, 	6 , 	21 , 	18 , 	22 , 	108 , 	22 , 	17 , 	17 , 	13 , 	10 , 	8 , 	17 , 	9 , 	4 , 	7 , 	5 , 	6 , 	11 , 	19 , 	26 , 	17 , 	7 , 	7 , 	13 , 	5 , 	56 , 	43 , 	80 , 	44 , 	18 , 	18 , 	11 , 	9 , 	9 , 	1 , 	3 , 	31 , 	5 , 	12 , 	0 , 	1 , 	14 , 	2 , 	16 , 	3 , 	8 , 	-   , 	-   , 	0 , 	8 , 	809 ,,,,,,,,,,
WS, 	10 , 	34 , 	12 , 	18 , 	183 , 	31 , 	29 , 	38 , 	39 , 	45 , 	48 , 	70 , 	32 , 	33 , 	40 , 	25 , 	41 , 	50 , 	11 , 	9 , 	10 , 	3 , 	4 , 	11 , 	9 , 	144 , 	102 , 	288 , 	106 , 	32 , 	18 , 	12 , 	14 , 	26 , 	3 , 	9 , 	23 , 	2 , 	11 , 	2 , 	2 , 	12 , 	1 , 	10 , 	10 , 	16 , 	-   , 	-   , 	3 , 	6 ," 	1,685 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	4 , 	5 , 	1 , 	2 , 	9 , 	3 , 	15 , 	8 , 	7 , 	2 , 	5 , 	8 , 	1 , 	3 , 	2 , 	2 , 	2 , 	2 , 	40 , 	15 , 	17 , 	7 , 	2 , 	7 , 	6 , 	23 , 	17 , 	50 , 	14 , 	14 , 	11 , 	5 , 	7 , 	7 , 	4 , 	-   , 	0 , 	4 , 	14 , 	1 , 	3 , 	12 , 	4 , 	-   , 	3 , 	5 , 	-   , 	-   , 	3 , 	15 , 	393 ,,,,,,,,,,
