Exit stations,Entry stations->,,SUNDAY,,,Dec 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
CC, 	67 , 	94 , 	76 , 	111 , 	164 , 	95 , 	160 , 	163 , 	140 , 	134 , 	189 , 	184 , 	79 , 	67 , 	34 , 	24 , 	41 , 	54 , 	71 , 	80 , 	110 , 	71 , 	52 , 	153 , 	315 , 	58 , 	43 , 	150 , 	45 , 	241 , 	309 , 	175 , 	304 , 	184 , 	70 , 	39 , 	132 , 	20 , 	38 , 	54 , 	87 , 	253 , 	212 , 	50 , 	39 , 	48 , 	-   , 	-   , 	7 , 	34 ," 	5,320 ",,,,,,,,,,,
16, 	46 , 	54 , 	42 , 	68 , 	101 , 	73 , 	134 , 	136 , 	85 , 	93 , 	108 , 	99 , 	33 , 	33 , 	17 , 	12 , 	19 , 	26 , 	29 , 	25 , 	39 , 	21 , 	25 , 	90 , 	202 , 	203 , 	181 , 	957 , 	263 , 	27 , 	108 , 	128 , 	204 , 	139 , 	51 , 	25 , 	49 , 	8 , 	24 , 	36 , 	73 , 	146 , 	132 , 	17 , 	17 , 	23 , 	-   , 	-   , 	5 , 	15 ," 	4,441 ",,,,,,,,,,,
24, 	60 , 	57 , 	38 , 	54 , 	88 , 	61 , 	106 , 	109 , 	70 , 	85 , 	97 , 	100 , 	31 , 	23 , 	17 , 	13 , 	19 , 	18 , 	25 , 	26 , 	32 , 	19 , 	19 , 	67 , 	141 , 	284 , 	219 ," 	1,220 ", 	364 , 	108 , 	29 , 	136 , 	203 , 	133 , 	52 , 	16 , 	31 , 	7 , 	27 , 	39 , 	82 , 	142 , 	100 , 	11 , 	27 , 	15 , 	-   , 	-   , 	7 , 	16 ," 	4,643 ",,,,,,,,,,,
GP, 	17 , 	25 , 	16 , 	19 , 	41 , 	20 , 	28 , 	31 , 	27 , 	23 , 	21 , 	58 , 	15 , 	12 , 	6 , 	7 , 	8 , 	9 , 	17 , 	17 , 	24 , 	10 , 	8 , 	25 , 	40 , 	157 , 	144 , 	806 , 	167 , 	119 , 	120 , 	18 , 	29 , 	26 , 	18 , 	8 , 	26 , 	6 , 	12 , 	9 , 	38 , 	86 , 	40 , 	6 , 	16 , 	8 , 	-   , 	-   , 	3 , 	9 ," 	2,396 ",,,,,,,,,,,
BP, 	21 , 	24 , 	9 , 	9 , 	27 , 	13 , 	21 , 	23 , 	35 , 	24 , 	32 , 	51 , 	12 , 	19 , 	7 , 	5 , 	7 , 	5 , 	14 , 	7 , 	12 , 	6 , 	4 , 	12 , 	34 , 	229 , 	246 ," 	1,333 ", 	268 , 	182 , 	167 , 	34 , 	28 , 	20 , 	29 , 	9 , 	19 , 	5 , 	12 , 	13 , 	65 , 	92 , 	48 , 	6 , 	9 , 	12 , 	-   , 	-   , 	2 , 	9 ," 	3,270 ",,,,,,,,,,,
DC, 	15 , 	30 , 	10 , 	12 , 	33 , 	12 , 	22 , 	22 , 	31 , 	25 , 	31 , 	120 , 	20 , 	21 , 	9 , 	8 , 	9 , 	12 , 	18 , 	14 , 	15 , 	4 , 	9 , 	12 , 	26 , 	157 , 	159 ," 	1,020 ", 	196 , 	144 , 	132 , 	22 , 	29 , 	20 , 	10 , 	10 , 	35 , 	7 , 	17 , 	16 , 	63 , 	156 , 	60 , 	12 , 	16 , 	12 , 	-   , 	-   , 	3 , 	8 ," 	2,844 ",,,,,,,,,,,
CM, 	5 , 	15 , 	5 , 	4 , 	10 , 	3 , 	6 , 	8 , 	13 , 	3 , 	5 , 	11 , 	2 , 	5 , 	3 , 	2 , 	3 , 	2 , 	8 , 	3 , 	4 , 	2 , 	2 , 	4 , 	8 , 	56 , 	47 , 	258 , 	68 , 	44 , 	46 , 	19 , 	28 , 	14 , 	5 , 	1 , 	3 , 	1 , 	10 , 	4 , 	21 , 	109 , 	24 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	4 , 	901 ,,,,,,,,,,,
CV, 	2 , 	2 , 	2 , 	4 , 	11 , 	3 , 	3 , 	4 , 	5 , 	44 , 	26 , 	151 , 	17 , 	34 , 	7 , 	6 , 	5 , 	5 , 	2 , 	0 , 	0 , 	0 , 	1 , 	4 , 	6 , 	91 , 	63 , 	219 , 	43 , 	20 , 	19 , 	9 , 	10 , 	11 , 	2 , 	6 , 	37 , 	0 , 	1 , 	2 , 	3 , 	16 , 	1 , 	47 , 	7 , 	7 , 	-   , 	-   , 	-   , 	1 , 	959 ,,,,,,,,,,,
ED, 	6 , 	8 , 	9 , 	6 , 	37 , 	6 , 	17 , 	15 , 	16 , 	48 , 	44 , 	709 , 	30 , 	47 , 	18 , 	9 , 	15 , 	18 , 	3 , 	2 , 	3 , 	2 , 	1 , 	5 , 	13 , 	293 , 	155 , 	617 , 	137 , 	51 , 	39 , 	24 , 	19 , 	37 , 	3 , 	38 , 	23 , 	0 , 	3 , 	4 , 	3 , 	102 , 	6 , 	25 , 	57 , 	25 , 	-   , 	-   , 	-   , 	1 ," 	2,750 ",,,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	1 , 	5 , 	1 , 	8 , 	5 , 	5 , 	1 , 	2 , 	39 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	11 , 	7 , 	16 , 	3 , 	1 , 	6 , 	2 , 	38 , 	25 , 	99 , 	24 , 	7 , 	8 , 	5 , 	4 , 	9 , 	2 , 	1 , 	0 , 	4 , 	5 , 	2 , 	3 , 	35 , 	4 , 	0 , 	11 , 	5 , 	-   , 	-   , 	4 , 	5 , 	421 ,,,,,,,,,,,
WP, 	6 , 	7 , 	4 , 	3 , 	9 , 	4 , 	20 , 	12 , 	19 , 	6 , 	13 , 	60 , 	7 , 	10 , 	6 , 	4 , 	2 , 	5 , 	59 , 	25 , 	41 , 	8 , 	3 , 	14 , 	7 , 	85 , 	46 , 	186 , 	40 , 	26 , 	27 , 	10 , 	16 , 	15 , 	8 , 	2 , 	1 , 	6 , 	8 , 	6 , 	5 , 	66 , 	3 , 	1 , 	14 , 	7 , 	-   , 	-   , 	6 , 	8 , 	946 ,,,,,,,,,,,
SS, 	5 , 	8 , 	2 , 	1 , 	8 , 	2 , 	5 , 	4 , 	4 , 	2 , 	6 , 	21 , 	4 , 	4 , 	2 , 	1 , 	3 , 	2 , 	9 , 	6 , 	5 , 	2 , 	2 , 	4 , 	5 , 	37 , 	37 , 	211 , 	57 , 	37 , 	34 , 	14 , 	13 , 	14 , 	3 , 	1 , 	4 , 	2 , 	7 , 	5 , 	14 , 	43 , 	10 , 	1 , 	2 , 	4 , 	-   , 	-   , 	1 , 	5 , 	670 ,,,,,,,,,,,
SB, 	5 , 	11 , 	3 , 	3 , 	11 , 	3 , 	9 , 	8 , 	9 , 	5 , 	12 , 	23 , 	3 , 	8 , 	2 , 	3 , 	3 , 	1 , 	10 , 	8 , 	7 , 	1 , 	3 , 	4 , 	12 , 	56 , 	44 , 	259 , 	77 , 	71 , 	72 , 	36 , 	72 , 	62 , 	23 , 	2 , 	3 , 	3 , 	7 , 	15 , 	9 , 	50 , 	18 , 	1 , 	5 , 	2 , 	-   , 	-   , 	2 , 	5 ," 	1,063 ",,,,,,,,,,,
SO, 	38 , 	64 , 	42 , 	57 , 	119 , 	42 , 	69 , 	59 , 	60 , 	25 , 	30 , 	44 , 	17 , 	11 , 	8 , 	5 , 	9 , 	13 , 	61 , 	90 , 	94 , 	55 , 	46 , 	84 , 	81 , 	158 , 	160 , 	678 , 	192 , 	113 , 	97 , 	51 , 	66 , 	121 , 	70 , 	7 , 	61 , 	25 , 	52 , 	28 , 	27 , 	38 , 	128 , 	18 , 	12 , 	6 , 	-   , 	-   , 	3 , 	31 ," 	3,366 ",,,,,,,,,,,
MB, 	8 , 	12 , 	9 , 	11 , 	41 , 	14 , 	15 , 	18 , 	25 , 	7 , 	11 , 	33 , 	5 , 	4 , 	3 , 	1 , 	2 , 	1 , 	11 , 	9 , 	16 , 	6 , 	5 , 	15 , 	12 , 	134 , 	106 , 	557 , 	198 , 	131 , 	92 , 	38 , 	45 , 	55 , 	18 , 	2 , 	5 , 	4 , 	4 , 	11 , 	16 , 	198 , 	22 , 	2 , 	3 , 	0 , 	-   , 	-   , 	2 , 	4 ," 	1,943 ",,,,,,,,,,,
WD, 	1 , 	6 , 	3 , 	2 , 	13 , 	4 , 	6 , 	10 , 	4 , 	27 , 	36 , 	246 , 	31 , 	46 , 	15 , 	10 , 	12 , 	8 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	4 , 	127 , 	69 , 	222 , 	56 , 	19 , 	13 , 	6 , 	8 , 	15 , 	1 , 	45 , 	25 , 	-   , 	1 , 	1 , 	3 , 	35 , 	3 , 	10 , 	25 , 	7 , 	-   , 	-   , 	0 , 	-   ," 	1,180 ",,,,,,,,,,,
OA, 	5 , 	12 , 	17 , 	17 , 	40 , 	12 , 	11 , 	15 , 	18 , 	9 , 	7 , 	155 , 	4 , 	3 , 	4 , 	2 , 	6 , 	7 , 	12 , 	20 , 	16 , 	10 , 	5 , 	11 , 	3 , 	54 , 	56 , 	92 , 	36 , 	15 , 	20 , 	8 , 	4 , 	7 , 	1 , 	3 , 	29 , 	6 , 	11 , 	1 , 	1 , 	16 , 	3 , 	9 , 	6 , 	5 , 	-   , 	-   , 	0 , 	7 , 	811 ,,,,,,,,,,,
WS, 	7 , 	26 , 	12 , 	16 , 	86 , 	16 , 	26 , 	30 , 	26 , 	40 , 	43 , 	366 , 	26 , 	35 , 	32 , 	20 , 	25 , 	40 , 	12 , 	8 , 	5 , 	5 , 	6 , 	8 , 	7 , 	107 , 	66 , 	222 , 	54 , 	23 , 	17 , 	9 , 	9 , 	12 , 	2 , 	7 , 	24 , 	6 , 	8 , 	2 , 	1 , 	11 , 	1 , 	10 , 	10 , 	13 , 	-   , 	-   , 	3 , 	10 ," 	1,549 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	5 , 	0 , 	4 , 	3 , 	3 , 	14 , 	5 , 	4 , 	1 , 	4 , 	10 , 	1 , 	4 , 	3 , 	1 , 	1 , 	2 , 	28 , 	15 , 	15 , 	5 , 	3 , 	6 , 	3 , 	13 , 	11 , 	38 , 	10 , 	8 , 	10 , 	4 , 	4 , 	3 , 	1 , 	1 , 	1 , 	6 , 	9 , 	1 , 	3 , 	9 , 	3 , 	0 , 	3 , 	2 , 	-   , 	-   , 	1 , 	12 , 	298 ,,,,,,,,,,,
