Exit stations,Entry stations->,,SUNDAY,,,Feb 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	51 , 	57 , 	39 , 	132 , 	53 , 	53 , 	29 , 	49 , 	32 , 	56 , 	54 , 	15 , 	18 , 	17 , 	13 , 	8 , 	11 , 	19 , 	5 , 	6 , 	5 , 	3 , 	8 , 	19 , 	64 , 	43 , 	165 , 	63 , 	52 , 	48 , 	12 , 	29 , 	23 , 	5 , 	2 , 	8 , 	2 , 	32 , 	8 , 	5 , 	17 , 	10 , 	1 ," 	1,344 ",,,Eastbay," 	27,632 ",,SF CBD," 	64,892 ",56.7%,,,
EN, 	54 , 	7 , 	47 , 	37 , 	204 , 	71 , 	89 , 	58 , 	80 , 	41 , 	79 , 	110 , 	29 , 	32 , 	32 , 	15 , 	14 , 	36 , 	20 , 	10 , 	16 , 	5 , 	4 , 	13 , 	24 , 	110 , 	102 , 	356 , 	123 , 	50 , 	63 , 	21 , 	36 , 	33 , 	13 , 	6 , 	12 , 	2 , 	29 , 	10 , 	12 , 	48 , 	13 , 	1 ," 	2,167 ",,,Westbay," 	36,340 ",,non-CBD," 	45,071 ",39.4%,,,
EP, 	63 , 	51 , 	6 , 	34 , 	244 , 	63 , 	49 , 	44 , 	59 , 	42 , 	34 , 	46 , 	12 , 	9 , 	11 , 	6 , 	5 , 	22 , 	10 , 	4 , 	15 , 	3 , 	4 , 	18 , 	10 , 	79 , 	69 , 	194 , 	114 , 	32 , 	26 , 	9 , 	13 , 	9 , 	2 , 	4 , 	6 , 	3 , 	10 , 	2 , 	3 , 	39 , 	10 , 	1 ," 	1,481 ",,,Transbay," 	51,005 ",,,,,,,
NB, 	41 , 	39 , 	29 , 	7 , 	76 , 	38 , 	42 , 	46 , 	66 , 	27 , 	43 , 	40 , 	17 , 	22 , 	15 , 	4 , 	7 , 	26 , 	16 , 	11 , 	15 , 	8 , 	6 , 	11 , 	11 , 	136 , 	117 , 	280 , 	182 , 	80 , 	80 , 	23 , 	16 , 	16 , 	5 , 	5 , 	13 , 	2 , 	14 , 	4 , 	4 , 	62 , 	13 , 	2 ," 	1,710 ",,,,,,,,,,,
BK, 	148 , 	193 , 	244 , 	70 , 	22 , 	136 , 	158 , 	159 , 	186 , 	81 , 	109 , 	173 , 	47 , 	50 , 	53 , 	26 , 	55 , 	211 , 	29 , 	42 , 	55 , 	36 , 	17 , 	29 , 	39 , 	315 , 	208 , 	763 , 	380 , 	182 , 	143 , 	55 , 	40 , 	72 , 	8 , 	14 , 	59 , 	9 , 	19 , 	11 , 	11 , 	194 , 	82 , 	5 ," 	4,932 ",,,,,,,,,,,
AS, 	55 , 	63 , 	59 , 	37 , 	115 , 	13 , 	68 , 	70 , 	68 , 	52 , 	71 , 	85 , 	25 , 	31 , 	19 , 	10 , 	10 , 	28 , 	17 , 	8 , 	19 , 	5 , 	2 , 	9 , 	25 , 	111 , 	82 , 	236 , 	184 , 	121 , 	85 , 	18 , 	16 , 	14 , 	5 , 	8 , 	13 , 	3 , 	18 , 	3 , 	2 , 	33 , 	16 , 	1 ," 	1,927 ",,,,,,,,,,,
MA, 	62 , 	81 , 	51 , 	42 , 	155 , 	77 , 	7 , 	41 , 	77 , 	34 , 	82 , 	105 , 	38 , 	46 , 	42 , 	20 , 	17 , 	32 , 	29 , 	25 , 	32 , 	20 , 	10 , 	35 , 	35 , 	196 , 	141 , 	393 , 	281 , 	168 , 	127 , 	34 , 	34 , 	23 , 	7 , 	11 , 	14 , 	8 , 	66 , 	7 , 	9 , 	71 , 	16 , 	3 ," 	2,799 ",,,,,,,,,,,
19, 	25 , 	50 , 	44 , 	48 , 	148 , 	68 , 	42 , 	9 , 	17 , 	15 , 	45 , 	53 , 	29 , 	36 , 	34 , 	16 , 	14 , 	33 , 	24 , 	26 , 	40 , 	18 , 	15 , 	43 , 	28 , 	130 , 	96 , 	285 , 	194 , 	124 , 	83 , 	23 , 	21 , 	21 , 	5 , 	9 , 	20 , 	8 , 	30 , 	4 , 	6 , 	39 , 	10 , 	2 ," 	2,023 ",,,,,,,,,,,
12, 	45 , 	72 , 	51 , 	49 , 	165 , 	59 , 	57 , 	10 , 	8 , 	12 , 	52 , 	97 , 	53 , 	68 , 	47 , 	27 , 	26 , 	45 , 	35 , 	20 , 	35 , 	18 , 	20 , 	47 , 	42 , 	170 , 	149 , 	417 , 	193 , 	97 , 	61 , 	33 , 	34 , 	34 , 	14 , 	9 , 	19 , 	6 , 	37 , 	7 , 	12 , 	68 , 	23 , 	2 ," 	2,543 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	33 , 	44 , 	39 , 	29 , 	80 , 	47 , 	36 , 	13 , 	13 , 	6 , 	112 , 	82 , 	78 , 	85 , 	41 , 	24 , 	29 , 	51 , 	11 , 	11 , 	8 , 	3 , 	6 , 	13 , 	30 , 	115 , 	139 , 	407 , 	199 , 	109 , 	86 , 	30 , 	34 , 	26 , 	4 , 	33 , 	50 , 	3 , 	10 , 	4 , 	6 , 	18 , 	8 , 	7 ," 	2,207 ",,,Dtwn SF," 	1,265 "," 	4,567 "," 	9,996 "," 	4,211 "," 	3,741 "," 	5,223 "," 	3,403 "," 	32,405 "
