Exit stations,Entry stations->,,SATURDAY,,,Feb 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	65 , 	71 , 	43 , 	226 , 	70 , 	72 , 	45 , 	74 , 	16 , 	72 , 	76 , 	19 , 	27 , 	26 , 	17 , 	11 , 	20 , 	21 , 	9 , 	13 , 	8 , 	5 , 	14 , 	17 , 	97 , 	76 , 	239 , 	103 , 	60 , 	93 , 	17 , 	39 , 	23 , 	6 , 	4 , 	11 , 	4 , 	32 , 	7 , 	10 , 	15 , 	16 , 	1 ," 	1,892 ",,,Eastbay," 	38,135 ",,SF CBD," 	102,188 ",60.9%,,,
EN, 	70 , 	9 , 	77 , 	51 , 	358 , 	94 , 	121 , 	69 , 	133 , 	32 , 	104 , 	133 , 	32 , 	42 , 	36 , 	19 , 	18 , 	39 , 	24 , 	17 , 	21 , 	6 , 	8 , 	22 , 	35 , 	233 , 	237 , 	619 , 	197 , 	85 , 	103 , 	28 , 	58 , 	48 , 	19 , 	6 , 	17 , 	2 , 	43 , 	11 , 	17 , 	36 , 	11 , 	3 ," 	3,337 ",,,Westbay," 	52,186 ",,non-CBD," 	61,060 ",36.4%,,,
EP, 	88 , 	72 , 	7 , 	37 , 	416 , 	73 , 	75 , 	60 , 	90 , 	28 , 	44 , 	56 , 	15 , 	18 , 	13 , 	6 , 	9 , 	26 , 	12 , 	6 , 	12 , 	9 , 	4 , 	25 , 	12 , 	133 , 	137 , 	349 , 	158 , 	46 , 	51 , 	13 , 	20 , 	13 , 	4 , 	3 , 	11 , 	2 , 	9 , 	2 , 	3 , 	36 , 	14 , 	1 ," 	2,210 ",,,Transbay," 	77,981 ",,,,,,,
NB, 	42 , 	54 , 	42 , 	9 , 	133 , 	42 , 	50 , 	57 , 	90 , 	23 , 	56 , 	48 , 	19 , 	22 , 	16 , 	6 , 	7 , 	20 , 	12 , 	11 , 	16 , 	10 , 	3 , 	20 , 	13 , 	199 , 	194 , 	378 , 	284 , 	108 , 	88 , 	20 , 	17 , 	21 , 	5 , 	5 , 	9 , 	3 , 	9 , 	4 , 	4 , 	50 , 	16 , 	1 ," 	2,232 ",,,,,,,,,,,
BK, 	232 , 	363 , 	420 , 	132 , 	19 , 	238 , 	270 , 	229 , 	298 , 	112 , 	180 , 	155 , 	88 , 	103 , 	80 , 	55 , 	72 , 	192 , 	57 , 	59 , 	72 , 	47 , 	31 , 	54 , 	57 , 	493 , 	361 ," 	1,214 ", 	540 , 	270 , 	226 , 	88 , 	54 , 	95 , 	16 , 	23 , 	70 , 	13 , 	43 , 	11 , 	15 , 	119 , 	91 , 	7 ," 	7,355 ",,,,,,,,,,,
AS, 	66 , 	84 , 	69 , 	46 , 	202 , 	9 , 	72 , 	88 , 	121 , 	26 , 	80 , 	87 , 	29 , 	43 , 	32 , 	11 , 	11 , 	21 , 	13 , 	8 , 	16 , 	10 , 	5 , 	15 , 	28 , 	163 , 	147 , 	342 , 	263 , 	147 , 	109 , 	22 , 	24 , 	17 , 	3 , 	3 , 	15 , 	4 , 	22 , 	4 , 	3 , 	23 , 	14 , 	0 ," 	2,513 ",,,,,,,,,,,
MA, 	85 , 	109 , 	70 , 	45 , 	246 , 	85 , 	13 , 	58 , 	104 , 	33 , 	116 , 	127 , 	45 , 	73 , 	59 , 	25 , 	20 , 	45 , 	45 , 	31 , 	43 , 	18 , 	16 , 	46 , 	55 , 	296 , 	273 , 	625 , 	416 , 	232 , 	175 , 	36 , 	39 , 	34 , 	11 , 	11 , 	25 , 	8 , 	79 , 	7 , 	12 , 	54 , 	19 , 	3 ," 	3,964 ",,,,,,,,,,,
19, 	47 , 	59 , 	53 , 	64 , 	211 , 	92 , 	66 , 	9 , 	19 , 	7 , 	70 , 	72 , 	40 , 	56 , 	45 , 	18 , 	23 , 	32 , 	32 , 	24 , 	42 , 	19 , 	17 , 	57 , 	27 , 	166 , 	174 , 	405 , 	262 , 	146 , 	110 , 	39 , 	28 , 	39 , 	10 , 	7 , 	21 , 	8 , 	36 , 	7 , 	7 , 	28 , 	22 , 	2 ," 	2,710 ",,,,,,,,,,,
12, 	77 , 	112 , 	96 , 	80 , 	260 , 	109 , 	98 , 	17 , 	11 , 	11 , 	78 , 	135 , 	80 , 	114 , 	85 , 	33 , 	48 , 	80 , 	56 , 	34 , 	50 , 	24 , 	29 , 	57 , 	68 , 	208 , 	231 , 	600 , 	267 , 	131 , 	113 , 	35 , 	66 , 	57 , 	17 , 	10 , 	30 , 	15 , 	61 , 	17 , 	15 , 	40 , 	42 , 	3 ," 	3,795 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	26 , 	19 , 	23 , 	113 , 	33 , 	33 , 	10 , 	13 , 	4 , 	66 , 	96 , 	102 , 	126 , 	54 , 	29 , 	44 , 	60 , 	11 , 	14 , 	13 , 	3 , 	5 , 	16 , 	23 , 	187 , 	181 , 	516 , 	202 , 	105 , 	82 , 	30 , 	31 , 	35 , 	2 , 	40 , 	66 , 	3 , 	6 , 	3 , 	5 , 	13 , 	7 , 	8 ," 	2,467 ",,,Dtwn SF," 	2,437 "," 	7,153 "," 	15,885 "," 	7,380 "," 	6,999 "," 	8,833 "," 	4,449 "," 	53,135 "
FV, 	68 , 	91 , 	44 , 	54 , 	185 , 	90 , 	116 , 	74 , 	97 , 	50 , 	14 , 	200 , 	139 , 	225 , 	149 , 	60 , 	56 , 	91 , 	38 , 	18 , 	31 , 	17 , 	13 , 	37 , 	96 , 	252 , 	232 , 	635 , 	311 , 	149 , 	142 , 	29 , 	66 , 	56 , 	12 , 	46 , 	75 , 	6 , 	55 , 	5 , 	13 , 	26 , 	21 , 	7 ," 	4,185 ",,,OAK," 	6,757 ", 	849 ," 	1,926 "," 	2,272 ", 	982 ," 	2,576 ", 	333 ," 	15,695 "
