Exit stations,Entry stations->,,SATURDAY,,,Nov 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	65 , 	81 , 	39 , 	274 , 	54 , 	75 , 	40 , 	53 , 	12 , 	60 , 	48 , 	13 , 	21 , 	22 , 	12 , 	10 , 	20 , 	12 , 	10 , 	11 , 	5 , 	5 , 	14 , 	16 , 	87 , 	62 , 	238 , 	93 , 	65 , 	80 , 	21 , 	37 , 	27 , 	10 , 	3 , 	9 , 	3 , 	27 , 	9 , 	9 , 	21 , 	14 ," 	1,786 ",,,Eastbay," 	41,054 ",,SF CBD," 	100,926 ",59.0%,,,
EN, 	75 , 	10 , 	82 , 	51 , 	754 , 	88 , 	116 , 	68 , 	125 , 	35 , 	88 , 	97 , 	35 , 	34 , 	32 , 	17 , 	18 , 	46 , 	19 , 	15 , 	25 , 	7 , 	6 , 	23 , 	29 , 	180 , 	177 , 	622 , 	216 , 	67 , 	99 , 	30 , 	48 , 	54 , 	17 , 	8 , 	19 , 	5 , 	35 , 	17 , 	15 , 	52 , 	20 ," 	3,571 ",,,Westbay," 	51,477 ",,non-CBD," 	64,609 ",37.8%,,,
EP, 	81 , 	65 , 	6 , 	46 , 	752 , 	74 , 	64 , 	56 , 	88 , 	25 , 	46 , 	35 , 	14 , 	16 , 	15 , 	5 , 	6 , 	22 , 	9 , 	7 , 	9 , 	9 , 	7 , 	32 , 	12 , 	113 , 	113 , 	339 , 	144 , 	47 , 	41 , 	15 , 	15 , 	17 , 	4 , 	5 , 	10 , 	3 , 	6 , 	2 , 	4 , 	49 , 	16 ," 	2,437 ",,,Transbay," 	78,578 ",,,,,,,
NB, 	40 , 	52 , 	42 , 	7 , 	311 , 	40 , 	48 , 	62 , 	81 , 	30 , 	50 , 	37 , 	15 , 	20 , 	17 , 	5 , 	10 , 	23 , 	12 , 	10 , 	19 , 	9 , 	4 , 	16 , 	14 , 	193 , 	161 , 	427 , 	242 , 	103 , 	82 , 	20 , 	23 , 	21 , 	7 , 	7 , 	13 , 	2 , 	8 , 	2 , 	2 , 	73 , 	12 ," 	2,367 ",,,,,,,,,,,
BK, 	296 , 	786 , 	774 , 	306 , 	27 , 	338 , 	445 , 	278 , 	313 , 	164 , 	276 , 	253 , 	180 , 	216 , 	152 , 	64 , 	215 , 	607 , 	116 , 	170 , 	315 , 	202 , 	211 , 	77 , 	72 ," 	1,014 ", 	646 ," 	1,591 ", 	889 , 	359 , 	332 , 	186 , 	89 , 	262 , 	30 , 	64 , 	340 , 	35 , 	76 , 	28 , 	47 , 	193 , 	374 ," 	13,401 ",,,,,,,,,,,
AS, 	55 , 	81 , 	60 , 	39 , 	274 , 	9 , 	69 , 	76 , 	90 , 	30 , 	83 , 	68 , 	24 , 	31 , 	22 , 	11 , 	10 , 	23 , 	13 , 	12 , 	16 , 	8 , 	6 , 	10 , 	27 , 	139 , 	129 , 	314 , 	214 , 	136 , 	91 , 	23 , 	19 , 	15 , 	4 , 	9 , 	13 , 	3 , 	18 , 	3 , 	3 , 	39 , 	11 ," 	2,323 ",,,,,,,,,,,
MA, 	85 , 	110 , 	78 , 	53 , 	424 , 	87 , 	11 , 	55 , 	88 , 	39 , 	97 , 	106 , 	38 , 	62 , 	58 , 	21 , 	16 , 	44 , 	42 , 	24 , 	40 , 	20 , 	16 , 	46 , 	43 , 	253 , 	230 , 	643 , 	380 , 	212 , 	149 , 	36 , 	47 , 	33 , 	6 , 	13 , 	28 , 	8 , 	64 , 	5 , 	9 , 	74 , 	18 ," 	3,903 ",,,,,,,,,,,
19, 	45 , 	65 , 	50 , 	58 , 	233 , 	83 , 	63 , 	7 , 	13 , 	14 , 	58 , 	54 , 	37 , 	58 , 	42 , 	17 , 	21 , 	27 , 	30 , 	27 , 	41 , 	26 , 	24 , 	53 , 	31 , 	149 , 	143 , 	383 , 	241 , 	126 , 	96 , 	29 , 	28 , 	24 , 	4 , 	11 , 	19 , 	8 , 	31 , 	4 , 	8 , 	43 , 	21 ," 	2,539 ",,,,,,,,,,,
12, 	52 , 	102 , 	82 , 	79 , 	286 , 	91 , 	82 , 	13 , 	14 , 	11 , 	88 , 	96 , 	76 , 	96 , 	55 , 	33 , 	35 , 	72 , 	61 , 	39 , 	58 , 	32 , 	23 , 	50 , 	59 , 	202 , 	195 , 	576 , 	238 , 	113 , 	87 , 	41 , 	56 , 	49 , 	17 , 	9 , 	40 , 	11 , 	52 , 	13 , 	16 , 	55 , 	41 ," 	3,493 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	36 , 	25 , 	32 , 	156 , 	33 , 	43 , 	11 , 	10 , 	8 , 	57 , 	121 , 	90 , 	118 , 	50 , 	22 , 	41 , 	52 , 	10 , 	8 , 	13 , 	8 , 	8 , 	18 , 	14 , 	151 , 	165 , 	498 , 	182 , 	86 , 	79 , 	28 , 	35 , 	30 , 	5 , 	33 , 	65 , 	2 , 	19 , 	2 , 	5 , 	25 , 	8 ," 	2,409 ",,,Dtwn SF," 	2,456 "," 	6,638 "," 	15,381 "," 	8,285 "," 	6,697 "," 	8,291 "," 	4,667 "," 	52,413 "
FV, 	66 , 	85 , 	49 , 	50 , 	269 , 	80 , 	94 , 	70 , 	101 , 	53 , 	11 , 	126 , 	124 , 	215 , 	129 , 	53 , 	50 , 	76 , 	39 , 	17 , 	25 , 	15 , 	14 , 	35 , 	77 , 	223 , 	182 , 	626 , 	284 , 	129 , 	134 , 	30 , 	64 , 	40 , 	11 , 	36 , 	79 , 	8 , 	54 , 	7 , 	10 , 	32 , 	14 ," 	3,884 ",,,OAK," 	6,310 ", 	771 ," 	1,727 "," 	2,519 ", 	973 ," 	2,326 ", 	399 ," 	15,024 "
